gid	tissue1	sexbias	gid2	tissue2	sexbias2	direction
TRINITY_DN123710_c0_g1_i1	Gonad	male	TRINITY_DN123710_c0_g1_i1	G46	female	yes
TRINITY_DN123988_c0_g3_i1	Gonad	male	TRINITY_DN123988_c0_g3_i1	G46	female	yes
TRINITY_DN126089_c1_g1_i2	Gonad	male	TRINITY_DN126089_c1_g1_i2	G46	female	yes
TRINITY_DN129141_c5_g2_i3	Gonad	male	TRINITY_DN129141_c5_g2_i3	G46	female	yes
TRINITY_DN129273_c5_g6_i1	Gonad	male	TRINITY_DN129273_c5_g6_i1	G46	female	yes
TRINITY_DN129486_c1_g1_i4	Gonad	male	TRINITY_DN129486_c1_g1_i4	G46	female	yes
TRINITY_DN129774_c0_g2_i2	Gonad	male	TRINITY_DN129774_c0_g2_i2	G46	female	yes
TRINITY_DN130035_c0_g1_i1	Gonad	male	TRINITY_DN130035_c0_g1_i1	G46	female	yes
TRINITY_DN130232_c0_g1_i1	Gonad	male	TRINITY_DN130232_c0_g1_i1	G46	female	yes
TRINITY_DN131370_c0_g1_i1	Gonad	male	TRINITY_DN131370_c0_g1_i1	G46	female	yes
TRINITY_DN131403_c3_g1_i1	Gonad	male	TRINITY_DN131403_c3_g1_i1	G46	female	yes
TRINITY_DN132389_c3_g13_i2	Gonad	male	TRINITY_DN132389_c3_g13_i2	G46	female	yes
TRINITY_DN132611_c0_g3_i1	Gonad	male	TRINITY_DN132611_c0_g3_i1	G46	female	yes
TRINITY_DN132667_c0_g1_i1	Gonad	male	TRINITY_DN132667_c0_g1_i1	G46	female	yes
TRINITY_DN133247_c2_g5_i5	Gonad	male	TRINITY_DN133247_c2_g5_i5	G46	female	yes
TRINITY_DN133356_c6_g2_i2	Gonad	male	TRINITY_DN133356_c6_g2_i2	G46	female	yes
TRINITY_DN133633_c4_g1_i9	Gonad	male	TRINITY_DN133633_c4_g1_i9	G46	female	yes
TRINITY_DN134010_c12_g2_i1	Gonad	male	TRINITY_DN134010_c12_g2_i1	G46	female	yes
TRINITY_DN134085_c3_g2_i2	Gonad	male	TRINITY_DN134085_c3_g2_i2	G46	female	yes
TRINITY_DN134152_c0_g1_i1	Gonad	male	TRINITY_DN134152_c0_g1_i1	G46	female	yes
TRINITY_DN136055_c0_g1_i2	Gonad	male	TRINITY_DN136055_c0_g1_i2	G46	female	yes
TRINITY_DN136102_c1_g2_i1	Gonad	male	TRINITY_DN136102_c1_g2_i1	G46	female	yes
TRINITY_DN136384_c1_g1_i1	Gonad	male	TRINITY_DN136384_c1_g1_i1	G46	female	yes
TRINITY_DN63296_c0_g2_i1	Gonad	male	TRINITY_DN63296_c0_g2_i1	G46	female	yes
TRINITY_DN99399_c1_g1_i1	Gonad	male	TRINITY_DN99399_c1_g1_i1	G46	female	yes
TRINITY_DN101728_c0_g2_i1	Gonad	male	TRINITY_DN101728_c0_g2_i1	G46	male	no
TRINITY_DN111757_c0_g1_i1	Gonad	male	TRINITY_DN111757_c0_g1_i1	G46	male	no
TRINITY_DN112596_c0_g1_i1	Gonad	male	TRINITY_DN112596_c0_g1_i1	G46	male	no
TRINITY_DN114818_c0_g1_i1	Gonad	male	TRINITY_DN114818_c0_g1_i1	G46	male	no
TRINITY_DN115114_c1_g1_i1	Gonad	male	TRINITY_DN115114_c1_g1_i1	G46	male	no
TRINITY_DN115612_c0_g2_i2	Gonad	male	TRINITY_DN115612_c0_g2_i2	G46	male	no
TRINITY_DN117755_c0_g1_i1	Gonad	male	TRINITY_DN117755_c0_g1_i1	G46	male	no
TRINITY_DN118540_c0_g2_i1	Gonad	male	TRINITY_DN118540_c0_g2_i1	G46	male	no
TRINITY_DN119634_c0_g1_i1	Gonad	male	TRINITY_DN119634_c0_g1_i1	G46	male	no
TRINITY_DN120135_c0_g1_i1	Gonad	male	TRINITY_DN120135_c0_g1_i1	G46	male	no
TRINITY_DN120528_c0_g1_i2	Gonad	male	TRINITY_DN120528_c0_g1_i2	G46	male	no
TRINITY_DN121490_c3_g1_i3	Gonad	male	TRINITY_DN121490_c3_g1_i3	G46	male	no
TRINITY_DN122162_c1_g1_i2	Gonad	male	TRINITY_DN122162_c1_g1_i2	G46	male	no
TRINITY_DN122876_c3_g1_i10	Gonad	male	TRINITY_DN122876_c3_g1_i10	G46	male	no
TRINITY_DN123534_c0_g1_i2	Gonad	male	TRINITY_DN123534_c0_g1_i2	G46	male	no
TRINITY_DN123549_c0_g1_i2	Gonad	male	TRINITY_DN123549_c0_g1_i2	G46	male	no
TRINITY_DN123637_c0_g1_i2	Gonad	male	TRINITY_DN123637_c0_g1_i2	G46	male	no
TRINITY_DN123854_c0_g4_i5	Gonad	male	TRINITY_DN123854_c0_g4_i5	G46	male	no
TRINITY_DN124136_c0_g3_i1	Gonad	male	TRINITY_DN124136_c0_g3_i1	G46	male	no
TRINITY_DN124180_c0_g7_i1	Gonad	male	TRINITY_DN124180_c0_g7_i1	G46	male	no
TRINITY_DN124181_c0_g1_i1	Gonad	male	TRINITY_DN124181_c0_g1_i1	G46	male	no
TRINITY_DN124423_c0_g1_i3	Gonad	male	TRINITY_DN124423_c0_g1_i3	G46	male	no
TRINITY_DN125938_c4_g5_i1	Gonad	male	TRINITY_DN125938_c4_g5_i1	G46	male	no
TRINITY_DN126268_c0_g1_i2	Gonad	male	TRINITY_DN126268_c0_g1_i2	G46	male	no
TRINITY_DN126878_c0_g1_i1	Gonad	male	TRINITY_DN126878_c0_g1_i1	G46	male	no
TRINITY_DN127245_c0_g1_i2	Gonad	male	TRINITY_DN127245_c0_g1_i2	G46	male	no
TRINITY_DN127361_c15_g1_i3	Gonad	male	TRINITY_DN127361_c15_g1_i3	G46	male	no
TRINITY_DN127994_c1_g1_i1	Gonad	male	TRINITY_DN127994_c1_g1_i1	G46	male	no
TRINITY_DN128513_c1_g2_i6	Gonad	male	TRINITY_DN128513_c1_g2_i6	G46	male	no
TRINITY_DN128660_c0_g1_i3	Gonad	male	TRINITY_DN128660_c0_g1_i3	G46	male	no
TRINITY_DN128955_c5_g1_i1	Gonad	male	TRINITY_DN128955_c5_g1_i1	G46	male	no
TRINITY_DN129004_c0_g3_i2	Gonad	male	TRINITY_DN129004_c0_g3_i2	G46	male	no
TRINITY_DN129017_c1_g1_i1	Gonad	male	TRINITY_DN129017_c1_g1_i1	G46	male	no
TRINITY_DN129034_c7_g7_i3	Gonad	male	TRINITY_DN129034_c7_g7_i3	G46	male	no
TRINITY_DN129128_c4_g1_i5	Gonad	male	TRINITY_DN129128_c4_g1_i5	G46	male	no
TRINITY_DN129910_c0_g1_i2	Gonad	male	TRINITY_DN129910_c0_g1_i2	G46	male	no
TRINITY_DN130527_c4_g4_i1	Gonad	male	TRINITY_DN130527_c4_g4_i1	G46	male	no
TRINITY_DN130770_c0_g2_i2	Gonad	male	TRINITY_DN130770_c0_g2_i2	G46	male	no
TRINITY_DN131236_c0_g1_i1	Gonad	male	TRINITY_DN131236_c0_g1_i1	G46	male	no
TRINITY_DN131299_c0_g1_i4	Gonad	male	TRINITY_DN131299_c0_g1_i4	G46	male	no
TRINITY_DN131465_c3_g1_i3	Gonad	male	TRINITY_DN131465_c3_g1_i3	G46	male	no
TRINITY_DN131503_c1_g3_i4	Gonad	male	TRINITY_DN131503_c1_g3_i4	G46	male	no
TRINITY_DN131584_c0_g2_i3	Gonad	male	TRINITY_DN131584_c0_g2_i3	G46	male	no
TRINITY_DN131868_c0_g11_i1	Gonad	male	TRINITY_DN131868_c0_g11_i1	G46	male	no
TRINITY_DN132022_c5_g3_i1	Gonad	male	TRINITY_DN132022_c5_g3_i1	G46	male	no
TRINITY_DN132547_c1_g4_i1	Gonad	male	TRINITY_DN132547_c1_g4_i1	G46	male	no
TRINITY_DN132809_c9_g3_i1	Gonad	male	TRINITY_DN132809_c9_g3_i1	G46	male	no
TRINITY_DN133061_c1_g1_i3	Gonad	male	TRINITY_DN133061_c1_g1_i3	G46	male	no
TRINITY_DN133210_c0_g1_i4	Gonad	male	TRINITY_DN133210_c0_g1_i4	G46	male	no
TRINITY_DN133575_c2_g1_i3	Gonad	male	TRINITY_DN133575_c2_g1_i3	G46	male	no
TRINITY_DN134053_c4_g1_i1	Gonad	male	TRINITY_DN134053_c4_g1_i1	G46	male	no
TRINITY_DN134143_c0_g1_i1	Gonad	male	TRINITY_DN134143_c0_g1_i1	G46	male	no
TRINITY_DN134219_c1_g1_i3	Gonad	male	TRINITY_DN134219_c1_g1_i3	G46	male	no
TRINITY_DN134283_c1_g2_i1	Gonad	male	TRINITY_DN134283_c1_g2_i1	G46	male	no
TRINITY_DN134451_c0_g1_i4	Gonad	male	TRINITY_DN134451_c0_g1_i4	G46	male	no
TRINITY_DN134738_c1_g2_i2	Gonad	male	TRINITY_DN134738_c1_g2_i2	G46	male	no
TRINITY_DN135226_c0_g2_i1	Gonad	male	TRINITY_DN135226_c0_g2_i1	G46	male	no
TRINITY_DN135623_c1_g2_i3	Gonad	male	TRINITY_DN135623_c1_g2_i3	G46	male	no
TRINITY_DN44160_c0_g1_i1	Gonad	male	TRINITY_DN44160_c0_g1_i1	G46	male	no
TRINITY_DN61744_c0_g2_i1	Gonad	male	TRINITY_DN61744_c0_g2_i1	G46	male	no
