gid	tissue1	sexbias	gid2	tissue2	sexbias2	direction
TRINITY_DN126296_c0_g1_i4	Gonad	female	TRINITY_DN126296_c0_g1_i4	G46	female	no
TRINITY_DN126312_c0_g1_i4	Gonad	female	TRINITY_DN126312_c0_g1_i4	G46	female	no
TRINITY_DN126314_c2_g1_i2	Gonad	female	TRINITY_DN126314_c2_g1_i2	G46	female	no
TRINITY_DN126318_c8_g2_i4	Gonad	female	TRINITY_DN126318_c8_g2_i4	G46	female	no
TRINITY_DN126330_c1_g2_i1	Gonad	female	TRINITY_DN126330_c1_g2_i1	G46	female	no
TRINITY_DN126356_c1_g3_i1	Gonad	female	TRINITY_DN126356_c1_g3_i1	G46	female	no
TRINITY_DN126357_c1_g1_i2	Gonad	female	TRINITY_DN126357_c1_g1_i2	G46	female	no
TRINITY_DN126357_c1_g2_i4	Gonad	female	TRINITY_DN126357_c1_g2_i4	G46	female	no
TRINITY_DN126359_c3_g1_i4	Gonad	female	TRINITY_DN126359_c3_g1_i4	G46	female	no
TRINITY_DN126394_c1_g1_i1	Gonad	female	TRINITY_DN126394_c1_g1_i1	G46	female	no
TRINITY_DN126405_c0_g1_i1	Gonad	female	TRINITY_DN126405_c0_g1_i1	G46	female	no
TRINITY_DN126410_c3_g1_i3	Gonad	female	TRINITY_DN126410_c3_g1_i3	G46	female	no
TRINITY_DN126421_c2_g1_i1	Gonad	female	TRINITY_DN126421_c2_g1_i1	G46	female	no
TRINITY_DN126425_c1_g1_i3	Gonad	female	TRINITY_DN126425_c1_g1_i3	G46	female	no
TRINITY_DN126429_c0_g1_i1	Gonad	female	TRINITY_DN126429_c0_g1_i1	G46	female	no
TRINITY_DN126447_c0_g1_i1	Gonad	female	TRINITY_DN126447_c0_g1_i1	G46	female	no
TRINITY_DN126452_c0_g2_i3	Gonad	female	TRINITY_DN126452_c0_g2_i3	G46	female	no
TRINITY_DN126470_c0_g1_i1	Gonad	female	TRINITY_DN126470_c0_g1_i1	G46	female	no
TRINITY_DN126507_c0_g1_i2	Gonad	female	TRINITY_DN126507_c0_g1_i2	G46	female	no
TRINITY_DN126533_c3_g2_i1	Gonad	female	TRINITY_DN126533_c3_g2_i1	G46	female	no
TRINITY_DN126535_c1_g2_i4	Gonad	female	TRINITY_DN126535_c1_g2_i4	G46	female	no
TRINITY_DN126551_c0_g2_i5	Gonad	female	TRINITY_DN126551_c0_g2_i5	G46	female	no
TRINITY_DN126559_c1_g4_i2	Gonad	female	TRINITY_DN126559_c1_g4_i2	G46	female	no
TRINITY_DN126577_c0_g1_i1	Gonad	female	TRINITY_DN126577_c0_g1_i1	G46	female	no
TRINITY_DN126600_c0_g1_i1	Gonad	female	TRINITY_DN126600_c0_g1_i1	G46	female	no
TRINITY_DN126605_c1_g1_i1	Gonad	female	TRINITY_DN126605_c1_g1_i1	G46	female	no
TRINITY_DN126616_c6_g6_i2	Gonad	female	TRINITY_DN126616_c6_g6_i2	G46	female	no
TRINITY_DN126619_c1_g3_i3	Gonad	female	TRINITY_DN126619_c1_g3_i3	G46	female	no
TRINITY_DN126629_c0_g1_i1	Gonad	female	TRINITY_DN126629_c0_g1_i1	G46	female	no
TRINITY_DN126639_c0_g1_i1	Gonad	female	TRINITY_DN126639_c0_g1_i1	G46	female	no
TRINITY_DN126647_c0_g1_i1	Gonad	female	TRINITY_DN126647_c0_g1_i1	G46	female	no
TRINITY_DN126692_c6_g4_i1	Gonad	female	TRINITY_DN126692_c6_g4_i1	G46	female	no
TRINITY_DN126693_c0_g1_i1	Gonad	female	TRINITY_DN126693_c0_g1_i1	G46	female	no
TRINITY_DN126701_c6_g2_i1	Gonad	female	TRINITY_DN126701_c6_g2_i1	G46	female	no
TRINITY_DN126721_c4_g1_i3	Gonad	female	TRINITY_DN126721_c4_g1_i3	G46	female	no
TRINITY_DN126729_c2_g1_i2	Gonad	female	TRINITY_DN126729_c2_g1_i2	G46	female	no
TRINITY_DN126754_c2_g1_i1	Gonad	female	TRINITY_DN126754_c2_g1_i1	G46	female	no
TRINITY_DN126783_c1_g5_i3	Gonad	female	TRINITY_DN126783_c1_g5_i3	G46	female	no
TRINITY_DN126838_c0_g1_i1	Gonad	female	TRINITY_DN126838_c0_g1_i1	G46	female	no
TRINITY_DN126839_c0_g2_i1	Gonad	female	TRINITY_DN126839_c0_g2_i1	G46	female	no
TRINITY_DN126890_c0_g2_i1	Gonad	female	TRINITY_DN126890_c0_g2_i1	G46	female	no
TRINITY_DN126897_c0_g2_i1	Gonad	female	TRINITY_DN126897_c0_g2_i1	G46	female	no
TRINITY_DN126899_c2_g1_i1	Gonad	female	TRINITY_DN126899_c2_g1_i1	G46	female	no
TRINITY_DN126910_c4_g1_i1	Gonad	female	TRINITY_DN126910_c4_g1_i1	G46	female	no
TRINITY_DN126935_c6_g3_i3	Gonad	female	TRINITY_DN126935_c6_g3_i3	G46	female	no
TRINITY_DN126945_c0_g1_i2	Gonad	female	TRINITY_DN126945_c0_g1_i2	G46	female	no
TRINITY_DN127008_c0_g1_i1	Gonad	female	TRINITY_DN127008_c0_g1_i1	G46	female	no
TRINITY_DN127021_c5_g1_i1	Gonad	female	TRINITY_DN127021_c5_g1_i1	G46	female	no
TRINITY_DN127028_c1_g1_i1	Gonad	female	TRINITY_DN127028_c1_g1_i1	G46	female	no
TRINITY_DN127049_c0_g3_i1	Gonad	female	TRINITY_DN127049_c0_g3_i1	G46	female	no
TRINITY_DN127067_c5_g2_i2	Gonad	female	TRINITY_DN127067_c5_g2_i2	G46	female	no
TRINITY_DN127070_c0_g1_i3	Gonad	female	TRINITY_DN127070_c0_g1_i3	G46	female	no
TRINITY_DN127094_c2_g3_i3	Gonad	female	TRINITY_DN127094_c2_g3_i3	G46	female	no
TRINITY_DN127109_c0_g1_i3	Gonad	female	TRINITY_DN127109_c0_g1_i3	G46	female	no
TRINITY_DN127129_c2_g3_i1	Gonad	female	TRINITY_DN127129_c2_g3_i1	G46	female	no
TRINITY_DN127185_c2_g2_i3	Gonad	female	TRINITY_DN127185_c2_g2_i3	G46	female	no
TRINITY_DN127209_c2_g4_i3	Gonad	female	TRINITY_DN127209_c2_g4_i3	G46	female	no
TRINITY_DN127225_c3_g5_i1	Gonad	female	TRINITY_DN127225_c3_g5_i1	G46	female	no
TRINITY_DN127233_c1_g1_i5	Gonad	female	TRINITY_DN127233_c1_g1_i5	G46	female	no
TRINITY_DN127247_c0_g1_i4	Gonad	female	TRINITY_DN127247_c0_g1_i4	G46	female	no
TRINITY_DN127273_c0_g3_i2	Gonad	female	TRINITY_DN127273_c0_g3_i2	G46	female	no
TRINITY_DN127335_c2_g3_i2	Gonad	female	TRINITY_DN127335_c2_g3_i2	G46	female	no
TRINITY_DN127341_c11_g1_i1	Gonad	female	TRINITY_DN127341_c11_g1_i1	G46	female	no
TRINITY_DN127351_c3_g3_i1	Gonad	female	TRINITY_DN127351_c3_g3_i1	G46	female	no
TRINITY_DN127392_c2_g1_i1	Gonad	female	TRINITY_DN127392_c2_g1_i1	G46	female	no
TRINITY_DN127401_c0_g1_i1	Gonad	female	TRINITY_DN127401_c0_g1_i1	G46	female	no
TRINITY_DN127409_c0_g1_i4	Gonad	female	TRINITY_DN127409_c0_g1_i4	G46	female	no
TRINITY_DN127422_c1_g2_i2	Gonad	female	TRINITY_DN127422_c1_g2_i2	G46	female	no
TRINITY_DN127457_c0_g2_i2	Gonad	female	TRINITY_DN127457_c0_g2_i2	G46	female	no
TRINITY_DN127458_c0_g6_i1	Gonad	female	TRINITY_DN127458_c0_g6_i1	G46	female	no
TRINITY_DN127485_c0_g1_i3	Gonad	female	TRINITY_DN127485_c0_g1_i3	G46	female	no
TRINITY_DN127491_c0_g1_i1	Gonad	female	TRINITY_DN127491_c0_g1_i1	G46	female	no
TRINITY_DN127522_c0_g1_i1	Gonad	female	TRINITY_DN127522_c0_g1_i1	G46	female	no
TRINITY_DN127576_c0_g1_i5	Gonad	female	TRINITY_DN127576_c0_g1_i5	G46	female	no
TRINITY_DN127605_c4_g3_i1	Gonad	female	TRINITY_DN127605_c4_g3_i1	G46	female	no
TRINITY_DN127611_c0_g3_i1	Gonad	female	TRINITY_DN127611_c0_g3_i1	G46	female	no
TRINITY_DN127619_c2_g2_i2	Gonad	female	TRINITY_DN127619_c2_g2_i2	G46	female	no
TRINITY_DN127630_c3_g2_i2	Gonad	female	TRINITY_DN127630_c3_g2_i2	G46	female	no
TRINITY_DN127631_c0_g1_i3	Gonad	female	TRINITY_DN127631_c0_g1_i3	G46	female	no
TRINITY_DN127666_c1_g1_i1	Gonad	female	TRINITY_DN127666_c1_g1_i1	G46	female	no
TRINITY_DN127667_c0_g2_i1	Gonad	female	TRINITY_DN127667_c0_g2_i1	G46	female	no
TRINITY_DN127706_c0_g1_i2	Gonad	female	TRINITY_DN127706_c0_g1_i2	G46	female	no
TRINITY_DN127727_c1_g2_i3	Gonad	female	TRINITY_DN127727_c1_g2_i3	G46	female	no
TRINITY_DN127749_c2_g2_i1	Gonad	female	TRINITY_DN127749_c2_g2_i1	G46	female	no
TRINITY_DN127805_c6_g1_i1	Gonad	female	TRINITY_DN127805_c6_g1_i1	G46	female	no
TRINITY_DN127806_c0_g1_i2	Gonad	female	TRINITY_DN127806_c0_g1_i2	G46	female	no
TRINITY_DN127848_c6_g1_i1	Gonad	female	TRINITY_DN127848_c6_g1_i1	G46	female	no
TRINITY_DN127864_c2_g4_i4	Gonad	female	TRINITY_DN127864_c2_g4_i4	G46	female	no
TRINITY_DN127874_c6_g4_i6	Gonad	female	TRINITY_DN127874_c6_g4_i6	G46	female	no
TRINITY_DN127876_c3_g2_i2	Gonad	female	TRINITY_DN127876_c3_g2_i2	G46	female	no
TRINITY_DN127929_c1_g1_i2	Gonad	female	TRINITY_DN127929_c1_g1_i2	G46	female	no
TRINITY_DN127932_c0_g1_i2	Gonad	female	TRINITY_DN127932_c0_g1_i2	G46	female	no
TRINITY_DN128016_c3_g2_i5	Gonad	female	TRINITY_DN128016_c3_g2_i5	G46	female	no
TRINITY_DN128018_c0_g5_i1	Gonad	female	TRINITY_DN128018_c0_g5_i1	G46	female	no
TRINITY_DN128032_c3_g1_i2	Gonad	female	TRINITY_DN128032_c3_g1_i2	G46	female	no
TRINITY_DN128038_c3_g1_i6	Gonad	female	TRINITY_DN128038_c3_g1_i6	G46	female	no
TRINITY_DN128099_c4_g2_i2	Gonad	female	TRINITY_DN128099_c4_g2_i2	G46	female	no
TRINITY_DN128113_c3_g3_i1	Gonad	female	TRINITY_DN128113_c3_g3_i1	G46	female	no
TRINITY_DN128135_c2_g5_i1	Gonad	female	TRINITY_DN128135_c2_g5_i1	G46	female	no
TRINITY_DN128182_c0_g2_i4	Gonad	female	TRINITY_DN128182_c0_g2_i4	G46	female	no
TRINITY_DN128224_c1_g1_i2	Gonad	female	TRINITY_DN128224_c1_g1_i2	G46	female	no
TRINITY_DN128225_c1_g1_i1	Gonad	female	TRINITY_DN128225_c1_g1_i1	G46	female	no
TRINITY_DN128247_c5_g9_i3	Gonad	female	TRINITY_DN128247_c5_g9_i3	G46	female	no
TRINITY_DN128259_c0_g1_i1	Gonad	female	TRINITY_DN128259_c0_g1_i1	G46	female	no
TRINITY_DN128268_c2_g2_i1	Gonad	female	TRINITY_DN128268_c2_g2_i1	G46	female	no
TRINITY_DN128274_c4_g1_i4	Gonad	female	TRINITY_DN128274_c4_g1_i4	G46	female	no
TRINITY_DN128276_c0_g1_i2	Gonad	female	TRINITY_DN128276_c0_g1_i2	G46	female	no
TRINITY_DN128282_c6_g2_i1	Gonad	female	TRINITY_DN128282_c6_g2_i1	G46	female	no
TRINITY_DN128285_c6_g3_i4	Gonad	female	TRINITY_DN128285_c6_g3_i4	G46	female	no
TRINITY_DN128313_c7_g1_i2	Gonad	female	TRINITY_DN128313_c7_g1_i2	G46	female	no
TRINITY_DN128322_c0_g6_i10	Gonad	female	TRINITY_DN128322_c0_g6_i10	G46	female	no
TRINITY_DN128356_c6_g1_i1	Gonad	female	TRINITY_DN128356_c6_g1_i1	G46	female	no
TRINITY_DN128390_c3_g1_i1	Gonad	female	TRINITY_DN128390_c3_g1_i1	G46	female	no
TRINITY_DN128408_c3_g7_i3	Gonad	female	TRINITY_DN128408_c3_g7_i3	G46	female	no
TRINITY_DN128427_c0_g2_i2	Gonad	female	TRINITY_DN128427_c0_g2_i2	G46	female	no
TRINITY_DN128428_c0_g3_i2	Gonad	female	TRINITY_DN128428_c0_g3_i2	G46	female	no
TRINITY_DN128429_c0_g1_i1	Gonad	female	TRINITY_DN128429_c0_g1_i1	G46	female	no
TRINITY_DN128450_c0_g1_i7	Gonad	female	TRINITY_DN128450_c0_g1_i7	G46	female	no
TRINITY_DN128544_c0_g2_i1	Gonad	female	TRINITY_DN128544_c0_g2_i1	G46	female	no
TRINITY_DN128560_c0_g1_i1	Gonad	female	TRINITY_DN128560_c0_g1_i1	G46	female	no
TRINITY_DN128627_c3_g3_i1	Gonad	female	TRINITY_DN128627_c3_g3_i1	G46	female	no
TRINITY_DN128639_c1_g2_i3	Gonad	female	TRINITY_DN128639_c1_g2_i3	G46	female	no
TRINITY_DN128652_c2_g1_i3	Gonad	female	TRINITY_DN128652_c2_g1_i3	G46	female	no
TRINITY_DN128684_c3_g2_i2	Gonad	female	TRINITY_DN128684_c3_g2_i2	G46	female	no
TRINITY_DN128703_c7_g2_i2	Gonad	female	TRINITY_DN128703_c7_g2_i2	G46	female	no
TRINITY_DN128755_c0_g2_i5	Gonad	female	TRINITY_DN128755_c0_g2_i5	G46	female	no
TRINITY_DN128761_c2_g4_i2	Gonad	female	TRINITY_DN128761_c2_g4_i2	G46	female	no
TRINITY_DN128790_c6_g6_i5	Gonad	female	TRINITY_DN128790_c6_g6_i5	G46	female	no
TRINITY_DN128838_c0_g1_i1	Gonad	female	TRINITY_DN128838_c0_g1_i1	G46	female	no
TRINITY_DN128858_c0_g1_i1	Gonad	female	TRINITY_DN128858_c0_g1_i1	G46	female	no
TRINITY_DN128880_c4_g1_i2	Gonad	female	TRINITY_DN128880_c4_g1_i2	G46	female	no
TRINITY_DN128899_c4_g1_i2	Gonad	female	TRINITY_DN128899_c4_g1_i2	G46	female	no
TRINITY_DN128960_c2_g2_i7	Gonad	female	TRINITY_DN128960_c2_g2_i7	G46	female	no
TRINITY_DN128972_c3_g1_i2	Gonad	female	TRINITY_DN128972_c3_g1_i2	G46	female	no
TRINITY_DN129001_c0_g2_i2	Gonad	female	TRINITY_DN129001_c0_g2_i2	G46	female	no
TRINITY_DN129005_c2_g2_i2	Gonad	female	TRINITY_DN129005_c2_g2_i2	G46	female	no
TRINITY_DN129027_c1_g2_i4	Gonad	female	TRINITY_DN129027_c1_g2_i4	G46	female	no
TRINITY_DN129069_c0_g2_i1	Gonad	female	TRINITY_DN129069_c0_g2_i1	G46	female	no
TRINITY_DN129105_c1_g1_i2	Gonad	female	TRINITY_DN129105_c1_g1_i2	G46	female	no
TRINITY_DN129142_c4_g1_i1	Gonad	female	TRINITY_DN129142_c4_g1_i1	G46	female	no
TRINITY_DN129160_c1_g1_i1	Gonad	female	TRINITY_DN129160_c1_g1_i1	G46	female	no
TRINITY_DN129165_c2_g1_i1	Gonad	female	TRINITY_DN129165_c2_g1_i1	G46	female	no
TRINITY_DN129177_c1_g2_i1	Gonad	female	TRINITY_DN129177_c1_g2_i1	G46	female	no
TRINITY_DN129197_c1_g1_i2	Gonad	female	TRINITY_DN129197_c1_g1_i2	G46	female	no
TRINITY_DN129218_c0_g1_i9	Gonad	female	TRINITY_DN129218_c0_g1_i9	G46	female	no
TRINITY_DN129243_c2_g1_i1	Gonad	female	TRINITY_DN129243_c2_g1_i1	G46	female	no
TRINITY_DN129293_c1_g2_i1	Gonad	female	TRINITY_DN129293_c1_g2_i1	G46	female	no
TRINITY_DN129315_c0_g2_i1	Gonad	female	TRINITY_DN129315_c0_g2_i1	G46	female	no
TRINITY_DN129338_c2_g9_i1	Gonad	female	TRINITY_DN129338_c2_g9_i1	G46	female	no
TRINITY_DN129343_c0_g2_i1	Gonad	female	TRINITY_DN129343_c0_g2_i1	G46	female	no
TRINITY_DN129361_c4_g3_i2	Gonad	female	TRINITY_DN129361_c4_g3_i2	G46	female	no
TRINITY_DN129466_c1_g5_i1	Gonad	female	TRINITY_DN129466_c1_g5_i1	G46	female	no
TRINITY_DN129469_c0_g2_i4	Gonad	female	TRINITY_DN129469_c0_g2_i4	G46	female	no
TRINITY_DN129474_c1_g1_i2	Gonad	female	TRINITY_DN129474_c1_g1_i2	G46	female	no
TRINITY_DN129499_c0_g1_i2	Gonad	female	TRINITY_DN129499_c0_g1_i2	G46	female	no
TRINITY_DN129503_c1_g1_i2	Gonad	female	TRINITY_DN129503_c1_g1_i2	G46	female	no
TRINITY_DN129505_c0_g2_i3	Gonad	female	TRINITY_DN129505_c0_g2_i3	G46	female	no
TRINITY_DN129519_c3_g2_i1	Gonad	female	TRINITY_DN129519_c3_g2_i1	G46	female	no
TRINITY_DN129561_c4_g2_i1	Gonad	female	TRINITY_DN129561_c4_g2_i1	G46	female	no
TRINITY_DN129581_c0_g1_i5	Gonad	female	TRINITY_DN129581_c0_g1_i5	G46	female	no
TRINITY_DN129593_c0_g1_i1	Gonad	female	TRINITY_DN129593_c0_g1_i1	G46	female	no
TRINITY_DN129596_c3_g3_i3	Gonad	female	TRINITY_DN129596_c3_g3_i3	G46	female	no
TRINITY_DN129638_c0_g1_i3	Gonad	female	TRINITY_DN129638_c0_g1_i3	G46	female	no
TRINITY_DN129659_c2_g1_i2	Gonad	female	TRINITY_DN129659_c2_g1_i2	G46	female	no
TRINITY_DN129674_c0_g1_i1	Gonad	female	TRINITY_DN129674_c0_g1_i1	G46	female	no
TRINITY_DN129719_c1_g1_i2	Gonad	female	TRINITY_DN129719_c1_g1_i2	G46	female	no
TRINITY_DN129754_c0_g2_i2	Gonad	female	TRINITY_DN129754_c0_g2_i2	G46	female	no
TRINITY_DN129765_c1_g6_i4	Gonad	female	TRINITY_DN129765_c1_g6_i4	G46	female	no
TRINITY_DN129781_c0_g1_i1	Gonad	female	TRINITY_DN129781_c0_g1_i1	G46	female	no
TRINITY_DN129787_c3_g1_i1	Gonad	female	TRINITY_DN129787_c3_g1_i1	G46	female	no
TRINITY_DN129845_c2_g19_i2	Gonad	female	TRINITY_DN129845_c2_g19_i2	G46	female	no
TRINITY_DN129860_c0_g3_i1	Gonad	female	TRINITY_DN129860_c0_g3_i1	G46	female	no
TRINITY_DN129880_c2_g1_i1	Gonad	female	TRINITY_DN129880_c2_g1_i1	G46	female	no
TRINITY_DN129884_c4_g1_i1	Gonad	female	TRINITY_DN129884_c4_g1_i1	G46	female	no
TRINITY_DN129923_c0_g2_i3	Gonad	female	TRINITY_DN129923_c0_g2_i3	G46	female	no
TRINITY_DN129928_c3_g2_i2	Gonad	female	TRINITY_DN129928_c3_g2_i2	G46	female	no
TRINITY_DN129929_c2_g2_i1	Gonad	female	TRINITY_DN129929_c2_g2_i1	G46	female	no
TRINITY_DN129939_c4_g1_i15	Gonad	female	TRINITY_DN129939_c4_g1_i15	G46	female	no
TRINITY_DN129942_c2_g2_i2	Gonad	female	TRINITY_DN129942_c2_g2_i2	G46	female	no
TRINITY_DN129986_c2_g2_i1	Gonad	female	TRINITY_DN129986_c2_g2_i1	G46	female	no
TRINITY_DN130024_c2_g3_i1	Gonad	female	TRINITY_DN130024_c2_g3_i1	G46	female	no
TRINITY_DN130037_c1_g4_i6	Gonad	female	TRINITY_DN130037_c1_g4_i6	G46	female	no
TRINITY_DN130084_c0_g2_i2	Gonad	female	TRINITY_DN130084_c0_g2_i2	G46	female	no
TRINITY_DN130090_c8_g4_i5	Gonad	female	TRINITY_DN130090_c8_g4_i5	G46	female	no
TRINITY_DN130112_c8_g1_i3	Gonad	female	TRINITY_DN130112_c8_g1_i3	G46	female	no
TRINITY_DN130140_c4_g1_i3	Gonad	female	TRINITY_DN130140_c4_g1_i3	G46	female	no
TRINITY_DN130143_c0_g1_i2	Gonad	female	TRINITY_DN130143_c0_g1_i2	G46	female	no
TRINITY_DN130185_c2_g4_i3	Gonad	female	TRINITY_DN130185_c2_g4_i3	G46	female	no
TRINITY_DN130202_c0_g1_i3	Gonad	female	TRINITY_DN130202_c0_g1_i3	G46	female	no
TRINITY_DN130211_c0_g1_i4	Gonad	female	TRINITY_DN130211_c0_g1_i4	G46	female	no
TRINITY_DN130227_c9_g1_i1	Gonad	female	TRINITY_DN130227_c9_g1_i1	G46	female	no
TRINITY_DN130280_c0_g1_i1	Gonad	female	TRINITY_DN130280_c0_g1_i1	G46	female	no
TRINITY_DN130346_c1_g1_i2	Gonad	female	TRINITY_DN130346_c1_g1_i2	G46	female	no
TRINITY_DN130392_c1_g5_i1	Gonad	female	TRINITY_DN130392_c1_g5_i1	G46	female	no
TRINITY_DN130406_c0_g1_i1	Gonad	female	TRINITY_DN130406_c0_g1_i1	G46	female	no
TRINITY_DN130414_c0_g2_i1	Gonad	female	TRINITY_DN130414_c0_g2_i1	G46	female	no
TRINITY_DN130420_c0_g3_i7	Gonad	female	TRINITY_DN130420_c0_g3_i7	G46	female	no
TRINITY_DN130437_c2_g7_i4	Gonad	female	TRINITY_DN130437_c2_g7_i4	G46	female	no
TRINITY_DN130498_c1_g3_i1	Gonad	female	TRINITY_DN130498_c1_g3_i1	G46	female	no
TRINITY_DN130505_c1_g1_i3	Gonad	female	TRINITY_DN130505_c1_g1_i3	G46	female	no
TRINITY_DN130511_c0_g2_i2	Gonad	female	TRINITY_DN130511_c0_g2_i2	G46	female	no
TRINITY_DN130525_c4_g3_i17	Gonad	female	TRINITY_DN130525_c4_g3_i17	G46	female	no
TRINITY_DN130553_c2_g5_i1	Gonad	female	TRINITY_DN130553_c2_g5_i1	G46	female	no
TRINITY_DN130559_c0_g1_i3	Gonad	female	TRINITY_DN130559_c0_g1_i3	G46	female	no
TRINITY_DN130562_c0_g1_i2	Gonad	female	TRINITY_DN130562_c0_g1_i2	G46	female	no
TRINITY_DN130577_c0_g2_i5	Gonad	female	TRINITY_DN130577_c0_g2_i5	G46	female	no
TRINITY_DN130591_c1_g6_i2	Gonad	female	TRINITY_DN130591_c1_g6_i2	G46	female	no
TRINITY_DN130592_c2_g2_i4	Gonad	female	TRINITY_DN130592_c2_g2_i4	G46	female	no
TRINITY_DN130596_c3_g3_i1	Gonad	female	TRINITY_DN130596_c3_g3_i1	G46	female	no
TRINITY_DN130597_c4_g6_i7	Gonad	female	TRINITY_DN130597_c4_g6_i7	G46	female	no
TRINITY_DN130600_c2_g1_i2	Gonad	female	TRINITY_DN130600_c2_g1_i2	G46	female	no
TRINITY_DN130616_c1_g1_i3	Gonad	female	TRINITY_DN130616_c1_g1_i3	G46	female	no
TRINITY_DN130667_c0_g1_i5	Gonad	female	TRINITY_DN130667_c0_g1_i5	G46	female	no
TRINITY_DN130708_c1_g2_i5	Gonad	female	TRINITY_DN130708_c1_g2_i5	G46	female	no
TRINITY_DN130709_c2_g1_i1	Gonad	female	TRINITY_DN130709_c2_g1_i1	G46	female	no
TRINITY_DN130730_c9_g1_i3	Gonad	female	TRINITY_DN130730_c9_g1_i3	G46	female	no
TRINITY_DN130751_c0_g4_i5	Gonad	female	TRINITY_DN130751_c0_g4_i5	G46	female	no
TRINITY_DN130763_c0_g2_i1	Gonad	female	TRINITY_DN130763_c0_g2_i1	G46	female	no
TRINITY_DN130785_c3_g2_i1	Gonad	female	TRINITY_DN130785_c3_g2_i1	G46	female	no
TRINITY_DN130789_c2_g1_i1	Gonad	female	TRINITY_DN130789_c2_g1_i1	G46	female	no
TRINITY_DN130848_c0_g1_i4	Gonad	female	TRINITY_DN130848_c0_g1_i4	G46	female	no
TRINITY_DN130861_c0_g1_i1	Gonad	female	TRINITY_DN130861_c0_g1_i1	G46	female	no
TRINITY_DN130866_c2_g2_i1	Gonad	female	TRINITY_DN130866_c2_g2_i1	G46	female	no
TRINITY_DN130873_c6_g6_i1	Gonad	female	TRINITY_DN130873_c6_g6_i1	G46	female	no
TRINITY_DN130930_c1_g1_i1	Gonad	female	TRINITY_DN130930_c1_g1_i1	G46	female	no
TRINITY_DN130947_c1_g6_i1	Gonad	female	TRINITY_DN130947_c1_g6_i1	G46	female	no
TRINITY_DN130955_c0_g1_i1	Gonad	female	TRINITY_DN130955_c0_g1_i1	G46	female	no
TRINITY_DN130962_c1_g2_i12	Gonad	female	TRINITY_DN130962_c1_g2_i12	G46	female	no
TRINITY_DN130970_c0_g3_i2	Gonad	female	TRINITY_DN130970_c0_g3_i2	G46	female	no
TRINITY_DN130994_c0_g1_i1	Gonad	female	TRINITY_DN130994_c0_g1_i1	G46	female	no
TRINITY_DN131011_c0_g1_i2	Gonad	female	TRINITY_DN131011_c0_g1_i2	G46	female	no
TRINITY_DN131033_c3_g1_i5	Gonad	female	TRINITY_DN131033_c3_g1_i5	G46	female	no
TRINITY_DN131042_c0_g1_i2	Gonad	female	TRINITY_DN131042_c0_g1_i2	G46	female	no
TRINITY_DN131067_c2_g1_i4	Gonad	female	TRINITY_DN131067_c2_g1_i4	G46	female	no
TRINITY_DN131068_c1_g7_i3	Gonad	female	TRINITY_DN131068_c1_g7_i3	G46	female	no
TRINITY_DN131080_c0_g1_i2	Gonad	female	TRINITY_DN131080_c0_g1_i2	G46	female	no
TRINITY_DN131085_c8_g2_i1	Gonad	female	TRINITY_DN131085_c8_g2_i1	G46	female	no
TRINITY_DN131142_c0_g4_i1	Gonad	female	TRINITY_DN131142_c0_g4_i1	G46	female	no
TRINITY_DN131150_c0_g3_i3	Gonad	female	TRINITY_DN131150_c0_g3_i3	G46	female	no
TRINITY_DN131157_c1_g4_i5	Gonad	female	TRINITY_DN131157_c1_g4_i5	G46	female	no
TRINITY_DN131160_c3_g1_i12	Gonad	female	TRINITY_DN131160_c3_g1_i12	G46	female	no
TRINITY_DN131191_c4_g2_i6	Gonad	female	TRINITY_DN131191_c4_g2_i6	G46	female	no
TRINITY_DN131198_c0_g1_i3	Gonad	female	TRINITY_DN131198_c0_g1_i3	G46	female	no
TRINITY_DN131201_c5_g3_i7	Gonad	female	TRINITY_DN131201_c5_g3_i7	G46	female	no
TRINITY_DN131222_c0_g2_i4	Gonad	female	TRINITY_DN131222_c0_g2_i4	G46	female	no
TRINITY_DN131239_c0_g1_i1	Gonad	female	TRINITY_DN131239_c0_g1_i1	G46	female	no
TRINITY_DN131244_c1_g1_i2	Gonad	female	TRINITY_DN131244_c1_g1_i2	G46	female	no
TRINITY_DN131258_c0_g1_i1	Gonad	female	TRINITY_DN131258_c0_g1_i1	G46	female	no
TRINITY_DN131263_c0_g2_i5	Gonad	female	TRINITY_DN131263_c0_g2_i5	G46	female	no
TRINITY_DN131272_c0_g3_i1	Gonad	female	TRINITY_DN131272_c0_g3_i1	G46	female	no
TRINITY_DN131289_c0_g1_i1	Gonad	female	TRINITY_DN131289_c0_g1_i1	G46	female	no
TRINITY_DN131292_c0_g1_i3	Gonad	female	TRINITY_DN131292_c0_g1_i3	G46	female	no
TRINITY_DN131333_c1_g1_i2	Gonad	female	TRINITY_DN131333_c1_g1_i2	G46	female	no
TRINITY_DN131362_c1_g1_i3	Gonad	female	TRINITY_DN131362_c1_g1_i3	G46	female	no
TRINITY_DN131392_c0_g1_i2	Gonad	female	TRINITY_DN131392_c0_g1_i2	G46	female	no
TRINITY_DN131397_c0_g2_i1	Gonad	female	TRINITY_DN131397_c0_g2_i1	G46	female	no
TRINITY_DN131402_c3_g2_i1	Gonad	female	TRINITY_DN131402_c3_g2_i1	G46	female	no
TRINITY_DN131419_c0_g1_i1	Gonad	female	TRINITY_DN131419_c0_g1_i1	G46	female	no
