"gid"	"log2RPKM"	"sex"	"bias"
"TRINITY_DN121523_c0_g1_i3"	"3.193683881"	"meanmale"	"unbias"
"TRINITY_DN121525_c1_g1_i3"	"1.9320406432"	"meanmale"	"unbias"
"TRINITY_DN121530_c2_g3_i2"	"0.2081125624"	"meanmale"	"unbias"
"TRINITY_DN121531_c2_g1_i6"	"4.8966181028"	"meanmale"	"unbias"
"TRINITY_DN121531_c2_g4_i1"	"4.1036888666"	"meanmale"	"unbias"
"TRINITY_DN121536_c0_g1_i3"	"5.4287895108"	"meanmale"	"unbias"
"TRINITY_DN121543_c0_g1_i2"	"4.5437431784"	"meanmale"	"unbias"
"TRINITY_DN121544_c0_g1_i2"	"2.9562707714"	"meanmale"	"unbias"
"TRINITY_DN121544_c0_g2_i1"	"1.7911635926"	"meanmale"	"unbias"
"TRINITY_DN121545_c0_g4_i1"	"-0.2169148686"	"meanmale"	"unbias"
"TRINITY_DN121546_c0_g1_i1"	"-0.3113979858"	"meanmale"	"unbias"
"TRINITY_DN121553_c2_g3_i2"	"1.7147094066"	"meanmale"	"unbias"
"TRINITY_DN121554_c1_g9_i1"	"-0.7244607998"	"meanmale"	"unbias"
"TRINITY_DN121556_c12_g4_i1"	"1.4701820838"	"meanmale"	"unbias"
"TRINITY_DN121558_c0_g1_i1"	"0.1308978614"	"meanmale"	"unbias"
"TRINITY_DN121566_c0_g3_i11"	"0.9156987944"	"meanmale"	"unbias"
"TRINITY_DN121568_c0_g1_i2"	"6.8538282184"	"meanmale"	"unbias"
"TRINITY_DN121570_c0_g1_i1"	"-0.8280344318"	"meanmale"	"unbias"
"TRINITY_DN121574_c0_g1_i1"	"2.7381352012"	"meanmale"	"unbias"
"TRINITY_DN121580_c0_g1_i1"	"-1.328720213"	"meanmale"	"unbias"
"TRINITY_DN121584_c0_g1_i2"	"6.6353497404"	"meanmale"	"unbias"
"TRINITY_DN121586_c1_g1_i2"	"2.8690855326"	"meanmale"	"unbias"
"TRINITY_DN121588_c0_g1_i1"	"2.9176138168"	"meanmale"	"unbias"
"TRINITY_DN121590_c0_g1_i1"	"9.6079747708"	"meanmale"	"unbias"
"TRINITY_DN121590_c0_g2_i2"	"9.3055415974"	"meanmale"	"unbias"
"TRINITY_DN121591_c1_g1_i1"	"0.6210570054"	"meanmale"	"unbias"
"TRINITY_DN121592_c0_g1_i1"	"8.5597366028"	"meanmale"	"unbias"
"TRINITY_DN121594_c0_g5_i8"	"3.9021360952"	"meanmale"	"unbias"
"TRINITY_DN121596_c6_g1_i1"	"7.3503475794"	"meanmale"	"unbias"
"TRINITY_DN121597_c0_g1_i3"	"0.761358028"	"meanmale"	"unbias"
"TRINITY_DN121606_c1_g2_i3"	"3.7119696868"	"meanmale"	"unbias"
"TRINITY_DN121610_c0_g1_i1"	NA	"meanmale"	"unbias"
"TRINITY_DN121614_c1_g1_i8"	"3.1412902098"	"meanmale"	"unbias"
"TRINITY_DN121618_c1_g1_i2"	"5.6254852754"	"meanmale"	"unbias"
"TRINITY_DN121623_c0_g1_i1"	"3.6948756892"	"meanmale"	"unbias"
"TRINITY_DN121628_c2_g1_i1"	"0.069171052"	"meanmale"	"unbias"
"TRINITY_DN121635_c0_g1_i1"	"4.6912454658"	"meanmale"	"unbias"
"TRINITY_DN121638_c0_g1_i3"	"5.539441214"	"meanmale"	"unbias"
"TRINITY_DN121642_c2_g1_i3"	"6.9194406694"	"meanmale"	"unbias"
"TRINITY_DN121642_c2_g2_i2"	"4.7067903334"	"meanmale"	"unbias"
"TRINITY_DN121643_c0_g1_i1"	"6.4644226816"	"meanmale"	"unbias"
"TRINITY_DN121650_c0_g1_i1"	"-0.9516433506"	"meanmale"	"unbias"
"TRINITY_DN121652_c0_g1_i6"	"2.2029514684"	"meanmale"	"unbias"
"TRINITY_DN121659_c4_g8_i1"	"0.3743104726"	"meanmale"	"unbias"
"TRINITY_DN121663_c2_g1_i1"	"1.8043633168"	"meanmale"	"unbias"
"TRINITY_DN121671_c0_g1_i1"	"7.3971183022"	"meanmale"	"unbias"
"TRINITY_DN121671_c1_g2_i1"	"3.048238044"	"meanmale"	"unbias"
"TRINITY_DN121674_c0_g1_i1"	"1.1614834918"	"meanmale"	"unbias"
"TRINITY_DN121677_c0_g1_i4"	"2.6092801872"	"meanmale"	"unbias"
"TRINITY_DN121682_c0_g4_i1"	"5.0168346516"	"meanmale"	"unbias"
"TRINITY_DN121692_c2_g4_i1"	"-0.1689288686"	"meanmale"	"unbias"
"TRINITY_DN121695_c0_g1_i1"	"0.0822163886"	"meanmale"	"unbias"
"TRINITY_DN121702_c0_g2_i4"	"3.6045867338"	"meanmale"	"unbias"
"TRINITY_DN121703_c0_g1_i1"	"1.4951971102"	"meanmale"	"unbias"
"TRINITY_DN121703_c0_g2_i1"	"2.6803523488"	"meanmale"	"unbias"
"TRINITY_DN121704_c7_g2_i1"	"3.5162983444"	"meanmale"	"unbias"
"TRINITY_DN121710_c0_g1_i1"	"4.3455844184"	"meanmale"	"unbias"
"TRINITY_DN121711_c0_g1_i2"	"4.485384769"	"meanmale"	"unbias"
"TRINITY_DN121712_c0_g1_i1"	"5.4210194172"	"meanmale"	"unbias"
"TRINITY_DN121714_c0_g1_i5"	"0.7355518734"	"meanmale"	"unbias"
"TRINITY_DN121716_c0_g1_i1"	"4.3321415174"	"meanmale"	"unbias"
"TRINITY_DN121724_c0_g6_i1"	"2.4018264454"	"meanmale"	"unbias"
"TRINITY_DN121730_c0_g2_i1"	"0.2207577968"	"meanmale"	"unbias"
"TRINITY_DN121731_c2_g1_i3"	"2.460444182"	"meanmale"	"unbias"
"TRINITY_DN121734_c0_g1_i2"	"1.0905173722"	"meanmale"	"unbias"
"TRINITY_DN121739_c0_g1_i5"	"1.2118038464"	"meanmale"	"unbias"
"TRINITY_DN121741_c0_g1_i3"	"5.0589132972"	"meanmale"	"unbias"
"TRINITY_DN121742_c2_g1_i3"	"4.3807418498"	"meanmale"	"unbias"
"TRINITY_DN121743_c2_g3_i1"	"1.8929782174"	"meanmale"	"unbias"
"TRINITY_DN121748_c0_g1_i3"	"1.817919719"	"meanmale"	"unbias"
"TRINITY_DN121754_c0_g1_i2"	"0.603191564"	"meanmale"	"unbias"
"TRINITY_DN121755_c3_g1_i4"	"5.7288501672"	"meanmale"	"unbias"
"TRINITY_DN121756_c0_g1_i1"	"2.9745707886"	"meanmale"	"unbias"
"TRINITY_DN121758_c0_g2_i1"	"4.1373174784"	"meanmale"	"unbias"
"TRINITY_DN121759_c0_g1_i1"	"1.4740242826"	"meanmale"	"unbias"
"TRINITY_DN121773_c0_g1_i2"	"2.111304845"	"meanmale"	"unbias"
"TRINITY_DN121775_c0_g1_i1"	NA	"meanmale"	"unbias"
"TRINITY_DN121777_c0_g3_i3"	"6.4931483432"	"meanmale"	"unbias"
"TRINITY_DN121780_c0_g2_i1"	"5.0708363028"	"meanmale"	"unbias"
"TRINITY_DN121783_c1_g3_i1"	"1.3951666218"	"meanmale"	"unbias"
"TRINITY_DN121783_c1_g5_i2"	"3.022593469"	"meanmale"	"unbias"
"TRINITY_DN121795_c0_g2_i1"	"0.4812186786"	"meanmale"	"unbias"
"TRINITY_DN121796_c1_g1_i1"	"4.3371411416"	"meanmale"	"unbias"
"TRINITY_DN121796_c1_g2_i1"	"4.0948089924"	"meanmale"	"unbias"
"TRINITY_DN121797_c0_g1_i2"	"-0.054270608"	"meanmale"	"unbias"
"TRINITY_DN121800_c0_g1_i2"	"1.5945638746"	"meanmale"	"unbias"
"TRINITY_DN121801_c0_g1_i2"	"1.979232423"	"meanmale"	"unbias"
"TRINITY_DN121805_c0_g1_i2"	"4.3488661978"	"meanmale"	"unbias"
"TRINITY_DN121806_c0_g1_i1"	"2.1751694154"	"meanmale"	"unbias"
"TRINITY_DN121812_c0_g1_i2"	"5.951529322"	"meanmale"	"unbias"
"TRINITY_DN121814_c0_g1_i1"	"-0.3262172576"	"meanmale"	"unbias"
"TRINITY_DN121816_c0_g1_i2"	"2.8445978802"	"meanmale"	"unbias"
"TRINITY_DN121816_c1_g1_i1"	"-1.2266988462"	"meanmale"	"unbias"
"TRINITY_DN121816_c2_g2_i3"	"2.1628072674"	"meanmale"	"unbias"
"TRINITY_DN121817_c0_g1_i2"	"2.2951344088"	"meanmale"	"unbias"
"TRINITY_DN121819_c0_g1_i1"	"6.3145196354"	"meanmale"	"unbias"
"TRINITY_DN121821_c2_g3_i1"	"1.9623296244"	"meanmale"	"unbias"
"TRINITY_DN121824_c0_g1_i3"	"0.5762427996"	"meanmale"	"unbias"
"TRINITY_DN121826_c2_g14_i2"	"5.3053091072"	"meanmale"	"unbias"
"TRINITY_DN121828_c1_g1_i1"	"1.4625540604"	"meanmale"	"unbias"
"TRINITY_DN121829_c0_g3_i3"	"2.7114806384"	"meanmale"	"unbias"
"TRINITY_DN121830_c0_g1_i1"	"3.3382683648"	"meanmale"	"unbias"
"TRINITY_DN121831_c0_g1_i1"	"0.420252749"	"meanmale"	"unbias"
"TRINITY_DN121842_c0_g1_i5"	"2.4368807298"	"meanmale"	"unbias"
"TRINITY_DN121843_c0_g1_i2"	"0.6499891408"	"meanmale"	"unbias"
"TRINITY_DN121844_c0_g2_i1"	"3.6349013758"	"meanmale"	"unbias"
"TRINITY_DN121845_c0_g1_i1"	"-0.2609407036"	"meanmale"	"unbias"
"TRINITY_DN121846_c0_g2_i2"	"1.1320698168"	"meanmale"	"unbias"
"TRINITY_DN121851_c0_g1_i1"	"5.6196895024"	"meanmale"	"unbias"
"TRINITY_DN121855_c0_g1_i2"	"1.0212040292"	"meanmale"	"unbias"
"TRINITY_DN121858_c0_g2_i2"	"0.9577781872"	"meanmale"	"unbias"
"TRINITY_DN121866_c0_g1_i1"	"3.2648579944"	"meanmale"	"unbias"
"TRINITY_DN121873_c0_g1_i4"	"3.8986267682"	"meanmale"	"unbias"
"TRINITY_DN121881_c0_g1_i1"	"5.5830874696"	"meanmale"	"unbias"
"TRINITY_DN121884_c1_g2_i2"	"2.190893361"	"meanmale"	"unbias"
"TRINITY_DN121893_c0_g1_i6"	"4.0967441762"	"meanmale"	"unbias"
"TRINITY_DN121893_c1_g1_i1"	"3.0736499474"	"meanmale"	"unbias"
"TRINITY_DN121894_c0_g2_i1"	"1.3680303048"	"meanmale"	"unbias"
"TRINITY_DN121897_c0_g2_i1"	"1.0676019074"	"meanmale"	"unbias"
"TRINITY_DN121898_c0_g1_i1"	"4.3465626594"	"meanmale"	"unbias"
"TRINITY_DN121903_c1_g10_i1"	"3.0297242338"	"meanmale"	"unbias"
"TRINITY_DN121903_c1_g4_i1"	"2.6847098288"	"meanmale"	"unbias"
"TRINITY_DN121904_c1_g2_i5"	"4.9511640518"	"meanmale"	"unbias"
"TRINITY_DN121908_c1_g2_i2"	"1.9440147826"	"meanmale"	"unbias"
"TRINITY_DN121913_c1_g1_i1"	"5.3949887706"	"meanmale"	"unbias"
"TRINITY_DN121919_c9_g3_i2"	"0.21153322"	"meanmale"	"unbias"
"TRINITY_DN121922_c0_g1_i8"	"-1.3563378052"	"meanmale"	"unbias"
"TRINITY_DN121927_c0_g2_i19"	"2.5837555622"	"meanmale"	"unbias"
"TRINITY_DN121929_c0_g1_i1"	"1.5005226078"	"meanmale"	"unbias"
"TRINITY_DN121932_c0_g1_i1"	"2.1990134824"	"meanmale"	"unbias"
"TRINITY_DN121933_c2_g4_i3"	"4.2047841906"	"meanmale"	"unbias"
"TRINITY_DN121935_c3_g1_i3"	"2.634911574"	"meanmale"	"unbias"
"TRINITY_DN121938_c0_g2_i1"	"3.2076328566"	"meanmale"	"unbias"
"TRINITY_DN121939_c0_g1_i1"	"4.7209982878"	"meanmale"	"unbias"
"TRINITY_DN121941_c0_g2_i2"	"0.4821890376"	"meanmale"	"unbias"
"TRINITY_DN121944_c1_g4_i7"	"5.0389553024"	"meanmale"	"unbias"
"TRINITY_DN121947_c0_g1_i2"	"4.6226548534"	"meanmale"	"unbias"
"TRINITY_DN121948_c0_g1_i1"	"2.2948783268"	"meanmale"	"unbias"
"TRINITY_DN121952_c0_g1_i1"	"-1.0320346168"	"meanmale"	"unbias"
"TRINITY_DN121953_c0_g1_i3"	"2.2324380786"	"meanmale"	"unbias"
"TRINITY_DN121957_c0_g1_i4"	"1.3746768908"	"meanmale"	"unbias"
"TRINITY_DN121959_c0_g1_i5"	"-0.179075523"	"meanmale"	"unbias"
"TRINITY_DN121960_c3_g2_i1"	"3.2317045198"	"meanmale"	"unbias"
"TRINITY_DN121960_c4_g1_i1"	"-0.3709857262"	"meanmale"	"unbias"
"TRINITY_DN121968_c0_g2_i2"	"6.7634992072"	"meanmale"	"unbias"
"TRINITY_DN121970_c0_g1_i6"	"7.1224224074"	"meanmale"	"unbias"
"TRINITY_DN121972_c0_g2_i1"	"2.602512228"	"meanmale"	"unbias"
"TRINITY_DN121984_c0_g1_i1"	"0.7935202048"	"meanmale"	"unbias"
"TRINITY_DN121988_c0_g1_i2"	"1.1735610618"	"meanmale"	"unbias"
"TRINITY_DN121989_c0_g1_i2"	"0.7719938882"	"meanmale"	"unbias"
"TRINITY_DN121996_c0_g2_i1"	"1.0569179966"	"meanmale"	"unbias"
"TRINITY_DN121998_c0_g1_i2"	"0.7416327472"	"meanmale"	"unbias"
"TRINITY_DN122011_c0_g2_i2"	"0.3863094634"	"meanmale"	"unbias"
"TRINITY_DN122013_c0_g1_i2"	"0.6777987212"	"meanmale"	"unbias"
"TRINITY_DN122017_c0_g1_i4"	"-2.5942049774"	"meanmale"	"unbias"
"TRINITY_DN122021_c2_g11_i2"	"0.6340121032"	"meanmale"	"unbias"
"TRINITY_DN122021_c2_g13_i1"	"2.0038339378"	"meanmale"	"unbias"
"TRINITY_DN122022_c0_g1_i1"	"-0.1548697206"	"meanmale"	"unbias"
"TRINITY_DN122023_c2_g2_i2"	"11.3049193548"	"meanmale"	"unbias"
"TRINITY_DN122024_c0_g1_i1"	"6.4205191722"	"meanmale"	"unbias"
"TRINITY_DN122025_c0_g1_i3"	"5.1546981068"	"meanmale"	"unbias"
"TRINITY_DN122027_c0_g1_i2"	"5.8087998122"	"meanmale"	"unbias"
"TRINITY_DN122029_c0_g1_i1"	"2.5664943004"	"meanmale"	"unbias"
"TRINITY_DN122030_c1_g3_i2"	"2.5163217598"	"meanmale"	"unbias"
"TRINITY_DN122030_c1_g4_i2"	"2.4640502342"	"meanmale"	"unbias"
"TRINITY_DN122033_c1_g1_i8"	"5.678067566"	"meanmale"	"unbias"
"TRINITY_DN122034_c0_g3_i2"	"5.4954930614"	"meanmale"	"unbias"
"TRINITY_DN122040_c4_g2_i1"	"1.2236438916"	"meanmale"	"unbias"
"TRINITY_DN122049_c0_g1_i1"	"3.245099739"	"meanmale"	"unbias"
"TRINITY_DN122055_c1_g1_i1"	"3.0141235924"	"meanmale"	"unbias"
"TRINITY_DN122064_c0_g1_i1"	"-0.3712243742"	"meanmale"	"unbias"
"TRINITY_DN122068_c0_g1_i1"	"1.2026325632"	"meanmale"	"unbias"
"TRINITY_DN122070_c0_g1_i1"	"3.4310974134"	"meanmale"	"unbias"
"TRINITY_DN122072_c1_g3_i3"	"1.8739321252"	"meanmale"	"unbias"
"TRINITY_DN122077_c1_g1_i2"	"3.9575345754"	"meanmale"	"unbias"
"TRINITY_DN122082_c0_g1_i3"	"0.834339626"	"meanmale"	"unbias"
"TRINITY_DN122083_c0_g2_i2"	"4.88612304"	"meanmale"	"unbias"
"TRINITY_DN122084_c1_g1_i1"	"6.4326529204"	"meanmale"	"unbias"
"TRINITY_DN122085_c0_g1_i6"	"3.3394208738"	"meanmale"	"unbias"
"TRINITY_DN122096_c0_g1_i4"	"5.069658393"	"meanmale"	"unbias"
"TRINITY_DN122099_c0_g4_i2"	"4.7730079346"	"meanmale"	"unbias"
"TRINITY_DN122101_c0_g1_i1"	"6.682821059"	"meanmale"	"unbias"
"TRINITY_DN122106_c0_g1_i1"	"4.4798212552"	"meanmale"	"unbias"
"TRINITY_DN122111_c0_g1_i2"	"-0.046486004"	"meanmale"	"unbias"
"TRINITY_DN122116_c1_g1_i2"	"4.7044358326"	"meanmale"	"unbias"
"TRINITY_DN122121_c0_g1_i1"	"2.86033667"	"meanmale"	"unbias"
"TRINITY_DN122121_c0_g3_i1"	"1.5287034814"	"meanmale"	"unbias"
"TRINITY_DN122122_c0_g1_i5"	"2.9424021362"	"meanmale"	"unbias"
"TRINITY_DN122124_c0_g1_i2"	"7.4188326238"	"meanmale"	"unbias"
"TRINITY_DN122134_c1_g2_i3"	"3.7929210032"	"meanmale"	"unbias"
"TRINITY_DN122140_c0_g1_i1"	"6.119420153"	"meanmale"	"unbias"
"TRINITY_DN122142_c0_g2_i2"	"3.468196708"	"meanmale"	"unbias"
"TRINITY_DN122143_c0_g1_i4"	"5.2618324576"	"meanmale"	"unbias"
"TRINITY_DN122145_c0_g1_i1"	"2.6055746414"	"meanmale"	"unbias"
"TRINITY_DN122146_c0_g3_i1"	"0.8483810166"	"meanmale"	"unbias"
"TRINITY_DN122146_c0_g6_i1"	"2.174908688"	"meanmale"	"unbias"
"TRINITY_DN122146_c0_g7_i3"	"2.8369542014"	"meanmale"	"unbias"
"TRINITY_DN122147_c7_g1_i1"	"3.6779959974"	"meanmale"	"unbias"
"TRINITY_DN122147_c7_g2_i3"	"3.8785997932"	"meanmale"	"unbias"
"TRINITY_DN122150_c0_g2_i1"	"1.4608386798"	"meanmale"	"unbias"
"TRINITY_DN122154_c0_g1_i1"	"2.2077631192"	"meanmale"	"unbias"
"TRINITY_DN122159_c2_g1_i1"	"1.5352782688"	"meanmale"	"unbias"
"TRINITY_DN122160_c0_g4_i1"	"0.2275486324"	"meanmale"	"unbias"
"TRINITY_DN122161_c0_g2_i1"	"0.7047747668"	"meanmale"	"unbias"
"TRINITY_DN122166_c0_g1_i3"	"5.7971490756"	"meanmale"	"unbias"
"TRINITY_DN122168_c1_g3_i1"	"0.7160541822"	"meanmale"	"unbias"
"TRINITY_DN122172_c0_g3_i2"	"2.533521244"	"meanmale"	"unbias"
"TRINITY_DN122186_c0_g1_i1"	"-1.3058752582"	"meanmale"	"unbias"
"TRINITY_DN122187_c0_g1_i1"	"4.3365361576"	"meanmale"	"unbias"
"TRINITY_DN122190_c1_g1_i1"	"5.2396474382"	"meanmale"	"unbias"
"TRINITY_DN122192_c0_g1_i1"	"4.1889745524"	"meanmale"	"unbias"
"TRINITY_DN122197_c0_g1_i1"	"3.9458759356"	"meanmale"	"unbias"
"TRINITY_DN122198_c3_g2_i1"	"3.1110099928"	"meanmale"	"unbias"
"TRINITY_DN122201_c2_g3_i4"	"-0.9653545914"	"meanmale"	"unbias"
"TRINITY_DN122206_c0_g1_i1"	"4.8203333474"	"meanmale"	"unbias"
"TRINITY_DN122213_c2_g4_i1"	"2.2926243586"	"meanmale"	"unbias"
"TRINITY_DN122217_c0_g1_i1"	"2.2034720776"	"meanmale"	"unbias"
"TRINITY_DN122220_c0_g1_i3"	"2.9891013592"	"meanmale"	"unbias"
"TRINITY_DN122221_c0_g3_i1"	"5.920375248"	"meanmale"	"unbias"
"TRINITY_DN122224_c0_g1_i2"	"2.5357425986"	"meanmale"	"unbias"
"TRINITY_DN122237_c0_g1_i1"	"2.8922008252"	"meanmale"	"unbias"
"TRINITY_DN122239_c0_g1_i3"	"5.0381163818"	"meanmale"	"unbias"
"TRINITY_DN122242_c0_g1_i1"	"3.7551052232"	"meanmale"	"unbias"
"TRINITY_DN122247_c0_g5_i2"	"6.0157259204"	"meanmale"	"unbias"
"TRINITY_DN122248_c0_g1_i4"	"-0.6784753886"	"meanmale"	"unbias"
"TRINITY_DN122253_c0_g1_i1"	"1.5020618728"	"meanmale"	"unbias"
"TRINITY_DN122260_c1_g3_i2"	"2.0772742304"	"meanmale"	"unbias"
"TRINITY_DN122263_c0_g1_i1"	"5.758086299"	"meanmale"	"unbias"
"TRINITY_DN122265_c0_g1_i1"	"6.5588230056"	"meanmale"	"unbias"
"TRINITY_DN122275_c3_g5_i1"	NA	"meanmale"	"unbias"
"TRINITY_DN122281_c0_g2_i1"	"0.7398505674"	"meanmale"	"unbias"
"TRINITY_DN122281_c0_g4_i1"	"1.5935041654"	"meanmale"	"unbias"
"TRINITY_DN122281_c0_g6_i1"	"-0.6210008412"	"meanmale"	"unbias"
"TRINITY_DN122281_c0_g8_i2"	"0.1599557704"	"meanmale"	"unbias"
"TRINITY_DN122281_c0_g9_i1"	"2.9053786522"	"meanmale"	"unbias"
"TRINITY_DN122285_c0_g1_i1"	"4.5000957464"	"meanmale"	"unbias"
"TRINITY_DN122291_c6_g1_i3"	"4.004371678"	"meanmale"	"unbias"
"TRINITY_DN122291_c6_g3_i2"	"2.8498171514"	"meanmale"	"unbias"
"TRINITY_DN122294_c0_g3_i2"	"0.0176291932"	"meanmale"	"unbias"
"TRINITY_DN122297_c1_g4_i1"	"1.3608674626"	"meanmale"	"unbias"
"TRINITY_DN122299_c8_g1_i8"	"3.23764824"	"meanmale"	"unbias"
"TRINITY_DN122303_c1_g2_i1"	"5.2668270324"	"meanmale"	"unbias"
"TRINITY_DN122304_c0_g2_i1"	"0.2851062428"	"meanmale"	"unbias"
"TRINITY_DN122307_c0_g1_i1"	"0.7644093528"	"meanmale"	"unbias"
"TRINITY_DN122307_c0_g3_i5"	"1.9778189774"	"meanmale"	"unbias"
"TRINITY_DN122326_c0_g1_i2"	"4.1914808274"	"meanmale"	"unbias"
"TRINITY_DN122335_c0_g1_i1"	"4.2254891546"	"meanmale"	"unbias"
"TRINITY_DN122335_c0_g2_i2"	"4.1467716384"	"meanmale"	"unbias"
"TRINITY_DN122337_c2_g1_i4"	"5.5053734444"	"meanmale"	"unbias"
"TRINITY_DN122337_c2_g6_i1"	"6.238766489"	"meanmale"	"unbias"
"TRINITY_DN122337_c2_g7_i1"	"2.7777817344"	"meanmale"	"unbias"
"TRINITY_DN122338_c1_g1_i5"	"8.5321248104"	"meanmale"	"unbias"
"TRINITY_DN122339_c0_g1_i2"	"1.0294842926"	"meanmale"	"unbias"
"TRINITY_DN122339_c0_g2_i6"	"0.5128416772"	"meanmale"	"unbias"
"TRINITY_DN122347_c0_g1_i2"	"3.0504305166"	"meanmale"	"unbias"
"TRINITY_DN122349_c0_g1_i2"	"2.07065054"	"meanmale"	"unbias"
"TRINITY_DN122349_c0_g3_i1"	"1.8018610514"	"meanmale"	"unbias"
"TRINITY_DN122352_c0_g1_i2"	"5.6407023646"	"meanmale"	"unbias"
"TRINITY_DN122354_c0_g3_i1"	"1.4933232476"	"meanmale"	"unbias"
"TRINITY_DN122355_c6_g2_i1"	"4.5784335774"	"meanmale"	"unbias"
"TRINITY_DN122356_c1_g4_i9"	"0.345043479"	"meanmale"	"unbias"
"TRINITY_DN122359_c0_g1_i1"	"4.4829836806"	"meanmale"	"unbias"
"TRINITY_DN122360_c1_g1_i1"	"0.4445066824"	"meanmale"	"unbias"
"TRINITY_DN122362_c6_g2_i1"	"1.7196816246"	"meanmale"	"unbias"
"TRINITY_DN122364_c3_g4_i2"	"4.024155756"	"meanmale"	"unbias"
"TRINITY_DN122364_c4_g1_i4"	"1.7572322692"	"meanmale"	"unbias"
"TRINITY_DN122365_c0_g2_i1"	"-1.3294769858"	"meanmale"	"unbias"
"TRINITY_DN122375_c1_g1_i4"	"1.363658985"	"meanmale"	"unbias"
"TRINITY_DN122381_c0_g2_i8"	"4.8506703244"	"meanmale"	"unbias"
"TRINITY_DN122387_c0_g1_i2"	"1.7826749012"	"meanmale"	"unbias"
"TRINITY_DN122390_c0_g2_i3"	"-0.0016413214"	"meanmale"	"unbias"
"TRINITY_DN122393_c0_g1_i2"	"0.7072831436"	"meanmale"	"unbias"
"TRINITY_DN122396_c0_g1_i1"	"3.1967449618"	"meanmale"	"unbias"
"TRINITY_DN122408_c1_g1_i1"	"0.8168726294"	"meanmale"	"unbias"
"TRINITY_DN122411_c0_g1_i1"	"3.6516833356"	"meanmale"	"unbias"
"TRINITY_DN122413_c4_g3_i1"	"0.9757489912"	"meanmale"	"unbias"
"TRINITY_DN122415_c4_g3_i4"	"4.3560615236"	"meanmale"	"unbias"
"TRINITY_DN122417_c0_g1_i2"	"1.287025621"	"meanmale"	"unbias"
"TRINITY_DN122417_c0_g2_i4"	"2.3076277306"	"meanmale"	"unbias"
"TRINITY_DN122420_c0_g1_i1"	"2.7579689966"	"meanmale"	"unbias"
"TRINITY_DN122424_c0_g1_i2"	"2.4525331056"	"meanmale"	"unbias"
"TRINITY_DN122426_c0_g1_i3"	"4.3305529884"	"meanmale"	"unbias"
"TRINITY_DN122427_c0_g2_i8"	"4.3437069558"	"meanmale"	"unbias"
"TRINITY_DN122431_c5_g1_i2"	"-0.3369360248"	"meanmale"	"unbias"
"TRINITY_DN122431_c8_g2_i2"	"2.7895344212"	"meanmale"	"unbias"
"TRINITY_DN122434_c0_g2_i5"	"6.2401537404"	"meanmale"	"unbias"
"TRINITY_DN122437_c0_g1_i2"	"8.0939551898"	"meanmale"	"unbias"
"TRINITY_DN122441_c1_g1_i2"	"8.1011131878"	"meanmale"	"unbias"
"TRINITY_DN122446_c0_g1_i4"	"1.0438828088"	"meanmale"	"unbias"
"TRINITY_DN122446_c0_g2_i3"	"1.0352080562"	"meanmale"	"unbias"
"TRINITY_DN122454_c0_g1_i5"	"1.1264228648"	"meanmale"	"unbias"
"TRINITY_DN122455_c0_g1_i1"	"3.9595075238"	"meanmale"	"unbias"
"TRINITY_DN122458_c2_g6_i2"	"2.149869672"	"meanmale"	"unbias"
"TRINITY_DN122461_c0_g2_i1"	"1.5546584916"	"meanmale"	"unbias"
"TRINITY_DN122461_c0_g4_i2"	"1.2063608748"	"meanmale"	"unbias"
"TRINITY_DN122463_c5_g2_i1"	"-0.9924399988"	"meanmale"	"unbias"
"TRINITY_DN122464_c0_g1_i1"	"3.7107744374"	"meanmale"	"unbias"
"TRINITY_DN122466_c0_g1_i2"	"-1.7201771182"	"meanmale"	"unbias"
"TRINITY_DN122471_c0_g2_i1"	"3.3132274572"	"meanmale"	"unbias"
"TRINITY_DN122472_c0_g1_i5"	"2.432576019"	"meanmale"	"unbias"
"TRINITY_DN122474_c1_g1_i11"	"5.9443874514"	"meanmale"	"unbias"
"TRINITY_DN122477_c0_g1_i1"	"3.0976549002"	"meanmale"	"unbias"
"TRINITY_DN122478_c0_g1_i3"	"1.9877600554"	"meanmale"	"unbias"
"TRINITY_DN122479_c0_g4_i2"	"4.6802094584"	"meanmale"	"unbias"
"TRINITY_DN122480_c0_g2_i2"	"3.6348161048"	"meanmale"	"unbias"
"TRINITY_DN122486_c8_g5_i1"	"1.9043978786"	"meanmale"	"unbias"
"TRINITY_DN122487_c2_g2_i2"	"1.0489448902"	"meanmale"	"unbias"
"TRINITY_DN122490_c3_g2_i5"	"0.419484867"	"meanmale"	"unbias"
"TRINITY_DN122500_c0_g1_i2"	"3.124833382"	"meanmale"	"unbias"
"TRINITY_DN122502_c0_g1_i1"	"6.8710593428"	"meanmale"	"unbias"
"TRINITY_DN122504_c0_g1_i1"	"-0.104964081"	"meanmale"	"unbias"
"TRINITY_DN122506_c0_g2_i7"	"2.1280212066"	"meanmale"	"unbias"
"TRINITY_DN122509_c0_g2_i1"	"0.5278131686"	"meanmale"	"unbias"
"TRINITY_DN122511_c0_g1_i9"	"3.8115647368"	"meanmale"	"unbias"
"TRINITY_DN122519_c0_g2_i4"	"3.11259363"	"meanmale"	"unbias"
"TRINITY_DN122523_c0_g1_i1"	"5.07499235"	"meanmale"	"unbias"
"TRINITY_DN122526_c0_g1_i6"	"3.0342965782"	"meanmale"	"unbias"
"TRINITY_DN122532_c2_g4_i1"	"0.235203094"	"meanmale"	"unbias"
