gid	cutoff	bias	log2RPKM	sex
TRINITY_DN115766_c0_g2_i1	FC1	male	4.133614608	meanfemale
TRINITY_DN115771_c0_g1_i1	FC1	male	-0.460136557	meanfemale
TRINITY_DN115817_c2_g10_i1	FC1	male	3.032061613	meanfemale
TRINITY_DN115817_c2_g3_i1	FC1	male	1.754971774	meanfemale
TRINITY_DN115819_c0_g2_i5	FC1	male	0.238073169	meanfemale
TRINITY_DN115858_c0_g1_i1	FC1	male	0.986969783	meanfemale
TRINITY_DN115881_c0_g2_i1	FC1	male	-2.253042491	meanfemale
TRINITY_DN115882_c0_g2_i2	FC1	male	2.522853287	meanfemale
TRINITY_DN115925_c0_g1_i3	FC1	male	-0.369755162	meanfemale
TRINITY_DN115930_c1_g2_i1	FC1	male	-2.171403133	meanfemale
TRINITY_DN115971_c0_g1_i1	FC1	male	-0.379914833	meanfemale
TRINITY_DN115974_c0_g3_i1	FC1	male	-2.405741951	meanfemale
TRINITY_DN116023_c0_g1_i8	FC1	male	0.325651778	meanfemale
TRINITY_DN116035_c0_g1_i2	FC1	male	-0.120010102	meanfemale
TRINITY_DN116042_c0_g1_i1	FC1	male	-1.981305468	meanfemale
TRINITY_DN116118_c0_g3_i2	FC1	male	0.507002672	meanfemale
TRINITY_DN116124_c0_g1_i2	FC1	male	2.522097888	meanfemale
TRINITY_DN116137_c0_g2_i2	FC1	male	5.622204041	meanfemale
TRINITY_DN116139_c0_g1_i1	FC1	male	0.982936062	meanfemale
TRINITY_DN116139_c0_g2_i1	FC1	male	1.050422699	meanfemale
TRINITY_DN116144_c0_g1_i1	FC1	male	1.64082621	meanfemale
TRINITY_DN116149_c0_g1_i2	FC1	male	1.903518341	meanfemale
TRINITY_DN116149_c0_g2_i1	FC1	male	3.272699156	meanfemale
TRINITY_DN116149_c0_g3_i1	FC1	male	0.980303817	meanfemale
TRINITY_DN116154_c0_g1_i1	FC1	male	-0.863652671	meanfemale
TRINITY_DN116156_c0_g2_i1	FC1	male	2.262274358	meanfemale
TRINITY_DN116177_c0_g1_i2	FC1	male	-0.068691216	meanfemale
TRINITY_DN116200_c1_g3_i1	FC1	male	-0.661257873	meanfemale
TRINITY_DN116201_c0_g2_i1	FC1	male	0.194209136	meanfemale
TRINITY_DN116249_c2_g1_i1	FC1	male	-1.218597766	meanfemale
TRINITY_DN116275_c1_g2_i1	FC1	male	1.191737433	meanfemale
TRINITY_DN116280_c0_g1_i1	FC1	male	3.031999155	meanfemale
TRINITY_DN116304_c0_g1_i1	FC1	male	-1.204946502	meanfemale
TRINITY_DN116354_c0_g1_i1	FC1	male	1.539947288	meanfemale
TRINITY_DN116371_c1_g1_i1	FC1	male	0.41055376	meanfemale
TRINITY_DN116374_c0_g1_i2	FC1	male	3.512386233	meanfemale
TRINITY_DN116381_c0_g1_i2	FC1	male	0.884956848	meanfemale
TRINITY_DN116393_c0_g1_i2	FC1	male	1.830924246	meanfemale
TRINITY_DN116421_c0_g2_i1	FC1	male	2.289162531	meanfemale
TRINITY_DN116422_c1_g3_i2	FC1	male	0.642405718	meanfemale
TRINITY_DN116442_c0_g3_i1	FC1	male	-1.9547418	meanfemale
TRINITY_DN116447_c1_g3_i2	FC1	male	3.306072414	meanfemale
TRINITY_DN116468_c0_g1_i1	FC1	male	0.224729493	meanfemale
TRINITY_DN116469_c0_g1_i2	FC1	male	1.822316965	meanfemale
TRINITY_DN116497_c0_g1_i1	FC1	male	3.989249225	meanfemale
TRINITY_DN116517_c0_g1_i3	FC1	male	2.443881165	meanfemale
TRINITY_DN116534_c0_g1_i1	FC1	male	3.545086333	meanfemale
TRINITY_DN116548_c0_g1_i2	FC1	male	0.161211086	meanfemale
TRINITY_DN116599_c0_g2_i1	FC1	male	-0.674843002	meanfemale
TRINITY_DN116605_c0_g1_i1	FC1	male	-0.337921304	meanfemale
TRINITY_DN116615_c0_g1_i1	FC1	male	1.685024839	meanfemale
TRINITY_DN116636_c0_g2_i1	FC1	male	0.248081731	meanfemale
TRINITY_DN116659_c1_g2_i3	FC1	male	3.397827854	meanfemale
TRINITY_DN116687_c0_g1_i3	FC1	male	-3.167349443	meanfemale
TRINITY_DN116738_c0_g1_i1	FC1	male	1.661388745	meanfemale
TRINITY_DN116740_c0_g1_i2	FC1	male	3.84736477	meanfemale
TRINITY_DN116761_c0_g1_i4	FC1	male	0.852758087	meanfemale
TRINITY_DN116795_c0_g1_i3	FC1	male	4.607181815	meanfemale
TRINITY_DN116806_c1_g1_i1	FC1	male	-0.971420013	meanfemale
TRINITY_DN116835_c0_g1_i1	FC1	male	5.212013121	meanfemale
TRINITY_DN116837_c0_g1_i1	FC1	male	0.093997389	meanfemale
TRINITY_DN116848_c0_g1_i1	FC1	male	0.642236294	meanfemale
TRINITY_DN116884_c0_g1_i2	FC1	male	0.919868391	meanfemale
TRINITY_DN116916_c0_g4_i1	FC1	male	-0.868677284	meanfemale
TRINITY_DN116924_c0_g1_i2	FC1	male	-1.293986903	meanfemale
TRINITY_DN116930_c0_g1_i1	FC1	male	2.389151854	meanfemale
TRINITY_DN116950_c0_g1_i1	FC1	male	1.058996831	meanfemale
TRINITY_DN116973_c0_g2_i5	FC1	male	3.531176005	meanfemale
TRINITY_DN116973_c0_g3_i1	FC1	male	4.11576975	meanfemale
TRINITY_DN116991_c0_g1_i1	FC1	male	1.59763381	meanfemale
TRINITY_DN117016_c0_g3_i3	FC1	male	1.981456355	meanfemale
TRINITY_DN117036_c0_g1_i1	FC1	male	1.64985977	meanfemale
TRINITY_DN117046_c0_g1_i3	FC1	male	-1.428789489	meanfemale
TRINITY_DN117052_c0_g2_i1	FC1	male	-3.232139376	meanfemale
TRINITY_DN117061_c0_g1_i1	FC1	male	0.205250201	meanfemale
TRINITY_DN117066_c0_g1_i2	FC1	male	3.176540132	meanfemale
TRINITY_DN117073_c0_g1_i1	FC1	male	2.456269281	meanfemale
TRINITY_DN117085_c0_g2_i1	FC1	male	2.640101367	meanfemale
TRINITY_DN117090_c1_g1_i4	FC1	male	-2.456886807	meanfemale
TRINITY_DN117095_c0_g3_i1	FC1	male	-1.614912234	meanfemale
TRINITY_DN117130_c0_g1_i1	FC1	male	-1.238020208	meanfemale
TRINITY_DN117134_c0_g1_i2	FC1	male	1.698604241	meanfemale
TRINITY_DN117148_c0_g1_i2	FC1	male	1.035891185	meanfemale
TRINITY_DN117149_c0_g2_i1	FC1	male	-0.857420603	meanfemale
TRINITY_DN117153_c0_g1_i1	FC1	male	-0.102951756	meanfemale
TRINITY_DN117156_c0_g1_i1	FC1	male	-1.611964022	meanfemale
TRINITY_DN117163_c0_g1_i5	FC1	male	5.253607254	meanfemale
TRINITY_DN117232_c0_g1_i1	FC1	male	-2.455432587	meanfemale
TRINITY_DN117265_c0_g1_i7	FC1	male	7.677905064	meanfemale
TRINITY_DN117279_c0_g1_i4	FC1	male	2.014825664	meanfemale
TRINITY_DN117282_c0_g1_i1	FC1	male	0.530888075	meanfemale
TRINITY_DN117287_c0_g1_i2	FC1	male	-0.246394591	meanfemale
TRINITY_DN117288_c0_g1_i1	FC1	male	0.741632046	meanfemale
TRINITY_DN117297_c0_g1_i1	FC1	male	-0.068722828	meanfemale
TRINITY_DN117326_c0_g1_i4	FC1	male	3.629834811	meanfemale
TRINITY_DN117334_c0_g1_i4	FC1	male	-0.458023105	meanfemale
TRINITY_DN117335_c0_g1_i1	FC1	male	-2.07047812	meanfemale
TRINITY_DN117342_c0_g1_i2	FC1	male	-0.443558545	meanfemale
TRINITY_DN117357_c0_g2_i3	FC1	male	-2.38401171	meanfemale
TRINITY_DN117375_c0_g1_i1	FC1	male	-0.875648229	meanfemale
TRINITY_DN117380_c0_g1_i3	FC1	male	1.28125896	meanfemale
TRINITY_DN117389_c1_g1_i1	FC1	male	-0.137089166	meanfemale
TRINITY_DN117397_c0_g1_i1	FC1	male	-1.346418208	meanfemale
TRINITY_DN117408_c0_g1_i1	FC1	male	-0.002867818	meanfemale
TRINITY_DN117408_c1_g1_i5	FC1	male	0.230563618	meanfemale
TRINITY_DN117422_c0_g1_i2	FC1	male	-0.854866551	meanfemale
TRINITY_DN117446_c0_g1_i2	FC1	male	6.222496036	meanfemale
TRINITY_DN117453_c0_g2_i4	FC1	male	-0.773157031	meanfemale
TRINITY_DN117470_c0_g1_i2	FC1	male	6.988199876	meanfemale
TRINITY_DN117473_c0_g2_i1	FC1	male	3.393640139	meanfemale
TRINITY_DN117482_c0_g1_i1	FC1	male	-0.783949693	meanfemale
TRINITY_DN117488_c0_g1_i2	FC1	male	0.405756614	meanfemale
TRINITY_DN117514_c0_g1_i1	FC1	male	1.854516286	meanfemale
TRINITY_DN117519_c0_g1_i1	FC1	male	1.259740611	meanfemale
TRINITY_DN117528_c0_g3_i1	FC1	male	1.985498807	meanfemale
TRINITY_DN117534_c0_g1_i1	FC1	male	1.368804582	meanfemale
TRINITY_DN117542_c0_g1_i2	FC1	male	3.902794389	meanfemale
TRINITY_DN117542_c0_g3_i3	FC1	male	3.225358145	meanfemale
TRINITY_DN117558_c0_g1_i1	FC1	male	-0.527975684	meanfemale
TRINITY_DN117570_c1_g1_i1	FC1	male	2.054643306	meanfemale
TRINITY_DN117570_c1_g2_i1	FC1	male	1.729241141	meanfemale
TRINITY_DN117574_c0_g3_i1	FC1	male	2.563000066	meanfemale
TRINITY_DN117606_c0_g2_i2	FC1	male	0.707608016	meanfemale
TRINITY_DN117611_c0_g1_i17	FC1	male	2.32679765	meanfemale
TRINITY_DN117635_c0_g1_i2	FC1	male	3.42781153	meanfemale
TRINITY_DN117679_c1_g1_i1	FC1	male	-0.525726393	meanfemale
TRINITY_DN117681_c0_g1_i1	FC1	male	0.74034447	meanfemale
TRINITY_DN117685_c0_g1_i1	FC1	male	0.979890302	meanfemale
TRINITY_DN117689_c0_g1_i4	FC1	male	0.198529391	meanfemale
TRINITY_DN117721_c0_g2_i1	FC1	male	1.951496471	meanfemale
TRINITY_DN117748_c0_g2_i1	FC1	male	-0.940973061	meanfemale
TRINITY_DN117755_c0_g1_i1	FC1	male	3.321949507	meanfemale
TRINITY_DN117777_c1_g1_i1	FC1	male	-0.566375863	meanfemale
TRINITY_DN117781_c0_g1_i2	FC1	male	0.675411761	meanfemale
TRINITY_DN117790_c0_g1_i1	FC1	male	-2.23688398	meanfemale
TRINITY_DN117800_c0_g1_i1	FC1	male	2.536118326	meanfemale
TRINITY_DN117809_c0_g1_i2	FC1	male	2.422174755	meanfemale
TRINITY_DN117813_c0_g1_i1	FC1	male	5.683163263	meanfemale
TRINITY_DN117814_c0_g1_i3	FC1	male	-0.627700564	meanfemale
TRINITY_DN117827_c0_g1_i4	FC1	male	0.506104848	meanfemale
TRINITY_DN117839_c0_g1_i1	FC1	male	-0.186494461	meanfemale
TRINITY_DN117854_c1_g1_i1	FC1	male	-0.81995661	meanfemale
TRINITY_DN117870_c0_g4_i1	FC1	male	4.225484395	meanfemale
TRINITY_DN117870_c0_g5_i2	FC1	male	-1.173310015	meanfemale
TRINITY_DN117892_c0_g1_i1	FC1	male	1.876284313	meanfemale
TRINITY_DN117903_c0_g1_i2	FC1	male	3.507354373	meanfemale
TRINITY_DN117910_c0_g1_i1	FC1	male	-0.675834627	meanfemale
TRINITY_DN117913_c0_g1_i1	FC1	male	-0.357858189	meanfemale
TRINITY_DN117916_c0_g1_i3	FC1	male	0.266652274	meanfemale
TRINITY_DN117938_c0_g1_i1	FC1	male	2.833045756	meanfemale
TRINITY_DN117941_c0_g1_i1	FC1	male	0.214574124	meanfemale
TRINITY_DN117996_c0_g1_i1	FC1	male	6.687457052	meanfemale
TRINITY_DN118001_c0_g1_i1	FC1	male	0.246302416	meanfemale
TRINITY_DN118025_c0_g1_i3	FC1	male	-2.322542696	meanfemale
TRINITY_DN118038_c0_g1_i1	FC1	male	-2.1109583	meanfemale
TRINITY_DN118065_c0_g1_i1	FC1	male	2.466401007	meanfemale
TRINITY_DN118073_c0_g1_i1	FC1	male	1.030492502	meanfemale
TRINITY_DN118078_c0_g2_i1	FC1	male	-0.629534247	meanfemale
TRINITY_DN118131_c0_g2_i4	FC1	male	-0.350592855	meanfemale
TRINITY_DN118134_c0_g6_i7	FC1	male	0.512989359	meanfemale
TRINITY_DN118185_c0_g1_i2	FC1	male	3.992268291	meanfemale
TRINITY_DN118199_c1_g1_i1	FC1	male	0.100529317	meanfemale
TRINITY_DN118199_c2_g1_i2	FC1	male	-0.372656362	meanfemale
TRINITY_DN118205_c1_g2_i1	FC1	male	-0.204952579	meanfemale
TRINITY_DN118205_c2_g1_i6	FC1	male	1.107711312	meanfemale
TRINITY_DN118206_c0_g1_i1	FC1	male	4.504547458	meanfemale
TRINITY_DN118231_c0_g3_i1	FC1	male	-1.54546678	meanfemale
TRINITY_DN118241_c0_g3_i1	FC1	male	2.805309981	meanfemale
TRINITY_DN118256_c0_g1_i1	FC1	male	2.692745921	meanfemale
TRINITY_DN118260_c1_g2_i1	FC1	male	-0.490100071	meanfemale
TRINITY_DN118260_c1_g3_i2	FC1	male	1.427466663	meanfemale
TRINITY_DN118262_c0_g1_i1	FC1	male	0.445063035	meanfemale
TRINITY_DN118265_c0_g1_i1	FC1	male	1.957534353	meanfemale
TRINITY_DN118287_c1_g1_i8	FC1	male	-1.159116921	meanfemale
TRINITY_DN118289_c0_g1_i2	FC1	male	-2.608188317	meanfemale
TRINITY_DN118296_c0_g2_i2	FC1	male	7.823761536	meanfemale
TRINITY_DN118308_c1_g1_i2	FC1	male	-0.436626541	meanfemale
TRINITY_DN118312_c2_g1_i1	FC1	male	1.54637087	meanfemale
TRINITY_DN118315_c0_g2_i1	FC1	male	0.567718958	meanfemale
TRINITY_DN118323_c0_g1_i3	FC1	male	-3.204787901	meanfemale
TRINITY_DN118333_c0_g1_i2	FC1	male	-1.56334284	meanfemale
TRINITY_DN118376_c0_g1_i1	FC1	male	0.53085979	meanfemale
TRINITY_DN118404_c1_g1_i1	FC1	male	0.847435324	meanfemale
TRINITY_DN118438_c0_g1_i1	FC1	male	-2.784353361	meanfemale
TRINITY_DN118452_c0_g1_i2	FC1	male	7.763082216	meanfemale
TRINITY_DN118456_c0_g3_i1	FC1	male	1.501470562	meanfemale
TRINITY_DN118472_c0_g1_i1	FC1	male	4.931835685	meanfemale
TRINITY_DN118476_c0_g1_i2	FC1	male	0.378333201	meanfemale
TRINITY_DN118477_c1_g1_i1	FC1	male	2.271613961	meanfemale
TRINITY_DN118493_c0_g1_i1	FC1	male	0.640120266	meanfemale
TRINITY_DN118533_c0_g1_i1	FC1	male	0.568847613	meanfemale
TRINITY_DN118544_c1_g1_i1	FC1	male	-1.281192607	meanfemale
TRINITY_DN118545_c0_g2_i1	FC1	male	-0.695543253	meanfemale
TRINITY_DN118550_c2_g1_i2	FC1	male	0.388380787	meanfemale
TRINITY_DN118595_c0_g2_i1	FC1	male	-2.352369649	meanfemale
TRINITY_DN118597_c0_g2_i1	FC1	male	0.783030607	meanfemale
TRINITY_DN118597_c0_g3_i1	FC1	male	0.200450476	meanfemale
TRINITY_DN118603_c0_g1_i1	FC1	male	-0.624259284	meanfemale
TRINITY_DN118683_c0_g1_i1	FC1	male	5.271654799	meanfemale
TRINITY_DN118692_c0_g1_i1	FC1	male	1.803405718	meanfemale
TRINITY_DN118699_c0_g1_i6	FC1	male	-1.040126024	meanfemale
TRINITY_DN118716_c0_g1_i1	FC1	male	-0.679720054	meanfemale
TRINITY_DN118728_c0_g1_i4	FC1	male	1.41531264	meanfemale
TRINITY_DN118806_c0_g2_i1	FC1	male	3.542294484	meanfemale
TRINITY_DN118816_c0_g1_i1	FC1	male	6.313621911	meanfemale
TRINITY_DN118850_c0_g1_i1	FC1	male	3.058608694	meanfemale
TRINITY_DN118858_c0_g1_i2	FC1	male	-0.402089017	meanfemale
TRINITY_DN118887_c0_g1_i1	FC1	male	-0.446359765	meanfemale
TRINITY_DN118894_c0_g2_i1	FC1	male	1.487158782	meanfemale
TRINITY_DN118899_c0_g1_i1	FC1	male	0.395160321	meanfemale
TRINITY_DN118921_c0_g2_i1	FC1	male	-0.305387078	meanfemale
TRINITY_DN118923_c1_g2_i2	FC1	male	6.0447591	meanfemale
TRINITY_DN118932_c0_g1_i1	FC1	male	3.293922674	meanfemale
TRINITY_DN118940_c0_g1_i1	FC1	male	-2.948250601	meanfemale
TRINITY_DN118973_c0_g1_i1	FC1	male	1.538577909	meanfemale
TRINITY_DN118973_c1_g1_i1	FC1	male	-0.316827012	meanfemale
TRINITY_DN118973_c1_g2_i1	FC1	male	0.082159449	meanfemale
TRINITY_DN118976_c0_g1_i1	FC1	male	0.398146381	meanfemale
TRINITY_DN118994_c0_g1_i1	FC1	male	1.643102835	meanfemale
TRINITY_DN119029_c0_g1_i1	FC1	male	-1.432650762	meanfemale
TRINITY_DN119050_c1_g1_i1	FC1	male	1.240270111	meanfemale
TRINITY_DN119101_c0_g1_i1	FC1	male	7.438031388	meanfemale
TRINITY_DN119107_c1_g1_i4	FC1	male	3.155941794	meanfemale
TRINITY_DN119114_c0_g1_i1	FC1	male	1.286843122	meanfemale
TRINITY_DN119115_c0_g2_i1	FC1	male	-0.277559955	meanfemale
TRINITY_DN119127_c1_g1_i1	FC1	male	-2.808529727	meanfemale
TRINITY_DN119136_c0_g1_i2	FC1	male	4.892144999	meanfemale
TRINITY_DN119152_c0_g1_i4	FC1	male	0.900954145	meanfemale
TRINITY_DN119155_c0_g1_i2	FC1	male	1.199107455	meanfemale
TRINITY_DN119160_c0_g1_i3	FC1	male	-1.553515683	meanfemale
TRINITY_DN119176_c0_g1_i2	FC1	male	-1.636719505	meanfemale
TRINITY_DN119177_c0_g1_i4	FC1	male	-0.878384454	meanfemale
TRINITY_DN119181_c1_g1_i7	FC1	male	-2.974221273	meanfemale
TRINITY_DN119189_c1_g1_i5	FC1	male	-0.341323036	meanfemale
TRINITY_DN119206_c2_g1_i3	FC1	male	1.705294784	meanfemale
TRINITY_DN119216_c0_g1_i2	FC1	male	3.437433358	meanfemale
TRINITY_DN119217_c1_g2_i1	FC1	male	-2.210972803	meanfemale
TRINITY_DN119224_c0_g1_i1	FC1	male	3.375598237	meanfemale
TRINITY_DN119227_c0_g1_i4	FC1	male	-0.756522623	meanfemale
TRINITY_DN119254_c0_g5_i1	FC1	male	1.218034423	meanfemale
TRINITY_DN119255_c0_g1_i1	FC1	male	0.826062065	meanfemale
TRINITY_DN119264_c0_g1_i1	FC1	male	-2.041140432	meanfemale
TRINITY_DN119283_c0_g1_i2	FC1	male	-2.011722732	meanfemale
TRINITY_DN119304_c0_g1_i2	FC1	male	1.933209226	meanfemale
TRINITY_DN119306_c0_g1_i2	FC1	male	0.562406804	meanfemale
TRINITY_DN119308_c0_g2_i1	FC1	male	-1.601263714	meanfemale
TRINITY_DN119319_c0_g1_i2	FC1	male	-1.078319497	meanfemale
TRINITY_DN119352_c0_g2_i1	FC1	male	-2.284206424	meanfemale
TRINITY_DN119379_c0_g1_i1	FC1	male	3.917216851	meanfemale
TRINITY_DN119399_c0_g1_i1	FC1	male	4.9988068	meanfemale
TRINITY_DN119407_c0_g2_i1	FC1	male	3.428492803	meanfemale
TRINITY_DN119408_c2_g1_i1	FC1	male	2.519455814	meanfemale
TRINITY_DN119432_c0_g1_i1	FC1	male	1.861907259	meanfemale
TRINITY_DN119441_c0_g1_i1	FC1	male	-0.33740449	meanfemale
TRINITY_DN119446_c0_g1_i3	FC1	male	4.715718923	meanfemale
TRINITY_DN119453_c0_g1_i1	FC1	male	5.493684785	meanfemale
TRINITY_DN119463_c0_g1_i1	FC1	male	-0.370228691	meanfemale
TRINITY_DN119470_c0_g1_i1	FC1	male	-1.045242329	meanfemale
TRINITY_DN119481_c0_g1_i4	FC1	male	2.228345968	meanfemale
TRINITY_DN119518_c0_g1_i1	FC1	male	4.464666743	meanfemale
TRINITY_DN119529_c1_g1_i1	FC1	male	4.3376153	meanfemale
TRINITY_DN119535_c0_g1_i1	FC1	male	3.628635351	meanfemale
TRINITY_DN119547_c0_g1_i1	FC1	male	0.730308919	meanfemale
TRINITY_DN119561_c0_g1_i1	FC1	male	4.294317287	meanfemale
TRINITY_DN119563_c0_g1_i2	FC1	male	0.210838446	meanfemale
TRINITY_DN119578_c0_g1_i1	FC1	male	4.942202337	meanfemale
TRINITY_DN119578_c1_g1_i1	FC1	male	3.220550647	meanfemale
TRINITY_DN119586_c0_g3_i1	FC1	male	0.168670689	meanfemale
TRINITY_DN119588_c0_g1_i1	FC1	male	0.476480371	meanfemale
TRINITY_DN119594_c0_g1_i1	FC1	male	5.748381377	meanfemale
TRINITY_DN119634_c0_g1_i1	FC1	male	-1.103282069	meanfemale
TRINITY_DN119635_c0_g1_i3	FC1	male	7.55591344	meanfemale
TRINITY_DN119653_c0_g2_i1	FC1	male	-0.778538414	meanfemale
TRINITY_DN119656_c0_g1_i2	FC1	male	1.356900793	meanfemale
TRINITY_DN119663_c0_g1_i1	FC1	male	3.128757172	meanfemale
TRINITY_DN119665_c0_g1_i1	FC1	male	0.778770038	meanfemale
TRINITY_DN119668_c0_g1_i3	FC1	male	8.767581099	meanfemale
TRINITY_DN119675_c0_g1_i1	FC1	male	0.014746733	meanfemale
TRINITY_DN119688_c0_g1_i1	FC1	male	-0.966232435	meanfemale
TRINITY_DN119692_c0_g1_i1	FC1	male	0.292186349	meanfemale
TRINITY_DN119706_c0_g1_i2	FC1	male	1.355035595	meanfemale
TRINITY_DN119708_c0_g2_i4	FC1	male	3.564174593	meanfemale
TRINITY_DN119712_c0_g1_i2	FC1	male	-1.495072524	meanfemale
TRINITY_DN119721_c1_g1_i2	FC1	male	2.251214086	meanfemale
TRINITY_DN119726_c0_g1_i1	FC1	male	3.703162607	meanfemale
TRINITY_DN119744_c0_g1_i1	FC1	male	-0.068264797	meanfemale
TRINITY_DN119755_c0_g1_i2	FC1	male	1.782520306	meanfemale
TRINITY_DN119772_c0_g1_i4	FC1	male	-0.398344899	meanfemale
TRINITY_DN119773_c0_g1_i1	FC1	male	2.458188998	meanfemale
TRINITY_DN119773_c0_g2_i1	FC1	male	-1.025866733	meanfemale
TRINITY_DN119782_c1_g1_i1	FC1	male	3.154557467	meanfemale
TRINITY_DN119790_c0_g1_i1	FC1	male	-0.808139205	meanfemale
TRINITY_DN119797_c1_g1_i1	FC1	male	1.334151357	meanfemale
TRINITY_DN119800_c0_g2_i2	FC1	male	-1.354892221	meanfemale
TRINITY_DN119801_c0_g1_i1	FC1	male	5.191314852	meanfemale
TRINITY_DN119802_c0_g1_i1	FC1	male	-1.657049389	meanfemale
TRINITY_DN119819_c1_g1_i1	FC1	male	-0.443708172	meanfemale
TRINITY_DN119822_c0_g1_i1	FC1	male	4.180310574	meanfemale
TRINITY_DN119833_c0_g1_i1	FC1	male	0.502830414	meanfemale
TRINITY_DN119848_c2_g1_i1	FC1	male	-0.47891868	meanfemale
TRINITY_DN119869_c0_g1_i1	FC1	male	4.511941524	meanfemale
TRINITY_DN119887_c0_g1_i2	FC1	male	2.162844512	meanfemale
TRINITY_DN119888_c0_g1_i1	FC1	male	-0.747215872	meanfemale
TRINITY_DN119895_c1_g1_i1	FC1	male	2.341217149	meanfemale
TRINITY_DN119898_c1_g1_i2	FC1	male	2.752943026	meanfemale
TRINITY_DN119911_c3_g1_i1	FC1	male	-3.911417924	meanfemale
TRINITY_DN119913_c1_g1_i3	FC1	male	0.701274691	meanfemale
TRINITY_DN119920_c0_g1_i1	FC1	male	-0.52849531	meanfemale
TRINITY_DN119925_c1_g1_i1	FC1	male	-2.363933894	meanfemale
TRINITY_DN119938_c1_g2_i1	FC1	male	-3.11927323	meanfemale
TRINITY_DN119940_c2_g4_i3	FC1	male	-0.155934673	meanfemale
TRINITY_DN119965_c0_g1_i1	FC1	male	-0.962670396	meanfemale
TRINITY_DN119972_c0_g1_i1	FC1	male	1.83063401	meanfemale
TRINITY_DN119976_c0_g1_i4	FC1	male	0.397452528	meanfemale
TRINITY_DN119986_c0_g1_i1	FC1	male	3.392070444	meanfemale
TRINITY_DN120003_c1_g1_i1	FC1	male	1.333796613	meanfemale
TRINITY_DN120003_c1_g5_i1	FC1	male	1.867839616	meanfemale
TRINITY_DN120003_c1_g7_i2	FC1	male	0.288056278	meanfemale
TRINITY_DN120010_c0_g1_i1	FC1	male	0.130112619	meanfemale
TRINITY_DN120032_c0_g4_i1	FC1	male	0.101770142	meanfemale
TRINITY_DN120037_c5_g1_i2	FC1	male	1.640932135	meanfemale
TRINITY_DN120043_c0_g1_i1	FC1	male	0.239293125	meanfemale
TRINITY_DN120044_c0_g2_i2	FC1	male	0.983315062	meanfemale
TRINITY_DN120048_c0_g1_i1	FC1	male	3.03585324	meanfemale
TRINITY_DN120056_c0_g1_i2	FC1	male	2.745416152	meanfemale
TRINITY_DN120058_c3_g1_i3	FC1	male	1.370469797	meanfemale
TRINITY_DN120080_c0_g1_i1	FC1	male	2.546415994	meanfemale
TRINITY_DN120088_c0_g1_i1	FC1	male	-1.943487928	meanfemale
TRINITY_DN120090_c0_g1_i1	FC1	male	1.802813653	meanfemale
TRINITY_DN120101_c0_g1_i1	FC1	male	6.354158855	meanfemale
TRINITY_DN120103_c0_g1_i1	FC1	male	4.051055604	meanfemale
TRINITY_DN120110_c0_g1_i1	FC1	male	-0.993580509	meanfemale
TRINITY_DN120126_c0_g1_i8	FC1	male	1.88460763	meanfemale
TRINITY_DN120135_c0_g1_i1	FC1	male	-2.320014566	meanfemale
TRINITY_DN120145_c0_g6_i1	FC1	male	2.876474315	meanfemale
TRINITY_DN120154_c9_g2_i1	FC1	male	0.288024049	meanfemale
TRINITY_DN120182_c0_g1_i4	FC1	male	3.396068377	meanfemale
TRINITY_DN120194_c1_g1_i1	FC1	male	0.829043626	meanfemale
TRINITY_DN120194_c1_g3_i2	FC1	male	0.650726744	meanfemale
TRINITY_DN120197_c1_g2_i1	FC1	male	1.281459747	meanfemale
TRINITY_DN120217_c1_g1_i1	FC1	male	1.899337285	meanfemale
TRINITY_DN120250_c2_g5_i1	FC1	male	0.874005838	meanfemale
TRINITY_DN120275_c2_g1_i1	FC1	male	-0.643937999	meanfemale
TRINITY_DN120281_c0_g2_i2	FC1	male	0.205799176	meanfemale
TRINITY_DN120312_c0_g1_i1	FC1	male	-2.017201946	meanfemale
TRINITY_DN120319_c0_g3_i1	FC1	male	2.775965411	meanfemale
TRINITY_DN120319_c0_g4_i2	FC1	male	3.015825472	meanfemale
TRINITY_DN120338_c0_g1_i2	FC1	male	-0.423607518	meanfemale
TRINITY_DN120338_c0_g3_i1	FC1	male	0.20131149	meanfemale
TRINITY_DN120342_c3_g4_i1	FC1	male	-1.251738746	meanfemale
TRINITY_DN120343_c0_g1_i1	FC1	male	-1.459035907	meanfemale
TRINITY_DN120344_c0_g2_i2	FC1	male	3.333784938	meanfemale
TRINITY_DN120356_c0_g1_i2	FC1	male	0.727115313	meanfemale
TRINITY_DN120363_c0_g2_i2	FC1	male	1.512480423	meanfemale
TRINITY_DN120383_c0_g2_i1	FC1	male	4.19958722	meanfemale
TRINITY_DN120387_c2_g5_i2	FC1	male	3.23495759	meanfemale
TRINITY_DN120399_c4_g1_i1	FC1	male	-1.802944119	meanfemale
TRINITY_DN120406_c0_g2_i1	FC1	male	1.206171147	meanfemale
TRINITY_DN120421_c0_g1_i1	FC1	male	2.566476098	meanfemale
TRINITY_DN120426_c3_g1_i3	FC1	male	-1.164082443	meanfemale
TRINITY_DN120426_c3_g2_i2	FC1	male	-0.301823556	meanfemale
TRINITY_DN120431_c0_g2_i2	FC1	male	4.919447714	meanfemale
TRINITY_DN120433_c0_g1_i3	FC1	male	1.042077582	meanfemale
TRINITY_DN120435_c1_g1_i1	FC1	male	2.264895875	meanfemale
