gid	logFC.XYtestis.XXovary	cutoff	co_sb	meanXY
TRINITY_DN130232_c0_g1_i1	1.284294198	1	male	5.122709522
TRINITY_DN122249_c0_g1_i1	1.284431301	1	male	0.206394952
TRINITY_DN125483_c0_g3_i1	1.28451197	1	male	2.405504768
TRINITY_DN50186_c0_g2_i1	1.285059271	1	male	2.895846026
TRINITY_DN132588_c3_g1_i1	1.28510511	1	male	7.791299419
TRINITY_DN122987_c5_g3_i1	1.28546317	1	male	5.686172771
TRINITY_DN127117_c2_g1_i1	1.285891679	1	male	3.362698759
TRINITY_DN135277_c9_g7_i1	1.28595182	1	male	NA
TRINITY_DN130418_c8_g4_i1	1.286279702	1	male	1.725951367
TRINITY_DN133411_c2_g1_i2	1.286297529	1	male	4.561363597
TRINITY_DN123543_c0_g1_i1	1.286389826	1	male	1.373434544
TRINITY_DN129383_c0_g1_i6	1.286596992	1	male	1.45557629
TRINITY_DN133840_c2_g4_i1	1.286691793	1	male	10.15808471
TRINITY_DN121636_c0_g3_i2	1.287436024	1	male	6.648034599
TRINITY_DN116497_c0_g1_i1	1.287454089	1	male	5.267204341
TRINITY_DN134800_c11_g1_i1	1.28753871	1	male	1.015493537
TRINITY_DN115006_c1_g1_i1	1.287607616	1	male	3.601416314
TRINITY_DN126651_c0_g1_i3	1.288106334	1	male	1.629291689
TRINITY_DN130685_c5_g2_i2	1.288336058	1	male	1.451798569
TRINITY_DN127704_c5_g1_i3	1.288619671	1	male	3.994595581
TRINITY_DN126506_c1_g1_i1	1.288796705	1	male	4.584325822
TRINITY_DN118325_c0_g1_i1	1.289066814	1	male	0.329885414
TRINITY_DN122195_c2_g2_i6	1.289941268	1	male	0.771285715
TRINITY_DN135229_c0_g1_i3	1.290234203	1	male	1.302015747
TRINITY_DN128441_c2_g1_i1	1.290630015	1	male	2.159572153
TRINITY_DN124852_c0_g1_i1	1.290650373	1	male	2.976253219
TRINITY_DN132963_c0_g7_i1	1.290953807	1	male	2.107673062
TRINITY_DN124564_c2_g2_i2	1.290961899	1	male	6.148426348
TRINITY_DN125773_c4_g3_i1	1.291242075	1	male	5.796153111
TRINITY_DN134853_c4_g2_i3	1.291308888	1	male	6.139482769
TRINITY_DN114125_c0_g1_i1	1.291367223	1	male	3.047958193
TRINITY_DN6308_c0_g1_i1	1.291586661	1	male	1.680363941
TRINITY_DN115423_c0_g1_i1	1.292222223	1	male	1.403036119
TRINITY_DN2358_c0_g1_i1	1.292261806	1	male	2.135922758
TRINITY_DN133673_c0_g1_i2	1.292650694	1	male	-0.4962523
TRINITY_DN129827_c5_g2_i1	1.292682411	1	male	3.640895377
TRINITY_DN118728_c0_g1_i4	1.292691874	1	male	2.379203557
TRINITY_DN128082_c2_g14_i1	1.293181725	1	male	1.702821022
TRINITY_DN132937_c1_g2_i2	1.293605841	1	male	1.634660174
TRINITY_DN133961_c2_g6_i1	1.294959626	1	male	0.732228977
TRINITY_DN131242_c2_g1_i1	1.295004687	1	male	3.12702577
TRINITY_DN134570_c2_g1_i3	1.295049237	1	male	2.519871788
TRINITY_DN133191_c7_g3_i2	1.295249764	1	male	0.99449109
TRINITY_DN120154_c9_g2_i1	1.295600516	1	male	1.475803774
TRINITY_DN128343_c1_g1_i1	1.296132489	1	male	3.984503335
TRINITY_DN36259_c0_g1_i1	1.296312831	1	male	0.764337106
TRINITY_DN135739_c0_g1_i3	1.296933419	1	male	3.089962873
TRINITY_DN129713_c7_g1_i2	1.296947437	1	male	1.944809059
TRINITY_DN127745_c0_g1_i1	1.297156552	1	male	4.052104941
TRINITY_DN125999_c6_g2_i9	1.297187216	1	male	7.619045569
TRINITY_DN128611_c1_g2_i1	1.297616996	1	male	4.422240861
TRINITY_DN118597_c0_g2_i1	1.297632088	1	male	2.044710096
TRINITY_DN126104_c1_g1_i1	1.297769938	1	male	3.375148664
TRINITY_DN129048_c1_g3_i1	1.297939175	1	male	3.396801666
TRINITY_DN121516_c0_g1_i12	1.29831402	1	male	7.856502524
TRINITY_DN127747_c0_g6_i1	1.298434092	1	male	3.014280402
TRINITY_DN99399_c1_g1_i1	1.298707437	1	male	3.128999986
TRINITY_DN120319_c0_g4_i2	1.298730611	1	male	4.277051741
TRINITY_DN124424_c1_g4_i1	1.298920538	1	male	1.099865415
TRINITY_DN133453_c3_g2_i2	1.299267795	1	male	4.025407554
TRINITY_DN131055_c0_g1_i3	1.301032424	1	male	2.840047152
TRINITY_DN113065_c0_g1_i1	1.301614137	1	male	3.767807487
TRINITY_DN126944_c1_g1_i1	1.30170832	1	male	0.842201258
TRINITY_DN128794_c0_g4_i3	1.302470812	1	male	2.533031686
TRINITY_DN136384_c1_g1_i1	1.302573673	1	male	1.460109786
TRINITY_DN130591_c1_g1_i1	1.302632299	1	male	0.266903817
TRINITY_DN114222_c0_g1_i1	1.302896421	1	male	2.073188283
TRINITY_DN114897_c0_g1_i1	1.303247797	1	male	2.917446743
TRINITY_DN131771_c1_g1_i2	1.303714921	1	male	4.715890908
TRINITY_DN135559_c2_g1_i1	1.304244773	1	male	1.433177816
TRINITY_DN126178_c1_g2_i1	1.304314325	1	male	7.528056548
TRINITY_DN127129_c4_g2_i1	1.304903707	1	male	2.652541957
TRINITY_DN132587_c0_g1_i1	1.305053554	1	male	0.689020635
TRINITY_DN136311_c2_g2_i1	1.305102075	1	male	10.85246758
TRINITY_DN134774_c1_g2_i2	1.305687606	1	male	0.159263071
TRINITY_DN131172_c2_g1_i1	1.305758167	1	male	2.231667271
TRINITY_DN129095_c5_g4_i1	1.30595277	1	male	1.378080495
TRINITY_DN133410_c5_g3_i1	1.306158867	1	male	-0.346591648
TRINITY_DN132072_c5_g1_i5	1.306483438	1	male	3.748823306
TRINITY_DN131697_c5_g2_i1	1.306862917	1	male	2.589492802
TRINITY_DN136713_c12_g1_i1	1.306992764	1	male	4.109944728
TRINITY_DN123678_c2_g6_i3	1.307028403	1	male	0.275256282
TRINITY_DN24481_c0_g2_i1	1.307098434	1	male	0.986695326
TRINITY_DN134478_c5_g1_i1	1.307604295	1	male	7.837376734
TRINITY_DN126645_c10_g2_i2	1.3076607	1	male	2.58693634
TRINITY_DN129283_c0_g1_i2	1.307743931	1	male	3.318001829
TRINITY_DN126068_c0_g2_i4	1.308311103	1	male	5.587508967
TRINITY_DN118472_c0_g1_i1	1.308830158	1	male	6.214601104
TRINITY_DN112322_c0_g2_i1	1.309191254	1	male	2.204171845
TRINITY_DN136421_c0_g1_i2	1.309325477	1	male	2.887538689
TRINITY_DN131537_c6_g1_i1	1.3096937	1	male	2.055871261
TRINITY_DN127623_c0_g2_i2	1.309900011	1	male	5.974428579
TRINITY_DN126275_c1_g1_i3	1.310170582	1	male	4.426948239
TRINITY_DN125098_c0_g1_i4	1.310557267	1	male	-0.616738701
TRINITY_DN132547_c1_g7_i1	1.310857922	1	male	2.964495919
TRINITY_DN136650_c7_g4_i4	1.31087183	1	male	1.635230245
TRINITY_DN127832_c3_g1_i1	1.310939757	1	male	5.407332127
TRINITY_DN130180_c1_g2_i2	1.311094283	1	male	-0.45804628
TRINITY_DN117781_c0_g1_i2	1.3114135	1	male	1.936409338
TRINITY_DN130646_c3_g1_i2	1.311446466	1	male	0.843128193
TRINITY_DN134721_c5_g1_i1	1.311585314	1	male	5.195113984
TRINITY_DN123064_c5_g4_i1	1.312011518	1	male	3.499408955
TRINITY_DN132247_c1_g3_i1	1.313116546	1	male	2.925586984
TRINITY_DN116393_c0_g1_i2	1.313126283	1	male	3.127647465
TRINITY_DN124189_c0_g5_i1	1.31323311	1	male	5.601376221
TRINITY_DN120433_c0_g1_i3	1.313710005	1	male	2.342545998
TRINITY_DN133467_c5_g3_i5	1.314539267	1	male	5.06692548
TRINITY_DN117282_c0_g1_i1	1.314943993	1	male	1.782912733
TRINITY_DN136713_c11_g1_i2	1.315364162	1	male	4.327947848
TRINITY_DN127503_c10_g8_i1	1.31571561	1	male	2.809515613
TRINITY_DN127521_c6_g1_i1	1.315920401	1	male	4.986888289
TRINITY_DN123233_c3_g1_i1	1.315921839	1	male	5.492979153
TRINITY_DN136309_c8_g3_i1	1.316178731	1	male	4.021552606
TRINITY_DN94093_c0_g3_i2	1.316353122	1	male	NA
TRINITY_DN124435_c0_g2_i2	1.316577273	1	male	4.249367687
TRINITY_DN135113_c7_g6_i1	1.316753607	1	male	2.373357097
TRINITY_DN136426_c1_g2_i4	1.31745101	1	male	1.603199727
TRINITY_DN135283_c2_g3_i1	1.318236103	1	male	0.752473124
TRINITY_DN121451_c0_g1_i1	1.318464083	1	male	3.618829168
TRINITY_DN126978_c0_g3_i3	1.318892718	1	male	7.068263547
TRINITY_DN130648_c3_g3_i1	1.319135937	1	male	1.811005098
TRINITY_DN133472_c1_g1_i4	1.319190426	1	male	1.262147549
TRINITY_DN124446_c2_g1_i6	1.319307767	1	male	3.649487382
TRINITY_DN122112_c0_g1_i2	1.319819856	1	male	1.62155939
TRINITY_DN129823_c2_g1_i1	1.319826987	1	male	1.785433257
TRINITY_DN126408_c1_g1_i7	1.319941698	1	male	2.009789348
TRINITY_DN126776_c0_g2_i6	1.320495951	1	male	0.969808488
TRINITY_DN124490_c5_g3_i1	1.320517984	1	male	8.292641394
TRINITY_DN124022_c0_g1_i1	1.320783077	1	male	0.721433051
TRINITY_DN123348_c3_g1_i1	1.320917657	1	male	1.021412469
TRINITY_DN116280_c0_g1_i1	1.320982173	1	male	4.343966046
TRINITY_DN135294_c0_g1_i1	1.321138136	1	male	2.280956135
TRINITY_DN126705_c0_g1_i2	1.321402652	1	male	4.606427501
TRINITY_DN134236_c2_g1_i1	1.321612585	1	male	2.542916751
TRINITY_DN131224_c7_g1_i4	1.322503642	1	male	0.048416484
TRINITY_DN125501_c0_g1_i1	1.322776835	1	male	4.683510493
TRINITY_DN131905_c4_g1_i4	1.322991073	1	male	1.488088773
TRINITY_DN124928_c2_g1_i2	1.323018711	1	male	1.304211939
TRINITY_DN124530_c1_g1_i1	1.323087776	1	male	2.559156085
TRINITY_DN131663_c0_g1_i2	1.323760443	1	male	0.84183782
TRINITY_DN129199_c2_g2_i11	1.323776498	1	male	0.823126853
TRINITY_DN209494_c0_g1_i1	1.323816544	1	male	2.454605155
TRINITY_DN122534_c1_g3_i2	1.324121442	1	male	0.888076694
TRINITY_DN133228_c4_g1_i1	1.324124712	1	male	2.312455244
TRINITY_DN120010_c0_g1_i1	1.324271927	1	male	1.321798725
TRINITY_DN129420_c0_g1_i2	1.324450035	1	male	5.250296988
TRINITY_DN126902_c0_g2_i1	1.324646265	1	male	0.37155973
TRINITY_DN128393_c1_g1_i1	1.325237122	1	male	3.706680247
TRINITY_DN134523_c0_g2_i1	1.325271612	1	male	4.229401041
TRINITY_DN123476_c2_g21_i1	1.325344486	1	male	3.301789169
TRINITY_DN134900_c6_g1_i1	1.325384588	1	male	1.49995154
TRINITY_DN131598_c0_g1_i5	1.326165095	1	male	6.403083484
TRINITY_DN115660_c1_g1_i1	1.326511935	1	male	1.754393926
TRINITY_DN133633_c4_g1_i9	1.326803059	1	male	9.82751291
TRINITY_DN126606_c0_g1_i1	1.327068721	1	male	1.844138222
TRINITY_DN107012_c1_g2_i1	1.327116773	1	male	NA
TRINITY_DN132950_c0_g2_i1	1.327200116	1	male	3.668844185
TRINITY_DN104532_c0_g1_i1	1.327324269	1	male	2.210862716
TRINITY_DN131910_c0_g2_i3	1.327534488	1	male	0.64411559
TRINITY_DN122207_c0_g1_i1	1.327550151	1	male	4.804607097
TRINITY_DN126066_c3_g3_i1	1.328049753	1	male	1.94256095
TRINITY_DN129826_c0_g1_i4	1.328136576	1	male	4.626214082
TRINITY_DN134645_c1_g1_i2	1.328376896	1	male	-0.187922391
TRINITY_DN130098_c0_g1_i16	1.328513208	1	male	3.587711567
TRINITY_DN123060_c0_g1_i1	1.328587115	1	male	0.282644216
TRINITY_DN126203_c2_g2_i1	1.329159052	1	male	3.779123374
TRINITY_DN123532_c0_g1_i2	1.329277512	1	male	0.635243465
TRINITY_DN130538_c0_g2_i1	1.329418882	1	male	3.499265553
TRINITY_DN128049_c3_g3_i1	1.329523807	1	male	1.803883296
TRINITY_DN161276_c0_g1_i1	1.329882155	1	male	1.883494069
TRINITY_DN125989_c2_g1_i1	1.330642185	1	male	0.386093972
TRINITY_DN105118_c0_g1_i1	1.331162946	1	male	0.881591095
TRINITY_DN109149_c0_g2_i1	1.331228912	1	male	0.004765459
TRINITY_DN135631_c3_g1_i1	1.331532615	1	male	2.157012819
TRINITY_DN129125_c0_g1_i2	1.331957321	1	male	2.248999673
TRINITY_DN132449_c1_g2_i1	1.332008878	1	male	2.787993274
TRINITY_DN125590_c0_g1_i1	1.332134583	1	male	1.163829628
TRINITY_DN132781_c1_g2_i4	1.332366417	1	male	2.365071342
TRINITY_DN103544_c0_g1_i2	1.332617122	1	male	0.855159999
TRINITY_DN126220_c4_g2_i9	1.332758756	1	male	4.70072637
TRINITY_DN116884_c0_g1_i2	1.332768111	1	male	2.146845814
TRINITY_DN133325_c1_g1_i1	1.33301801	1	male	1.842179746
TRINITY_DN131262_c1_g2_i1	1.333432403	1	male	-0.029474958
TRINITY_DN133048_c3_g1_i3	1.333649272	1	male	4.15903974
TRINITY_DN119463_c0_g1_i1	1.334179581	1	male	0.67474053
TRINITY_DN134837_c3_g3_i1	1.334324927	1	male	1.937999992
TRINITY_DN128702_c0_g1_i3	1.334536924	1	male	2.432831449
TRINITY_DN113475_c0_g1_i2	1.334906187	1	male	2.64346975
TRINITY_DN127029_c1_g1_i3	1.334987213	1	male	6.447417164
TRINITY_DN132061_c3_g2_i1	1.335102882	1	male	1.744804686
TRINITY_DN119755_c0_g1_i2	1.335331304	1	male	3.088785897
TRINITY_DN134248_c2_g1_i2	1.335510088	1	male	4.893118699
TRINITY_DN130224_c3_g3_i1	1.335527106	1	male	5.011908162
TRINITY_DN130220_c0_g2_i2	1.335976497	1	male	6.064867087
TRINITY_DN118231_c0_g3_i1	1.336269278	1	male	-0.288169811
TRINITY_DN119107_c1_g1_i4	1.33649435	1	male	4.364610757
TRINITY_DN130351_c0_g1_i2	1.337376251	1	male	5.379102405
TRINITY_DN129543_c4_g2_i1	1.337755898	1	male	NA
TRINITY_DN121941_c0_g10_i1	1.338055563	1	male	1.623535158
TRINITY_DN129527_c5_g2_i1	1.338122133	1	male	2.496518205
TRINITY_DN110773_c0_g1_i2	1.338356053	1	male	2.812129872
TRINITY_DN133652_c0_g18_i1	1.339261057	1	male	4.667368274
TRINITY_DN116795_c0_g1_i3	1.339306869	1	male	5.94401442
TRINITY_DN128599_c0_g1_i2	1.339373547	1	male	1.38218588
TRINITY_DN76213_c0_g1_i1	1.339842755	1	male	5.986295117
TRINITY_DN130778_c0_g1_i1	1.339842857	1	male	3.174947716
TRINITY_DN128781_c0_g4_i2	1.34037272	1	male	1.241886463
TRINITY_DN95726_c0_g1_i1	1.340529503	1	male	NA
TRINITY_DN128096_c4_g6_i1	1.340667539	1	male	2.315174423
TRINITY_DN130877_c0_g1_i1	1.34088452	1	male	-0.238838635
TRINITY_DN122048_c0_g2_i2	1.341535262	1	male	6.742628036
TRINITY_DN130027_c2_g1_i3	1.341731596	1	male	2.502973598
TRINITY_DN133965_c9_g1_i1	1.341803916	1	male	2.812481788
TRINITY_DN132836_c0_g2_i2	1.341823096	1	male	2.887624686
TRINITY_DN124823_c0_g1_i2	1.341995731	1	male	0.360039381
TRINITY_DN130401_c2_g1_i6	1.342024705	1	male	2.195832026
TRINITY_DN125036_c1_g3_i1	1.342075528	1	male	1.712411206
TRINITY_DN131703_c8_g1_i2	1.342128034	1	male	1.51265038
TRINITY_DN127882_c7_g3_i1	1.342654042	1	male	2.023795602
TRINITY_DN124678_c1_g2_i1	1.342952534	1	male	3.119379125
TRINITY_DN136182_c0_g2_i3	1.343397065	1	male	2.69528239
TRINITY_DN121345_c0_g2_i1	1.343806655	1	male	3.42560182
TRINITY_DN132537_c1_g5_i1	1.343966595	1	male	0.139442002
TRINITY_DN127781_c0_g1_i5	1.344178559	1	male	0.715080011
TRINITY_DN4398_c0_g1_i1	1.344180758	1	male	1.818544271
TRINITY_DN119618_c0_g1_i3	1.344819228	1	male	0.534182107
TRINITY_DN106961_c0_g1_i1	1.344902502	1	male	4.642790759
TRINITY_DN117380_c0_g1_i3	1.344939846	1	male	2.647723693
TRINITY_DN136087_c3_g1_i1	1.345461927	1	male	1.432264899
TRINITY_DN106476_c0_g1_i1	1.345697135	1	male	4.987683973
TRINITY_DN124723_c2_g2_i1	1.345709065	1	male	4.277112322
TRINITY_DN129715_c1_g3_i1	1.345768268	1	male	-0.367598149
TRINITY_DN108551_c0_g1_i2	1.345816136	1	male	-0.487799867
TRINITY_DN131629_c3_g1_i3	1.346072672	1	male	3.594241878
TRINITY_DN135838_c9_g1_i4	1.346304029	1	male	4.218752353
TRINITY_DN109954_c0_g2_i1	1.346813713	1	male	1.562222261
TRINITY_DN130620_c0_g2_i1	1.346926616	1	male	2.415915533
TRINITY_DN123455_c4_g1_i1	1.347004142	1	male	1.741526542
TRINITY_DN131312_c2_g3_i3	1.348494688	1	male	6.084112036
TRINITY_DN69784_c0_g1_i1	1.349095506	1	male	3.028386375
TRINITY_DN134491_c2_g4_i1	1.349389868	1	male	3.799304411
TRINITY_DN127498_c0_g1_i1	1.349570948	1	male	-0.787916244
TRINITY_DN131592_c2_g2_i2	1.349852216	1	male	-1.389288566
TRINITY_DN123760_c0_g2_i1	1.349865768	1	male	2.647878367
TRINITY_DN118699_c0_g1_i6	1.349959536	1	male	0.160183057
TRINITY_DN119136_c0_g1_i2	1.350275197	1	male	6.215173778
TRINITY_DN126712_c6_g1_i2	1.350331202	1	male	3.757776728
TRINITY_DN127594_c4_g2_i1	1.350340181	1	male	4.126985864
TRINITY_DN130851_c2_g1_i1	1.35084703	1	male	1.685642842
TRINITY_DN122920_c5_g1_i6	1.351193866	1	male	2.241239297
TRINITY_DN32768_c0_g1_i1	1.352923098	1	male	1.979150612
TRINITY_DN126725_c0_g2_i4	1.354083604	1	male	2.570962335
TRINITY_DN131932_c1_g16_i1	1.354723575	1	male	2.06825812
TRINITY_DN133161_c1_g1_i12	1.354793125	1	male	4.99526942
TRINITY_DN121487_c0_g4_i2	1.354853097	1	male	6.676955613
TRINITY_DN196864_c0_g1_i1	1.355391712	1	male	3.142078953
TRINITY_DN132368_c6_g4_i2	1.355456931	1	male	2.767543624
TRINITY_DN126331_c1_g2_i3	1.355460686	1	male	4.646522298
TRINITY_DN121660_c4_g6_i1	1.355692495	1	male	1.260791676
TRINITY_DN124015_c2_g4_i1	1.355789728	1	male	3.975466448
TRINITY_DN135546_c3_g1_i6	1.355893564	1	male	2.81500655
TRINITY_DN135682_c2_g1_i2	1.355953883	1	male	2.206306175
TRINITY_DN119379_c0_g1_i1	1.356011065	1	male	5.204441138
TRINITY_DN135679_c3_g3_i2	1.356175459	1	male	1.893000619
TRINITY_DN127043_c1_g1_i1	1.356368288	1	male	2.780135747
TRINITY_DN128207_c2_g4_i1	1.356492674	1	male	1.809211036
TRINITY_DN133821_c9_g3_i1	1.357404843	1	male	-1.244500882
TRINITY_DN120281_c0_g2_i2	1.35772737	1	male	1.51673149
TRINITY_DN107875_c0_g1_i1	1.358004287	1	male	3.028556303
TRINITY_DN132829_c1_g2_i1	1.358142759	1	male	1.258254744
TRINITY_DN136562_c2_g5_i1	1.358180203	1	male	-0.870685893
TRINITY_DN9040_c0_g2_i1	1.358511288	1	male	6.75051565
TRINITY_DN132796_c0_g1_i6	1.358557863	1	male	3.44097415
TRINITY_DN127527_c1_g4_i4	1.358612764	1	male	1.903461381
TRINITY_DN135490_c1_g2_i1	1.359158721	1	male	1.637917515
TRINITY_DN67680_c0_g3_i1	1.360004614	1	male	1.299843751
TRINITY_DN121409_c1_g1_i1	1.360629516	1	male	2.564091433
TRINITY_DN127786_c0_g1_i1	1.360847534	1	male	-0.000982736
TRINITY_DN125008_c4_g4_i2	1.361324286	1	male	1.776217498
TRINITY_DN116676_c1_g1_i1	1.361338949	1	male	-0.152221378
TRINITY_DN135718_c0_g1_i3	1.361836252	1	male	-1.377934983
TRINITY_DN128379_c1_g2_i1	1.361837972	1	male	0.122146095
TRINITY_DN126409_c1_g1_i3	1.362281922	1	male	2.140078995
TRINITY_DN119790_c0_g1_i1	1.362707057	1	male	0.503197539
TRINITY_DN135387_c2_g1_i1	1.3629391	1	male	2.17684131
TRINITY_DN127990_c0_g3_i4	1.36300627	1	male	2.352732754
TRINITY_DN127874_c6_g1_i1	1.363134737	1	male	1.802850783
TRINITY_DN130397_c3_g1_i3	1.363150734	1	male	0.93551329
TRINITY_DN134522_c7_g1_i3	1.363661727	1	male	2.849298375
TRINITY_DN126865_c1_g1_i1	1.364011445	1	male	3.023675359
TRINITY_DN136048_c3_g1_i1	1.364033862	1	male	7.987586459
TRINITY_DN115726_c0_g4_i1	1.364603154	1	male	2.112134325
TRINITY_DN125037_c1_g1_i1	1.364708603	1	male	3.179750572
TRINITY_DN124469_c6_g1_i1	1.364935653	1	male	1.453645265
TRINITY_DN122147_c8_g1_i6	1.365332323	1	male	4.326312702
TRINITY_DN125252_c4_g9_i1	1.365448999	1	male	2.52847096
TRINITY_DN130529_c4_g2_i2	1.365597314	1	male	3.972229941
TRINITY_DN110217_c0_g1_i2	1.366259786	1	male	3.101377617
TRINITY_DN123173_c2_g1_i4	1.366313946	1	male	-0.166434951
TRINITY_DN133113_c0_g4_i1	1.366397837	1	male	2.44156623
TRINITY_DN118774_c0_g1_i2	1.366582314	1	male	0.285106379
TRINITY_DN120578_c0_g1_i1	1.366823728	1	male	0.393503777
TRINITY_DN128763_c4_g1_i2	1.367438062	1	male	4.525272155
TRINITY_DN128825_c1_g1_i6	1.368221002	1	male	1.222624035
TRINITY_DN126415_c0_g1_i1	1.368605462	1	male	3.097891609
TRINITY_DN135871_c2_g5_i4	1.369051315	1	male	1.125488615
TRINITY_DN133003_c3_g1_i1	1.369218525	1	male	2.135145182
TRINITY_DN123251_c6_g3_i2	1.369232835	1	male	3.835855701
TRINITY_DN105870_c0_g1_i1	1.369376875	1	male	1.84860111
TRINITY_DN105324_c0_g1_i5	1.369592213	1	male	9.618280343
TRINITY_DN129434_c4_g1_i1	1.370019852	1	male	1.278511898
TRINITY_DN127692_c3_g3_i2	1.370423664	1	male	1.257744535
TRINITY_DN125805_c1_g1_i1	1.37051201	1	male	3.591431816
TRINITY_DN135397_c0_g2_i3	1.371340099	1	male	2.726516458
TRINITY_DN119072_c0_g2_i2	1.371353158	1	male	4.404413055
TRINITY_DN124783_c2_g1_i1	1.371384898	1	male	1.119099957
TRINITY_DN122960_c3_g1_i1	1.37143579	1	male	1.04668391
TRINITY_DN133059_c0_g2_i2	1.371442684	1	male	-0.676323837
TRINITY_DN129553_c0_g1_i2	1.371559521	1	male	2.309244953
TRINITY_DN127129_c4_g3_i1	1.371683383	1	male	2.12423767
TRINITY_DN126542_c0_g3_i1	1.371795138	1	male	0.739936529
TRINITY_DN133080_c8_g1_i4	1.372083066	1	male	2.813887082
TRINITY_DN125288_c1_g1_i1	1.372462711	1	male	2.546024959
TRINITY_DN132731_c2_g1_i3	1.37247422	1	male	2.72694371
TRINITY_DN119971_c0_g3_i3	1.374318714	1	male	0.521550711
TRINITY_DN112551_c0_g1_i2	1.374364199	1	male	2.918935647
TRINITY_DN136215_c0_g1_i1	1.374766976	1	male	2.455646647
TRINITY_DN135794_c5_g2_i1	1.374912981	1	male	1.142182427
TRINITY_DN129484_c5_g5_i1	1.375135268	1	male	1.71875109
TRINITY_DN132778_c1_g2_i1	1.37525326	1	male	1.138822794
TRINITY_DN120395_c0_g1_i1	1.375356875	1	male	4.337758945
TRINITY_DN63832_c0_g2_i1	1.375469539	1	male	5.554314595
TRINITY_DN123841_c0_g1_i1	1.375681715	1	male	3.01711094
TRINITY_DN127800_c0_g2_i1	1.375848706	1	male	1.222045468
TRINITY_DN124018_c0_g1_i6	1.376114095	1	male	4.339188553
TRINITY_DN128189_c0_g2_i4	1.376283886	1	male	3.161457825
TRINITY_DN119772_c0_g1_i4	1.376603233	1	male	0.970410715
TRINITY_DN130800_c1_g5_i1	1.377203857	1	male	0.684997438
TRINITY_DN132657_c3_g11_i2	1.37766571	1	male	2.052435227
TRINITY_DN132993_c3_g1_i1	1.377886892	1	male	0.394036043
TRINITY_DN130988_c1_g2_i2	1.378239748	1	male	1.84187651
TRINITY_DN124621_c0_g1_i1	1.378554095	1	male	1.5501234
TRINITY_DN134946_c8_g2_i4	1.378582708	1	male	1.534672166
TRINITY_DN127787_c0_g1_i3	1.379148256	1	male	-0.559750979
TRINITY_DN130220_c0_g1_i2	1.379185841	1	male	6.849643852
TRINITY_DN38476_c0_g1_i1	1.379233721	1	male	2.117554772
TRINITY_DN130077_c0_g1_i1	1.379505232	1	male	0.677922928
TRINITY_DN135279_c6_g2_i1	1.379627637	1	male	3.802278517
TRINITY_DN132832_c1_g1_i15	1.379636271	1	male	2.678103414
TRINITY_DN133269_c1_g1_i1	1.379649213	1	male	1.607920438
TRINITY_DN130993_c4_g1_i1	1.380000127	1	male	1.001408017
TRINITY_DN129130_c0_g1_i1	1.380175926	1	male	0.872573923
TRINITY_DN135228_c1_g1_i1	1.380242728	1	male	0.171551925
TRINITY_DN123267_c1_g2_i1	1.380375944	1	male	6.963629174
TRINITY_DN120037_c5_g1_i2	1.380405327	1	male	2.970712814
TRINITY_DN105198_c0_g3_i1	1.380509897	1	male	1.15934778
TRINITY_DN136175_c0_g1_i4	1.380791048	1	male	3.080765081
TRINITY_DN121340_c2_g1_i1	1.380830654	1	male	10.352368
TRINITY_DN119656_c0_g1_i2	1.380895738	1	male	2.690846664
TRINITY_DN95269_c0_g2_i1	1.381202396	1	male	7.801398855
TRINITY_DN132097_c3_g2_i4	1.381221095	1	male	1.556183833
TRINITY_DN116035_c0_g1_i2	1.381338167	1	male	1.214633961
TRINITY_DN134865_c1_g1_i8	1.381618015	1	male	3.500262868
TRINITY_DN116304_c0_g1_i1	1.381746574	1	male	0.143486303
TRINITY_DN123721_c0_g1_i1	1.381951648	1	male	-0.425979726
TRINITY_DN96392_c0_g1_i3	1.382466357	1	male	3.404393801
TRINITY_DN132827_c3_g1_i7	1.383520416	1	male	2.658074017
TRINITY_DN129755_c4_g2_i2	1.383547544	1	male	-2.0437227
TRINITY_DN131118_c1_g2_i9	1.383550079	1	male	3.960494856
TRINITY_DN123314_c1_g1_i1	1.383944357	1	male	5.057392324
TRINITY_DN125475_c0_g2_i1	1.384422541	1	male	4.4150967
TRINITY_DN128811_c0_g2_i1	1.384591186	1	male	NA
TRINITY_DN116201_c0_g2_i1	1.38544536	1	male	1.523335093
TRINITY_DN99172_c0_g1_i1	1.385572409	1	male	2.618485974
TRINITY_DN130021_c0_g6_i1	1.385709	1	male	6.034074395
TRINITY_DN122080_c0_g3_i2	1.38596657	1	male	7.0243794
TRINITY_DN133011_c0_g1_i4	1.386024407	1	male	2.76638638
TRINITY_DN123730_c1_g3_i1	1.386071768	1	male	2.526389584
TRINITY_DN133866_c1_g4_i4	1.386156917	1	male	5.421279896
TRINITY_DN128051_c7_g1_i5	1.386294466	1	male	1.278444742
TRINITY_DN133776_c1_g1_i3	1.386569293	1	male	0.264907736
TRINITY_DN50226_c0_g2_i1	1.387390239	1	male	NA
TRINITY_DN132122_c1_g2_i1	1.387912556	1	male	2.010866696
TRINITY_DN125832_c2_g1_i3	1.387957482	1	male	1.766144275
TRINITY_DN125280_c1_g2_i4	1.388057688	1	male	5.261637894
TRINITY_DN121704_c3_g2_i1	1.388366814	1	male	-0.1739555
TRINITY_DN209202_c0_g1_i1	1.388709048	1	male	1.619579103
