gid	logFC.XYtestis.XXovary	cutoff	co_sb	meanXY
TRINITY_DN130830_c3_g1_i1	1.187500178	1	male	3.552363893
TRINITY_DN94946_c0_g1_i2	1.188007995	1	male	6.262999192
TRINITY_DN133475_c0_g1_i1	1.188360811	1	male	4.055314615
TRINITY_DN131586_c10_g1_i2	1.188455072	1	male	1.900315525
TRINITY_DN135226_c0_g2_i1	1.188509772	1	male	0.66130905
TRINITY_DN115412_c0_g2_i1	1.188535968	1	male	9.366176748
TRINITY_DN125121_c2_g1_i1	1.189144013	1	male	1.153620988
TRINITY_DN129046_c3_g2_i1	1.189248914	1	male	0.872059843
TRINITY_DN132729_c0_g1_i1	1.189411437	1	male	3.179198253
TRINITY_DN119971_c0_g5_i1	1.189660992	1	male	-0.015342232
TRINITY_DN129008_c0_g1_i3	1.18988152	1	male	3.555948342
TRINITY_DN133909_c2_g1_i2	1.189890186	1	male	1.631294474
TRINITY_DN128583_c0_g1_i1	1.189985592	1	male	-2.083074884
TRINITY_DN122707_c0_g1_i3	1.189986353	1	male	1.870235833
TRINITY_DN134112_c0_g2_i4	1.190198744	1	male	-0.263843148
TRINITY_DN135214_c3_g4_i1	1.190512298	1	male	0.077824809
TRINITY_DN132494_c2_g6_i3	1.190514042	1	male	4.313228775
TRINITY_DN123435_c1_g1_i1	1.190522693	1	male	1.695594177
TRINITY_DN127405_c3_g1_i1	1.190611268	1	male	1.434948486
TRINITY_DN127865_c2_g1_i1	1.190613302	1	male	1.15954347
TRINITY_DN131019_c1_g3_i4	1.190818793	1	male	1.64442745
TRINITY_DN126245_c5_g2_i2	1.190825263	1	male	1.112945237
TRINITY_DN132319_c0_g1_i1	1.191324585	1	male	1.109630833
TRINITY_DN136457_c2_g1_i1	1.191934265	1	male	2.248786373
TRINITY_DN132705_c7_g1_i2	1.1925411	1	male	1.087609582
TRINITY_DN123897_c4_g2_i1	1.192678701	1	male	3.422595979
TRINITY_DN116930_c0_g1_i1	1.192688356	1	male	3.35286286
TRINITY_DN126372_c4_g2_i1	1.192751336	1	male	3.235899504
TRINITY_DN131670_c2_g1_i1	1.193059706	1	male	3.429454233
TRINITY_DN127920_c0_g1_i1	1.193181554	1	male	4.199432366
TRINITY_DN120023_c0_g2_i3	1.193782765	1	male	0.20799481
TRINITY_DN119227_c0_g1_i4	1.194041784	1	male	0.369593411
TRINITY_DN134505_c1_g8_i1	1.194063167	1	male	2.893204728
TRINITY_DN129903_c1_g3_i2	1.194368018	1	male	5.538346024
TRINITY_DN133764_c3_g1_i1	1.195280653	1	male	4.532041287
TRINITY_DN125280_c2_g1_i1	1.195569424	1	male	1.988873081
TRINITY_DN131630_c1_g2_i1	1.195800443	1	male	3.184360323
TRINITY_DN131091_c8_g1_i2	1.196489188	1	male	2.01164678
TRINITY_DN126064_c0_g1_i1	1.196628925	1	male	2.819674138
TRINITY_DN125456_c4_g1_i2	1.196821814	1	male	4.664629523
TRINITY_DN128101_c1_g3_i2	1.196902086	1	male	6.866985538
TRINITY_DN129042_c6_g1_i1	1.19698197	1	male	6.174882488
TRINITY_DN119399_c0_g1_i1	1.197126985	1	male	6.190744476
TRINITY_DN116422_c1_g3_i2	1.197209683	1	male	1.642907931
TRINITY_DN136194_c0_g2_i1	1.197579437	1	male	3.432603673
TRINITY_DN131844_c1_g3_i2	1.197581253	1	male	0.959496881
TRINITY_DN128246_c0_g5_i3	1.197933244	1	male	3.075289466
TRINITY_DN111351_c0_g1_i1	1.198242044	1	male	2.751612575
TRINITY_DN132061_c2_g1_i1	1.19830105	1	male	2.16912023
TRINITY_DN124255_c0_g3_i1	1.198543	1	male	0.747325495
TRINITY_DN118404_c1_g1_i1	1.198791584	1	male	2.04522179
TRINITY_DN135368_c2_g2_i2	1.199244032	1	male	1.459641454
TRINITY_DN134204_c3_g1_i2	1.199556502	1	male	1.966152155
TRINITY_DN131239_c3_g3_i1	1.199588593	1	male	0.55486005
TRINITY_DN128089_c1_g2_i1	1.19961943	1	male	1.456355519
TRINITY_DN90511_c0_g1_i1	1.19963554	1	male	1.267265611
TRINITY_DN100998_c0_g1_i1	1.200132494	1	male	2.472631884
TRINITY_DN132848_c0_g1_i1	1.200628961	1	male	-1.587179091
TRINITY_DN135468_c0_g4_i3	1.200988918	1	male	-0.97069154
TRINITY_DN134068_c1_g1_i1	1.20149898	1	male	5.991966654
TRINITY_DN131368_c0_g1_i1	1.201723878	1	male	2.140731452
TRINITY_DN127281_c2_g6_i2	1.20235628	1	male	5.127297539
TRINITY_DN130535_c0_g1_i2	1.202547612	1	male	2.215106592
TRINITY_DN135878_c2_g2_i2	1.202565997	1	male	3.834110069
TRINITY_DN120709_c0_g1_i1	1.202733215	1	male	-1.074381654
TRINITY_DN125412_c0_g1_i6	1.203280177	1	male	0.901000041
TRINITY_DN131894_c17_g4_i6	1.203413332	1	male	2.46552435
TRINITY_DN134770_c2_g2_i4	1.203740259	1	male	10.32153379
TRINITY_DN128166_c0_g1_i1	1.204018879	1	male	-0.325180107
TRINITY_DN124517_c0_g2_i1	1.204155843	1	male	4.708949925
TRINITY_DN132195_c1_g1_i1	1.204327047	1	male	8.211007621
TRINITY_DN135181_c2_g2_i6	1.204956286	1	male	-0.704009258
TRINITY_DN213028_c0_g1_i1	1.20505146	1	male	1.920636054
TRINITY_DN131266_c3_g5_i1	1.205078087	1	male	3.405500797
TRINITY_DN134342_c3_g2_i1	1.205118113	1	male	-0.075009252
TRINITY_DN134879_c1_g11_i1	1.205218805	1	male	2.011381617
TRINITY_DN127882_c8_g2_i2	1.205259742	1	male	0.926975965
TRINITY_DN124405_c2_g1_i1	1.205802428	1	male	0.539281626
TRINITY_DN125504_c0_g2_i1	1.205903941	1	male	3.542545657
TRINITY_DN133220_c5_g1_i1	1.206037338	1	male	3.250784848
TRINITY_DN132743_c2_g3_i2	1.206086336	1	male	-0.650716343
TRINITY_DN117479_c0_g1_i1	1.206190895	1	male	3.290013388
TRINITY_DN71270_c0_g1_i1	1.206386329	1	male	5.7343215
TRINITY_DN132809_c9_g5_i1	1.206888904	1	male	2.706979169
TRINITY_DN133496_c0_g1_i3	1.207891287	1	male	1.24385306
TRINITY_DN93513_c1_g1_i1	1.208069561	1	male	-0.478209903
TRINITY_DN119177_c0_g1_i4	1.209141345	1	male	0.245417489
TRINITY_DN117016_c0_g3_i3	1.209615743	1	male	3.038077817
TRINITY_DN129331_c3_g1_i1	1.209680745	1	male	0.800527775
TRINITY_DN125427_c0_g1_i2	1.209821616	1	male	1.921306887
TRINITY_DN124687_c3_g1_i1	1.20985275	1	male	2.33559578
TRINITY_DN119606_c0_g1_i1	1.20988195	1	male	NA
TRINITY_DN136448_c0_g6_i1	1.209887487	1	male	1.512340599
TRINITY_DN128343_c2_g3_i1	1.210097953	1	male	1.254469095
TRINITY_DN122270_c0_g1_i2	1.210390525	1	male	2.977079201
TRINITY_DN128899_c2_g1_i2	1.210393041	1	male	1.808458793
TRINITY_DN52775_c0_g1_i1	1.210428914	1	male	5.851422342
TRINITY_DN132431_c2_g2_i1	1.210476571	1	male	NA
TRINITY_DN126832_c11_g2_i1	1.21047937	1	male	3.109848646
TRINITY_DN133893_c1_g1_i2	1.210518647	1	male	0.06639093
TRINITY_DN118386_c0_g1_i6	1.210666369	1	male	2.158880297
TRINITY_DN124239_c4_g2_i1	1.211850737	1	male	8.562198217
TRINITY_DN132485_c2_g2_i9	1.212343352	1	male	0.676375652
TRINITY_DN132150_c3_g2_i3	1.212555844	1	male	2.624385491
TRINITY_DN134628_c0_g1_i9	1.213243122	1	male	5.430049708
TRINITY_DN71668_c0_g1_i1	1.21368853	1	male	0.464587546
TRINITY_DN141496_c0_g1_i1	1.214075228	1	male	3.030708357
TRINITY_DN120752_c0_g1_i1	1.214776808	1	male	5.162784849
TRINITY_DN128222_c3_g3_i1	1.214995752	1	male	4.249581349
TRINITY_DN124728_c6_g13_i2	1.215086488	1	male	4.759725645
TRINITY_DN126706_c5_g3_i1	1.215629052	1	male	2.213184341
TRINITY_DN130105_c7_g4_i2	1.215657815	1	male	0.776489994
TRINITY_DN75270_c0_g2_i1	1.215898371	1	male	5.851762907
TRINITY_DN131354_c0_g2_i3	1.216416584	1	male	0.651114193
TRINITY_DN134141_c1_g6_i1	1.216488087	1	male	4.252855728
TRINITY_DN126769_c1_g2_i1	1.216492758	1	male	5.757585058
TRINITY_DN134436_c0_g1_i2	1.217037852	1	male	4.575968683
TRINITY_DN128523_c1_g1_i1	1.217642187	1	male	-0.769231037
TRINITY_DN132179_c6_g1_i1	1.217778206	1	male	1.329637199
TRINITY_DN126404_c2_g10_i1	1.218743513	1	male	2.302719496
TRINITY_DN126614_c2_g2_i1	1.219052352	1	male	9.193927118
TRINITY_DN125730_c1_g2_i1	1.219244612	1	male	3.165102534
TRINITY_DN124922_c7_g1_i1	1.219360826	1	male	4.22595725
TRINITY_DN135066_c3_g1_i4	1.219659157	1	male	3.093248879
TRINITY_DN131803_c3_g8_i1	1.219931716	1	male	0.129402096
TRINITY_DN125177_c2_g1_i2	1.220035011	1	male	2.161893884
TRINITY_DN122677_c3_g4_i1	1.220237846	1	male	1.149352707
TRINITY_DN131485_c0_g1_i3	1.22047398	1	male	-0.00441468
TRINITY_DN128892_c4_g1_i1	1.220630612	1	male	1.310539084
TRINITY_DN127130_c2_g2_i1	1.220920682	1	male	1.272888083
TRINITY_DN127059_c1_g3_i1	1.220934677	1	male	6.584159718
TRINITY_DN121051_c0_g2_i1	1.221060718	1	male	0.964588114
TRINITY_DN124021_c0_g2_i1	1.221072513	1	male	3.932657498
TRINITY_DN129141_c5_g2_i3	1.22108648	1	male	3.284915623
TRINITY_DN122415_c4_g2_i4	1.22145389	1	male	6.232142464
TRINITY_DN134184_c4_g1_i1	1.22149451	1	male	1.497059506
TRINITY_DN132547_c1_g4_i1	1.221647493	1	male	5.392168444
TRINITY_DN130449_c0_g1_i2	1.222760499	1	male	1.633122464
TRINITY_DN129508_c2_g3_i2	1.22298307	1	male	-0.924045862
TRINITY_DN124361_c5_g2_i1	1.223298649	1	male	3.42613618
TRINITY_DN123067_c1_g1_i1	1.223871536	1	male	0.501894796
TRINITY_DN119535_c0_g1_i1	1.223964836	1	male	4.82854034
TRINITY_DN127163_c0_g4_i1	1.224213011	1	male	6.026053697
TRINITY_DN103666_c0_g1_i1	1.224334526	1	male	1.603464777
TRINITY_DN134309_c1_g3_i5	1.224615486	1	male	1.799319405
TRINITY_DN135818_c9_g1_i1	1.224638222	1	male	0.752538279
TRINITY_DN124131_c9_g1_i1	1.224925848	1	male	8.698532802
TRINITY_DN131460_c2_g7_i3	1.224961463	1	male	0.359702203
TRINITY_DN111143_c0_g1_i2	1.225326973	1	male	4.308145275
TRINITY_DN129826_c2_g1_i1	1.2255593	1	male	0.159409685
TRINITY_DN114504_c0_g2_i2	1.226149169	1	male	-1.575087418
TRINITY_DN133206_c3_g1_i1	1.227202996	1	male	1.027177325
TRINITY_DN135446_c3_g1_i8	1.227322367	1	male	2.342646573
TRINITY_DN136145_c2_g6_i4	1.227687444	1	male	2.461497003
TRINITY_DN128360_c2_g3_i1	1.22771771	1	male	1.425165852
TRINITY_DN118241_c0_g3_i1	1.228254444	1	male	3.956136925
TRINITY_DN91203_c0_g1_i1	1.228448849	1	male	5.149973438
TRINITY_DN134536_c1_g3_i1	1.228540711	1	male	0.275432092
TRINITY_DN133188_c4_g1_i1	1.229868321	1	male	3.063832098
TRINITY_DN126789_c3_g2_i2	1.229933849	1	male	2.472825251
TRINITY_DN120773_c0_g1_i1	1.229948073	1	male	2.747181996
TRINITY_DN128452_c3_g7_i1	1.230387825	1	male	1.341843761
TRINITY_DN117542_c0_g3_i3	1.231031984	1	male	4.390616186
TRINITY_DN122977_c0_g1_i1	1.231548693	1	male	-0.551221167
TRINITY_DN128198_c0_g1_i4	1.231753681	1	male	1.652595418
TRINITY_DN120790_c0_g1_i1	1.231984294	1	male	1.301138205
TRINITY_DN122475_c1_g2_i1	1.232276107	1	male	3.256190421
TRINITY_DN127846_c4_g4_i1	1.233348972	1	male	12.60785694
TRINITY_DN130651_c2_g2_i1	1.234166671	1	male	2.859310324
TRINITY_DN115508_c0_g1_i1	1.234217737	1	male	3.636497457
TRINITY_DN124372_c0_g1_i2	1.234344889	1	male	1.073275302
TRINITY_DN133189_c5_g2_i2	1.234407589	1	male	2.204798409
TRINITY_DN131217_c3_g4_i1	1.234674414	1	male	1.741160095
TRINITY_DN130856_c6_g5_i1	1.234785487	1	male	2.680420435
TRINITY_DN115610_c0_g1_i1	1.235055005	1	male	0.714572521
TRINITY_DN133239_c3_g1_i1	1.235360293	1	male	1.924077583
TRINITY_DN133297_c0_g3_i1	1.235733193	1	male	2.609870637
TRINITY_DN134512_c2_g1_i1	1.235776999	1	male	0.931945565
TRINITY_DN130126_c0_g1_i1	1.235932553	1	male	0.513286621
TRINITY_DN132440_c0_g1_i4	1.23641735	1	male	4.265101552
TRINITY_DN158711_c0_g1_i1	1.236775525	1	male	5.246768653
TRINITY_DN114469_c0_g1_i3	1.236963489	1	male	4.304741454
TRINITY_DN126677_c4_g1_i1	1.237032464	1	male	0.011631758
TRINITY_DN120629_c2_g3_i1	1.237128635	1	male	0.277438616
TRINITY_DN126257_c0_g1_i1	1.237610486	1	male	5.046053963
TRINITY_DN132229_c0_g2_i2	1.237667378	1	male	1.528008763
TRINITY_DN81686_c0_g1_i1	1.237874911	1	male	-0.391219799
TRINITY_DN115149_c0_g1_i2	1.238126334	1	male	0.285297978
TRINITY_DN121841_c0_g2_i2	1.238190056	1	male	7.503244708
TRINITY_DN132880_c5_g1_i1	1.238510982	1	male	0.052539931
TRINITY_DN129555_c0_g1_i1	1.238798465	1	male	2.297011491
TRINITY_DN134321_c0_g1_i2	1.239188231	1	male	6.14235126
TRINITY_DN122759_c0_g1_i2	1.23932005	1	male	2.317375947
TRINITY_DN130728_c1_g1_i2	1.239436269	1	male	0.361234789
TRINITY_DN122599_c0_g1_i3	1.239786956	1	male	1.043113467
TRINITY_DN129281_c4_g3_i3	1.239808663	1	male	4.313763634
TRINITY_DN133391_c2_g3_i1	1.240661418	1	male	-0.077806262
TRINITY_DN128314_c5_g1_i2	1.240664459	1	male	1.883450313
TRINITY_DN134806_c13_g1_i1	1.240829484	1	male	1.773235691
TRINITY_DN126362_c2_g2_i1	1.240941591	1	male	2.410916275
TRINITY_DN128528_c0_g4_i4	1.241123662	1	male	1.897425104
TRINITY_DN136295_c1_g1_i1	1.241170097	1	male	1.16613172
TRINITY_DN116447_c1_g2_i1	1.241527102	1	male	NA
TRINITY_DN132501_c5_g3_i1	1.242379936	1	male	8.114631637
TRINITY_DN124142_c9_g5_i1	1.242822212	1	male	5.278057658
TRINITY_DN135952_c0_g1_i4	1.243123899	1	male	1.666556796
TRINITY_DN128637_c0_g1_i3	1.243240185	1	male	0.817931846
TRINITY_DN134643_c6_g3_i4	1.243311668	1	male	3.638116051
TRINITY_DN126892_c0_g2_i3	1.243381994	1	male	6.700550201
TRINITY_DN116738_c0_g1_i1	1.243409228	1	male	2.84926579
TRINITY_DN63296_c0_g2_i1	1.243428741	1	male	8.261012676
TRINITY_DN135049_c7_g1_i1	1.243884189	1	male	1.492743938
TRINITY_DN124689_c0_g1_i1	1.244213654	1	male	-0.039337531
TRINITY_DN131877_c0_g6_i1	1.244316674	1	male	5.12618208
TRINITY_DN130723_c0_g3_i3	1.244365169	1	male	-0.169343192
TRINITY_DN127348_c0_g1_i1	1.24448079	1	male	-0.704274104
TRINITY_DN134382_c1_g1_i1	1.244682146	1	male	4.103055635
TRINITY_DN127915_c4_g3_i1	1.244975394	1	male	0.120187748
TRINITY_DN129145_c6_g2_i2	1.245109146	1	male	2.204211915
TRINITY_DN128639_c3_g4_i1	1.245778879	1	male	3.638176036
TRINITY_DN121085_c0_g2_i1	1.245979647	1	male	-1.867142731
TRINITY_DN112072_c0_g1_i1	1.246276139	1	male	2.258834964
TRINITY_DN105675_c0_g2_i1	1.246423807	1	male	1.414592466
TRINITY_DN129960_c4_g1_i2	1.246667978	1	male	2.003685454
TRINITY_DN130765_c4_g1_i2	1.246671242	1	male	0.305250108
TRINITY_DN125535_c1_g3_i1	1.246715828	1	male	3.097883899
TRINITY_DN115324_c0_g1_i4	1.24690644	1	male	3.680558824
TRINITY_DN125501_c1_g1_i1	1.247432534	1	male	2.586142055
TRINITY_DN128100_c0_g1_i9	1.247785167	1	male	0.777855572
TRINITY_DN128369_c6_g1_i1	1.247822356	1	male	5.099083301
TRINITY_DN132463_c2_g2_i1	1.247826521	1	male	-1.595075841
TRINITY_DN134507_c0_g7_i2	1.248512609	1	male	1.364730233
TRINITY_DN134368_c1_g1_i1	1.24935348	1	male	3.366491289
TRINITY_DN124146_c5_g2_i1	1.249923177	1	male	1.989856955
TRINITY_DN126736_c0_g1_i3	1.250221334	1	male	-0.388095342
TRINITY_DN131600_c6_g9_i1	1.25061048	1	male	5.618654167
TRINITY_DN103834_c0_g6_i1	1.250775969	1	male	NA
TRINITY_DN133211_c1_g3_i1	1.251160899	1	male	2.588729505
TRINITY_DN164841_c0_g1_i1	1.251177016	1	male	0.625124393
TRINITY_DN122348_c0_g1_i1	1.251341688	1	male	3.658388658
TRINITY_DN135139_c5_g2_i1	1.252228598	1	male	0.638510063
TRINITY_DN126203_c1_g1_i4	1.252827015	1	male	2.920721704
TRINITY_DN127557_c7_g2_i1	1.252980278	1	male	3.693743534
TRINITY_DN114069_c0_g1_i1	1.253010051	1	male	-1.285728525
TRINITY_DN133312_c4_g1_i1	1.253079278	1	male	0.289954289
TRINITY_DN107817_c0_g1_i1	1.253685306	1	male	1.465042454
TRINITY_DN135444_c3_g1_i3	1.253695681	1	male	6.183891864
TRINITY_DN130485_c2_g6_i4	1.253874351	1	male	0.859141431
TRINITY_DN130461_c0_g1_i5	1.253963673	1	male	1.806522792
TRINITY_DN132884_c3_g6_i1	1.254000125	1	male	2.558254117
TRINITY_DN134113_c0_g1_i1	1.254137392	1	male	0.414933268
TRINITY_DN130090_c8_g2_i1	1.254225496	1	male	1.176900821
TRINITY_DN130320_c0_g7_i1	1.254839228	1	male	-1.066750001
TRINITY_DN130269_c0_g2_i1	1.254878097	1	male	2.251817917
TRINITY_DN126598_c0_g1_i2	1.254999711	1	male	1.789013157
TRINITY_DN123611_c3_g3_i2	1.256164438	1	male	2.016943348
TRINITY_DN128751_c0_g1_i1	1.256361103	1	male	7.356484004
TRINITY_DN132726_c0_g2_i1	1.256460353	1	male	-0.273257314
TRINITY_DN131834_c1_g1_i2	1.256516304	1	male	1.471991598
TRINITY_DN130857_c3_g1_i1	1.256653004	1	male	5.220979099
TRINITY_DN109640_c0_g2_i2	1.256831651	1	male	0.940145368
TRINITY_DN113222_c0_g1_i1	1.257210039	1	male	0.544906822
TRINITY_DN132048_c0_g1_i1	1.257257752	1	male	1.775049908
TRINITY_DN119585_c0_g1_i1	1.257719996	1	male	1.923585558
TRINITY_DN136124_c0_g1_i1	1.257971033	1	male	1.313640937
TRINITY_DN130830_c1_g1_i2	1.258237474	1	male	7.658550723
TRINITY_DN135795_c0_g5_i1	1.258490106	1	male	3.009438057
TRINITY_DN132354_c5_g1_i1	1.258567653	1	male	5.17056679
TRINITY_DN132563_c3_g5_i3	1.259540235	1	male	2.588215384
TRINITY_DN131489_c5_g1_i5	1.25966366	1	male	4.635463803
TRINITY_DN135509_c1_g4_i1	1.259899669	1	male	0.075514069
TRINITY_DN110788_c1_g1_i1	1.260055386	1	male	2.01551412
TRINITY_DN122559_c1_g2_i1	1.260150363	1	male	2.617615766
TRINITY_DN130506_c0_g1_i2	1.260172797	1	male	2.663304567
TRINITY_DN126894_c0_g1_i4	1.260274422	1	male	1.272377386
TRINITY_DN128351_c2_g1_i3	1.260319943	1	male	1.923598598
TRINITY_DN121502_c0_g1_i1	1.260446374	1	male	3.50162625
TRINITY_DN124378_c0_g3_i1	1.260696804	1	male	0.552089573
TRINITY_DN76635_c0_g1_i2	1.260820795	1	male	1.954338527
TRINITY_DN121019_c0_g1_i1	1.261449028	1	male	2.634494461
TRINITY_DN132622_c5_g3_i4	1.261662377	1	male	3.079434318
TRINITY_DN121788_c0_g1_i1	1.26181637	1	male	7.913584129
TRINITY_DN93262_c0_g1_i1	1.261979353	1	male	2.757063141
TRINITY_DN128977_c2_g3_i3	1.262043765	1	male	-0.426623469
TRINITY_DN123368_c0_g1_i6	1.262220565	1	male	1.138282415
TRINITY_DN127186_c5_g6_i1	1.262247025	1	male	-0.582137734
TRINITY_DN135082_c3_g2_i3	1.262317363	1	male	-2.201568285
TRINITY_DN127807_c0_g1_i3	1.262401118	1	male	3.946425171
TRINITY_DN132809_c8_g1_i2	1.262711034	1	male	4.116797315
TRINITY_DN74628_c0_g2_i1	1.262848645	1	male	2.365982291
TRINITY_DN132543_c1_g2_i1	1.262982801	1	male	2.008693912
TRINITY_DN136109_c1_g16_i1	1.263545062	1	male	0.545713701
TRINITY_DN131654_c2_g2_i3	1.26419473	1	male	1.642066809
TRINITY_DN113472_c0_g1_i2	1.264287038	1	male	2.073032751
TRINITY_DN128202_c1_g2_i2	1.264343051	1	male	1.971143469
TRINITY_DN104640_c0_g1_i1	1.2646569	1	male	2.810554382
TRINITY_DN108227_c2_g1_i1	1.265045265	1	male	-0.751255576
TRINITY_DN133941_c0_g1_i10	1.26517329	1	male	1.26711443
TRINITY_DN132284_c1_g1_i1	1.265644974	1	male	3.51468052
TRINITY_DN111122_c0_g2_i3	1.265669328	1	male	3.739791899
TRINITY_DN114576_c0_g1_i1	1.265800342	1	male	8.738532415
TRINITY_DN164823_c0_g1_i1	1.265801218	1	male	5.467077873
TRINITY_DN131320_c0_g1_i2	1.266429874	1	male	-0.052270059
TRINITY_DN154970_c0_g1_i1	1.266535514	1	male	4.162186173
TRINITY_DN117085_c0_g2_i1	1.266880853	1	male	3.893485841
TRINITY_DN134897_c1_g2_i1	1.267067423	1	male	2.680173982
TRINITY_DN125602_c1_g1_i2	1.267114605	1	male	2.826707622
TRINITY_DN128612_c6_g1_i1	1.26718225	1	male	0.369896901
TRINITY_DN132847_c1_g5_i6	1.267195509	1	male	5.166967914
TRINITY_DN133898_c0_g1_i1	1.267248863	1	male	2.727837792
TRINITY_DN194140_c0_g1_i1	1.267823902	1	male	1.806755332
TRINITY_DN126281_c6_g2_i1	1.268435531	1	male	0.202819569
TRINITY_DN130726_c0_g1_i1	1.268456312	1	male	3.627969898
TRINITY_DN110588_c0_g1_i1	1.268599339	1	male	3.956151464
TRINITY_DN136739_c19_g2_i1	1.26860279	1	male	2.988722079
TRINITY_DN122209_c0_g1_i6	1.268748816	1	male	2.795056866
TRINITY_DN135250_c0_g4_i1	1.269388249	1	male	2.906386318
TRINITY_DN124015_c2_g3_i1	1.269679726	1	male	4.251278586
TRINITY_DN132791_c0_g2_i1	1.269691696	1	male	-0.14010169
TRINITY_DN135683_c1_g1_i1	1.270284687	1	male	NA
TRINITY_DN126084_c8_g5_i1	1.270634506	1	male	2.708000028
TRINITY_DN132929_c12_g7_i1	1.270807402	1	male	2.80353511
TRINITY_DN127874_c6_g3_i1	1.271060247	1	male	2.22444198
TRINITY_DN134791_c3_g2_i1	1.271727601	1	male	4.654078942
TRINITY_DN136385_c5_g1_i2	1.272070877	1	male	-1.678101726
TRINITY_DN116469_c0_g1_i2	1.272174062	1	male	3.024925105
TRINITY_DN132764_c3_g5_i2	1.272193461	1	male	1.835284248
TRINITY_DN125035_c3_g2_i1	1.272371279	1	male	2.98945171
TRINITY_DN125759_c1_g1_i1	1.272419133	1	male	0.744451306
TRINITY_DN129193_c4_g1_i1	1.272449974	1	male	8.728565907
TRINITY_DN136301_c4_g11_i2	1.272805876	1	male	3.232716254
TRINITY_DN132547_c1_g11_i1	1.272905229	1	male	4.093515923
TRINITY_DN133733_c0_g1_i3	1.273236904	1	male	1.512437559
TRINITY_DN134898_c1_g6_i3	1.273317556	1	male	2.875835631
TRINITY_DN124984_c4_g3_i3	1.273448986	1	male	5.744087122
TRINITY_DN118940_c0_g1_i1	1.273698601	1	male	-1.792095268
TRINITY_DN116973_c0_g2_i5	1.274055884	1	male	4.760687668
TRINITY_DN117666_c0_g3_i1	1.274132718	1	male	-1.402637988
TRINITY_DN120048_c0_g1_i1	1.274151667	1	male	4.247044379
TRINITY_DN136300_c5_g1_i4	1.274237678	1	male	2.300641131
TRINITY_DN128287_c6_g3_i1	1.274452756	1	male	3.54603656
TRINITY_DN136720_c13_g3_i2	1.274616947	1	male	2.215760308
TRINITY_DN125364_c0_g2_i1	1.274710963	1	male	0.17932382
TRINITY_DN80677_c0_g1_i1	1.274721802	1	male	1.04375364
TRINITY_DN130816_c0_g1_i1	1.274752888	1	male	2.670849711
TRINITY_DN83795_c0_g1_i3	1.275292996	1	male	4.368980177
TRINITY_DN128975_c1_g2_i1	1.275328579	1	male	0.131888462
TRINITY_DN129273_c5_g6_i1	1.275348692	1	male	5.381847327
TRINITY_DN127010_c2_g1_i1	1.275400362	1	male	2.070560096
TRINITY_DN120724_c0_g1_i1	1.275443522	1	male	1.918151638
TRINITY_DN123385_c0_g1_i3	1.275451658	1	male	5.111496465
TRINITY_DN121783_c1_g4_i1	1.275820793	1	male	2.567749043
TRINITY_DN128163_c0_g2_i2	1.275879573	1	male	1.629882673
TRINITY_DN127523_c1_g2_i1	1.276196399	1	male	2.783335326
TRINITY_DN121925_c0_g1_i1	1.276274967	1	male	6.050177647
TRINITY_DN133121_c3_g2_i1	1.276405709	1	male	4.386988102
TRINITY_DN133652_c0_g31_i1	1.276701608	1	male	2.365771429
TRINITY_DN136189_c1_g3_i2	1.276760805	1	male	6.686968235
TRINITY_DN126809_c2_g2_i1	1.276934395	1	male	0.003279035
TRINITY_DN125509_c2_g3_i1	1.277042123	1	male	1.30997731
TRINITY_DN127785_c0_g1_i7	1.277052174	1	male	1.147302372
TRINITY_DN114469_c0_g2_i1	1.27759896	1	male	4.893037267
TRINITY_DN123202_c0_g1_i2	1.277702816	1	male	1.965605007
TRINITY_DN113511_c0_g2_i1	1.278739086	1	male	1.112782706
TRINITY_DN128984_c1_g3_i1	1.279016184	1	male	-0.112124481
TRINITY_DN129145_c5_g2_i2	1.27903712	1	male	8.109798007
TRINITY_DN96776_c0_g3_i1	1.279271612	1	male	NA
TRINITY_DN129038_c5_g11_i1	1.279350235	1	male	2.788845599
TRINITY_DN193411_c0_g1_i1	1.279403058	1	male	1.831079637
TRINITY_DN126267_c3_g1_i1	1.279442942	1	male	0.963669855
TRINITY_DN134492_c0_g1_i3	1.279687005	1	male	1.787385651
TRINITY_DN135594_c6_g2_i2	1.280660595	1	male	0.222665969
TRINITY_DN127636_c4_g1_i1	1.281288105	1	male	-0.52935298
TRINITY_DN112790_c0_g1_i1	1.281359212	1	male	4.979065504
TRINITY_DN132044_c0_g4_i1	1.281551451	1	male	3.090630683
TRINITY_DN136107_c0_g1_i2	1.28222312	1	male	3.368755237
TRINITY_DN126043_c1_g1_i5	1.282241921	1	male	11.39005401
TRINITY_DN133005_c2_g3_i6	1.282798146	1	male	-0.113142048
TRINITY_DN133722_c0_g4_i1	1.282834425	1	male	-0.234381693
TRINITY_DN123882_c0_g4_i4	1.283033708	1	male	3.624726415
TRINITY_DN120672_c0_g2_i2	1.283105911	1	male	0.134066618
TRINITY_DN134711_c4_g1_i1	1.283433579	1	male	3.211560198
TRINITY_DN125325_c8_g2_i5	1.283438647	1	male	8.124659751
TRINITY_DN119224_c0_g1_i1	1.283690287	1	male	4.612992931
TRINITY_DN135608_c0_g2_i3	1.283799058	1	male	1.349959716
TRINITY_DN107843_c0_g5_i1	1.284115113	1	male	1.246042635
TRINITY_DN129969_c6_g10_i4	1.284183021	1	male	-0.18416613
