gid	log2RPKM	sex	cutoff
TRINITY_DN113404_c0_g2_i1	1.542530404	meanmale	FC1
TRINITY_DN131764_c8_g2_i2	3.742930067	meanmale	FC1
TRINITY_DN201779_c0_g1_i1	4.276415254	meanmale	FC1
TRINITY_DN128633_c6_g7_i2	2.568958433	meanmale	FC1
TRINITY_DN123513_c0_g1_i2	2.266565567	meanmale	FC1
TRINITY_DN133059_c0_g2_i2	1.567280807	meanmale	FC1
TRINITY_DN131187_c2_g1_i1	4.664930292	meanmale	FC1
TRINITY_DN133001_c0_g1_i1	1.695521488	meanmale	FC1
TRINITY_DN130449_c0_g1_i2	3.074339276	meanmale	FC1
TRINITY_DN123748_c0_g1_i1	-0.035818124	meanmale	FC1
TRINITY_DN127695_c4_g1_i1	0.471699007	meanmale	FC1
TRINITY_DN120002_c1_g1_i1	1.658079164	meanmale	FC1
TRINITY_DN134049_c0_g5_i1	2.211479149	meanmale	FC1
TRINITY_DN134409_c0_g5_i4	6.095447712	meanmale	FC1
TRINITY_DN124151_c5_g6_i3	0.081348	meanmale	FC1
TRINITY_DN116299_c0_g1_i2	3.026333041	meanmale	FC1
TRINITY_DN120714_c0_g1_i1	2.749423558	meanmale	FC1
TRINITY_DN117640_c0_g1_i2	2.420873686	meanmale	FC1
TRINITY_DN135247_c0_g5_i4	1.393656653	meanmale	FC1
TRINITY_DN44160_c0_g1_i1	1.147781651	meanmale	FC1
TRINITY_DN135018_c1_g1_i1	0.199840447	meanmale	FC1
TRINITY_DN133151_c2_g1_i1	3.168836415	meanmale	FC1
TRINITY_DN2177_c0_g1_i1	1.78363671	meanmale	FC1
TRINITY_DN121524_c0_g1_i2	3.546031945	meanmale	FC1
TRINITY_DN124136_c0_g3_i1	0.076101733	meanmale	FC1
TRINITY_DN114195_c0_g1_i1	0.696415655	meanmale	FC1
TRINITY_DN121660_c4_g4_i1	1.368566189	meanmale	FC1
TRINITY_DN124412_c0_g5_i9	2.75438329	meanmale	FC1
TRINITY_DN125325_c9_g1_i1	2.663037609	meanmale	FC1
TRINITY_DN101983_c0_g1_i1	0.188215954	meanmale	FC1
TRINITY_DN131465_c3_g1_i3	-0.256411449	meanmale	FC1
TRINITY_DN114884_c0_g2_i1	4.227908041	meanmale	FC1
TRINITY_DN120481_c0_g1_i2	4.253352515	meanmale	FC1
TRINITY_DN131174_c1_g4_i1	1.960585436	meanmale	FC1
TRINITY_DN130326_c1_g3_i1	0.591245698	meanmale	FC1
TRINITY_DN129309_c1_g1_i4	7.08535553	meanmale	FC1
TRINITY_DN133738_c1_g7_i2	2.9595547	meanmale	FC1
TRINITY_DN134134_c0_g1_i2	0.627212468	meanmale	FC1
TRINITY_DN79339_c0_g2_i1	2.328222841	meanmale	FC1
TRINITY_DN133575_c2_g1_i3	0.111911458	meanmale	FC1
TRINITY_DN104073_c1_g1_i1	2.824343774	meanmale	FC1
TRINITY_DN67847_c0_g1_i1	2.197171545	meanmale	FC1
TRINITY_DN134920_c8_g1_i1	0.899863924	meanmale	FC1
TRINITY_DN133789_c3_g3_i1	7.353099815	meanmale	FC1
TRINITY_DN96202_c0_g1_i1	1.522417	meanmale	FC1
TRINITY_DN127648_c1_g6_i1	1.449594316	meanmale	FC1
TRINITY_DN131670_c2_g3_i1	2.9114787	meanmale	FC1
TRINITY_DN110378_c0_g4_i1	1.001232984	meanmale	FC1
TRINITY_DN134948_c4_g6_i1	0.826002057	meanmale	FC1
TRINITY_DN134430_c2_g3_i2	0.078998072	meanmale	FC1
TRINITY_DN117942_c0_g1_i2	-0.714772347	meanmale	FC1
TRINITY_DN142384_c0_g1_i1	2.683524225	meanmale	FC1
TRINITY_DN118393_c0_g1_i3	5.691807566	meanmale	FC1
TRINITY_DN116209_c0_g1_i1	1.035143025	meanmale	FC1
TRINITY_DN135522_c0_g2_i1	2.073900623	meanmale	FC1
TRINITY_DN130543_c0_g1_i1	-0.0821069	meanmale	FC1
TRINITY_DN121909_c0_g2_i1	2.34886774	meanmale	FC1
TRINITY_DN120731_c0_g1_i5	3.236931205	meanmale	FC1
TRINITY_DN123790_c0_g1_i2	0.211600169	meanmale	FC1
TRINITY_DN121065_c0_g1_i2	1.987267504	meanmale	FC1
TRINITY_DN116707_c0_g1_i1	1.025484107	meanmale	FC1
TRINITY_DN122630_c10_g2_i2	2.709850117	meanmale	FC1
TRINITY_DN129671_c1_g9_i1	4.521705628	meanmale	FC1
TRINITY_DN134257_c1_g7_i1	0.284561797	meanmale	FC1
TRINITY_DN132578_c3_g4_i2	0.994028261	meanmale	FC1
TRINITY_DN132309_c1_g3_i6	4.339265908	meanmale	FC1
TRINITY_DN108203_c0_g2_i1	1.105196274	meanmale	FC1
TRINITY_DN111082_c0_g1_i1	1.061745097	meanmale	FC1
TRINITY_DN129289_c0_g1_i19	3.298172101	meanmale	FC1
TRINITY_DN135436_c3_g1_i1	0.212008852	meanmale	FC1
TRINITY_DN131299_c0_g1_i4	0.176141142	meanmale	FC1
TRINITY_DN177482_c0_g1_i1	1.279442579	meanmale	FC1
TRINITY_DN127421_c2_g1_i1	1.917995775	meanmale	FC1
TRINITY_DN131756_c6_g1_i1	0.327881014	meanmale	FC1
TRINITY_DN133219_c0_g7_i1	4.944001987	meanmale	FC1
TRINITY_DN126442_c0_g1_i1	1.972633715	meanmale	FC1
TRINITY_DN151454_c0_g1_i1	0.864154352	meanmale	FC1
TRINITY_DN76458_c0_g3_i1	3.342710903	meanmale	FC1
TRINITY_DN136592_c3_g1_i2	1.538093976	meanmale	FC1
TRINITY_DN119358_c1_g1_i1	5.898682287	meanmale	FC1
TRINITY_DN68322_c0_g2_i1	2.309156204	meanmale	FC1
TRINITY_DN128587_c0_g1_i3	2.817750758	meanmale	FC1
TRINITY_DN135488_c0_g3_i1	2.080689305	meanmale	FC1
TRINITY_DN136373_c3_g1_i3	3.126520329	meanmale	FC1
TRINITY_DN112596_c0_g1_i1	-0.308963538	meanmale	FC1
TRINITY_DN112201_c0_g1_i1	3.251634051	meanmale	FC1
TRINITY_DN134143_c0_g1_i1	1.653092768	meanmale	FC1
TRINITY_DN130923_c0_g2_i2	0.368157335	meanmale	FC1
TRINITY_DN16306_c0_g2_i1	2.379903359	meanmale	FC1
TRINITY_DN127998_c1_g5_i6	2.129079012	meanmale	FC1
TRINITY_DN113982_c0_g1_i1	2.283604486	meanmale	FC1
TRINITY_DN122807_c0_g1_i1	0.592406001	meanmale	FC1
TRINITY_DN103086_c1_g1_i1	0.608187054	meanmale	FC1
TRINITY_DN118731_c3_g2_i1	3.476944355	meanmale	FC1
TRINITY_DN122160_c0_g4_i1	0.46102271	meanmale	FC1
TRINITY_DN116761_c0_g1_i4	2.40255467	meanmale	FC1
TRINITY_DN135178_c0_g3_i1	3.466001511	meanmale	FC1
TRINITY_DN126349_c0_g1_i2	3.374263524	meanmale	FC1
TRINITY_DN123208_c0_g1_i1	-0.256836595	meanmale	FC1
TRINITY_DN108081_c0_g2_i1	0.906394922	meanmale	FC1
TRINITY_DN124820_c0_g1_i1	1.763909733	meanmale	FC1
TRINITY_DN126598_c0_g2_i1	2.379108419	meanmale	FC1
TRINITY_DN103284_c0_g1_i2	1.717461134	meanmale	FC1
TRINITY_DN131994_c0_g3_i1	2.173541924	meanmale	FC1
TRINITY_DN136100_c0_g1_i2	2.479890434	meanmale	FC1
TRINITY_DN133085_c1_g1_i3	0.511185618	meanmale	FC1
TRINITY_DN98269_c1_g4_i2	2.441133838	meanmale	FC1
TRINITY_DN152850_c0_g1_i1	2.576460016	meanmale	FC1
TRINITY_DN116797_c0_g2_i1	3.531298955	meanmale	FC1
TRINITY_DN127146_c0_g1_i1	4.462436209	meanmale	FC1
TRINITY_DN125647_c0_g1_i9	0.795731944	meanmale	FC1
TRINITY_DN124081_c0_g8_i1	1.323365952	meanmale	FC1
TRINITY_DN132335_c6_g7_i1	3.832347626	meanmale	FC1
TRINITY_DN114220_c0_g1_i1	3.754186294	meanmale	FC1
TRINITY_DN114543_c0_g2_i1	3.956029852	meanmale	FC1
TRINITY_DN132778_c1_g2_i1	0.380207	meanmale	FC1
TRINITY_DN95094_c0_g3_i1	4.49413527	meanmale	FC1
TRINITY_DN79991_c0_g1_i1	2.141979943	meanmale	FC1
TRINITY_DN90841_c0_g2_i1	5.090986277	meanmale	FC1
TRINITY_DN132634_c3_g2_i1	3.30564583	meanmale	FC1
TRINITY_DN128607_c0_g2_i1	5.306971816	meanmale	FC1
TRINITY_DN122909_c5_g5_i1	2.745245065	meanmale	FC1
TRINITY_DN115474_c0_g1_i1	4.427078994	meanmale	FC1
TRINITY_DN111011_c1_g2_i1	4.801243932	meanmale	FC1
TRINITY_DN130627_c3_g1_i1	6.677326135	meanmale	FC1
TRINITY_DN132014_c1_g3_i2	1.231987051	meanmale	FC1
TRINITY_DN495_c0_g1_i1	1.619799862	meanmale	FC1
TRINITY_DN205013_c0_g1_i1	6.417569021	meanmale	FC1
TRINITY_DN134565_c0_g1_i4	-1.129081211	meanmale	FC1
TRINITY_DN108683_c0_g1_i2	1.901176723	meanmale	FC1
TRINITY_DN110260_c0_g2_i1	0.122776969	meanmale	FC1
TRINITY_DN105987_c0_g2_i2	1.204225489	meanmale	FC1
TRINITY_DN113797_c0_g1_i1	3.431639708	meanmale	FC1
TRINITY_DN64977_c0_g2_i1	1.783999625	meanmale	FC1
TRINITY_DN118431_c0_g1_i1	5.046738545	meanmale	FC1
TRINITY_DN124093_c3_g9_i1	4.329686112	meanmale	FC1
TRINITY_DN135005_c2_g1_i2	0.105458566	meanmale	FC1
TRINITY_DN120758_c3_g1_i1	2.163826226	meanmale	FC1
TRINITY_DN127211_c0_g1_i1	-0.062875849	meanmale	FC1
TRINITY_DN141092_c0_g1_i1	2.652512862	meanmale	FC1
TRINITY_DN135621_c9_g7_i1	2.907760874	meanmale	FC1
TRINITY_DN108998_c0_g2_i1	2.589982518	meanmale	FC1
TRINITY_DN127870_c2_g2_i1	1.731898437	meanmale	FC1
TRINITY_DN134537_c0_g2_i1	0.930731152	meanmale	FC1
TRINITY_DN173927_c0_g1_i1	2.862008386	meanmale	FC1
TRINITY_DN136162_c10_g7_i1	1.743500641	meanmale	FC1
TRINITY_DN122416_c0_g1_i4	1.497420627	meanmale	FC1
TRINITY_DN130791_c0_g2_i1	2.356047012	meanmale	FC1
TRINITY_DN127874_c4_g1_i1	2.057392367	meanmale	FC1
TRINITY_DN130578_c0_g3_i1	2.188631837	meanmale	FC1
TRINITY_DN131592_c2_g2_i2	1.828877651	meanmale	FC1
TRINITY_DN109528_c0_g2_i1	2.180785426	meanmale	FC1
TRINITY_DN130136_c6_g1_i1	1.028721466	meanmale	FC1
TRINITY_DN45789_c0_g2_i1	1.884586176	meanmale	FC1
TRINITY_DN112760_c0_g1_i2	2.714795736	meanmale	FC1
TRINITY_DN128607_c0_g1_i1	4.916752374	meanmale	FC1
TRINITY_DN132809_c9_g3_i1	1.637242039	meanmale	FC1
TRINITY_DN108162_c0_g1_i1	3.379588319	meanmale	FC1
TRINITY_DN126418_c2_g4_i16	2.952998526	meanmale	FC1
TRINITY_DN136384_c2_g2_i1	0.945840823	meanmale	FC1
TRINITY_DN116738_c0_g1_i1	4.000655935	meanmale	FC1
TRINITY_DN125462_c0_g1_i2	4.026289262	meanmale	FC1
TRINITY_DN135651_c3_g4_i1	0.406887105	meanmale	FC1
TRINITY_DN135352_c3_g3_i2	3.272968572	meanmale	FC1
TRINITY_DN132472_c0_g2_i4	0.806722185	meanmale	FC1
TRINITY_DN128912_c6_g1_i1	4.977265221	meanmale	FC1
TRINITY_DN119416_c2_g1_i1	2.371041896	meanmale	FC1
TRINITY_DN112522_c0_g1_i1	2.330073929	meanmale	FC1
TRINITY_DN136375_c6_g1_i1	2.383446501	meanmale	FC1
TRINITY_DN131535_c2_g1_i1	2.784001664	meanmale	FC1
TRINITY_DN114610_c0_g2_i1	0.992452871	meanmale	FC1
TRINITY_DN101945_c0_g2_i1	1.559571672	meanmale	FC1
TRINITY_DN114818_c0_g1_i1	0.19182544	meanmale	FC1
TRINITY_DN103698_c0_g1_i1	0.423223641	meanmale	FC1
TRINITY_DN82961_c0_g2_i1	1.787008498	meanmale	FC1
TRINITY_DN131588_c1_g1_i6	2.736038234	meanmale	FC1
TRINITY_DN123456_c0_g6_i3	8.042299581	meanmale	FC1
TRINITY_DN131144_c0_g1_i1	2.247078634	meanmale	FC1
TRINITY_DN133900_c1_g3_i3	5.084489257	meanmale	FC1
TRINITY_DN126720_c3_g2_i5	8.395429236	meanmale	FC1
TRINITY_DN124874_c1_g1_i1	4.872700083	meanmale	FC1
TRINITY_DN46695_c0_g1_i1	0.55482304	meanmale	FC1
TRINITY_DN120629_c2_g4_i6	5.611863568	meanmale	FC1
TRINITY_DN43685_c0_g1_i1	3.821092955	meanmale	FC1
TRINITY_DN115900_c0_g1_i2	3.164578861	meanmale	FC1
TRINITY_DN127277_c0_g2_i2	2.903823675	meanmale	FC1
TRINITY_DN130045_c0_g3_i2	2.798655668	meanmale	FC1
TRINITY_DN74683_c0_g1_i1	1.785463334	meanmale	FC1
TRINITY_DN132208_c6_g4_i1	6.179196548	meanmale	FC1
TRINITY_DN127832_c2_g1_i1	2.94738011	meanmale	FC1
TRINITY_DN135232_c0_g3_i5	6.763171781	meanmale	FC1
TRINITY_DN135982_c2_g1_i3	7.44031673	meanmale	FC1
TRINITY_DN129053_c3_g4_i1	0.943943541	meanmale	FC1
TRINITY_DN6466_c0_g1_i1	1.480847525	meanmale	FC1
TRINITY_DN131013_c0_g1_i2	1.230743683	meanmale	FC1
TRINITY_DN134157_c4_g3_i1	1.07281997	meanmale	FC1
TRINITY_DN127333_c1_g1_i5	5.30352195	meanmale	FC1
TRINITY_DN79346_c0_g2_i1	-0.270388851	meanmale	FC1
TRINITY_DN132758_c1_g2_i4	6.66990766	meanmale	FC1
TRINITY_DN132313_c0_g2_i1	7.076876053	meanmale	FC1
TRINITY_DN134215_c3_g1_i1	0.070420447	meanmale	FC1
TRINITY_DN125075_c1_g1_i1	1.729348577	meanmale	FC1
TRINITY_DN121601_c6_g1_i1	1.131342703	meanmale	FC1
TRINITY_DN128743_c0_g1_i5	2.500544755	meanmale	FC1
TRINITY_DN130656_c3_g2_i12	3.424069	meanmale	FC1
TRINITY_DN131744_c0_g4_i2	1.418545795	meanmale	FC3
TRINITY_DN117241_c3_g1_i2	2.714386227	meanmale	FC3
TRINITY_DN126888_c6_g2_i3	6.589877091	meanmale	FC3
TRINITY_DN131783_c3_g1_i1	1.903764242	meanmale	FC3
TRINITY_DN130291_c2_g1_i1	1.408295359	meanmale	FC3
TRINITY_DN40257_c0_g1_i1	0.382261908	meanmale	FC3
TRINITY_DN194375_c0_g2_i1	0.401612521	meanmale	FC3
TRINITY_DN133099_c0_g3_i1	0.746628492	meanmale	FC3
TRINITY_DN179981_c0_g1_i1	3.701389572	meanmale	FC3
TRINITY_DN109035_c0_g1_i1	2.42760174	meanmale	FC3
TRINITY_DN125925_c5_g1_i1	2.987749939	meanmale	FC3
TRINITY_DN134898_c1_g7_i3	2.469963969	meanmale	FC3
TRINITY_DN117820_c0_g3_i1	0.642451373	meanmale	FC3
TRINITY_DN125075_c1_g2_i3	0.809486501	meanmale	FC3
TRINITY_DN99070_c0_g2_i1	2.315925044	meanmale	FC3
TRINITY_DN119556_c0_g19_i1	0.520171988	meanmale	FC3
TRINITY_DN117870_c0_g5_i2	0.589415249	meanmale	FC3
TRINITY_DN127208_c2_g6_i1	0.052261875	meanmale	FC3
TRINITY_DN121580_c0_g1_i1	1.266958077	meanmale	FC3
TRINITY_DN107294_c0_g1_i2	2.167942065	meanmale	FC3
TRINITY_DN129733_c3_g5_i1	2.465409158	meanmale	FC3
TRINITY_DN107052_c0_g1_i1	3.754357898	meanmale	FC3
TRINITY_DN37972_c0_g1_i1	4.027458632	meanmale	FC3
TRINITY_DN209985_c0_g1_i1	1.843618356	meanmale	FC3
TRINITY_DN131895_c1_g9_i1	2.208942478	meanmale	FC3
TRINITY_DN117170_c0_g1_i1	2.305932412	meanmale	FC3
TRINITY_DN128683_c0_g1_i2	4.445114505	meanmale	FC3
TRINITY_DN113348_c0_g3_i1	1.810078642	meanmale	FC3
TRINITY_DN126888_c6_g1_i1	4.050926297	meanmale	FC3
TRINITY_DN133220_c3_g3_i1	3.923103002	meanmale	FC3
TRINITY_DN114581_c0_g1_i2	3.584915677	meanmale	FC5
TRINITY_DN121580_c0_g2_i1	1.216064285	meanmale	FC5
TRINITY_DN124034_c2_g15_i1	1.694821788	meanmale	FC5
TRINITY_DN95726_c0_g1_i1	5.29975319	meanmale	FC7
TRINITY_DN119556_c0_g16_i1	-0.623880547	meanmale	FC7
TRINITY_DN124728_c6_g7_i1	2.276781067	meanmale	FC7
TRINITY_DN4687_c0_g1_i1	6.440167233	meanmale	FC7
TRINITY_DN134306_c3_g1_i1	0.087537616	meanmale	FC7
TRINITY_DN105833_c0_g2_i1	1.898352015	meanmale	FC7
TRINITY_DN132950_c0_g4_i1	1.269293812	meanmale	FC7
TRINITY_DN52336_c0_g1_i1	2.381579021	meanmale	FC7
TRINITY_DN133064_c1_g5_i1	1.587390797	meanmale	FC7
TRINITY_DN127055_c1_g5_i1	0.287810503	meanmale	FC7
TRINITY_DN124908_c0_g1_i1	0.874997155	meanmale	FC7
TRINITY_DN93756_c0_g1_i1	1.671420035	meanmale	FC7
TRINITY_DN67991_c0_g1_i1	5.710815422	meanmale	FC7
TRINITY_DN121465_c5_g2_i1	2.76871053	meanmale	FC7
TRINITY_DN127464_c0_g7_i1	3.453434259	meanmale	FC7
TRINITY_DN50226_c0_g1_i1	2.429520966	meanmale	FC7
TRINITY_DN129279_c4_g4_i1	3.412783202	meanmale	FC7
TRINITY_DN127464_c0_g2_i1	3.52332552	meanmale	FC7
TRINITY_DN120758_c3_g3_i1	1.681015035	meanmale	FC7
TRINITY_DN135864_c0_g11_i1	2.55256674	meanmale	FC7
TRINITY_DN96776_c0_g2_i1	6.165207236	meanmale	FC7
