gid	logFC.XYtestis.XXovary	cutoff	co_sb	meanXY	sex
TRINITY_DN124062_c2_g3_i1	1.093325871	FC1	male	4.715271128	male
TRINITY_DN129440_c5_g1_i1	1.093847129	FC1	male	4.594272617	male
TRINITY_DN130765_c5_g1_i1	1.094059714	FC1	male	6.134330711	male
TRINITY_DN119819_c1_g1_i1	1.094090795	FC1	male	0.585777826	male
TRINITY_DN135899_c0_g5_i2	1.094450794	FC1	male	1.06351468	male
TRINITY_DN133518_c2_g2_i5	1.094849993	FC1	male	2.130046196	male
TRINITY_DN117534_c0_g1_i1	1.094893348	FC1	male	2.434539173	male
TRINITY_DN120387_c2_g5_i2	1.095004632	FC1	male	4.325295846	male
TRINITY_DN134918_c3_g1_i1	1.095174464	FC1	male	2.050917403	male
TRINITY_DN132667_c0_g7_i3	1.095210692	FC1	male	4.487740485	male
TRINITY_DN95040_c0_g1_i1	1.095676134	FC1	male	3.769310295	male
TRINITY_DN108191_c0_g1_i1	1.09581837	FC1	male	2.701480442	male
TRINITY_DN120684_c0_g1_i4	1.095914568	FC1	male	4.332402499	male
TRINITY_DN122852_c0_g1_i1	1.09635445	FC1	male	4.214338537	male
TRINITY_DN128455_c10_g3_i1	1.096379686	FC1	male	2.971124995	male
TRINITY_DN134853_c3_g2_i1	1.096790359	FC1	male	2.415423184	male
TRINITY_DN111035_c0_g1_i1	1.096793692	FC1	male	5.686894838	male
TRINITY_DN130320_c0_g4_i4	1.098937284	FC1	male	-0.16335811	male
TRINITY_DN108026_c0_g1_i1	1.098999371	FC1	male	0.806833443	male
TRINITY_DN103150_c0_g1_i1	1.099079787	FC1	male	1.556150878	male
TRINITY_DN136610_c26_g3_i2	1.099183809	FC1	male	1.821170711	male
TRINITY_DN135445_c5_g3_i2	1.099328339	FC1	male	6.077393669	male
TRINITY_DN133698_c1_g2_i2	1.099466981	FC1	male	4.734865661	male
TRINITY_DN134085_c3_g2_i2	1.099563627	FC1	male	4.255972841	male
TRINITY_DN132721_c0_g1_i1	1.099816751	FC1	male	4.00708272	male
TRINITY_DN135355_c2_g2_i4	1.099828975	FC1	male	2.82423739	male
TRINITY_DN121802_c5_g4_i3	1.099895527	FC1	male	1.701358671	male
TRINITY_DN123712_c0_g1_i1	1.100042041	FC1	male	1.361295281	male
TRINITY_DN124994_c1_g2_i2	1.100352919	FC1	male	1.15096585	male
TRINITY_DN130845_c4_g1_i3	1.100719068	FC1	male	5.391450371	male
TRINITY_DN124570_c0_g2_i2	1.10110913	FC1	male	3.763025161	male
TRINITY_DN126142_c0_g1_i4	1.101162291	FC1	male	2.573278864	male
TRINITY_DN126389_c2_g1_i1	1.101375659	FC1	male	0.768984357	male
TRINITY_DN44160_c0_g1_i1	1.101835106	FC1	male	1.339841746	male
TRINITY_DN132305_c4_g1_i1	1.102000646	FC1	male	3.016167222	male
TRINITY_DN135798_c3_g8_i1	1.102192487	FC1	male	2.666030212	male
TRINITY_DN132626_c0_g3_i1	1.102864476	FC1	male	1.195621011	male
TRINITY_DN123932_c1_g1_i1	1.103374871	FC1	male	-0.920982744	male
TRINITY_DN131597_c4_g1_i2	1.103715803	FC1	male	3.278712634	male
TRINITY_DN134596_c7_g1_i2	1.103872497	FC1	male	2.395931477	male
TRINITY_DN123087_c0_g1_i1	1.104426816	FC1	male	2.837601105	male
TRINITY_DN125000_c5_g8_i1	1.104670944	FC1	male	4.587774843	male
TRINITY_DN127191_c5_g1_i2	1.104761806	FC1	male	1.968805292	male
TRINITY_DN98245_c0_g1_i1	1.104800626	FC1	male	-0.596179307	male
TRINITY_DN132606_c2_g1_i2	1.104854374	FC1	male	4.959484574	male
TRINITY_DN126396_c1_g1_i6	1.105105742	FC1	male	4.844039661	male
TRINITY_DN131035_c0_g3_i2	1.105258737	FC1	male	5.559158925	male
TRINITY_DN132232_c1_g1_i1	1.105298023	FC1	male	2.400672276	male
TRINITY_DN129634_c0_g1_i4	1.105432137	FC1	male	7.827049948	male
TRINITY_DN119376_c0_g3_i2	1.10596499	FC1	male	-0.073331539	male
TRINITY_DN130526_c13_g1_i2	1.106120942	FC1	male	6.568156022	male
TRINITY_DN129181_c0_g3_i1	1.106818572	FC1	male	1.455769646	male
TRINITY_DN116740_c0_g1_i2	1.106861183	FC1	male	4.808537982	male
TRINITY_DN123352_c3_g3_i1	1.106957058	FC1	male	5.961453732	male
TRINITY_DN135709_c2_g2_i1	1.10777516	FC1	male	-0.455702758	male
TRINITY_DN135823_c6_g2_i1	1.107843833	FC1	male	2.580702354	male
TRINITY_DN125233_c0_g1_i1	1.107859686	FC1	male	1.916955057	male
TRINITY_DN131472_c0_g1_i1	1.108352738	FC1	male	0.430550571	male
TRINITY_DN117721_c0_g2_i1	1.108365744	FC1	male	3.021535392	male
TRINITY_DN134375_c0_g1_i1	1.108460805	FC1	male	6.74340366	male
TRINITY_DN134386_c0_g21_i1	1.108618502	FC1	male	3.689342237	male
TRINITY_DN124481_c0_g1_i1	1.108623639	FC1	male	4.539117996	male
TRINITY_DN126449_c0_g4_i1	1.108704201	FC1	male	1.623839474	male
TRINITY_DN131862_c0_g1_i1	1.109778924	FC1	male	1.370012611	male
TRINITY_DN130448_c1_g7_i9	1.110154029	FC1	male	3.576765972	male
TRINITY_DN119216_c0_g1_i2	1.110190802	FC1	male	4.531825284	male
TRINITY_DN132119_c0_g1_i1	1.110399573	FC1	male	2.829146028	male
TRINITY_DN111754_c0_g1_i1	1.11064492	FC1	male	1.754525443	male
TRINITY_DN125014_c0_g1_i2	1.110705449	FC1	male	3.611291809	male
TRINITY_DN132363_c0_g3_i2	1.110999339	FC1	male	0.495963373	male
TRINITY_DN114143_c0_g1_i3	1.111007985	FC1	male	2.580924889	male
TRINITY_DN133977_c8_g4_i1	1.111039612	FC1	male	4.050739637	male
TRINITY_DN104464_c0_g1_i1	1.111192907	FC1	male	2.216925361	male
TRINITY_DN127657_c2_g1_i2	1.111229803	FC1	male	1.86859463	male
TRINITY_DN134106_c0_g1_i1	1.111290424	FC1	male	2.560412252	male
TRINITY_DN130899_c2_g3_i2	1.111454899	FC1	male	0.73043783	male
TRINITY_DN126237_c11_g4_i1	1.111571511	FC1	male	0.102452832	male
TRINITY_DN125790_c0_g1_i3	1.111993748	FC1	male	0.505785558	male
TRINITY_DN126997_c3_g2_i1	1.112688897	FC1	male	0.197110673	male
TRINITY_DN131970_c0_g8_i2	1.112921601	FC1	male	0.708114133	male
TRINITY_DN127742_c4_g6_i2	1.113004897	FC1	male	0.903318977	male
TRINITY_DN130799_c0_g2_i2	1.113145709	FC1	male	-0.902936079	male
TRINITY_DN126362_c2_g1_i1	1.113269671	FC1	male	3.851761304	male
TRINITY_DN124038_c0_g2_i2	1.113330942	FC1	male	0.447031428	male
TRINITY_DN118205_c2_g1_i6	1.113380984	FC1	male	2.226285786	male
TRINITY_DN21992_c0_g1_i1	1.113620615	FC1	male	NA	male
TRINITY_DN133334_c6_g9_i1	1.114644638	FC1	male	2.198807867	male
TRINITY_DN132741_c0_g3_i1	1.11503465	FC1	male	2.318906895	male
TRINITY_DN133182_c5_g1_i2	1.115697102	FC1	male	-0.789932697	male
TRINITY_DN193437_c0_g1_i1	1.11650041	FC1	male	2.828851693	male
TRINITY_DN134294_c2_g2_i3	1.116685246	FC1	male	2.861676506	male
TRINITY_DN126735_c1_g1_i2	1.118165004	FC1	male	4.430235804	male
TRINITY_DN126413_c5_g3_i1	1.118333972	FC1	male	-0.07950606	male
TRINITY_DN127567_c6_g2_i1	1.11873936	FC1	male	9.7211196	male
TRINITY_DN112799_c0_g1_i1	1.118918396	FC1	male	2.827159607	male
TRINITY_DN120750_c0_g4_i1	1.119114198	FC1	male	4.442224265	male
TRINITY_DN127268_c1_g2_i1	1.119116902	FC1	male	2.336756647	male
TRINITY_DN133397_c2_g1_i1	1.119118461	FC1	male	1.992250512	male
TRINITY_DN121826_c1_g2_i4	1.119147426	FC1	male	5.339997828	male
TRINITY_DN134672_c4_g2_i2	1.119382133	FC1	male	0.793577394	male
TRINITY_DN119708_c0_g2_i4	1.119754985	FC1	male	4.583406981	male
TRINITY_DN126131_c2_g4_i4	1.120508921	FC1	male	1.12767953	male
TRINITY_DN128863_c0_g4_i1	1.120519848	FC1	male	1.859067328	male
TRINITY_DN126462_c0_g1_i2	1.120579928	FC1	male	3.041893396	male
TRINITY_DN128678_c1_g3_i2	1.12085	FC1	male	4.068448024	male
TRINITY_DN134783_c1_g2_i3	1.12095543	FC1	male	2.660799395	male
TRINITY_DN129011_c1_g8_i2	1.121425088	FC1	male	1.410496887	male
TRINITY_DN132140_c8_g1_i1	1.121561974	FC1	male	2.726263817	male
TRINITY_DN208214_c0_g1_i1	1.121682962	FC1	male	2.593397532	male
TRINITY_DN123037_c0_g2_i2	1.121692784	FC1	male	5.044142545	male
TRINITY_DN114327_c0_g1_i1	1.121714985	FC1	male	2.056201096	male
TRINITY_DN133853_c5_g1_i2	1.121975644	FC1	male	2.12787052	male
TRINITY_DN128401_c6_g2_i1	1.122601408	FC1	male	2.99284035	male
TRINITY_DN96782_c0_g1_i3	1.122635934	FC1	male	2.900687895	male
TRINITY_DN126245_c5_g1_i1	1.122788531	FC1	male	1.781143665	male
TRINITY_DN131058_c3_g2_i3	1.122883579	FC1	male	1.379983863	male
TRINITY_DN131344_c3_g4_i6	1.123092533	FC1	male	7.441732031	male
TRINITY_DN127422_c1_g1_i1	1.123231966	FC1	male	1.890090921	male
TRINITY_DN136656_c12_g1_i2	1.123243219	FC1	male	4.218828817	male
TRINITY_DN125542_c1_g1_i4	1.123862807	FC1	male	3.858801869	male
TRINITY_DN123245_c0_g1_i2	1.124512095	FC1	male	8.505339075	male
TRINITY_DN124625_c0_g2_i1	1.124576498	FC1	male	0.998796895	male
TRINITY_DN128772_c5_g1_i1	1.124934001	FC1	male	4.424677966	male
TRINITY_DN122453_c4_g5_i3	1.12506059	FC1	male	2.806767713	male
TRINITY_DN110445_c1_g1_i3	1.125296563	FC1	male	4.424315061	male
TRINITY_DN131564_c3_g1_i1	1.125422674	FC1	male	1.260172783	male
TRINITY_DN125200_c0_g2_i6	1.125496769	FC1	male	1.256624874	male
TRINITY_DN113140_c0_g1_i1	1.126231821	FC1	male	0.479030366	male
TRINITY_DN132885_c0_g1_i1	1.126503051	FC1	male	8.179326797	male
TRINITY_DN99157_c0_g1_i1	1.126710375	FC1	male	3.615824232	male
TRINITY_DN131468_c1_g2_i1	1.126733975	FC1	male	3.237488947	male
TRINITY_DN111206_c0_g1_i1	1.126756756	FC1	male	1.947514246	male
TRINITY_DN129520_c2_g10_i1	1.128013192	FC1	male	4.574529965	male
TRINITY_DN126324_c7_g2_i1	1.128311765	FC1	male	3.353943759	male
TRINITY_DN128925_c5_g1_i1	1.128405293	FC1	male	5.502706225	male
TRINITY_DN114033_c0_g3_i2	1.128684839	FC1	male	4.427039937	male
TRINITY_DN132558_c3_g1_i1	1.128898467	FC1	male	1.466288138	male
TRINITY_DN119101_c0_g1_i1	1.129057521	FC1	male	8.488310385	male
TRINITY_DN117996_c0_g1_i1	1.129479808	FC1	male	7.620072997	male
TRINITY_DN134026_c0_g3_i4	1.129992006	FC1	male	2.764621204	male
TRINITY_DN134448_c0_g1_i2	1.130312871	FC1	male	2.366139171	male
TRINITY_DN93100_c0_g1_i1	1.130741742	FC1	male	2.211883319	male
TRINITY_DN120421_c0_g1_i1	1.131170247	FC1	male	3.638262824	male
TRINITY_DN115690_c0_g2_i1	1.131942002	FC1	male	1.603491604	male
TRINITY_DN133987_c1_g2_i2	1.13257213	FC1	male	2.649035888	male
TRINITY_DN124486_c2_g1_i1	1.132741192	FC1	male	1.533676291	male
TRINITY_DN134243_c3_g3_i1	1.133170763	FC1	male	4.44409593	male
TRINITY_DN125834_c4_g1_i1	1.133433908	FC1	male	0.575649713	male
TRINITY_DN132611_c0_g3_i1	1.133816113	FC1	male	6.584993361	male
TRINITY_DN131556_c0_g2_i4	1.133900671	FC1	male	2.629375963	male
TRINITY_DN128025_c3_g1_i1	1.133934472	FC1	male	1.439337139	male
TRINITY_DN126378_c0_g2_i1	1.133943835	FC1	male	2.046333983	male
TRINITY_DN120723_c0_g1_i1	1.134038331	FC1	male	-1.139822039	male
TRINITY_DN131622_c1_g5_i1	1.134110051	FC1	male	1.251770613	male
TRINITY_DN130950_c1_g1_i4	1.134208935	FC1	male	9.042021246	male
TRINITY_DN135530_c1_g1_i1	1.134462648	FC1	male	1.692318689	male
TRINITY_DN127055_c1_g6_i1	1.134555311	FC1	male	1.884907165	male
TRINITY_DN134877_c3_g1_i4	1.13458181	FC1	male	2.64055898	male
TRINITY_DN132610_c4_g1_i1	1.134732557	FC1	male	2.496244269	male
TRINITY_DN126100_c3_g1_i1	1.135469792	FC1	male	5.37869187	male
TRINITY_DN122938_c2_g2_i1	1.135658513	FC1	male	6.052301318	male
TRINITY_DN128246_c0_g4_i2	1.135843764	FC1	male	1.864104913	male
TRINITY_DN134513_c3_g2_i4	1.135985444	FC1	male	1.194261985	male
TRINITY_DN131760_c0_g1_i4	1.136088157	FC1	male	2.907535175	male
TRINITY_DN133808_c0_g1_i2	1.136157872	FC1	male	6.420681774	male
TRINITY_DN126034_c0_g1_i1	1.136262598	FC1	male	4.569083193	male
TRINITY_DN135035_c1_g2_i1	1.13658319	FC1	male	2.093666819	male
TRINITY_DN132611_c0_g2_i1	1.136669237	FC1	male	7.401651811	male
TRINITY_DN122569_c0_g3_i1	1.136686348	FC1	male	1.962666643	male
TRINITY_DN114634_c0_g1_i1	1.136892077	FC1	male	3.538428039	male
TRINITY_DN116534_c0_g1_i1	1.137001903	FC1	male	4.66019977	male
TRINITY_DN122092_c3_g1_i2	1.137219983	FC1	male	1.175484917	male
TRINITY_DN127865_c2_g2_i2	1.137239449	FC1	male	2.822923883	male
TRINITY_DN136324_c5_g3_i1	1.137287191	FC1	male	3.618692866	male
TRINITY_DN136216_c2_g1_i1	1.137580165	FC1	male	7.254190635	male
TRINITY_DN127336_c13_g2_i2	1.13775494	FC1	male	2.241513116	male
TRINITY_DN131107_c0_g4_i2	1.137808057	FC1	male	2.137593975	male
TRINITY_DN133227_c0_g1_i1	1.137967005	FC1	male	-1.044717028	male
TRINITY_DN133480_c2_g3_i1	1.138395575	FC1	male	1.965490561	male
TRINITY_DN133347_c5_g4_i2	1.138694623	FC1	male	1.274866144	male
TRINITY_DN112499_c0_g1_i1	1.138704984	FC1	male	4.861967793	male
TRINITY_DN112732_c0_g1_i5	1.139598574	FC1	male	1.416844134	male
TRINITY_DN134491_c2_g1_i1	1.139633784	FC1	male	3.586129783	male
TRINITY_DN208337_c0_g1_i1	1.139796796	FC1	male	2.266306084	male
TRINITY_DN128562_c3_g1_i1	1.139915863	FC1	male	1.97919616	male
TRINITY_DN128915_c0_g1_i1	1.140369709	FC1	male	5.193129885	male
TRINITY_DN120080_c0_g1_i1	1.141049964	FC1	male	3.642485029	male
TRINITY_DN128937_c2_g3_i3	1.141143763	FC1	male	2.849151387	male
TRINITY_DN125880_c0_g1_i1	1.141286995	FC1	male	2.149078635	male
TRINITY_DN127040_c3_g1_i8	1.141462743	FC1	male	6.087079056	male
TRINITY_DN97754_c0_g1_i2	1.141625079	FC1	male	6.989391607	male
TRINITY_DN129335_c5_g2_i1	1.142087978	FC1	male	4.933414842	male
TRINITY_DN127864_c2_g3_i1	1.14227951	FC1	male	-0.539648566	male
TRINITY_DN93628_c0_g1_i1	1.14260451	FC1	male	4.467507766	male
TRINITY_DN124063_c1_g1_i1	1.142814597	FC1	male	3.989480047	male
TRINITY_DN128817_c0_g2_i8	1.143201692	FC1	male	4.16284599	male
TRINITY_DN122453_c4_g1_i3	1.143272725	FC1	male	6.332706127	male
TRINITY_DN131585_c4_g1_i5	1.143335121	FC1	male	7.401972278	male
TRINITY_DN121895_c0_g2_i1	1.143425971	FC1	male	3.641215897	male
TRINITY_DN131829_c1_g3_i1	1.144492432	FC1	male	-0.45443798	male
TRINITY_DN130756_c3_g1_i2	1.144582994	FC1	male	1.82874688	male
TRINITY_DN129817_c4_g7_i4	1.144862925	FC1	male	2.645464226	male
TRINITY_DN129802_c0_g8_i1	1.145054738	FC1	male	2.374282479	male
TRINITY_DN99558_c0_g1_i1	1.145747382	FC1	male	1.893284732	male
TRINITY_DN124514_c4_g5_i4	1.146397405	FC1	male	1.974088322	male
TRINITY_DN132442_c3_g2_i2	1.146734494	FC1	male	0.77281447	male
TRINITY_DN136696_c0_g2_i1	1.146836471	FC1	male	NA	male
TRINITY_DN123490_c0_g2_i1	1.146932966	FC1	male	8.400924396	male
TRINITY_DN133652_c0_g12_i1	1.146973502	FC1	male	1.620666626	male
TRINITY_DN135748_c5_g5_i1	1.147581543	FC1	male	2.315367531	male
TRINITY_DN124447_c0_g2_i2	1.147598026	FC1	male	-0.332864252	male
TRINITY_DN129434_c4_g5_i1	1.147951487	FC1	male	5.658341261	male
TRINITY_DN133797_c1_g3_i3	1.148025793	FC1	male	2.684274782	male
TRINITY_DN119050_c1_g1_i1	1.148107933	FC1	male	2.340603152	male
TRINITY_DN117265_c0_g1_i7	1.148178726	FC1	male	8.755268682	male
TRINITY_DN128945_c0_g2_i1	1.149185569	FC1	male	-0.42483514	male
TRINITY_DN126449_c0_g3_i1	1.14919041	FC1	male	1.446637774	male
TRINITY_DN129361_c3_g1_i1	1.149374192	FC1	male	3.776194519	male
TRINITY_DN133306_c0_g3_i1	1.149446032	FC1	male	3.215538627	male
TRINITY_DN115215_c1_g2_i1	1.149447648	FC1	male	5.990771123	male
TRINITY_DN135928_c0_g5_i1	1.149648984	FC1	male	2.527263346	male
TRINITY_DN132261_c4_g3_i1	1.149971812	FC1	male	6.130004989	male
TRINITY_DN119822_c0_g1_i1	1.150115838	FC1	male	5.318110041	male
TRINITY_DN136729_c0_g2_i1	1.15023093	FC1	male	2.310661452	male
TRINITY_DN128595_c0_g10_i1	1.150376416	FC1	male	2.98027175	male
TRINITY_DN130230_c1_g7_i7	1.150486309	FC1	male	2.948168987	male
TRINITY_DN133024_c3_g8_i1	1.15156654	FC1	male	3.084876085	male
TRINITY_DN111603_c0_g2_i1	1.151646734	FC1	male	6.919259323	male
TRINITY_DN129549_c5_g1_i1	1.151650178	FC1	male	1.08985846	male
TRINITY_DN136124_c10_g1_i1	1.151691577	FC1	male	3.542471872	male
TRINITY_DN127752_c0_g1_i1	1.151797845	FC1	male	3.123595269	male
TRINITY_DN131378_c7_g4_i1	1.151900793	FC1	male	1.684638084	male
TRINITY_DN136989_c0_g1_i1	1.152357474	FC1	male	4.853056548	male
TRINITY_DN129066_c0_g2_i4	1.152435135	FC1	male	4.004413016	male
TRINITY_DN129246_c5_g2_i1	1.152514154	FC1	male	1.188096466	male
TRINITY_DN122651_c0_g4_i3	1.153174498	FC1	male	3.000354144	male
TRINITY_DN124918_c5_g2_i2	1.153810349	FC1	male	3.242272407	male
TRINITY_DN132356_c0_g1_i2	1.154498163	FC1	male	0.157380557	male
TRINITY_DN131756_c3_g2_i1	1.154530211	FC1	male	3.280319676	male
TRINITY_DN127495_c2_g5_i2	1.154553442	FC1	male	0.827370625	male
TRINITY_DN119306_c0_g1_i2	1.15509759	FC1	male	1.658421656	male
TRINITY_DN111407_c0_g1_i1	1.155506489	FC1	male	1.615115312	male
TRINITY_DN128263_c0_g1_i1	1.155671997	FC1	male	4.961421799	male
TRINITY_DN123327_c0_g1_i1	1.156265869	FC1	male	3.797986138	male
TRINITY_DN131791_c2_g3_i5	1.156925888	FC1	male	2.356904663	male
TRINITY_DN126452_c0_g3_i2	1.157159095	FC1	male	3.043895562	male
TRINITY_DN119578_c0_g1_i1	1.15716965	FC1	male	6.088630599	male
TRINITY_DN102192_c0_g1_i1	1.157650512	FC1	male	2.130717263	male
TRINITY_DN118816_c0_g1_i1	1.157983899	FC1	male	7.444116249	male
TRINITY_DN110034_c0_g1_i2	1.158000747	FC1	male	0.548840107	male
TRINITY_DN131753_c0_g2_i1	1.158339685	FC1	male	3.290509512	male
TRINITY_DN127573_c0_g2_i2	1.158540048	FC1	male	1.505014982	male
TRINITY_DN132809_c9_g2_i1	1.158549622	FC1	male	2.721146588	male
TRINITY_DN105451_c0_g1_i1	1.158611468	FC1	male	2.686540142	male
TRINITY_DN124204_c5_g2_i1	1.158668987	FC1	male	2.669423251	male
TRINITY_DN136620_c0_g1_i1	1.158948598	FC1	male	2.560211754	male
TRINITY_DN127547_c0_g2_i3	1.159534412	FC1	male	1.598082425	male
TRINITY_DN132340_c3_g2_i3	1.159759912	FC1	male	5.903319293	male
TRINITY_DN123649_c4_g5_i1	1.159889073	FC1	male	1.895239434	male
TRINITY_DN122130_c0_g1_i3	1.160078827	FC1	male	10.64400805	male
TRINITY_DN124955_c0_g2_i2	1.160416326	FC1	male	2.374440449	male
TRINITY_DN120906_c0_g1_i1	1.161138035	FC1	male	5.920926831	male
TRINITY_DN135204_c3_g5_i3	1.161424842	FC1	male	3.973698853	male
TRINITY_DN119481_c0_g1_i4	1.161655989	FC1	male	3.369353505	male
TRINITY_DN123995_c1_g1_i1	1.161815541	FC1	male	4.686881476	male
TRINITY_DN131626_c3_g1_i1	1.162184181	FC1	male	4.593038064	male
TRINITY_DN133382_c5_g1_i1	1.162624469	FC1	male	1.074864412	male
TRINITY_DN136290_c1_g2_i4	1.162764808	FC1	male	3.865805857	male
TRINITY_DN125818_c2_g1_i4	1.162845236	FC1	male	-1.852920376	male
TRINITY_DN134408_c0_g2_i2	1.163204422	FC1	male	5.573031984	male
TRINITY_DN125369_c0_g2_i1	1.163287478	FC1	male	0.061912813	male
TRINITY_DN93507_c0_g1_i1	1.163348664	FC1	male	1.604056705	male
TRINITY_DN122329_c4_g1_i1	1.165144911	FC1	male	2.66515578	male
TRINITY_DN116137_c0_g2_i2	1.165793861	FC1	male	6.69423662	male
TRINITY_DN77746_c0_g1_i1	1.165975736	FC1	male	4.731935686	male
TRINITY_DN128304_c0_g1_i4	1.166424265	FC1	male	2.21927414	male
TRINITY_DN131982_c0_g3_i1	1.166666771	FC1	male	0.651202045	male
TRINITY_DN136285_c1_g2_i1	1.166750345	FC1	male	-0.07779655	male
TRINITY_DN123467_c0_g1_i3	1.167033251	FC1	male	5.916073618	male
TRINITY_DN128605_c4_g1_i1	1.167052133	FC1	male	1.339175807	male
TRINITY_DN135280_c2_g2_i1	1.16708606	FC1	male	6.200381459	male
TRINITY_DN128726_c0_g1_i1	1.167204791	FC1	male	3.052570559	male
TRINITY_DN121972_c0_g3_i1	1.167267419	FC1	male	2.437988864	male
TRINITY_DN136544_c2_g1_i3	1.167878556	FC1	male	3.647201974	male
TRINITY_DN134473_c6_g1_i1	1.168060121	FC1	male	0.306332176	male
TRINITY_DN132857_c0_g2_i1	1.168130107	FC1	male	1.901104553	male
TRINITY_DN121555_c0_g1_i2	1.168795358	FC1	male	1.542789068	male
TRINITY_DN128590_c0_g2_i1	1.170097206	FC1	male	6.509678018	male
TRINITY_DN122824_c1_g1_i2	1.170532995	FC1	male	5.343502376	male
TRINITY_DN134200_c0_g2_i1	1.170556848	FC1	male	11.18956147	male
TRINITY_DN132885_c0_g7_i1	1.17071403	FC1	male	9.522463092	male
TRINITY_DN102429_c0_g1_i2	1.170749141	FC1	male	2.720295026	male
TRINITY_DN129171_c3_g1_i2	1.170890372	FC1	male	3.974748855	male
TRINITY_DN130218_c0_g1_i2	1.171153237	FC1	male	1.698962432	male
TRINITY_DN113548_c0_g1_i2	1.171648599	FC1	male	-0.19056365	male
TRINITY_DN126569_c2_g2_i1	1.171712645	FC1	male	3.455205039	male
TRINITY_DN128521_c0_g1_i5	1.171861441	FC1	male	4.4637583	male
TRINITY_DN123369_c2_g1_i6	1.171899875	FC1	male	1.459691345	male
TRINITY_DN110023_c0_g1_i1	1.17214616	FC1	male	2.350994696	male
TRINITY_DN116973_c0_g3_i1	1.172611977	FC1	male	5.179145962	male
TRINITY_DN133198_c1_g1_i5	1.172786582	FC1	male	4.182404166	male
TRINITY_DN127141_c0_g1_i1	1.172807993	FC1	male	0.016750135	male
TRINITY_DN118001_c0_g1_i1	1.172820745	FC1	male	1.399057991	male
TRINITY_DN168195_c0_g1_i1	1.173202999	FC1	male	3.01088872	male
TRINITY_DN132607_c2_g3_i1	1.173613368	FC1	male	1.94336207	male
TRINITY_DN131621_c3_g1_i1	1.173724811	FC1	male	2.581422769	male
TRINITY_DN125539_c0_g2_i1	1.17385907	FC1	male	2.15870489	male
TRINITY_DN136533_c5_g2_i2	1.174047661	FC1	male	2.194112252	male
TRINITY_DN127646_c0_g5_i1	1.174437799	FC1	male	3.823388157	male
TRINITY_DN117916_c0_g1_i3	1.174807735	FC1	male	1.305104664	male
TRINITY_DN133268_c0_g1_i3	1.175246468	FC1	male	3.259283458	male
TRINITY_DN127496_c4_g2_i2	1.17548062	FC1	male	0.473871969	male
TRINITY_DN127579_c0_g1_i1	1.175482512	FC1	male	1.795520914	male
TRINITY_DN118065_c0_g1_i1	1.175875085	FC1	male	3.56015712	male
TRINITY_DN133314_c5_g1_i1	1.175973983	FC1	male	5.122095507	male
TRINITY_DN122493_c0_g1_i1	1.176416847	FC1	male	-0.142944419	male
TRINITY_DN123281_c2_g3_i1	1.176511848	FC1	male	0.192872351	male
TRINITY_DN135129_c1_g2_i6	1.176511901	FC1	male	3.009265404	male
TRINITY_DN134699_c6_g1_i1	1.176754697	FC1	male	-0.22189206	male
TRINITY_DN132103_c0_g2_i1	1.176759032	FC1	male	-0.838020115	male
TRINITY_DN132879_c5_g7_i1	1.177224425	FC1	male	2.805198438	male
TRINITY_DN136003_c1_g1_i1	1.177374418	FC1	male	1.946259911	male
TRINITY_DN114033_c0_g1_i2	1.177853386	FC1	male	3.588867197	male
TRINITY_DN134602_c2_g3_i2	1.177943199	FC1	male	5.506753605	male
TRINITY_DN135072_c5_g3_i6	1.177992492	FC1	male	1.554041066	male
TRINITY_DN128580_c0_g1_i1	1.178393661	FC1	male	1.479311937	male
TRINITY_DN115563_c0_g1_i1	1.178534019	FC1	male	4.58681341	male
TRINITY_DN128739_c2_g1_i2	1.178833699	FC1	male	0.81857491	male
TRINITY_DN170873_c0_g1_i1	1.178934766	FC1	male	3.403750244	male
TRINITY_DN135889_c2_g1_i1	1.178938693	FC1	male	2.161884606	male
TRINITY_DN117487_c0_g2_i1	1.179026014	FC1	male	2.892323281	male
TRINITY_DN133416_c3_g1_i1	1.179837933	FC1	male	4.327763596	male
TRINITY_DN135422_c3_g1_i2	1.179955696	FC1	male	-0.794266568	male
TRINITY_DN14626_c0_g1_i1	1.180102165	FC1	male	0.67886425	male
TRINITY_DN135762_c2_g2_i5	1.18010984	FC1	male	1.857803794	male
TRINITY_DN128976_c1_g1_i1	1.180384029	FC1	male	5.428247639	male
TRINITY_DN130455_c0_g1_i2	1.181003632	FC1	male	3.525295537	male
TRINITY_DN117311_c0_g1_i1	1.181171649	FC1	male	-0.111832669	male
TRINITY_DN4550_c0_g1_i1	1.181178944	FC1	male	2.895392996	male
TRINITY_DN121093_c3_g5_i3	1.181452899	FC1	male	0.085468611	male
TRINITY_DN130036_c2_g2_i6	1.1816453	FC1	male	4.71289102	male
TRINITY_DN123654_c3_g1_i2	1.181817061	FC1	male	0.715228512	male
TRINITY_DN84274_c0_g2_i1	1.18189421	FC1	male	1.837100863	male
TRINITY_DN123658_c3_g2_i6	1.182202195	FC1	male	0.040227324	male
TRINITY_DN123963_c2_g1_i1	1.182359275	FC1	male	1.267381008	male
TRINITY_DN128927_c0_g4_i1	1.1823594	FC1	male	7.182488226	male
TRINITY_DN114532_c0_g1_i3	1.182749916	FC1	male	1.652871607	male
TRINITY_DN120439_c0_g2_i2	1.18297711	FC1	male	4.040851367	male
