gid	logFC.XYtestis.XXovary	cutoff	co_sb	meanXY	sex
TRINITY_DN125008_c4_g4_i2	1.361324286	FC1	male	1.844082784	female
TRINITY_DN116676_c1_g1_i1	1.361338949	FC1	male	-0.06000557	female
TRINITY_DN135718_c0_g1_i3	1.361836252	FC1	male	-1.989070237	female
TRINITY_DN128379_c1_g2_i1	1.361837972	FC1	male	-1.428950467	female
TRINITY_DN126409_c1_g1_i3	1.362281922	FC1	male	0.998514802	female
TRINITY_DN119790_c0_g1_i1	1.362707057	FC1	male	-0.975356478	female
TRINITY_DN135387_c2_g1_i1	1.3629391	FC1	male	0.630337866	female
TRINITY_DN127990_c0_g3_i4	1.36300627	FC1	male	1.038199126	female
TRINITY_DN127874_c6_g1_i1	1.363134737	FC1	male	0.189890915	female
TRINITY_DN130397_c3_g1_i3	1.363150734	FC1	male	-0.555507789	female
TRINITY_DN134522_c7_g1_i3	1.363661727	FC1	male	1.406289829	female
TRINITY_DN126865_c1_g1_i1	1.364011445	FC1	male	1.669751205	female
TRINITY_DN136048_c3_g1_i1	1.364033862	FC1	male	6.62214399	female
TRINITY_DN115726_c0_g4_i1	1.364603154	FC1	male	1.022950441	female
TRINITY_DN125037_c1_g1_i1	1.364708603	FC1	male	1.875611795	female
TRINITY_DN124469_c6_g1_i1	1.364935653	FC1	male	0.108364396	female
TRINITY_DN122147_c8_g1_i6	1.365332323	FC1	male	2.937363567	female
TRINITY_DN125252_c4_g9_i1	1.365448999	FC1	male	1.07793289	female
TRINITY_DN130529_c4_g2_i2	1.365597314	FC1	male	2.64487338	female
TRINITY_DN110217_c0_g1_i2	1.366259786	FC1	male	1.666767593	female
TRINITY_DN123173_c2_g1_i4	1.366313946	FC1	male	-1.575317966	female
TRINITY_DN133113_c0_g4_i1	1.366397837	FC1	male	0.963454899	female
TRINITY_DN118774_c0_g1_i2	1.366582314	FC1	male	-0.964027698	female
TRINITY_DN120578_c0_g1_i1	1.366823728	FC1	male	-1.132959577	female
TRINITY_DN128763_c4_g1_i2	1.367438062	FC1	male	3.020615421	female
TRINITY_DN128825_c1_g1_i6	1.368221002	FC1	male	NA	female
TRINITY_DN126415_c0_g1_i1	1.368605462	FC1	male	1.890296648	female
TRINITY_DN135871_c2_g5_i4	1.369051315	FC1	male	-0.366128768	female
TRINITY_DN133003_c3_g1_i1	1.369218525	FC1	male	0.524022104	female
TRINITY_DN123251_c6_g3_i2	1.369232835	FC1	male	2.608431047	female
TRINITY_DN105870_c0_g1_i1	1.369376875	FC1	male	0.581680133	female
TRINITY_DN105324_c0_g1_i5	1.369592213	FC1	male	8.168940724	female
TRINITY_DN129434_c4_g1_i1	1.370019852	FC1	male	-0.123052004	female
TRINITY_DN127692_c3_g3_i2	1.370423664	FC1	male	-0.176862449	female
TRINITY_DN125805_c1_g1_i1	1.37051201	FC1	male	2.247211293	female
TRINITY_DN135397_c0_g2_i3	1.371340099	FC1	male	1.218532582	female
TRINITY_DN119072_c0_g2_i2	1.371353158	FC1	male	1.236193255	female
TRINITY_DN124783_c2_g1_i1	1.371384898	FC1	male	-0.34489148	female
TRINITY_DN122960_c3_g1_i1	1.37143579	FC1	male	-0.368806979	female
TRINITY_DN133059_c0_g2_i2	1.371442684	FC1	male	-1.523593236	female
TRINITY_DN129553_c0_g1_i2	1.371559521	FC1	male	0.940943149	female
TRINITY_DN127129_c4_g3_i1	1.371683383	FC1	male	0.340408081	female
TRINITY_DN126542_c0_g3_i1	1.371795138	FC1	male	-0.740740284	female
TRINITY_DN133080_c8_g1_i4	1.372083066	FC1	male	1.478080667	female
TRINITY_DN125288_c1_g1_i1	1.372462711	FC1	male	1.17464046	female
TRINITY_DN132731_c2_g1_i3	1.37247422	FC1	male	1.393314119	female
TRINITY_DN119971_c0_g3_i3	1.374318714	FC1	male	NA	female
TRINITY_DN112551_c0_g1_i2	1.374364199	FC1	male	1.600530413	female
TRINITY_DN136215_c0_g1_i1	1.374766976	FC1	male	1.073470563	female
TRINITY_DN135794_c5_g2_i1	1.374912981	FC1	male	-0.191031222	female
TRINITY_DN129484_c5_g5_i1	1.375135268	FC1	male	0.391078522	female
TRINITY_DN132778_c1_g2_i1	1.37525326	FC1	male	NA	female
TRINITY_DN120395_c0_g1_i1	1.375356875	FC1	male	2.843897172	female
TRINITY_DN63832_c0_g2_i1	1.375469539	FC1	male	4.19333601	female
TRINITY_DN123841_c0_g1_i1	1.375681715	FC1	male	1.79022577	female
TRINITY_DN127800_c0_g2_i1	1.375848706	FC1	male	-0.143876239	female
TRINITY_DN124018_c0_g1_i6	1.376114095	FC1	male	2.78787869	female
TRINITY_DN128189_c0_g2_i4	1.376283886	FC1	male	1.554699957	female
TRINITY_DN119772_c0_g1_i4	1.376603233	FC1	male	-1.021988082	female
TRINITY_DN130800_c1_g5_i1	1.377203857	FC1	male	-0.786114081	female
TRINITY_DN132657_c3_g11_i2	1.37766571	FC1	male	0.850697041	female
TRINITY_DN132993_c3_g1_i1	1.377886892	FC1	male	-1.18756957	female
TRINITY_DN130988_c1_g2_i2	1.378239748	FC1	male	-0.321006573	female
TRINITY_DN124621_c0_g1_i1	1.378554095	FC1	male	0.324811879	female
TRINITY_DN134946_c8_g2_i4	1.378582708	FC1	male	0.101635364	female
TRINITY_DN127787_c0_g1_i3	1.379148256	FC1	male	-1.967472959	female
TRINITY_DN130220_c0_g1_i2	1.379185841	FC1	male	5.406371169	female
TRINITY_DN38476_c0_g1_i1	1.379233721	FC1	male	0.733031694	female
TRINITY_DN130077_c0_g1_i1	1.379505232	FC1	male	-0.79031818	female
TRINITY_DN135279_c6_g2_i1	1.379627637	FC1	male	2.375849156	female
TRINITY_DN132832_c1_g1_i15	1.379636271	FC1	male	1.22278208	female
TRINITY_DN133269_c1_g1_i1	1.379649213	FC1	male	0.242837141	female
TRINITY_DN130993_c4_g1_i1	1.380000127	FC1	male	-0.365061962	female
TRINITY_DN129130_c0_g1_i1	1.380175926	FC1	male	-0.504810635	female
TRINITY_DN135228_c1_g1_i1	1.380242728	FC1	male	-1.13928833	female
TRINITY_DN123267_c1_g2_i1	1.380375944	FC1	male	5.528635945	female
TRINITY_DN120037_c5_g1_i2	1.380405327	FC1	male	1.556540508	female
TRINITY_DN105198_c0_g3_i1	1.380509897	FC1	male	-0.566153831	female
TRINITY_DN136175_c0_g1_i4	1.380791048	FC1	male	1.650841578	female
TRINITY_DN121340_c2_g1_i1	1.380830654	FC1	male	9.069856437	female
TRINITY_DN119656_c0_g1_i2	1.380895738	FC1	male	1.291268169	female
TRINITY_DN95269_c0_g2_i1	1.381202396	FC1	male	6.374651434	female
TRINITY_DN132097_c3_g2_i4	1.381221095	FC1	male	0.177415016	female
TRINITY_DN116035_c0_g1_i2	1.381338167	FC1	male	-0.237926751	female
TRINITY_DN134865_c1_g1_i8	1.381618015	FC1	male	1.988501662	female
TRINITY_DN116304_c0_g1_i1	1.381746574	FC1	male	-1.461684389	female
TRINITY_DN123721_c0_g1_i1	1.381951648	FC1	male	-1.5491125	female
TRINITY_DN96392_c0_g1_i3	1.382466357	FC1	male	1.881574852	female
TRINITY_DN132827_c3_g1_i7	1.383520416	FC1	male	1.305660482	female
TRINITY_DN129755_c4_g2_i2	1.383547544	FC1	male	-3.47636206	female
TRINITY_DN131118_c1_g2_i9	1.383550079	FC1	male	1.754788831	female
TRINITY_DN123314_c1_g1_i1	1.383944357	FC1	male	3.468687644	female
TRINITY_DN125475_c0_g2_i1	1.384422541	FC1	male	2.939589661	female
TRINITY_DN128811_c0_g2_i1	1.384591186	FC1	male	NA	female
TRINITY_DN116201_c0_g2_i1	1.38544536	FC1	male	0.012673993	female
TRINITY_DN99172_c0_g1_i1	1.385572409	FC1	male	1.242219725	female
TRINITY_DN130021_c0_g6_i1	1.385709	FC1	male	4.599635944	female
TRINITY_DN122080_c0_g3_i2	1.38596657	FC1	male	5.653625402	female
TRINITY_DN133011_c0_g1_i4	1.386024407	FC1	male	1.265514349	female
TRINITY_DN123730_c1_g3_i1	1.386071768	FC1	male	1.180881504	female
TRINITY_DN133866_c1_g4_i4	1.386156917	FC1	male	3.951086984	female
TRINITY_DN128051_c7_g1_i5	1.386294466	FC1	male	-0.172448075	female
TRINITY_DN133776_c1_g1_i3	1.386569293	FC1	male	-1.0590628	female
TRINITY_DN50226_c0_g2_i1	1.387390239	FC1	male	NA	female
TRINITY_DN132122_c1_g2_i1	1.387912556	FC1	male	0.645641804	female
TRINITY_DN125832_c2_g1_i3	1.387957482	FC1	male	0.409181639	female
TRINITY_DN125280_c1_g2_i4	1.388057688	FC1	male	3.889183405	female
TRINITY_DN121704_c3_g2_i1	1.388366814	FC1	male	-1.817464485	female
TRINITY_DN209202_c0_g1_i1	1.388709048	FC1	male	0.200746304	female
TRINITY_DN118477_c1_g1_i1	1.388902949	FC1	male	1.890713056	female
TRINITY_DN117326_c0_g1_i4	1.389417664	FC1	male	3.560072498	female
TRINITY_DN90201_c0_g1_i1	1.38943875	FC1	male	0.702777454	female
TRINITY_DN114671_c0_g1_i1	1.389646296	FC1	male	-1.36576403	female
TRINITY_DN132613_c1_g1_i1	1.389943859	FC1	male	5.238341817	female
TRINITY_DN124890_c0_g1_i3	1.390427492	FC1	male	4.028486369	female
TRINITY_DN131203_c1_g3_i1	1.390660596	FC1	male	1.541964493	female
TRINITY_DN120608_c2_g7_i1	1.390986779	FC1	male	0.087391073	female
TRINITY_DN97143_c0_g1_i1	1.391108075	FC1	male	0.289735576	female
TRINITY_DN129266_c0_g1_i2	1.391140428	FC1	male	-0.646386187	female
TRINITY_DN135719_c0_g2_i1	1.392235206	FC1	male	NA	female
TRINITY_DN134963_c2_g1_i1	1.392251177	FC1	male	NA	female
TRINITY_DN115727_c0_g1_i1	1.392777644	FC1	male	-1.583313649	female
TRINITY_DN127929_c1_g3_i4	1.392877231	FC1	male	5.067009752	female
TRINITY_DN126188_c5_g1_i1	1.393098451	FC1	male	-0.904962898	female
TRINITY_DN119913_c1_g1_i3	1.393131968	FC1	male	0.626366888	female
TRINITY_DN132782_c0_g1_i7	1.393284119	FC1	male	1.194942509	female
TRINITY_DN129427_c0_g8_i10	1.393504033	FC1	male	3.125211414	female
TRINITY_DN134828_c1_g2_i2	1.393685603	FC1	male	-0.804907647	female
TRINITY_DN131662_c1_g1_i3	1.393903306	FC1	male	0.576755335	female
TRINITY_DN127692_c3_g2_i1	1.393970247	FC1	male	-0.028952342	female
TRINITY_DN128125_c2_g2_i1	1.394734459	FC1	male	3.792514575	female
TRINITY_DN123059_c0_g3_i4	1.394921202	FC1	male	-0.859993909	female
TRINITY_DN130857_c0_g1_i1	1.395122238	FC1	male	3.752193539	female
TRINITY_DN127424_c0_g1_i3	1.395315816	FC1	male	1.840139027	female
TRINITY_DN131070_c1_g2_i2	1.395363498	FC1	male	3.973952023	female
TRINITY_DN89856_c0_g5_i1	1.39542301	FC1	male	NA	female
TRINITY_DN133004_c0_g5_i6	1.395792484	FC1	male	10.30253855	female
TRINITY_DN133285_c0_g1_i1	1.395832383	FC1	male	-0.080343842	female
TRINITY_DN113153_c0_g1_i2	1.396064469	FC1	male	1.934511209	female
TRINITY_DN134544_c1_g3_i1	1.396361745	FC1	male	3.037445563	female
TRINITY_DN135301_c11_g2_i1	1.396518795	FC1	male	-0.186784365	female
TRINITY_DN126666_c0_g3_i2	1.396651096	FC1	male	0.111183343	female
TRINITY_DN132144_c7_g6_i2	1.396661562	FC1	male	10.04158094	female
TRINITY_DN116371_c1_g1_i1	1.396793088	FC1	male	0.279508056	female
TRINITY_DN134267_c0_g1_i6	1.397344535	FC1	male	-0.409141625	female
TRINITY_DN131099_c0_g1_i1	1.397900386	FC1	male	-1.944735171	female
TRINITY_DN132931_c1_g1_i6	1.39833916	FC1	male	3.390957969	female
TRINITY_DN135488_c0_g1_i1	1.398544091	FC1	male	-1.448565561	female
TRINITY_DN125795_c0_g1_i6	1.399002341	FC1	male	3.734042893	female
TRINITY_DN121375_c6_g6_i1	1.399067895	FC1	male	0.055174713	female
TRINITY_DN135614_c7_g3_i3	1.399187391	FC1	male	0.567414256	female
TRINITY_DN125573_c0_g1_i1	1.399613043	FC1	male	-1.96574321	female
TRINITY_DN107730_c0_g1_i1	1.400679761	FC1	male	-0.006983729	female
TRINITY_DN130574_c0_g5_i2	1.400809617	FC1	male	4.066956968	female
TRINITY_DN126762_c0_g1_i1	1.400859735	FC1	male	-1.012041354	female
TRINITY_DN125664_c0_g2_i1	1.401066333	FC1	male	-0.228297883	female
TRINITY_DN20122_c0_g2_i1	1.401192196	FC1	male	-0.671993582	female
TRINITY_DN123006_c2_g6_i1	1.401279238	FC1	male	4.282876732	female
TRINITY_DN123054_c2_g2_i2	1.401863009	FC1	male	-1.55407818	female
TRINITY_DN135141_c0_g3_i1	1.401929754	FC1	male	1.231717624	female
TRINITY_DN134162_c0_g1_i2	1.403307383	FC1	male	1.513358026	female
TRINITY_DN133652_c0_g16_i1	1.404048262	FC1	male	2.696383235	female
TRINITY_DN140366_c0_g1_i1	1.404155959	FC1	male	0.607026156	female
TRINITY_DN117685_c0_g1_i1	1.404249902	FC1	male	0.966557239	female
TRINITY_DN126640_c0_g1_i3	1.405017776	FC1	male	0.818591262	female
TRINITY_DN126384_c1_g6_i1	1.405336794	FC1	male	1.051442295	female
TRINITY_DN135871_c1_g1_i2	1.405526671	FC1	male	0.435464147	female
TRINITY_DN118131_c0_g2_i4	1.405827366	FC1	male	-0.43191602	female
TRINITY_DN120629_c2_g4_i6	1.406488091	FC1	male	3.228224712	female
TRINITY_DN133889_c1_g9_i1	1.40656211	FC1	male	0.298833553	female
TRINITY_DN124921_c5_g2_i7	1.406754763	FC1	male	4.635179826	female
TRINITY_DN130064_c3_g1_i1	1.406989182	FC1	male	-1.384048044	female
TRINITY_DN122814_c0_g1_i4	1.407504109	FC1	male	2.109409397	female
TRINITY_DN136237_c11_g3_i4	1.407621808	FC1	male	2.084109022	female
TRINITY_DN128435_c3_g1_i1	1.40766045	FC1	male	-0.11903794	female
TRINITY_DN116848_c0_g1_i1	1.407735001	FC1	male	0.357143721	female
TRINITY_DN122344_c2_g1_i1	1.407928865	FC1	male	-1.541364594	female
TRINITY_DN118376_c0_g1_i1	1.408441724	FC1	male	-0.067348188	female
TRINITY_DN132018_c4_g1_i6	1.409111455	FC1	male	10.34235913	female
TRINITY_DN131124_c2_g3_i2	1.409447021	FC1	male	-1.156487637	female
TRINITY_DN116659_c1_g2_i3	1.40993668	FC1	male	3.343023659	female
TRINITY_DN133101_c2_g1_i1	1.410332692	FC1	male	5.793806755	female
TRINITY_DN128322_c0_g5_i1	1.410429112	FC1	male	0.277357161	female
TRINITY_DN123980_c1_g3_i2	1.41082496	FC1	male	2.269915481	female
TRINITY_DN132916_c4_g1_i2	1.410868743	FC1	male	1.894356863	female
TRINITY_DN133949_c0_g2_i1	1.412057546	FC1	male	-0.429161542	female
TRINITY_DN131502_c3_g4_i1	1.41214493	FC1	male	0.265882418	female
TRINITY_DN121276_c0_g2_i1	1.412307649	FC1	male	5.730550985	female
TRINITY_DN135186_c0_g4_i2	1.41246436	FC1	male	0.698824511	female
TRINITY_DN119308_c0_g2_i1	1.412478945	FC1	male	-1.914434964	female
TRINITY_DN127453_c4_g1_i2	1.412756883	FC1	male	2.546386784	female
TRINITY_DN121573_c4_g4_i7	1.413020271	FC1	male	-0.246152428	female
TRINITY_DN120624_c0_g3_i6	1.413546891	FC1	male	-2.264864559	female
TRINITY_DN66959_c0_g1_i1	1.413589069	FC1	male	0.999341463	female
TRINITY_DN54895_c0_g1_i1	1.413780003	FC1	male	1.209989531	female
TRINITY_DN124678_c1_g4_i3	1.413971433	FC1	male	2.405895854	female
TRINITY_DN129239_c8_g1_i2	1.414214844	FC1	male	2.578204492	female
TRINITY_DN127364_c1_g1_i3	1.414404575	FC1	male	-0.006598647	female
TRINITY_DN130912_c4_g2_i1	1.414705054	FC1	male	5.817028873	female
TRINITY_DN131464_c5_g1_i3	1.415725661	FC1	male	1.461945668	female
TRINITY_DN128103_c4_g1_i13	1.416754083	FC1	male	0.387632911	female
TRINITY_DN133066_c5_g2_i2	1.417153226	FC1	male	2.392635641	female
TRINITY_DN124233_c1_g2_i1	1.417235968	FC1	male	1.33437505	female
TRINITY_DN131664_c0_g4_i1	1.417506455	FC1	male	7.814436513	female
TRINITY_DN133367_c3_g1_i4	1.418259046	FC1	male	2.186543215	female
TRINITY_DN120573_c0_g1_i1	1.419245137	FC1	male	-2.894267557	female
TRINITY_DN111376_c0_g1_i1	1.420852707	FC1	male	2.685694427	female
TRINITY_DN127501_c0_g1_i1	1.42123197	FC1	male	4.514338589	female
TRINITY_DN125693_c0_g4_i1	1.421325178	FC1	male	1.040739399	female
TRINITY_DN128666_c2_g1_i2	1.421413061	FC1	male	3.413863153	female
TRINITY_DN120426_c3_g2_i2	1.421445817	FC1	male	-0.679916955	female
TRINITY_DN134630_c1_g1_i1	1.422455865	FC1	male	-2.697948183	female
TRINITY_DN136472_c0_g4_i2	1.422628216	FC1	male	-2.809803347	female
TRINITY_DN130107_c1_g3_i1	1.42308535	FC1	male	1.870062387	female
TRINITY_DN128796_c1_g3_i3	1.423182131	FC1	male	2.70321412	female
TRINITY_DN134999_c0_g1_i1	1.423432378	FC1	male	1.505256313	female
TRINITY_DN130535_c1_g3_i2	1.423599997	FC1	male	0.957917576	female
TRINITY_DN128390_c4_g2_i1	1.423672533	FC1	male	2.838748103	female
TRINITY_DN115715_c2_g3_i1	1.424450998	FC1	male	-2.370764178	female
TRINITY_DN132589_c1_g1_i6	1.42478472	FC1	male	-0.254056333	female
TRINITY_DN122624_c2_g1_i1	1.424884835	FC1	male	2.225356346	female
TRINITY_DN170774_c0_g1_i1	1.426478981	FC1	male	0.006155838	female
TRINITY_DN120962_c4_g1_i2	1.427333077	FC1	male	-0.040526595	female
TRINITY_DN133599_c1_g4_i3	1.427519641	FC1	male	2.228656843	female
TRINITY_DN126697_c0_g1_i1	1.428021582	FC1	male	-1.386564039	female
TRINITY_DN134159_c0_g4_i2	1.428314771	FC1	male	-1.862973475	female
TRINITY_DN134259_c8_g1_i1	1.428767819	FC1	male	1.590800506	female
TRINITY_DN123189_c2_g4_i1	1.428967153	FC1	male	-0.201910195	female
TRINITY_DN116249_c2_g1_i1	1.429324579	FC1	male	-1.389659636	female
TRINITY_DN134162_c0_g2_i1	1.42950764	FC1	male	0.100494391	female
TRINITY_DN119407_c0_g2_i1	1.429964927	FC1	male	3.403790511	female
TRINITY_DN9141_c0_g1_i1	1.430080444	FC1	male	2.358769701	female
TRINITY_DN132221_c1_g3_i1	1.430305488	FC1	male	1.857920233	female
TRINITY_DN134711_c7_g13_i1	1.431036016	FC1	male	NA	female
TRINITY_DN115114_c1_g1_i1	1.431042088	FC1	male	0.474399094	female
TRINITY_DN125800_c1_g1_i2	1.431327972	FC1	male	5.655976136	female
TRINITY_DN134623_c0_g1_i4	1.432047849	FC1	male	0.411469494	female
TRINITY_DN129202_c2_g8_i1	1.432113022	FC1	male	1.639923584	female
TRINITY_DN126272_c2_g1_i1	1.432211711	FC1	male	3.927294597	female
TRINITY_DN119408_c2_g1_i1	1.432279759	FC1	male	2.42944155	female
TRINITY_DN126880_c2_g1_i1	1.432296476	FC1	male	2.762749509	female
TRINITY_DN69428_c0_g1_i1	1.432914028	FC1	male	NA	female
TRINITY_DN123229_c0_g1_i4	1.433080104	FC1	male	1.247033908	female
TRINITY_DN127561_c5_g1_i1	1.433143933	FC1	male	2.675925175	female
TRINITY_DN122720_c0_g1_i1	1.433478375	FC1	male	1.163492434	female
TRINITY_DN129152_c5_g2_i1	1.433596493	FC1	male	NA	female
TRINITY_DN135249_c0_g2_i1	1.433852734	FC1	male	3.762536776	female
TRINITY_DN136080_c10_g6_i1	1.433978756	FC1	male	3.371491045	female
TRINITY_DN132204_c4_g1_i1	1.434039542	FC1	male	1.566272158	female
TRINITY_DN133766_c0_g1_i3	1.434203114	FC1	male	0.523163497	female
TRINITY_DN118476_c0_g1_i2	1.434351873	FC1	male	0.206195831	female
TRINITY_DN117163_c0_g1_i5	1.434365824	FC1	male	5.240703531	female
TRINITY_DN115675_c0_g1_i3	1.434374882	FC1	male	1.31223243	female
TRINITY_DN118595_c0_g2_i1	1.434494711	FC1	male	-3.008559101	female
TRINITY_DN131504_c1_g1_i2	1.434661543	FC1	male	-2.829886449	female
TRINITY_DN124465_c2_g1_i8	1.436020527	FC1	male	3.028315568	female
TRINITY_DN128775_c0_g1_i1	1.436150949	FC1	male	-2.407341953	female
TRINITY_DN135280_c3_g3_i1	1.436166423	FC1	male	2.018618519	female
TRINITY_DN117574_c0_g3_i1	1.43647313	FC1	male	2.305475702	female
TRINITY_DN132158_c1_g2_i9	1.436604957	FC1	male	1.853151496	female
TRINITY_DN135090_c2_g7_i2	1.43716282	FC1	male	1.077019847	female
TRINITY_DN131201_c3_g2_i2	1.43756909	FC1	male	0.372796645	female
TRINITY_DN128610_c1_g6_i1	1.437748587	FC1	male	NA	female
TRINITY_DN131321_c3_g2_i1	1.438021766	FC1	male	2.840962724	female
TRINITY_DN115252_c0_g2_i1	1.438180234	FC1	male	0.766914749	female
TRINITY_DN135788_c4_g2_i2	1.438331094	FC1	male	1.83365558	female
TRINITY_DN112910_c0_g1_i2	1.439133554	FC1	male	-1.688813631	female
TRINITY_DN124257_c2_g6_i1	1.439482591	FC1	male	-0.873893555	female
TRINITY_DN126561_c1_g1_i6	1.43957136	FC1	male	3.010983822	female
TRINITY_DN135139_c3_g1_i2	1.439809656	FC1	male	-1.501436708	female
TRINITY_DN136342_c1_g1_i3	1.440110511	FC1	male	2.484364242	female
TRINITY_DN92993_c0_g1_i1	1.440130142	FC1	male	0.259432878	female
TRINITY_DN135476_c0_g1_i2	1.440198791	FC1	male	-3.124679052	female
TRINITY_DN113379_c0_g1_i1	1.440600327	FC1	male	1.278968944	female
TRINITY_DN128122_c0_g1_i3	1.440821468	FC1	male	2.250891876	female
TRINITY_DN129047_c7_g1_i1	1.44094334	FC1	male	NA	female
TRINITY_DN132520_c9_g3_i2	1.441054389	FC1	male	3.229111283	female
TRINITY_DN123324_c1_g5_i3	1.441080373	FC1	male	0.425337406	female
TRINITY_DN121063_c0_g1_i2	1.442870536	FC1	male	4.023904156	female
TRINITY_DN124713_c2_g3_i1	1.442977127	FC1	male	1.628529003	female
TRINITY_DN110867_c0_g1_i1	1.443391236	FC1	male	0.849070001	female
TRINITY_DN119692_c0_g1_i1	1.44375979	FC1	male	0.078009661	female
TRINITY_DN131726_c2_g2_i9	1.444010325	FC1	male	0.496972796	female
TRINITY_DN128285_c5_g1_i1	1.44407109	FC1	male	1.492166355	female
TRINITY_DN130292_c0_g2_i5	1.444142246	FC1	male	9.540156979	female
TRINITY_DN101247_c0_g2_i1	1.444710524	FC1	male	NA	female
TRINITY_DN121499_c0_g2_i1	1.445086156	FC1	male	-2.072294161	female
TRINITY_DN136014_c1_g1_i1	1.445455635	FC1	male	1.797948034	female
TRINITY_DN131490_c2_g3_i1	1.446395744	FC1	male	2.855854618	female
TRINITY_DN134962_c1_g1_i5	1.447198564	FC1	male	-0.893826365	female
TRINITY_DN135549_c1_g1_i4	1.447466337	FC1	male	3.307872015	female
TRINITY_DN126981_c2_g1_i2	1.447605836	FC1	male	-1.073824116	female
TRINITY_DN133829_c2_g2_i4	1.447622471	FC1	male	0.550556149	female
TRINITY_DN130713_c0_g3_i3	1.447711504	FC1	male	-0.364916526	female
TRINITY_DN135340_c5_g4_i2	1.44803619	FC1	male	-0.668834523	female
TRINITY_DN128029_c0_g1_i1	1.448164603	FC1	male	0.27817701	female
TRINITY_DN127676_c1_g2_i1	1.448328442	FC1	male	-0.759129739	female
TRINITY_DN130644_c1_g1_i1	1.448420197	FC1	male	-1.02048495	female
TRINITY_DN129376_c0_g1_i1	1.448432851	FC1	male	2.669135937	female
TRINITY_DN136675_c8_g1_i3	1.449052337	FC1	male	0.105558356	female
TRINITY_DN132375_c3_g1_i3	1.449198309	FC1	male	0.852420675	female
TRINITY_DN133857_c0_g1_i4	1.449282859	FC1	male	1.250941625	female
TRINITY_DN130755_c0_g1_i1	1.449384178	FC1	male	0.316545751	female
TRINITY_DN129264_c1_g1_i1	1.450542342	FC1	male	10.01111223	female
TRINITY_DN116950_c0_g1_i1	1.450678267	FC1	male	0.979424876	female
TRINITY_DN117910_c0_g1_i1	1.451691312	FC1	male	-0.884159948	female
TRINITY_DN127615_c0_g3_i1	1.452124545	FC1	male	0.945739768	female
TRINITY_DN129153_c9_g4_i2	1.453092294	FC1	male	1.42542987	female
TRINITY_DN128804_c0_g2_i1	1.453231506	FC1	male	-0.184870736	female
TRINITY_DN134026_c0_g2_i6	1.453415753	FC1	male	NA	female
TRINITY_DN134583_c2_g2_i1	1.453781278	FC1	male	-0.254327833	female
TRINITY_DN127225_c3_g2_i2	1.454252903	FC1	male	0.744766843	female
TRINITY_DN134739_c6_g2_i2	1.454306581	FC1	male	2.385281817	female
TRINITY_DN131425_c1_g3_i3	1.45490016	FC1	male	7.978000791	female
TRINITY_DN117892_c0_g1_i1	1.455386026	FC1	male	1.397250017	female
TRINITY_DN126346_c1_g2_i3	1.45581123	FC1	male	-0.441563213	female
TRINITY_DN127978_c6_g1_i2	1.455886601	FC1	male	2.267845935	female
TRINITY_DN123447_c3_g1_i4	1.455936627	FC1	male	-0.588898653	female
TRINITY_DN135357_c2_g1_i1	1.456589953	FC1	male	-0.730364947	female
TRINITY_DN119254_c0_g5_i1	1.456824419	FC1	male	1.170985884	female
TRINITY_DN123262_c0_g1_i2	1.456977439	FC1	male	-0.115175717	female
TRINITY_DN127512_c7_g3_i1	1.457042324	FC1	male	0.175850867	female
TRINITY_DN123916_c1_g2_i2	1.457425069	FC1	male	0.609277207	female
TRINITY_DN135538_c0_g1_i1	1.45763691	FC1	male	0.699627838	female
TRINITY_DN121689_c0_g1_i2	1.457721835	FC1	male	NA	female
TRINITY_DN128421_c1_g1_i1	1.458634471	FC1	male	3.394550558	female
TRINITY_DN134188_c0_g1_i1	1.458703527	FC1	male	-1.305327133	female
TRINITY_DN128219_c3_g5_i1	1.458741777	FC1	male	2.927968391	female
TRINITY_DN135556_c3_g2_i2	1.459291892	FC1	male	1.050109124	female
TRINITY_DN128658_c1_g2_i1	1.460107246	FC1	male	1.316611949	female
TRINITY_DN128572_c0_g3_i8	1.46023059	FC1	male	1.77645593	female
TRINITY_DN135815_c9_g1_i1	1.460347633	FC1	male	3.789478943	female
TRINITY_DN124617_c2_g1_i1	1.460366116	FC1	male	-0.658746612	female
TRINITY_DN128054_c7_g2_i1	1.460463052	FC1	male	1.950897029	female
TRINITY_DN124448_c6_g1_i2	1.460577152	FC1	male	0.35841734	female
TRINITY_DN136686_c3_g1_i2	1.460938621	FC1	male	0.221053479	female
TRINITY_DN122423_c0_g1_i6	1.461004145	FC1	male	0.199784614	female
TRINITY_DN131245_c0_g1_i1	1.461584124	FC1	male	-0.112432855	female
TRINITY_DN133971_c0_g2_i1	1.4617635	FC1	male	7.420675419	female
TRINITY_DN120686_c1_g1_i2	1.462249701	FC1	male	-0.233984893	female
TRINITY_DN123197_c0_g1_i1	1.462358097	FC1	male	-2.829332223	female
TRINITY_DN123520_c0_g1_i1	1.462858576	FC1	male	2.78580002	female
TRINITY_DN135370_c2_g7_i1	1.463550215	FC1	male	1.231997026	female
TRINITY_DN132963_c0_g5_i1	1.465200221	FC1	male	-0.715488873	female
TRINITY_DN131312_c2_g1_i4	1.465515118	FC1	male	-1.247851388	female
TRINITY_DN116275_c1_g2_i1	1.465561919	FC1	male	1.075720195	female
TRINITY_DN120101_c0_g1_i1	1.466289725	FC1	male	6.315237125	female
