gid	logFC.XYtestis.XXovary	cutoff	co_sb	log2RPKM	sex
TRINITY_DN136144_c9_g5_i1	-8.203521437	FC7	female	NA	female
TRINITY_DN45107_c0_g2_i1	-8.196272957	FC7	female	7.253800233	female
TRINITY_DN27150_c0_g1_i1	-8.174067252	FC7	female	NA	female
TRINITY_DN124631_c0_g1_i5	-8.164074854	FC7	female	8.663035789	female
TRINITY_DN125698_c0_g1_i8	-8.152397484	FC7	female	4.920940772	female
TRINITY_DN91390_c0_g1_i1	-8.148966865	FC7	female	1.67817688	female
TRINITY_DN131298_c0_g1_i1	-8.128151555	FC7	female	5.146421649	female
TRINITY_DN124438_c0_g1_i1	-8.122294451	FC7	female	5.41411075	female
TRINITY_DN19312_c0_g1_i1	-8.119847304	FC7	female	2.145989648	female
TRINITY_DN26128_c0_g1_i1	-8.106184587	FC7	female	NA	female
TRINITY_DN98761_c0_g2_i1	-8.099455867	FC7	female	2.981289261	female
TRINITY_DN129116_c0_g1_i3	-8.098431068	FC7	female	6.695405374	female
TRINITY_DN133823_c0_g1_i1	-8.074518097	FC7	female	5.326654335	female
TRINITY_DN121548_c0_g1_i1	-8.061826616	FC7	female	5.309523704	female
TRINITY_DN40767_c0_g1_i1	-8.054330803	FC7	female	4.211625754	female
TRINITY_DN114957_c0_g1_i3	-8.053134841	FC7	female	5.08841504	female
TRINITY_DN124263_c0_g1_i1	-8.053118156	FC7	female	7.762630447	female
TRINITY_DN87843_c0_g1_i1	-8.045801563	FC7	female	2.5675678	female
TRINITY_DN123398_c4_g3_i2	-8.045794396	FC7	female	NA	female
TRINITY_DN125497_c0_g1_i2	-8.039007506	FC7	female	3.593043637	female
TRINITY_DN101425_c0_g1_i1	-8.031032948	FC7	female	2.508989522	female
TRINITY_DN136663_c13_g1_i1	-8.030218781	FC7	female	8.399514918	female
TRINITY_DN115116_c0_g1_i1	-8.029237001	FC7	female	4.01601652	female
TRINITY_DN102894_c0_g3_i1	-8.028129419	FC7	female	NA	female
TRINITY_DN114382_c0_g1_i2	-8.023752229	FC7	female	7.844826272	female
TRINITY_DN131491_c0_g1_i5	-7.991743567	FC7	female	0.789120347	female
TRINITY_DN121071_c0_g1_i4	-7.975407102	FC7	female	6.964371198	female
TRINITY_DN123462_c3_g1_i1	-7.960595989	FC7	female	5.256888191	female
TRINITY_DN118496_c0_g1_i2	-7.958210987	FC7	female	7.584677862	female
TRINITY_DN99742_c0_g1_i1	-7.95258123	FC7	female	3.006319208	female
TRINITY_DN98334_c0_g1_i1	-7.948143798	FC7	female	5.228274024	female
TRINITY_DN44677_c0_g2_i1	-7.934258716	FC7	female	1.580825943	female
TRINITY_DN109913_c0_g1_i1	-7.930868341	FC7	female	4.355669978	female
TRINITY_DN103565_c0_g2_i1	-7.923852783	FC7	female	4.807051531	female
TRINITY_DN80690_c2_g2_i1	-7.918508741	FC7	female	4.653080976	female
TRINITY_DN108208_c0_g1_i3	-7.907084367	FC7	female	9.123232783	female
TRINITY_DN91515_c0_g3_i1	-7.904982845	FC7	female	4.778599726	female
TRINITY_DN92371_c1_g2_i1	-7.874021403	FC7	female	NA	female
TRINITY_DN125119_c3_g3_i1	-7.865367533	FC7	female	3.636254628	female
TRINITY_DN131426_c0_g3_i1	-7.860767333	FC7	female	3.406930943	female
TRINITY_DN120071_c0_g1_i2	-7.860275091	FC7	female	6.883333268	female
TRINITY_DN114530_c0_g7_i1	-7.818211549	FC7	female	3.539316663	female
TRINITY_DN114684_c0_g1_i1	-7.814575833	FC7	female	7.533085553	female
TRINITY_DN135230_c0_g1_i5	-7.803634241	FC7	female	7.187271453	female
TRINITY_DN132736_c0_g1_i2	-7.798206191	FC7	female	2.979642983	female
TRINITY_DN97837_c0_g1_i1	-7.796186842	FC7	female	2.095343225	female
TRINITY_DN127850_c0_g1_i1	-7.778286644	FC7	female	4.655071124	female
TRINITY_DN22630_c0_g1_i1	-7.767944214	FC7	female	NA	female
TRINITY_DN98815_c0_g2_i1	-7.733529179	FC7	female	10.24665025	female
TRINITY_DN124938_c5_g3_i1	-7.718036003	FC7	female	3.353397447	female
TRINITY_DN128648_c7_g2_i1	-7.710421518	FC7	female	7.709893316	female
TRINITY_DN111236_c0_g1_i1	-7.709480933	FC7	female	8.000254448	female
TRINITY_DN122009_c0_g1_i1	-7.708177059	FC7	female	7.160167189	female
TRINITY_DN110915_c0_g1_i1	-7.68417441	FC7	female	5.221738418	female
TRINITY_DN135585_c3_g1_i1	-7.680152917	FC7	female	5.129136133	female
TRINITY_DN119839_c0_g5_i2	-7.675342017	FC7	female	4.246030544	female
TRINITY_DN110644_c0_g1_i1	-7.673189666	FC7	female	5.367333556	female
TRINITY_DN90720_c0_g1_i1	-7.672847958	FC7	female	NA	female
TRINITY_DN115522_c0_g1_i1	-7.656875798	FC7	female	0.622337411	female
TRINITY_DN128020_c1_g1_i1	-7.652571172	FC7	female	5.045529555	female
TRINITY_DN123024_c0_g1_i1	-7.63340557	FC7	female	NA	female
TRINITY_DN123718_c0_g4_i1	-7.612375219	FC7	female	2.787153453	female
TRINITY_DN114038_c0_g1_i2	-7.595701555	FC7	female	3.365766801	female
TRINITY_DN128402_c0_g1_i2	-7.589252032	FC7	female	10.66439979	female
TRINITY_DN132701_c0_g4_i1	-7.577585305	FC7	female	5.945689906	female
TRINITY_DN135334_c1_g1_i2	-7.577298492	FC7	female	5.684669588	female
TRINITY_DN131327_c3_g2_i5	-7.574085286	FC7	female	5.300139852	female
TRINITY_DN112124_c0_g2_i1	-7.56487264	FC7	female	5.687307076	female
TRINITY_DN121882_c0_g1_i1	-7.562185628	FC7	female	7.424470283	female
TRINITY_DN122048_c0_g1_i1	-7.552372127	FC7	female	NA	female
TRINITY_DN134939_c7_g2_i1	-7.545689873	FC7	female	4.326375638	female
TRINITY_DN131157_c1_g4_i5	-7.540570473	FC7	female	4.771260987	female
TRINITY_DN130955_c0_g1_i1	-7.537252204	FC7	female	7.544967398	female
TRINITY_DN133674_c1_g1_i2	-7.508819361	FC7	female	2.767792007	female
TRINITY_DN115129_c0_g1_i3	-7.496966992	FC7	female	5.725141121	female
TRINITY_DN74421_c0_g3_i1	-7.496683438	FC7	female	3.205238871	female
TRINITY_DN96323_c0_g1_i1	-7.47005721	FC7	female	1.589333248	female
TRINITY_DN135175_c3_g2_i2	-7.464190878	FC7	female	4.862675206	female
TRINITY_DN125006_c1_g6_i2	-7.45925733	FC7	female	-0.13309995	female
TRINITY_DN126783_c1_g5_i3	-7.454659856	FC7	female	6.257448846	female
TRINITY_DN107487_c0_g1_i1	-7.436554962	FC7	female	5.184858793	female
TRINITY_DN134508_c1_g2_i1	-7.394969006	FC7	female	4.634533432	female
TRINITY_DN129649_c3_g2_i1	-7.386370866	FC7	female	5.97960403	female
TRINITY_DN92825_c0_g3_i1	-7.367649627	FC7	female	2.693061354	female
TRINITY_DN131390_c2_g1_i1	-7.336991065	FC7	female	8.113732777	female
TRINITY_DN131967_c0_g4_i1	-7.318518945	FC7	female	0.810943111	female
TRINITY_DN124065_c0_g1_i1	-7.316677695	FC7	female	7.422960538	female
TRINITY_DN116337_c0_g1_i3	-7.315327784	FC7	female	4.966890174	female
TRINITY_DN117740_c0_g1_i2	-7.314202203	FC7	female	7.094045658	female
TRINITY_DN110644_c0_g2_i1	-7.310535608	FC7	female	6.63100268	female
TRINITY_DN92587_c0_g1_i1	-7.306518642	FC7	female	1.337546107	female
TRINITY_DN133129_c0_g1_i1	-7.29062455	FC7	female	NA	female
TRINITY_DN165014_c0_g1_i1	-7.278322642	FC7	female	6.296913877	female
TRINITY_DN126078_c0_g1_i1	-7.278131892	FC7	female	5.299937744	female
TRINITY_DN132822_c6_g2_i1	-7.274185098	FC7	female	3.782841095	female
TRINITY_DN128589_c4_g2_i2	-7.26543526	FC7	female	5.931444299	female
TRINITY_DN69456_c0_g2_i1	-7.245858466	FC7	female	7.212028925	female
TRINITY_DN118036_c0_g1_i1	-7.243634273	FC7	female	8.284518297	female
TRINITY_DN124362_c0_g6_i1	-7.22554125	FC7	female	4.104006784	female
TRINITY_DN125558_c1_g2_i1	-7.220624785	FC7	female	4.986300423	female
TRINITY_DN82182_c0_g1_i1	-7.213785924	FC7	female	5.07950331	female
TRINITY_DN127559_c7_g3_i1	-7.212473613	FC7	female	5.4721893	female
TRINITY_DN116262_c0_g2_i2	-7.209850004	FC7	female	1.934010943	female
TRINITY_DN134769_c2_g1_i4	-7.187355924	FC7	female	4.427631606	female
TRINITY_DN128356_c5_g3_i2	-7.182395045	FC7	female	1.842632466	female
TRINITY_DN115334_c0_g2_i2	-7.173046555	FC7	female	2.456851412	female
TRINITY_DN135727_c2_g2_i1	-7.160257086	FC7	female	NA	female
TRINITY_DN103798_c0_g1_i1	-7.142695044	FC7	female	8.644671453	female
TRINITY_DN126126_c1_g3_i1	-7.140596704	FC7	female	NA	female
TRINITY_DN132253_c2_g8_i2	-7.138960431	FC7	female	5.118795419	female
TRINITY_DN124333_c0_g1_i1	-7.119241644	FC7	female	2.228972536	female
TRINITY_DN103897_c0_g3_i1	-7.099180438	FC7	female	5.317613102	female
TRINITY_DN131327_c3_g4_i1	-7.099077152	FC7	female	4.734515226	female
TRINITY_DN116067_c0_g1_i1	-7.081456306	FC7	female	6.291225658	female
TRINITY_DN95878_c0_g1_i2	-7.063057687	FC7	female	3.24196012	female
TRINITY_DN121522_c0_g1_i3	-7.062353398	FC7	female	3.745224807	female
TRINITY_DN74421_c0_g1_i1	-7.0481186	FC7	female	2.975010533	female
TRINITY_DN132122_c0_g3_i7	-7.046388986	FC7	female	3.045310392	female
TRINITY_DN120818_c0_g1_i2	-7.031249255	FC7	female	7.750296084	female
TRINITY_DN95890_c0_g1_i1	-7.019551481	FC7	female	8.709026233	female
TRINITY_DN181076_c0_g1_i1	-7.018597633	FC7	female	6.842740803	female
TRINITY_DN109099_c0_g2_i2	-7.018575647	FC7	female	3.18322399	female
TRINITY_DN118245_c0_g1_i2	-6.995827454	FC5	female	10.9132548	female
TRINITY_DN120314_c0_g3_i1	-6.968537772	FC5	female	2.835524124	female
TRINITY_DN110103_c0_g1_i1	-6.960532867	FC5	female	5.820788884	female
TRINITY_DN133921_c11_g2_i2	-6.956907776	FC5	female	0.350240711	female
TRINITY_DN128157_c0_g1_i3	-6.945705738	FC5	female	4.461979579	female
TRINITY_DN134055_c0_g1_i1	-6.943590743	FC5	female	5.906517049	female
TRINITY_DN132810_c2_g2_i1	-6.939360753	FC5	female	NA	female
TRINITY_DN125119_c3_g4_i1	-6.931187888	FC5	female	5.099129163	female
TRINITY_DN131157_c0_g1_i1	-6.916021126	FC5	female	3.254239559	female
TRINITY_DN193701_c0_g1_i1	-6.900269412	FC5	female	NA	female
TRINITY_DN118554_c3_g1_i4	-6.888322985	FC5	female	6.485449234	female
TRINITY_DN115449_c0_g4_i8	-6.874024271	FC5	female	8.157776869	female
TRINITY_DN125454_c3_g1_i1	-6.873310603	FC5	female	6.877182342	female
TRINITY_DN128175_c8_g3_i2	-6.868565212	FC5	female	3.966354323	female
TRINITY_DN117724_c0_g1_i1	-6.865544629	FC5	female	5.297930361	female
TRINITY_DN112226_c0_g2_i2	-6.846507977	FC5	female	3.811108641	female
TRINITY_DN113605_c0_g1_i1	-6.824035112	FC5	female	2.011552913	female
TRINITY_DN114530_c0_g6_i4	-6.811114045	FC5	female	4.706363235	female
TRINITY_DN134122_c5_g6_i1	-6.776411166	FC5	female	6.031721292	female
TRINITY_DN125828_c2_g2_i3	-6.771656354	FC5	female	6.503447523	female
TRINITY_DN129827_c4_g3_i1	-6.761444342	FC5	female	8.196894954	female
TRINITY_DN130424_c0_g1_i4	-6.760722639	FC5	female	2.890796664	female
TRINITY_DN127730_c0_g10_i1	-6.76008985	FC5	female	0.356976851	female
TRINITY_DN124832_c12_g1_i1	-6.745632385	FC5	female	2.650701757	female
TRINITY_DN135160_c6_g2_i1	-6.7442743	FC5	female	2.187776274	female
TRINITY_DN98620_c0_g2_i1	-6.736899367	FC5	female	NA	female
TRINITY_DN133281_c3_g3_i6	-6.732054151	FC5	female	6.606512087	female
TRINITY_DN131394_c0_g1_i2	-6.718992492	FC5	female	5.907727156	female
TRINITY_DN114530_c0_g5_i1	-6.695501543	FC5	female	3.790653385	female
TRINITY_DN47360_c0_g1_i1	-6.676843424	FC5	female	2.367812325	female
TRINITY_DN126147_c0_g2_i5	-6.672456076	FC5	female	1.182915859	female
TRINITY_DN121030_c0_g1_i1	-6.666434929	FC5	female	6.36217339	female
TRINITY_DN131178_c0_g2_i1	-6.654975583	FC5	female	-0.398720133	female
TRINITY_DN125971_c0_g1_i2	-6.647899722	FC5	female	7.065020862	female
TRINITY_DN133674_c1_g2_i1	-6.631754624	FC5	female	2.628881746	female
TRINITY_DN134793_c1_g3_i3	-6.630096917	FC5	female	5.488918897	female
TRINITY_DN132173_c9_g2_i1	-6.620325122	FC5	female	5.95544749	female
TRINITY_DN135835_c0_g1_i3	-6.618690779	FC5	female	6.265167713	female
TRINITY_DN129466_c1_g5_i1	-6.615779683	FC5	female	6.342363562	female
TRINITY_DN124190_c0_g2_i1	-6.610880084	FC5	female	5.718989906	female
TRINITY_DN125054_c0_g2_i1	-6.595265274	FC5	female	4.682860756	female
TRINITY_DN124362_c0_g5_i1	-6.58992505	FC5	female	3.701782647	female
TRINITY_DN129466_c1_g2_i3	-6.580342664	FC5	female	6.878888094	female
TRINITY_DN130939_c1_g4_i1	-6.578315309	FC5	female	1.995478382	female
TRINITY_DN125350_c0_g1_i1	-6.570463757	FC5	female	0.825014372	female
TRINITY_DN69434_c0_g1_i1	-6.556858173	FC5	female	2.230775726	female
TRINITY_DN89311_c0_g1_i1	-6.556818841	FC5	female	2.877654162	female
TRINITY_DN113269_c0_g1_i2	-6.555628663	FC5	female	1.212517505	female
TRINITY_DN136529_c1_g1_i7	-6.544437085	FC5	female	11.96657882	female
TRINITY_DN111724_c0_g1_i1	-6.532595354	FC5	female	7.364547337	female
TRINITY_DN129826_c4_g2_i2	-6.531579406	FC5	female	3.544904639	female
TRINITY_DN135584_c0_g3_i2	-6.52113429	FC5	female	2.653496536	female
TRINITY_DN92629_c0_g4_i1	-6.513859468	FC5	female	3.639376756	female
TRINITY_DN7291_c0_g1_i1	-6.499955327	FC5	female	2.926334538	female
TRINITY_DN130516_c2_g3_i1	-6.49621401	FC5	female	4.249296636	female
TRINITY_DN110684_c0_g1_i2	-6.489139948	FC5	female	1.744086526	female
TRINITY_DN132180_c5_g1_i6	-6.485764263	FC5	female	5.61531321	female
TRINITY_DN129042_c7_g5_i3	-6.485480832	FC5	female	7.548737727	female
TRINITY_DN103838_c0_g1_i1	-6.480451356	FC5	female	8.254258953	female
TRINITY_DN121709_c1_g3_i3	-6.479954278	FC5	female	6.551869491	female
TRINITY_DN111767_c0_g2_i1	-6.477578986	FC5	female	1.972573884	female
TRINITY_DN112593_c0_g1_i1	-6.474443355	FC5	female	0.534786586	female
TRINITY_DN119755_c1_g4_i1	-6.466685358	FC5	female	3.377619824	female
TRINITY_DN129881_c4_g2_i1	-6.466468542	FC5	female	3.134334737	female
TRINITY_DN127485_c0_g1_i3	-6.451523949	FC5	female	6.456530553	female
TRINITY_DN117838_c2_g1_i2	-6.44810653	FC5	female	5.284055374	female
TRINITY_DN90886_c0_g1_i1	-6.444957859	FC5	female	-0.033972951	female
TRINITY_DN131718_c2_g6_i3	-6.441577484	FC5	female	2.750547179	female
TRINITY_DN134800_c12_g7_i1	-6.426974553	FC5	female	3.387735288	female
TRINITY_DN121223_c0_g2_i5	-6.424126772	FC5	female	2.986600846	female
TRINITY_DN129824_c0_g6_i1	-6.423008188	FC5	female	NA	female
TRINITY_DN105525_c0_g1_i1	-6.420009996	FC5	female	4.575818945	female
TRINITY_DN131690_c0_g1_i2	-6.404315837	FC5	female	4.968369098	female
TRINITY_DN125519_c4_g4_i2	-6.403625397	FC5	female	6.418858078	female
TRINITY_DN121123_c0_g1_i2	-6.401721123	FC5	female	2.416660589	female
TRINITY_DN42221_c0_g1_i1	-6.389067706	FC5	female	2.136072531	female
TRINITY_DN128638_c0_g1_i2	-6.357892439	FC5	female	8.955553703	female
TRINITY_DN110915_c0_g2_i1	-6.353828674	FC5	female	4.934165958	female
TRINITY_DN129105_c2_g4_i1	-6.342698315	FC5	female	3.823759276	female
TRINITY_DN119717_c0_g1_i2	-6.34235663	FC5	female	3.277130981	female
TRINITY_DN125054_c0_g1_i2	-6.341630787	FC5	female	5.364756238	female
TRINITY_DN131147_c0_g2_i1	-6.336373765	FC5	female	7.583127021	female
TRINITY_DN126060_c0_g1_i1	-6.335917777	FC5	female	1.430895014	female
TRINITY_DN49077_c0_g1_i1	-6.335505915	FC5	female	2.125122916	female
TRINITY_DN123349_c1_g4_i2	-6.327778306	FC5	female	5.986567362	female
TRINITY_DN111232_c0_g2_i1	-6.326198175	FC5	female	6.631756603	female
TRINITY_DN111588_c1_g2_i1	-6.318543475	FC5	female	4.397583607	female
TRINITY_DN126495_c0_g1_i1	-6.314254405	FC5	female	3.419483704	female
TRINITY_DN97108_c0_g1_i1	-6.308351156	FC5	female	2.976469359	female
TRINITY_DN131183_c0_g2_i1	-6.304755017	FC5	female	5.490228566	female
TRINITY_DN131967_c0_g1_i17	-6.293541123	FC5	female	1.526611442	female
TRINITY_DN125963_c8_g3_i1	-6.26997346	FC5	female	4.637175876	female
TRINITY_DN129860_c0_g3_i1	-6.267933842	FC5	female	6.44222516	female
TRINITY_DN133881_c0_g2_i1	-6.266476325	FC5	female	4.529849923	female
TRINITY_DN97228_c0_g1_i1	-6.263436112	FC5	female	3.318900577	female
TRINITY_DN136563_c5_g1_i2	-6.260602705	FC5	female	3.194599818	female
TRINITY_DN130800_c1_g1_i1	-6.247490738	FC5	female	5.173129106	female
TRINITY_DN130084_c0_g1_i1	-6.243541874	FC5	female	2.545452081	female
TRINITY_DN22683_c0_g1_i1	-6.235003053	FC5	female	4.818804504	female
TRINITY_DN70925_c0_g2_i1	-6.234467956	FC5	female	3.973267061	female
TRINITY_DN101116_c0_g3_i1	-6.201670564	FC5	female	1.558476803	female
TRINITY_DN100323_c0_g3_i1	-6.197179162	FC5	female	1.709526698	female
TRINITY_DN124628_c0_g1_i1	-6.195202234	FC5	female	3.198115353	female
TRINITY_DN115204_c0_g3_i1	-6.193757449	FC5	female	2.814952066	female
TRINITY_DN193723_c0_g1_i1	-6.182939495	FC5	female	1.30595564	female
TRINITY_DN120525_c1_g1_i6	-6.167491567	FC5	female	2.559801252	female
TRINITY_DN115540_c0_g1_i5	-6.165325083	FC5	female	4.564721179	female
TRINITY_DN120801_c0_g1_i2	-6.150124279	FC5	female	2.34944918	female
TRINITY_DN126907_c4_g9_i1	-6.145602069	FC5	female	3.15357672	female
TRINITY_DN124649_c0_g1_i1	-6.145498071	FC5	female	8.127315273	female
TRINITY_DN122072_c1_g1_i1	-6.142842141	FC5	female	5.542664515	female
TRINITY_DN121347_c0_g1_i2	-6.107795805	FC5	female	5.122659641	female
TRINITY_DN113614_c0_g1_i2	-6.091391934	FC5	female	5.728065183	female
TRINITY_DN106674_c0_g1_i1	-6.082526631	FC5	female	1.654877521	female
TRINITY_DN126214_c1_g1_i4	-6.078993193	FC5	female	2.673936152	female
TRINITY_DN130941_c3_g2_i1	-6.078339475	FC5	female	6.891795624	female
TRINITY_DN124791_c0_g1_i1	-6.074725948	FC5	female	1.654792157	female
TRINITY_DN122658_c0_g1_i4	-6.069932576	FC5	female	5.473695675	female
TRINITY_DN97494_c0_g1_i1	-6.065537775	FC5	female	2.895008844	female
TRINITY_DN111203_c1_g1_i1	-6.045224072	FC5	female	2.322149526	female
TRINITY_DN112287_c0_g1_i1	-6.04410602	FC5	female	4.90936613	female
TRINITY_DN131905_c3_g2_i1	-6.030788884	FC5	female	4.623788745	female
TRINITY_DN109883_c0_g1_i1	-6.02006484	FC5	female	3.980387273	female
TRINITY_DN89169_c0_g1_i1	-6.017455675	FC5	female	2.501988313	female
TRINITY_DN111232_c1_g1_i1	-6.010008288	FC5	female	6.034985938	female
TRINITY_DN92166_c0_g1_i1	-5.993116498	FC5	female	2.049519175	female
TRINITY_DN98982_c0_g2_i1	-5.968312574	FC5	female	3.739354646	female
TRINITY_DN116607_c0_g1_i1	-5.958436903	FC5	female	5.688467351	female
TRINITY_DN134769_c2_g2_i3	-5.948539595	FC5	female	5.280846934	female
TRINITY_DN115294_c0_g1_i4	-5.943056905	FC5	female	3.582252368	female
TRINITY_DN121862_c1_g1_i1	-5.9419966	FC5	female	4.815766682	female
TRINITY_DN131905_c3_g3_i7	-5.926942467	FC5	female	3.837930807	female
TRINITY_DN123835_c0_g1_i1	-5.926443355	FC5	female	3.852532113	female
TRINITY_DN125009_c0_g1_i1	-5.923560969	FC5	female	4.74916224	female
TRINITY_DN96859_c0_g2_i1	-5.91090381	FC5	female	1.27099464	female
TRINITY_DN124826_c0_g1_i1	-5.910186399	FC5	female	-0.147123699	female
TRINITY_DN111512_c0_g1_i1	-5.905871698	FC5	female	1.081698084	female
TRINITY_DN29096_c0_g1_i1	-5.904520223	FC5	female	1.458324825	female
TRINITY_DN108052_c0_g1_i1	-5.903093829	FC5	female	1.414931801	female
TRINITY_DN97494_c0_g3_i1	-5.893986999	FC5	female	3.182343277	female
TRINITY_DN119122_c0_g1_i3	-5.892164338	FC5	female	8.302503275	female
TRINITY_DN101072_c0_g2_i2	-5.891858286	FC5	female	10.28087516	female
TRINITY_DN132754_c0_g1_i1	-5.882915756	FC5	female	5.548546641	female
TRINITY_DN132237_c1_g3_i2	-5.860722233	FC5	female	3.349129607	female
TRINITY_DN126410_c3_g2_i1	-5.85947108	FC5	female	1.598390751	female
TRINITY_DN124685_c0_g2_i1	-5.857290032	FC5	female	4.3856527	female
TRINITY_DN127176_c3_g2_i1	-5.852474434	FC5	female	2.407284521	female
TRINITY_DN138660_c0_g1_i1	-5.851839403	FC5	female	2.01801164	female
TRINITY_DN113308_c0_g1_i2	-5.85097642	FC5	female	7.502575833	female
TRINITY_DN122708_c1_g6_i3	-5.846140201	FC5	female	6.579675885	female
TRINITY_DN130090_c6_g1_i1	-5.844741356	FC5	female	3.687337731	female
TRINITY_DN125956_c4_g4_i3	-5.843149567	FC5	female	2.333662034	female
TRINITY_DN127481_c0_g2_i1	-5.842898251	FC5	female	4.046352356	female
TRINITY_DN121284_c0_g1_i2	-5.839172648	FC5	female	4.881736266	female
TRINITY_DN109253_c0_g1_i1	-5.838673841	FC5	female	3.782135905	female
TRINITY_DN133747_c0_g4_i1	-5.835852782	FC5	female	NA	female
TRINITY_DN109050_c0_g1_i1	-5.823206272	FC5	female	3.821522663	female
TRINITY_DN133585_c11_g1_i1	-5.822750159	FC5	female	3.692636095	female
TRINITY_DN136529_c1_g2_i1	-5.818891986	FC5	female	9.267577838	female
TRINITY_DN208554_c0_g1_i1	-5.807088244	FC5	female	8.499493408	female
TRINITY_DN128175_c8_g1_i1	-5.788209734	FC5	female	-0.573639014	female
TRINITY_DN125497_c0_g2_i1	-5.785693644	FC5	female	2.241865957	female
TRINITY_DN95688_c0_g1_i1	-5.777852292	FC5	female	3.346195481	female
TRINITY_DN132359_c3_g3_i1	-5.764861165	FC5	female	2.269489773	female
TRINITY_DN128946_c0_g2_i6	-5.761713091	FC5	female	2.445329452	female
TRINITY_DN124453_c0_g1_i4	-5.757478775	FC5	female	4.115880363	female
TRINITY_DN116961_c0_g1_i1	-5.745151836	FC5	female	8.865600471	female
TRINITY_DN159629_c0_g1_i1	-5.739737599	FC5	female	2.815585006	female
TRINITY_DN113319_c0_g1_i2	-5.738132371	FC5	female	-0.88134887	female
TRINITY_DN128175_c8_g5_i1	-5.735914108	FC5	female	1.560730829	female
TRINITY_DN128077_c1_g1_i8	-5.728719345	FC5	female	3.274303757	female
TRINITY_DN131810_c3_g8_i1	-5.715119699	FC5	female	0.360866473	female
TRINITY_DN133387_c1_g5_i6	-5.705860354	FC5	female	5.083730662	female
TRINITY_DN164909_c0_g1_i1	-5.701192841	FC5	female	8.261128347	female
TRINITY_DN171470_c0_g1_i1	-5.698821231	FC5	female	4.484264791	female
TRINITY_DN107134_c0_g1_i2	-5.696890383	FC5	female	3.613257795	female
TRINITY_DN132876_c2_g4_i1	-5.696249734	FC5	female	9.217321848	female
TRINITY_DN128960_c2_g2_i7	-5.695604477	FC5	female	2.299477	female
TRINITY_DN127929_c1_g1_i2	-5.694857004	FC5	female	8.852032652	female
TRINITY_DN132429_c0_g3_i7	-5.687278852	FC5	female	3.468671387	female
TRINITY_DN106366_c0_g4_i1	-5.68569209	FC5	female	5.498152298	female
TRINITY_DN121134_c1_g1_i6	-5.679850992	FC5	female	7.820536882	female
TRINITY_DN115534_c0_g1_i1	-5.677396463	FC5	female	0.602335909	female
TRINITY_DN118644_c0_g1_i1	-5.655909433	FC5	female	2.400351978	female
TRINITY_DN118639_c1_g2_i1	-5.640573819	FC5	female	1.345414486	female
TRINITY_DN96625_c0_g1_i1	-5.63386167	FC5	female	-1.045094048	female
TRINITY_DN133440_c0_g2_i2	-5.604975425	FC5	female	6.232280984	female
TRINITY_DN128906_c5_g1_i2	-5.599581324	FC5	female	2.718103306	female
TRINITY_DN120535_c1_g1_i5	-5.585462415	FC5	female	7.04894714	female
TRINITY_DN122021_c2_g12_i1	-5.576007738	FC5	female	0.583228122	female
TRINITY_DN124131_c8_g4_i2	-5.568611655	FC5	female	0.290427382	female
TRINITY_DN113538_c0_g1_i1	-5.567182238	FC5	female	7.04825871	female
TRINITY_DN129466_c1_g3_i1	-5.565714144	FC5	female	6.142773555	female
TRINITY_DN129287_c3_g2_i2	-5.55832131	FC5	female	3.318992295	female
TRINITY_DN131777_c4_g6_i1	-5.551153969	FC5	female	2.317277248	female
TRINITY_DN114688_c0_g1_i1	-5.54777705	FC5	female	3.388394587	female
TRINITY_DN122021_c0_g2_i1	-5.546018606	FC5	female	3.231998015	female
TRINITY_DN121234_c1_g1_i3	-5.542962674	FC5	female	5.419808304	female
TRINITY_DN132624_c0_g5_i1	-5.542321547	FC5	female	2.846598012	female
TRINITY_DN119475_c1_g2_i1	-5.541137955	FC5	female	8.140208433	female
TRINITY_DN130060_c4_g2_i1	-5.53865148	FC5	female	2.30764962	female
TRINITY_DN111471_c0_g1_i2	-5.53509095	FC5	female	2.064169665	female
TRINITY_DN116828_c0_g1_i1	-5.526270559	FC5	female	4.894014637	female
TRINITY_DN133256_c3_g11_i2	-5.526089045	FC5	female	8.587107845	female
TRINITY_DN132153_c4_g2_i1	-5.508421102	FC5	female	2.484629428	female
TRINITY_DN130378_c8_g3_i1	-5.505652761	FC5	female	4.635595333	female
TRINITY_DN110734_c0_g1_i1	-5.499796348	FC5	female	2.930736892	female
TRINITY_DN92629_c0_g3_i1	-5.49411567	FC5	female	NA	female
TRINITY_DN126281_c5_g1_i4	-5.490391535	FC5	female	5.590954344	female
TRINITY_DN87391_c0_g2_i1	-5.486841652	FC5	female	2.436696755	female
TRINITY_DN113738_c0_g2_i6	-5.47813068	FC5	female	4.896227293	female
TRINITY_DN118729_c0_g1_i1	-5.471594785	FC5	female	2.093587581	female
TRINITY_DN57905_c0_g2_i1	-5.47117383	FC5	female	1.489453991	female
TRINITY_DN113183_c0_g1_i2	-5.47020021	FC5	female	11.42370181	female
TRINITY_DN112272_c0_g1_i1	-5.469405574	FC5	female	5.317988193	female
TRINITY_DN127805_c5_g1_i2	-5.467269258	FC5	female	3.234869641	female
TRINITY_DN132624_c0_g1_i1	-5.46545864	FC5	female	4.035543785	female
TRINITY_DN119995_c0_g1_i3	-5.463643406	FC5	female	-1.494317405	female
TRINITY_DN130591_c1_g6_i2	-5.462859361	FC5	female	3.297800057	female
