gid	logFC.XYtestis.XXovary	cutoff	co_sb	log2RPKM	sex
TRINITY_DN111767_c0_g2_i1	-6.477578986	FC5	female	NA	male
TRINITY_DN112593_c0_g1_i1	-6.474443355	FC5	female	NA	male
TRINITY_DN119755_c1_g4_i1	-6.466685358	FC5	female	NA	male
TRINITY_DN129881_c4_g2_i1	-6.466468542	FC5	female	NA	male
TRINITY_DN127485_c0_g1_i3	-6.451523949	FC5	female	-0.747047726	male
TRINITY_DN117838_c2_g1_i2	-6.44810653	FC5	female	-3.249136399	male
TRINITY_DN90886_c0_g1_i1	-6.444957859	FC5	female	NA	male
TRINITY_DN131718_c2_g6_i3	-6.441577484	FC5	female	NA	male
TRINITY_DN134800_c12_g7_i1	-6.426974553	FC5	female	NA	male
TRINITY_DN121223_c0_g2_i5	-6.424126772	FC5	female	NA	male
TRINITY_DN129824_c0_g6_i1	-6.423008188	FC5	female	NA	male
TRINITY_DN105525_c0_g1_i1	-6.420009996	FC5	female	-2.124084628	male
TRINITY_DN131690_c0_g1_i2	-6.404315837	FC5	female	-1.618586286	male
TRINITY_DN125519_c4_g4_i2	-6.403625397	FC5	female	-0.531887407	male
TRINITY_DN121123_c0_g1_i2	-6.401721123	FC5	female	NA	male
TRINITY_DN42221_c0_g1_i1	-6.389067706	FC5	female	NA	male
TRINITY_DN128638_c0_g1_i2	-6.357892439	FC5	female	2.520536495	male
TRINITY_DN110915_c0_g2_i1	-6.353828674	FC5	female	NA	male
TRINITY_DN129105_c2_g4_i1	-6.342698315	FC5	female	NA	male
TRINITY_DN119717_c0_g1_i2	-6.34235663	FC5	female	NA	male
TRINITY_DN125054_c0_g1_i2	-6.341630787	FC5	female	NA	male
TRINITY_DN131147_c0_g2_i1	-6.336373765	FC5	female	1.228918836	male
TRINITY_DN126060_c0_g1_i1	-6.335917777	FC5	female	NA	male
TRINITY_DN49077_c0_g1_i1	-6.335505915	FC5	female	NA	male
TRINITY_DN123349_c1_g4_i2	-6.327778306	FC5	female	-0.46684902	male
TRINITY_DN111232_c0_g2_i1	-6.326198175	FC5	female	0.122390698	male
TRINITY_DN111588_c1_g2_i1	-6.318543475	FC5	female	NA	male
TRINITY_DN126495_c0_g1_i1	-6.314254405	FC5	female	-2.649909665	male
TRINITY_DN97108_c0_g1_i1	-6.308351156	FC5	female	-2.503923832	male
TRINITY_DN131183_c0_g2_i1	-6.304755017	FC5	female	NA	male
TRINITY_DN131967_c0_g1_i17	-6.293541123	FC5	female	NA	male
TRINITY_DN125963_c8_g3_i1	-6.26997346	FC5	female	NA	male
TRINITY_DN129860_c0_g3_i1	-6.267933842	FC5	female	0.118163773	male
TRINITY_DN133881_c0_g2_i1	-6.266476325	FC5	female	-1.856587177	male
TRINITY_DN97228_c0_g1_i1	-6.263436112	FC5	female	NA	male
TRINITY_DN136563_c5_g1_i2	-6.260602705	FC5	female	NA	male
TRINITY_DN130800_c1_g1_i1	-6.247490738	FC5	female	-1.250370326	male
TRINITY_DN130084_c0_g1_i1	-6.243541874	FC5	female	-3.850041626	male
TRINITY_DN22683_c0_g1_i1	-6.235003053	FC5	female	NA	male
TRINITY_DN70925_c0_g2_i1	-6.234467956	FC5	female	NA	male
TRINITY_DN101116_c0_g3_i1	-6.201670564	FC5	female	NA	male
TRINITY_DN100323_c0_g3_i1	-6.197179162	FC5	female	NA	male
TRINITY_DN124628_c0_g1_i1	-6.195202234	FC5	female	-3.135489505	male
TRINITY_DN115204_c0_g3_i1	-6.193757449	FC5	female	NA	male
TRINITY_DN193723_c0_g1_i1	-6.182939495	FC5	female	NA	male
TRINITY_DN120525_c1_g1_i6	-6.167491567	FC5	female	-2.888549366	male
TRINITY_DN115540_c0_g1_i5	-6.165325083	FC5	female	NA	male
TRINITY_DN120801_c0_g1_i2	-6.150124279	FC5	female	NA	male
TRINITY_DN126907_c4_g9_i1	-6.145602069	FC5	female	NA	male
TRINITY_DN124649_c0_g1_i1	-6.145498071	FC5	female	1.969825897	male
TRINITY_DN122072_c1_g1_i1	-6.142842141	FC5	female	-0.846283932	male
TRINITY_DN121347_c0_g1_i2	-6.107795805	FC5	female	-1.569272515	male
TRINITY_DN113614_c0_g1_i2	-6.091391934	FC5	female	-0.495670934	male
TRINITY_DN106674_c0_g1_i1	-6.082526631	FC5	female	NA	male
TRINITY_DN126214_c1_g1_i4	-6.078993193	FC5	female	NA	male
TRINITY_DN130941_c3_g2_i1	-6.078339475	FC5	female	0.574359427	male
TRINITY_DN124791_c0_g1_i1	-6.074725948	FC5	female	NA	male
TRINITY_DN122658_c0_g1_i4	-6.069932576	FC5	female	-0.737367041	male
TRINITY_DN97494_c0_g1_i1	-6.065537775	FC5	female	NA	male
TRINITY_DN111203_c1_g1_i1	-6.045224072	FC5	female	-3.615497295	male
TRINITY_DN112287_c0_g1_i1	-6.04410602	FC5	female	-0.855893373	male
TRINITY_DN131905_c3_g2_i1	-6.030788884	FC5	female	-1.604772798	male
TRINITY_DN109883_c0_g1_i1	-6.02006484	FC5	female	NA	male
TRINITY_DN89169_c0_g1_i1	-6.017455675	FC5	female	NA	male
TRINITY_DN111232_c1_g1_i1	-6.010008288	FC5	female	-0.02864252	male
TRINITY_DN92166_c0_g1_i1	-5.993116498	FC5	female	NA	male
TRINITY_DN98982_c0_g2_i1	-5.968312574	FC5	female	NA	male
TRINITY_DN116607_c0_g1_i1	-5.958436903	FC5	female	-1.113567338	male
TRINITY_DN134769_c2_g2_i3	-5.948539595	FC5	female	-0.68468224	male
TRINITY_DN115294_c0_g1_i4	-5.943056905	FC5	female	-2.5955342	male
TRINITY_DN121862_c1_g1_i1	-5.9419966	FC5	female	-1.268820672	male
TRINITY_DN131905_c3_g3_i7	-5.926942467	FC5	female	-2.077701993	male
TRINITY_DN123835_c0_g1_i1	-5.926443355	FC5	female	-2.076122015	male
TRINITY_DN125009_c0_g1_i1	-5.923560969	FC5	female	-0.95242791	male
TRINITY_DN96859_c0_g2_i1	-5.91090381	FC5	female	NA	male
TRINITY_DN124826_c0_g1_i1	-5.910186399	FC5	female	NA	male
TRINITY_DN111512_c0_g1_i1	-5.905871698	FC5	female	NA	male
TRINITY_DN29096_c0_g1_i1	-5.904520223	FC5	female	NA	male
TRINITY_DN108052_c0_g1_i1	-5.903093829	FC5	female	NA	male
TRINITY_DN97494_c0_g3_i1	-5.893986999	FC5	female	NA	male
TRINITY_DN119122_c0_g1_i3	-5.892164338	FC5	female	2.385275751	male
TRINITY_DN101072_c0_g2_i2	-5.891858286	FC5	female	4.414977818	male
TRINITY_DN132754_c0_g1_i1	-5.882915756	FC5	female	NA	male
TRINITY_DN132237_c1_g3_i2	-5.860722233	FC5	female	NA	male
TRINITY_DN126410_c3_g2_i1	-5.85947108	FC5	female	NA	male
TRINITY_DN124685_c0_g2_i1	-5.857290032	FC5	female	-1.66229817	male
TRINITY_DN127176_c3_g2_i1	-5.852474434	FC5	female	-2.716906628	male
TRINITY_DN138660_c0_g1_i1	-5.851839403	FC5	female	NA	male
TRINITY_DN113308_c0_g1_i2	-5.85097642	FC5	female	1.500510194	male
TRINITY_DN122708_c1_g6_i3	-5.846140201	FC5	female	0.766332413	male
TRINITY_DN130090_c6_g1_i1	-5.844741356	FC5	female	-3.021381611	male
TRINITY_DN125956_c4_g4_i3	-5.843149567	FC5	female	NA	male
TRINITY_DN127481_c0_g2_i1	-5.842898251	FC5	female	-2.224836995	male
TRINITY_DN121284_c0_g1_i2	-5.839172648	FC5	female	-1.064581851	male
TRINITY_DN109253_c0_g1_i1	-5.838673841	FC5	female	NA	male
TRINITY_DN133747_c0_g4_i1	-5.835852782	FC5	female	NA	male
TRINITY_DN109050_c0_g1_i1	-5.823206272	FC5	female	NA	male
TRINITY_DN133585_c11_g1_i1	-5.822750159	FC5	female	NA	male
TRINITY_DN136529_c1_g2_i1	-5.818891986	FC5	female	3.042396394	male
TRINITY_DN208554_c0_g1_i1	-5.807088244	FC5	female	2.654860978	male
TRINITY_DN128175_c8_g1_i1	-5.788209734	FC5	female	NA	male
TRINITY_DN125497_c0_g2_i1	-5.785693644	FC5	female	NA	male
TRINITY_DN95688_c0_g1_i1	-5.777852292	FC5	female	NA	male
TRINITY_DN132359_c3_g3_i1	-5.764861165	FC5	female	NA	male
TRINITY_DN128946_c0_g2_i6	-5.761713091	FC5	female	NA	male
TRINITY_DN124453_c0_g1_i4	-5.757478775	FC5	female	-1.639531374	male
TRINITY_DN116961_c0_g1_i1	-5.745151836	FC5	female	2.834229663	male
TRINITY_DN159629_c0_g1_i1	-5.739737599	FC5	female	NA	male
TRINITY_DN113319_c0_g1_i2	-5.738132371	FC5	female	NA	male
TRINITY_DN128175_c8_g5_i1	-5.735914108	FC5	female	NA	male
TRINITY_DN128077_c1_g1_i8	-5.728719345	FC5	female	NA	male
TRINITY_DN131810_c3_g8_i1	-5.715119699	FC5	female	NA	male
TRINITY_DN133387_c1_g5_i6	-5.705860354	FC5	female	-1.675620365	male
TRINITY_DN164909_c0_g1_i1	-5.701192841	FC5	female	2.405252747	male
TRINITY_DN171470_c0_g1_i1	-5.698821231	FC5	female	NA	male
TRINITY_DN107134_c0_g1_i2	-5.696890383	FC5	female	NA	male
TRINITY_DN132876_c2_g4_i1	-5.696249734	FC5	female	3.413808974	male
TRINITY_DN128960_c2_g2_i7	-5.695604477	FC5	female	-3.401903657	male
TRINITY_DN127929_c1_g1_i2	-5.694857004	FC5	female	3.205365772	male
TRINITY_DN132429_c0_g3_i7	-5.687278852	FC5	female	-2.204805532	male
TRINITY_DN106366_c0_g4_i1	-5.68569209	FC5	female	-0.646440015	male
TRINITY_DN121134_c1_g1_i6	-5.679850992	FC5	female	2.068943444	male
TRINITY_DN115534_c0_g1_i1	-5.677396463	FC5	female	NA	male
TRINITY_DN118644_c0_g1_i1	-5.655909433	FC5	female	NA	male
TRINITY_DN118639_c1_g2_i1	-5.640573819	FC5	female	NA	male
TRINITY_DN96625_c0_g1_i1	-5.63386167	FC5	female	NA	male
TRINITY_DN133440_c0_g2_i2	-5.604975425	FC5	female	0.583772886	male
TRINITY_DN128906_c5_g1_i2	-5.599581324	FC5	female	NA	male
TRINITY_DN120535_c1_g1_i5	-5.585462415	FC5	female	1.53765473	male
TRINITY_DN122021_c2_g12_i1	-5.576007738	FC5	female	NA	male
TRINITY_DN124131_c8_g4_i2	-5.568611655	FC5	female	NA	male
TRINITY_DN113538_c0_g1_i1	-5.567182238	FC5	female	1.158577097	male
TRINITY_DN129466_c1_g3_i1	-5.565714144	FC5	female	0.437980899	male
TRINITY_DN129287_c3_g2_i2	-5.55832131	FC5	female	NA	male
TRINITY_DN131777_c4_g6_i1	-5.551153969	FC5	female	NA	male
TRINITY_DN114688_c0_g1_i1	-5.54777705	FC5	female	NA	male
TRINITY_DN122021_c0_g2_i1	-5.546018606	FC5	female	-2.642429308	male
TRINITY_DN121234_c1_g1_i3	-5.542962674	FC5	female	-0.180070625	male
TRINITY_DN132624_c0_g5_i1	-5.542321547	FC5	female	NA	male
TRINITY_DN119475_c1_g2_i1	-5.541137955	FC5	female	2.518043046	male
TRINITY_DN130060_c4_g2_i1	-5.53865148	FC5	female	NA	male
TRINITY_DN111471_c0_g1_i2	-5.53509095	FC5	female	NA	male
TRINITY_DN116828_c0_g1_i1	-5.526270559	FC5	female	-0.658908023	male
TRINITY_DN133256_c3_g11_i2	-5.526089045	FC5	female	3.04827156	male
TRINITY_DN132153_c4_g2_i1	-5.508421102	FC5	female	NA	male
TRINITY_DN130378_c8_g3_i1	-5.505652761	FC5	female	NA	male
TRINITY_DN110734_c0_g1_i1	-5.499796348	FC5	female	-2.681165024	male
TRINITY_DN92629_c0_g3_i1	-5.49411567	FC5	female	NA	male
TRINITY_DN126281_c5_g1_i4	-5.490391535	FC5	female	0.063920007	male
TRINITY_DN87391_c0_g2_i1	-5.486841652	FC5	female	NA	male
TRINITY_DN113738_c0_g2_i6	-5.47813068	FC5	female	-1.047642742	male
TRINITY_DN118729_c0_g1_i1	-5.471594785	FC5	female	NA	male
TRINITY_DN57905_c0_g2_i1	-5.47117383	FC5	female	NA	male
TRINITY_DN113183_c0_g1_i2	-5.47020021	FC5	female	5.432175708	male
TRINITY_DN112272_c0_g1_i1	-5.469405574	FC5	female	-0.171866565	male
TRINITY_DN127805_c5_g1_i2	-5.467269258	FC5	female	-2.337847176	male
TRINITY_DN132624_c0_g1_i1	-5.46545864	FC5	female	NA	male
TRINITY_DN119995_c0_g1_i3	-5.463643406	FC5	female	NA	male
TRINITY_DN130591_c1_g6_i2	-5.462859361	FC5	female	-2.744839043	male
TRINITY_DN23385_c0_g2_i1	-5.460156389	FC5	female	0.585497549	male
TRINITY_DN124385_c0_g1_i1	-5.447323031	FC5	female	NA	male
TRINITY_DN43625_c0_g2_i1	-5.44581887	FC5	female	NA	male
TRINITY_DN134498_c1_g3_i1	-5.444964033	FC5	female	NA	male
TRINITY_DN132580_c2_g1_i1	-5.414129191	FC5	female	NA	male
TRINITY_DN123809_c0_g1_i2	-5.40736047	FC5	female	NA	male
TRINITY_DN128331_c2_g1_i1	-5.402303809	FC5	female	1.032510692	male
TRINITY_DN126932_c0_g1_i10	-5.397640127	FC5	female	-1.402077803	male
TRINITY_DN115297_c0_g1_i2	-5.39754008	FC5	female	-1.189532452	male
TRINITY_DN97717_c0_g2_i1	-5.376225115	FC5	female	NA	male
TRINITY_DN116845_c0_g1_i1	-5.370634217	FC5	female	0.471741006	male
TRINITY_DN107748_c0_g3_i1	-5.369390281	FC5	female	NA	male
TRINITY_DN130037_c1_g4_i6	-5.368751069	FC5	female	-1.628203939	male
TRINITY_DN214148_c0_g1_i1	-5.364914438	FC5	female	-0.593230939	male
TRINITY_DN127458_c0_g3_i2	-5.359163824	FC5	female	-0.097231967	male
TRINITY_DN127350_c2_g1_i1	-5.346034136	FC5	female	NA	male
TRINITY_DN102868_c0_g1_i4	-5.344742018	FC5	female	NA	male
TRINITY_DN129950_c0_g1_i1	-5.334288405	FC5	female	-2.842392923	male
TRINITY_DN13889_c0_g1_i1	-5.332823745	FC5	female	-0.247351386	male
TRINITY_DN118445_c0_g1_i3	-5.331358224	FC5	female	0.004002145	male
TRINITY_DN120074_c1_g2_i1	-5.323831026	FC5	female	NA	male
TRINITY_DN118204_c0_g2_i3	-5.323372646	FC5	female	NA	male
TRINITY_DN82026_c0_g1_i1	-5.323131632	FC5	female	NA	male
TRINITY_DN132360_c0_g3_i2	-5.313860387	FC5	female	NA	male
TRINITY_DN96806_c0_g2_i1	-5.311768984	FC5	female	-2.404986452	male
TRINITY_DN119447_c0_g1_i2	-5.302101076	FC5	female	NA	male
TRINITY_DN123405_c0_g1_i1	-5.300404829	FC5	female	NA	male
TRINITY_DN127961_c1_g13_i1	-5.299304134	FC5	female	NA	male
TRINITY_DN98655_c0_g1_i1	-5.293066236	FC5	female	1.007493316	male
TRINITY_DN121732_c0_g1_i1	-5.280747056	FC5	female	-1.427625923	male
TRINITY_DN130083_c0_g1_i1	-5.277199913	FC5	female	NA	male
TRINITY_DN115228_c0_g1_i1	-5.270541746	FC5	female	-2.629498813	male
TRINITY_DN118179_c0_g1_i1	-5.26447468	FC5	female	-1.424350565	male
TRINITY_DN98355_c0_g1_i1	-5.264241075	FC5	female	NA	male
TRINITY_DN130482_c0_g1_i4	-5.254062585	FC5	female	-0.270976074	male
TRINITY_DN43625_c0_g1_i1	-5.246164398	FC5	female	2.757877551	male
TRINITY_DN125443_c0_g2_i1	-5.243271127	FC5	female	NA	male
TRINITY_DN126408_c2_g1_i1	-5.233661636	FC5	female	-4.051014153	male
TRINITY_DN120000_c0_g1_i1	-5.214895559	FC5	female	-0.433392379	male
TRINITY_DN79303_c0_g1_i1	-5.213792191	FC5	female	NA	male
TRINITY_DN135842_c7_g1_i1	-5.213730222	FC5	female	NA	male
TRINITY_DN115649_c0_g1_i2	-5.199981597	FC5	female	NA	male
TRINITY_DN152314_c0_g1_i1	-5.196412349	FC5	female	NA	male
TRINITY_DN136556_c12_g2_i1	-5.189938206	FC5	female	NA	male
TRINITY_DN120550_c0_g2_i1	-5.183545425	FC5	female	-2.224613461	male
TRINITY_DN128968_c0_g1_i3	-5.183295823	FC5	female	-2.089263691	male
TRINITY_DN79145_c1_g1_i1	-5.178592651	FC5	female	NA	male
TRINITY_DN116783_c0_g3_i4	-5.177783211	FC5	female	-0.892438508	male
TRINITY_DN120412_c0_g1_i2	-5.169917312	FC5	female	1.228849251	male
TRINITY_DN198609_c0_g2_i1	-5.16129264	FC5	female	NA	male
TRINITY_DN98838_c0_g1_i2	-5.158754438	FC5	female	-0.094785716	male
TRINITY_DN104496_c0_g2_i1	-5.154043702	FC5	female	-3.631799319	male
TRINITY_DN123633_c0_g1_i1	-5.1499522	FC5	female	-3.675396348	male
TRINITY_DN120473_c0_g1_i2	-5.146783824	FC5	female	1.301301001	male
TRINITY_DN125333_c0_g1_i1	-5.140661183	FC5	female	1.766311711	male
TRINITY_DN120453_c0_g1_i1	-5.136439258	FC5	female	-2.666706298	male
TRINITY_DN85329_c0_g1_i1	-5.126283591	FC5	female	NA	male
TRINITY_DN122073_c0_g2_i6	-5.124719253	FC5	female	0.41972404	male
TRINITY_DN121083_c0_g1_i2	-5.099260603	FC5	female	NA	male
TRINITY_DN124055_c0_g1_i1	-5.099019693	FC5	female	NA	male
TRINITY_DN120812_c0_g1_i2	-5.096299527	FC5	female	NA	male
TRINITY_DN128427_c0_g2_i2	-5.085309784	FC5	female	0.375097368	male
TRINITY_DN130368_c5_g2_i1	-5.078155383	FC5	female	-0.217855385	male
TRINITY_DN123537_c0_g3_i1	-5.071666604	FC5	female	NA	male
TRINITY_DN106366_c0_g5_i1	-5.069764019	FC5	female	1.332270028	male
TRINITY_DN131591_c3_g2_i1	-5.065318644	FC5	female	1.639593753	male
TRINITY_DN101592_c0_g2_i1	-5.063148526	FC5	female	NA	male
TRINITY_DN120873_c2_g2_i1	-5.052631016	FC5	female	-0.537147059	male
TRINITY_DN119683_c0_g1_i1	-5.048997418	FC5	female	NA	male
TRINITY_DN122167_c0_g1_i8	-5.04264359	FC5	female	3.757081321	male
TRINITY_DN123123_c2_g1_i6	-5.038608137	FC5	female	-0.085649952	male
TRINITY_DN131183_c0_g1_i4	-5.037275364	FC5	female	0.226185746	male
TRINITY_DN136034_c0_g2_i1	-5.034518091	FC5	female	0.018626555	male
TRINITY_DN111820_c0_g1_i5	-5.029044963	FC5	female	0.153518327	male
TRINITY_DN115323_c1_g1_i1	-5.024281697	FC5	female	0.263839321	male
TRINITY_DN127907_c0_g1_i4	-5.019475161	FC5	female	-0.839886888	male
TRINITY_DN127481_c0_g1_i3	-5.008295645	FC5	female	-2.373139791	male
TRINITY_DN125104_c0_g8_i5	-4.996571793	FC3	female	1.133579215	male
TRINITY_DN112598_c0_g2_i1	-4.988382004	FC3	female	3.199961323	male
TRINITY_DN71765_c0_g1_i2	-4.973350987	FC3	female	NA	male
TRINITY_DN135986_c0_g2_i1	-4.972265292	FC3	female	0.112331604	male
TRINITY_DN114443_c0_g1_i1	-4.959791819	FC3	female	-0.713689426	male
TRINITY_DN129954_c3_g1_i1	-4.955043699	FC3	female	NA	male
TRINITY_DN129609_c0_g2_i1	-4.9523674	FC3	female	-1.666669123	male
TRINITY_DN124703_c0_g1_i1	-4.948236391	FC3	female	-2.356635125	male
TRINITY_DN129121_c4_g14_i1	-4.947940971	FC3	female	NA	male
TRINITY_DN130965_c1_g1_i1	-4.942360867	FC3	female	NA	male
TRINITY_DN103900_c0_g2_i1	-4.939653176	FC3	female	NA	male
TRINITY_DN116220_c0_g1_i1	-4.939349896	FC3	female	NA	male
TRINITY_DN118251_c0_g1_i4	-4.938773813	FC3	female	-1.965864811	male
TRINITY_DN131645_c7_g1_i3	-4.936138633	FC3	female	-3.543991766	male
TRINITY_DN124854_c0_g1_i5	-4.932028774	FC3	female	0.460186233	male
TRINITY_DN129378_c1_g1_i1	-4.931108758	FC3	female	NA	male
TRINITY_DN127328_c1_g4_i6	-4.930580162	FC3	female	2.847167506	male
TRINITY_DN132592_c1_g1_i3	-4.929494615	FC3	female	NA	male
TRINITY_DN109929_c0_g1_i1	-4.927081209	FC3	female	2.979320216	male
TRINITY_DN132005_c0_g3_i2	-4.911407947	FC3	female	-2.390255093	male
TRINITY_DN44990_c0_g1_i1	-4.906310054	FC3	female	NA	male
TRINITY_DN123922_c0_g1_i1	-4.904289757	FC3	female	-3.070403916	male
TRINITY_DN128560_c0_g1_i1	-4.896992053	FC3	female	0.318357951	male
TRINITY_DN89374_c0_g2_i1	-4.873154942	FC3	female	1.454903116	male
TRINITY_DN127319_c1_g1_i1	-4.872302848	FC3	female	-2.047621241	male
TRINITY_DN134591_c2_g1_i2	-4.848702752	FC3	female	-0.786000306	male
TRINITY_DN122021_c0_g1_i1	-4.832291706	FC3	female	NA	male
TRINITY_DN129291_c3_g4_i1	-4.832175749	FC3	female	NA	male
TRINITY_DN129650_c4_g1_i1	-4.832002362	FC3	female	-0.676233388	male
TRINITY_DN123951_c0_g1_i1	-4.828193171	FC3	female	-0.851297274	male
TRINITY_DN183312_c0_g1_i1	-4.824856461	FC3	female	NA	male
TRINITY_DN96472_c0_g1_i1	-4.811346276	FC3	female	NA	male
TRINITY_DN119921_c0_g1_i3	-4.794057872	FC3	female	-2.9041699	male
TRINITY_DN134881_c1_g2_i1	-4.790735799	FC3	female	NA	male
TRINITY_DN134297_c1_g1_i1	-4.785092188	FC3	female	1.235668854	male
TRINITY_DN121785_c0_g2_i1	-4.779792902	FC3	female	-0.04361509	male
TRINITY_DN111316_c0_g1_i1	-4.779709903	FC3	female	0.811663212	male
TRINITY_DN127365_c2_g2_i1	-4.777849925	FC3	female	NA	male
TRINITY_DN123809_c0_g2_i2	-4.777204863	FC3	female	NA	male
TRINITY_DN112321_c0_g1_i1	-4.775321474	FC3	female	NA	male
TRINITY_DN119480_c0_g1_i1	-4.764570451	FC3	female	-2.775265478	male
TRINITY_DN140343_c0_g1_i1	-4.759838799	FC3	female	-2.067003653	male
TRINITY_DN115622_c0_g2_i1	-4.74757064	FC3	female	NA	male
TRINITY_DN44943_c0_g2_i1	-4.746593316	FC3	female	NA	male
TRINITY_DN122053_c1_g2_i1	-4.744499022	FC3	female	-2.773091575	male
TRINITY_DN116302_c0_g1_i3	-4.742485301	FC3	female	-1.674836761	male
TRINITY_DN120749_c0_g1_i3	-4.742335648	FC3	female	0.46222439	male
TRINITY_DN119962_c0_g1_i5	-4.735153718	FC3	female	-1.523909035	male
TRINITY_DN129243_c2_g1_i1	-4.732830363	FC3	female	0.278190293	male
TRINITY_DN122000_c1_g3_i2	-4.722445029	FC3	female	-2.1804851	male
TRINITY_DN117624_c0_g1_i1	-4.722304696	FC3	female	-1.541858962	male
TRINITY_DN136486_c0_g2_i1	-4.71980093	FC3	female	0.563037587	male
TRINITY_DN124978_c1_g1_i1	-4.719334048	FC3	female	-2.199300657	male
TRINITY_DN118387_c0_g3_i2	-4.71365948	FC3	female	1.774096007	male
TRINITY_DN129561_c4_g1_i11	-4.698058632	FC3	female	NA	male
TRINITY_DN165533_c0_g1_i1	-4.688211056	FC3	female	NA	male
TRINITY_DN119389_c0_g2_i4	-4.684380166	FC3	female	1.537749478	male
TRINITY_DN129730_c0_g1_i2	-4.68350617	FC3	female	0.026748818	male
TRINITY_DN121481_c0_g2_i1	-4.677812917	FC3	female	-3.793440558	male
TRINITY_DN133267_c3_g1_i2	-4.672845688	FC3	female	NA	male
TRINITY_DN96740_c0_g3_i1	-4.672617382	FC3	female	NA	male
TRINITY_DN136034_c0_g1_i4	-4.66968761	FC3	female	1.463906314	male
TRINITY_DN43691_c0_g1_i1	-4.658146576	FC3	female	NA	male
TRINITY_DN124155_c0_g1_i1	-4.654247723	FC3	female	-1.400989088	male
TRINITY_DN90684_c0_g2_i1	-4.651840447	FC3	female	NA	male
TRINITY_DN120569_c0_g1_i1	-4.64850231	FC3	female	0.005497234	male
TRINITY_DN118473_c0_g2_i1	-4.647357096	FC3	female	-3.935420119	male
TRINITY_DN114835_c0_g1_i1	-4.645834136	FC3	female	-2.263863023	male
TRINITY_DN96802_c0_g1_i1	-4.641968545	FC3	female	0.800696551	male
TRINITY_DN135966_c1_g1_i10	-4.636822027	FC3	female	1.860638642	male
TRINITY_DN135743_c0_g2_i1	-4.630544	FC3	female	-1.103470601	male
TRINITY_DN122149_c0_g1_i1	-4.628506024	FC3	female	-0.24190199	male
TRINITY_DN125277_c0_g1_i1	-4.62513311	FC3	female	-1.256483939	male
TRINITY_DN129119_c0_g2_i2	-4.620030914	FC3	female	-0.572434695	male
TRINITY_DN131258_c0_g1_i1	-4.608751176	FC3	female	0.980658701	male
TRINITY_DN123046_c0_g1_i1	-4.608226152	FC3	female	1.536187925	male
TRINITY_DN124226_c0_g1_i1	-4.606138781	FC3	female	-1.074176162	male
TRINITY_DN127706_c0_g1_i2	-4.604573483	FC3	female	-0.394569051	male
TRINITY_DN62962_c0_g2_i1	-4.603499372	FC3	female	0.930394452	male
TRINITY_DN136580_c0_g1_i1	-4.587964723	FC3	female	-3.992494185	male
TRINITY_DN133251_c3_g4_i1	-4.586538142	FC3	female	NA	male
TRINITY_DN133326_c4_g1_i2	-4.582934255	FC3	female	0.528194618	male
TRINITY_DN118155_c0_g1_i1	-4.578633612	FC3	female	NA	male
TRINITY_DN119475_c1_g1_i1	-4.578359216	FC3	female	NA	male
TRINITY_DN91592_c1_g1_i1	-4.578149302	FC3	female	-2.331065691	male
TRINITY_DN116538_c1_g3_i1	-4.577827549	FC3	female	NA	male
TRINITY_DN125468_c0_g2_i7	-4.574558442	FC3	female	0.212951672	male
TRINITY_DN127250_c1_g3_i2	-4.574423161	FC3	female	2.36292156	male
TRINITY_DN132030_c0_g1_i2	-4.572618062	FC3	female	-1.156904779	male
TRINITY_DN114909_c0_g1_i4	-4.570229736	FC3	female	-2.863856237	male
TRINITY_DN124938_c5_g4_i5	-4.568506139	FC3	female	-0.182804561	male
TRINITY_DN123695_c0_g4_i2	-4.56782734	FC3	female	-2.266093672	male
TRINITY_DN127175_c5_g3_i2	-4.565878123	FC3	female	1.749073072	male
TRINITY_DN127532_c0_g1_i2	-4.564746729	FC3	female	-2.594115252	male
TRINITY_DN116951_c0_g1_i1	-4.564503661	FC3	female	1.620017528	male
TRINITY_DN130331_c2_g1_i1	-4.56051679	FC3	female	-1.284858017	male
TRINITY_DN174417_c0_g1_i1	-4.559464408	FC3	female	-0.450275578	male
TRINITY_DN129649_c3_g1_i3	-4.55943791	FC3	female	0.440484921	male
TRINITY_DN119290_c0_g1_i1	-4.558068499	FC3	female	1.100339056	male
TRINITY_DN108717_c0_g1_i5	-4.55535968	FC3	female	0.003270736	male
TRINITY_DN122715_c2_g2_i1	-4.552412822	FC3	female	NA	male
TRINITY_DN133287_c0_g2_i1	-4.551946242	FC3	female	NA	male
TRINITY_DN122694_c0_g1_i1	-4.54926712	FC3	female	NA	male
TRINITY_DN105601_c0_g1_i1	-4.548541026	FC3	female	2.697711981	male
TRINITY_DN128335_c3_g2_i1	-4.547719154	FC3	female	3.318885764	male
TRINITY_DN123962_c3_g1_i1	-4.544458348	FC3	female	NA	male
TRINITY_DN130192_c1_g2_i1	-4.542364877	FC3	female	0.122091395	male
TRINITY_DN121089_c2_g1_i1	-4.541473105	FC3	female	1.315903603	male
TRINITY_DN134442_c2_g1_i1	-4.539073334	FC3	female	NA	male
TRINITY_DN128177_c0_g2_i1	-4.537346471	FC3	female	-5.197201284	male
TRINITY_DN114817_c0_g1_i3	-4.534760338	FC3	female	1.213894628	male
TRINITY_DN135854_c3_g3_i3	-4.534119334	FC3	female	-0.203345965	male
TRINITY_DN180723_c0_g1_i1	-4.531293216	FC3	female	-0.291319794	male
