gid	cutoff	co_sb	log2meanXY	group1
TRINITY_DN127367_c2_g1_i1	3	male	6.450079525	meanmale
TRINITY_DN127369_c0_g3_i2	1	male	0.399191541	meanmale
TRINITY_DN127370_c1_g7_i1	3	male	2.323944248	meanmale
TRINITY_DN127386_c0_g1_i14	1	male	2.907202576	meanmale
TRINITY_DN127386_c0_g6_i1	1	male	1.449661104	meanmale
TRINITY_DN127397_c3_g4_i1	1	male	2.164347806	meanmale
TRINITY_DN127402_c0_g1_i1	5	male	4.131750341	meanmale
TRINITY_DN127403_c1_g2_i1	1	male	1.84677859	meanmale
TRINITY_DN127403_c4_g1_i3	1	male	1.982374306	meanmale
TRINITY_DN127405_c3_g1_i1	1	male	1.57313562	meanmale
TRINITY_DN127408_c0_g2_i3	1	male	0.959959537	meanmale
TRINITY_DN127413_c1_g1_i1	1	male	4.833852616	meanmale
TRINITY_DN127413_c1_g2_i2	1	male	5.884802578	meanmale
TRINITY_DN127422_c1_g1_i1	1	male	1.895943933	meanmale
TRINITY_DN127424_c0_g1_i3	1	male	3.285385111	meanmale
TRINITY_DN127429_c4_g2_i7	1	male	2.190296876	meanmale
TRINITY_DN127437_c3_g1_i2	1	male	3.269051523	meanmale
TRINITY_DN127444_c1_g1_i2	1	male	1.622298363	meanmale
TRINITY_DN127445_c1_g1_i2	1	male	4.68674492	meanmale
TRINITY_DN127453_c4_g1_i2	1	male	4.278990169	meanmale
TRINITY_DN127456_c0_g1_i5	1	male	1.920575724	meanmale
TRINITY_DN127460_c5_g2_i1	1	male	1.574099988	meanmale
TRINITY_DN127462_c4_g2_i1	3	male	1.015277983	meanmale
TRINITY_DN127469_c6_g2_i1	1	male	1.897292578	meanmale
TRINITY_DN127471_c0_g1_i1	1	male	1.927682941	meanmale
TRINITY_DN127476_c0_g1_i2	7	male	4.399966958	meanmale
TRINITY_DN127484_c0_g1_i1	5	male	5.340079438	meanmale
TRINITY_DN127484_c0_g2_i1	1	male	1.715644154	meanmale
TRINITY_DN127487_c0_g1_i1	1	male	2.472403476	meanmale
TRINITY_DN127493_c0_g3_i4	1	male	3.129897502	meanmale
TRINITY_DN127495_c2_g5_i2	1	male	0.96543653	meanmale
TRINITY_DN127496_c4_g2_i2	1	male	0.508508471	meanmale
TRINITY_DN127498_c0_g1_i1	1	male	-0.545790075	meanmale
TRINITY_DN127500_c8_g1_i1	1	male	1.638339991	meanmale
TRINITY_DN127501_c0_g1_i1	1	male	6.005458391	meanmale
TRINITY_DN127502_c1_g2_i1	1	male	4.811007379	meanmale
TRINITY_DN127503_c10_g8_i1	1	male	2.842337743	meanmale
TRINITY_DN127503_c6_g1_i1	1	male	2.499815605	meanmale
TRINITY_DN127512_c7_g3_i1	1	male	1.672662354	meanmale
TRINITY_DN127512_c7_g4_i3	1	male	3.119600669	meanmale
TRINITY_DN127517_c0_g1_i2	1	male	0.224199343	meanmale
TRINITY_DN127520_c0_g3_i7	1	male	7.307956537	meanmale
TRINITY_DN127521_c6_g1_i1	1	male	5.011602311	meanmale
TRINITY_DN127523_c1_g2_i1	1	male	3.19424545	meanmale
TRINITY_DN127525_c2_g1_i6	1	male	3.236853802	meanmale
TRINITY_DN127525_c3_g1_i1	1	male	5.70854442	meanmale
TRINITY_DN127527_c1_g4_i4	1	male	1.93821926	meanmale
TRINITY_DN127531_c0_g1_i1	1	male	1.077615974	meanmale
TRINITY_DN127534_c3_g1_i3	1	male	1.963633839	meanmale
TRINITY_DN127539_c4_g3_i4	5	male	2.236047654	meanmale
TRINITY_DN127546_c0_g1_i2	1	male	4.02484128	meanmale
TRINITY_DN127547_c0_g2_i3	1	male	1.63006274	meanmale
TRINITY_DN127549_c0_g1_i1	1	male	3.170381445	meanmale
TRINITY_DN127554_c1_g1_i1	3	male	5.207475141	meanmale
TRINITY_DN127554_c1_g2_i1	3	male	5.302128418	meanmale
TRINITY_DN127557_c4_g1_i2	1	male	1.166264905	meanmale
TRINITY_DN127557_c7_g2_i1	1	male	3.918111094	meanmale
TRINITY_DN127561_c4_g2_i1	1	male	4.067179525	meanmale
TRINITY_DN127561_c5_g1_i1	1	male	4.262566716	meanmale
TRINITY_DN127565_c0_g1_i1	1	male	0.984084139	meanmale
TRINITY_DN127565_c0_g3_i1	1	male	1.855122914	meanmale
TRINITY_DN127567_c6_g2_i1	1	male	9.755460893	meanmale
TRINITY_DN127570_c4_g1_i11	1	male	3.217021809	meanmale
TRINITY_DN127579_c0_g1_i1	1	male	1.824590259	meanmale
TRINITY_DN127590_c7_g9_i1	1	male	-0.105879271	meanmale
TRINITY_DN127591_c1_g1_i1	1	male	6.298685341	meanmale
TRINITY_DN127594_c4_g2_i1	1	male	4.173398551	meanmale
TRINITY_DN127599_c2_g2_i1	3	male	1.324301052	meanmale
TRINITY_DN127599_c2_g3_i3	3	male	1.808024025	meanmale
TRINITY_DN127602_c1_g1_i1	1	male	3.444580591	meanmale
TRINITY_DN127604_c4_g2_i1	3	male	5.286269785	meanmale
TRINITY_DN127605_c5_g1_i1	5	male	3.696671884	meanmale
TRINITY_DN127605_c5_g3_i1	3	male	3.063501356	meanmale
TRINITY_DN127606_c1_g1_i4	1	male	1.844270208	meanmale
TRINITY_DN127610_c1_g1_i3	1	male	4.845184004	meanmale
TRINITY_DN127615_c0_g3_i1	1	male	2.424192711	meanmale
TRINITY_DN127621_c0_g1_i1	1	male	2.411952826	meanmale
TRINITY_DN127622_c2_g2_i1	1	male	1.555209184	meanmale
TRINITY_DN127623_c0_g1_i8	1	male	3.831464008	meanmale
TRINITY_DN127623_c0_g2_i2	1	male	6.008546925	meanmale
TRINITY_DN127623_c0_g3_i1	1	male	4.996129302	meanmale
TRINITY_DN127626_c0_g3_i1	1	male	10.90235449	meanmale
TRINITY_DN127636_c4_g1_i1	1	male	-0.465564471	meanmale
TRINITY_DN127636_c6_g3_i2	1	male	12.42451819	meanmale
TRINITY_DN127637_c0_g1_i1	1	male	6.787800497	meanmale
TRINITY_DN127646_c0_g3_i3	1	male	4.350083467	meanmale
TRINITY_DN127646_c0_g5_i1	1	male	3.838579526	meanmale
TRINITY_DN127646_c0_g7_i1	1	male	5.829033036	meanmale
TRINITY_DN127647_c0_g1_i3	3	male	9.611016461	meanmale
TRINITY_DN127650_c5_g1_i2	5	male	6.995616169	meanmale
TRINITY_DN127676_c1_g2_i1	1	male	1.056556866	meanmale
TRINITY_DN127676_c1_g3_i5	3	male	1.34033051	meanmale
TRINITY_DN127680_c4_g2_i3	1	male	11.2450561	meanmale
TRINITY_DN127684_c3_g4_i1	7	male	4.704425096	meanmale
TRINITY_DN127692_c3_g2_i1	1	male	1.384918162	meanmale
TRINITY_DN127692_c3_g3_i2	1	male	1.31300023	meanmale
TRINITY_DN127696_c2_g1_i1	3	male	0.967038198	meanmale
TRINITY_DN127698_c2_g3_i1	1	male	2.652910642	meanmale
TRINITY_DN127701_c2_g2_i1	1	male	3.116452362	meanmale
TRINITY_DN127701_c2_g6_i3	1	male	1.632172134	meanmale
TRINITY_DN127704_c5_g1_i3	1	male	4.158281831	meanmale
TRINITY_DN127706_c0_g5_i2	1	male	2.426653984	meanmale
TRINITY_DN127713_c2_g2_i1	1	male	0.818911242	meanmale
TRINITY_DN127717_c0_g1_i1	1	male	2.714733231	meanmale
TRINITY_DN127719_c0_g1_i2	1	male	5.349430193	meanmale
TRINITY_DN127724_c1_g4_i5	1	male	4.883622805	meanmale
TRINITY_DN127736_c7_g1_i2	1	male	1.877892071	meanmale
TRINITY_DN127742_c4_g3_i2	1	male	5.884679809	meanmale
TRINITY_DN127742_c4_g4_i1	1	male	7.227659782	meanmale
TRINITY_DN127743_c1_g2_i1	1	male	6.328159551	meanmale
TRINITY_DN127745_c0_g1_i1	1	male	4.195954019	meanmale
TRINITY_DN127747_c0_g6_i1	1	male	3.202804912	meanmale
TRINITY_DN127748_c3_g5_i7	1	male	3.107359042	meanmale
TRINITY_DN127751_c6_g2_i1	3	male	0.771454242	meanmale
TRINITY_DN127752_c0_g1_i1	1	male	3.272757335	meanmale
TRINITY_DN127757_c0_g1_i1	1	male	1.988248635	meanmale
TRINITY_DN127758_c1_g1_i2	1	male	4.781149556	meanmale
TRINITY_DN127761_c0_g1_i1	1	male	1.427080401	meanmale
TRINITY_DN127781_c0_g1_i5	1	male	0.874425423	meanmale
TRINITY_DN127785_c0_g1_i7	1	male	1.179642296	meanmale
TRINITY_DN127786_c0_g1_i1	1	male	0.175290567	meanmale
TRINITY_DN127787_c0_g1_i3	1	male	-0.532753427	meanmale
TRINITY_DN127788_c1_g2_i2	1	male	1.375642515	meanmale
TRINITY_DN127800_c0_g1_i1	1	male	1.619647913	meanmale
TRINITY_DN127800_c0_g2_i1	1	male	1.250448542	meanmale
TRINITY_DN127807_c0_g1_i3	1	male	3.961996983	meanmale
TRINITY_DN127818_c1_g3_i4	1	male	2.050253088	meanmale
TRINITY_DN127824_c2_g1_i1	1	male	1.035749851	meanmale
TRINITY_DN127827_c0_g1_i4	1	male	3.573806403	meanmale
TRINITY_DN127827_c0_g2_i1	1	male	2.301588849	meanmale
TRINITY_DN127827_c0_g3_i2	1	male	1.879617462	meanmale
TRINITY_DN127830_c0_g1_i2	1	male	0.287421119	meanmale
TRINITY_DN127832_c3_g1_i1	1	male	5.413687103	meanmale
TRINITY_DN127834_c3_g5_i8	3	male	1.367288747	meanmale
TRINITY_DN127838_c10_g4_i1	3	male	0.680153928	meanmale
TRINITY_DN127846_c4_g4_i1	1	male	12.85367495	meanmale
TRINITY_DN127848_c5_g1_i1	1	male	1.494776005	meanmale
TRINITY_DN127861_c1_g3_i1	1	male	8.408946006	meanmale
TRINITY_DN127865_c0_g1_i3	1	male	10.76777419	meanmale
TRINITY_DN127869_c0_g1_i2	1	male	6.721533716	meanmale
TRINITY_DN127870_c2_g3_i1	1	male	3.629127766	meanmale
TRINITY_DN127874_c4_g1_i1	3	male	3.133528332	meanmale
TRINITY_DN127874_c4_g3_i1	3	male	2.281394182	meanmale
TRINITY_DN127874_c6_g1_i1	1	male	1.83745649	meanmale
TRINITY_DN127874_c6_g3_i1	1	male	2.338432814	meanmale
TRINITY_DN127877_c4_g3_i1	3	male	2.732013644	meanmale
TRINITY_DN127882_c7_g3_i1	1	male	2.130005711	meanmale
TRINITY_DN127882_c8_g2_i2	1	male	0.976380784	meanmale
TRINITY_DN127885_c0_g1_i1	1	male	2.115430801	meanmale
TRINITY_DN127888_c0_g2_i1	3	male	-0.539447168	meanmale
TRINITY_DN127891_c2_g1_i1	3	male	2.621676224	meanmale
TRINITY_DN127896_c0_g1_i2	3	male	2.42976984	meanmale
TRINITY_DN127915_c4_g3_i1	1	male	0.237367738	meanmale
TRINITY_DN127919_c0_g2_i9	1	male	-1.260909173	meanmale
TRINITY_DN127920_c0_g1_i1	1	male	4.210520102	meanmale
TRINITY_DN127922_c2_g2_i2	1	male	-0.021004346	meanmale
TRINITY_DN127927_c0_g2_i1	1	male	1.789856513	meanmale
TRINITY_DN127929_c1_g3_i4	1	male	6.703059659	meanmale
TRINITY_DN127930_c0_g1_i1	1	male	0.859398964	meanmale
TRINITY_DN127939_c0_g1_i4	1	male	5.740778003	meanmale
TRINITY_DN127960_c0_g3_i11	5	male	7.541248558	meanmale
TRINITY_DN127973_c5_g1_i1	1	male	2.249919597	meanmale
TRINITY_DN127978_c6_g1_i2	1	male	3.786130267	meanmale
TRINITY_DN127985_c0_g1_i2	1	male	2.520949793	meanmale
TRINITY_DN127990_c0_g1_i1	1	male	1.559574529	meanmale
TRINITY_DN127990_c0_g3_i4	1	male	2.418360169	meanmale
TRINITY_DN127993_c2_g2_i2	1	male	5.60929792	meanmale
TRINITY_DN127994_c1_g1_i1	1	male	1.102319087	meanmale
TRINITY_DN127998_c1_g5_i6	1	male	3.373265644	meanmale
TRINITY_DN127999_c10_g6_i2	3	male	2.742899448	meanmale
TRINITY_DN128003_c0_g1_i10	1	male	3.117028778	meanmale
TRINITY_DN128011_c1_g2_i2	1	male	2.664449803	meanmale
TRINITY_DN128013_c5_g1_i1	1	male	6.48262455	meanmale
TRINITY_DN128025_c3_g1_i1	1	male	1.559850666	meanmale
TRINITY_DN128027_c3_g2_i2	3	male	4.612596016	meanmale
TRINITY_DN128029_c0_g1_i1	1	male	1.964449865	meanmale
TRINITY_DN128039_c0_g1_i2	1	male	1.299650453	meanmale
TRINITY_DN128042_c2_g2_i1	5	male	5.929167076	meanmale
TRINITY_DN128048_c4_g3_i1	1	male	2.296650448	meanmale
TRINITY_DN128049_c3_g3_i1	1	male	1.913284736	meanmale
TRINITY_DN128049_c4_g1_i1	5	male	4.040172659	meanmale
TRINITY_DN128051_c7_g1_i5	1	male	1.332449581	meanmale
TRINITY_DN128054_c7_g2_i1	1	male	3.462499916	meanmale
TRINITY_DN128061_c1_g1_i1	1	male	4.105207817	meanmale
TRINITY_DN128064_c0_g1_i2	1	male	3.13142711	meanmale
TRINITY_DN128071_c0_g1_i3	1	male	1.14896316	meanmale
TRINITY_DN128082_c2_g11_i1	1	male	2.109851115	meanmale
TRINITY_DN128082_c2_g14_i1	1	male	1.893776458	meanmale
TRINITY_DN128082_c2_g8_i1	1	male	3.185435861	meanmale
TRINITY_DN128089_c1_g2_i1	1	male	1.45933848	meanmale
TRINITY_DN128092_c3_g2_i1	1	male	4.580765623	meanmale
TRINITY_DN128093_c0_g1_i1	1	male	1.690077236	meanmale
TRINITY_DN128096_c4_g6_i1	1	male	2.348768021	meanmale
TRINITY_DN128100_c0_g1_i9	1	male	0.805876864	meanmale
TRINITY_DN128101_c1_g3_i2	1	male	6.877338899	meanmale
TRINITY_DN128101_c2_g3_i3	1	male	1.41551258	meanmale
TRINITY_DN128103_c1_g1_i1	1	male	2.958759306	meanmale
TRINITY_DN128103_c4_g1_i13	1	male	1.925490058	meanmale
TRINITY_DN128112_c3_g1_i2	1	male	2.428867505	meanmale
TRINITY_DN128113_c6_g1_i1	3	male	5.498669704	meanmale
TRINITY_DN128113_c6_g2_i3	3	male	6.882290522	meanmale
TRINITY_DN128117_c4_g2_i1	1	male	2.629321557	meanmale
TRINITY_DN128119_c1_g1_i2	1	male	11.54566238	meanmale
TRINITY_DN128122_c0_g1_i3	1	male	3.782789147	meanmale
TRINITY_DN128122_c0_g2_i1	1	male	4.275922029	meanmale
TRINITY_DN128124_c7_g1_i1	1	male	2.634793672	meanmale
TRINITY_DN128125_c2_g1_i3	1	male	3.315252153	meanmale
TRINITY_DN128125_c2_g2_i1	1	male	5.195601159	meanmale
TRINITY_DN128126_c1_g2_i1	1	male	0.989016702	meanmale
TRINITY_DN128130_c4_g11_i1	3	male	1.391512386	meanmale
TRINITY_DN128130_c4_g4_i1	1	male	0.876962099	meanmale
TRINITY_DN128130_c4_g8_i1	1	male	3.358705486	meanmale
TRINITY_DN128134_c0_g1_i3	1	male	4.614653892	meanmale
TRINITY_DN128144_c3_g1_i5	3	male	2.712087593	meanmale
TRINITY_DN128148_c0_g29_i1	1	male	1.683479079	meanmale
TRINITY_DN128148_c0_g9_i1	1	male	2.02253419	meanmale
TRINITY_DN128150_c9_g1_i2	1	male	2.834447007	meanmale
TRINITY_DN128151_c3_g2_i2	3	male	1.408818966	meanmale
TRINITY_DN128153_c0_g1_i2	1	male	0.780930714	meanmale
TRINITY_DN128156_c1_g2_i4	1	male	3.284856082	meanmale
TRINITY_DN128166_c0_g1_i1	1	male	-0.164895204	meanmale
TRINITY_DN128168_c0_g1_i1	1	male	4.365844096	meanmale
TRINITY_DN128172_c3_g5_i1	1	male	7.459622463	meanmale
TRINITY_DN128175_c7_g1_i2	3	male	2.098071593	meanmale
TRINITY_DN128184_c1_g1_i1	1	male	2.220089373	meanmale
TRINITY_DN128189_c0_g2_i4	1	male	3.280535885	meanmale
TRINITY_DN128189_c0_g3_i4	1	male	3.24731419	meanmale
TRINITY_DN128193_c0_g1_i1	1	male	1.272085597	meanmale
TRINITY_DN128193_c1_g1_i1	1	male	3.573532202	meanmale
TRINITY_DN128197_c7_g1_i3	1	male	5.0080068	meanmale
TRINITY_DN128199_c1_g1_i1	1	male	7.546620254	meanmale
TRINITY_DN128200_c1_g1_i5	1	male	4.226806836	meanmale
TRINITY_DN128202_c1_g2_i2	1	male	1.992763272	meanmale
TRINITY_DN128203_c2_g1_i10	3	male	2.014606524	meanmale
TRINITY_DN128205_c1_g3_i4	5	male	3.424223635	meanmale
TRINITY_DN128205_c1_g4_i5	5	male	3.091281241	meanmale
TRINITY_DN128207_c2_g4_i1	1	male	1.874106181	meanmale
TRINITY_DN128209_c1_g2_i5	1	male	5.142995616	meanmale
TRINITY_DN128219_c3_g5_i1	1	male	4.535492841	meanmale
TRINITY_DN128222_c3_g3_i1	1	male	4.279027903	meanmale
TRINITY_DN128228_c0_g2_i1	1	male	1.130631169	meanmale
TRINITY_DN128246_c0_g4_i2	1	male	1.866780982	meanmale
TRINITY_DN128246_c0_g5_i3	1	male	3.101669286	meanmale
TRINITY_DN128253_c0_g1_i4	1	male	5.046656993	meanmale
TRINITY_DN128253_c0_g2_i1	1	male	4.396695975	meanmale
TRINITY_DN128254_c2_g5_i1	1	male	1.866274466	meanmale
TRINITY_DN128257_c6_g2_i9	3	male	3.428725768	meanmale
TRINITY_DN128263_c0_g1_i1	1	male	5.021914861	meanmale
TRINITY_DN128268_c3_g7_i1	3	male	1.307970847	meanmale
TRINITY_DN128274_c3_g1_i4	1	male	5.764157849	meanmale
TRINITY_DN128277_c0_g3_i1	3	male	-0.280453115	meanmale
TRINITY_DN128284_c0_g1_i3	3	male	-0.425830219	meanmale
TRINITY_DN128285_c5_g1_i1	1	male	3.153951708	meanmale
TRINITY_DN128287_c6_g3_i1	1	male	3.556524119	meanmale
TRINITY_DN128294_c0_g3_i2	1	male	1.847717138	meanmale
TRINITY_DN128297_c0_g3_i3	3	male	4.457952425	meanmale
TRINITY_DN128303_c0_g2_i10	1	male	0.953022466	meanmale
TRINITY_DN128304_c0_g1_i4	1	male	2.538485051	meanmale
TRINITY_DN128312_c1_g1_i2	1	male	1.979495486	meanmale
TRINITY_DN128312_c6_g1_i1	1	male	3.616498373	meanmale
TRINITY_DN128314_c5_g1_i2	1	male	2.166219728	meanmale
TRINITY_DN128314_c6_g1_i1	1	male	2.215247808	meanmale
TRINITY_DN128314_c6_g2_i1	1	male	2.841448767	meanmale
TRINITY_DN128315_c3_g3_i1	1	male	1.76279783	meanmale
TRINITY_DN128317_c0_g1_i1	1	male	2.91511188	meanmale
TRINITY_DN128319_c1_g1_i3	1	male	2.58077037	meanmale
TRINITY_DN128322_c0_g2_i2	3	male	2.870131509	meanmale
TRINITY_DN128322_c0_g5_i1	1	male	1.801666114	meanmale
TRINITY_DN128331_c0_g1_i1	1	male	3.704678002	meanmale
TRINITY_DN128336_c3_g4_i2	1	male	3.701738894	meanmale
TRINITY_DN128339_c0_g1_i4	1	male	4.846836241	meanmale
TRINITY_DN128342_c0_g1_i2	1	male	2.158624949	meanmale
TRINITY_DN128343_c1_g1_i1	1	male	3.996974125	meanmale
TRINITY_DN128343_c2_g3_i1	1	male	1.356002714	meanmale
TRINITY_DN128351_c2_g1_i3	1	male	2.118966578	meanmale
TRINITY_DN128353_c0_g4_i3	1	male	3.043991313	meanmale
TRINITY_DN128353_c0_g5_i2	1	male	0.953577231	meanmale
TRINITY_DN128360_c2_g2_i1	1	male	2.488770727	meanmale
TRINITY_DN128360_c2_g3_i1	1	male	1.570936527	meanmale
TRINITY_DN128363_c4_g1_i1	1	male	0.535317771	meanmale
TRINITY_DN128364_c0_g1_i7	3	male	3.11049655	meanmale
TRINITY_DN128369_c6_g1_i1	1	male	5.19673132	meanmale
TRINITY_DN128371_c0_g1_i3	1	male	-0.080661651	meanmale
TRINITY_DN128372_c0_g1_i2	1	male	3.237485219	meanmale
TRINITY_DN128381_c1_g4_i1	3	male	2.613052148	meanmale
TRINITY_DN128382_c1_g1_i5	3	male	2.447598869	meanmale
TRINITY_DN128390_c4_g2_i1	1	male	4.495769223	meanmale
TRINITY_DN128390_c5_g1_i1	1	male	4.808488449	meanmale
TRINITY_DN128393_c1_g1_i1	1	male	3.860790627	meanmale
TRINITY_DN128399_c2_g3_i2	1	male	2.717434463	meanmale
TRINITY_DN128401_c6_g2_i1	1	male	3.00858277	meanmale
TRINITY_DN128411_c2_g2_i4	1	male	3.268033179	meanmale
TRINITY_DN128411_c2_g3_i4	1	male	2.640538689	meanmale
TRINITY_DN128412_c3_g1_i2	1	male	-0.268389745	meanmale
TRINITY_DN128413_c0_g2_i1	1	male	0.294337866	meanmale
TRINITY_DN128420_c0_g2_i1	1	male	2.138012496	meanmale
TRINITY_DN128421_c1_g1_i1	1	male	4.999688494	meanmale
TRINITY_DN128422_c6_g7_i4	1	male	4.726644003	meanmale
TRINITY_DN128434_c1_g1_i1	1	male	-0.754280972	meanmale
TRINITY_DN128435_c3_g1_i1	1	male	1.407292046	meanmale
TRINITY_DN128438_c2_g1_i9	1	male	3.808862583	meanmale
TRINITY_DN128441_c2_g1_i1	1	male	2.265621262	meanmale
TRINITY_DN128441_c2_g2_i5	1	male	3.247156237	meanmale
TRINITY_DN128443_c0_g1_i1	3	male	3.931187688	meanmale
TRINITY_DN128443_c0_g3_i6	3	male	2.361402313	meanmale
TRINITY_DN128449_c0_g1_i1	3	male	6.832795479	meanmale
TRINITY_DN128452_c3_g7_i1	1	male	1.384590166	meanmale
TRINITY_DN128455_c10_g3_i1	1	male	3.002098843	meanmale
TRINITY_DN128455_c8_g1_i4	1	male	2.434677842	meanmale
TRINITY_DN128460_c7_g1_i1	1	male	4.223843557	meanmale
TRINITY_DN128463_c1_g1_i1	3	male	2.008322653	meanmale
TRINITY_DN128465_c0_g5_i9	1	male	6.400765463	meanmale
TRINITY_DN128477_c0_g1_i1	1	male	4.362424025	meanmale
TRINITY_DN128479_c0_g2_i1	1	male	0.829121054	meanmale
TRINITY_DN128485_c2_g8_i1	1	male	2.795839669	meanmale
TRINITY_DN128489_c1_g1_i4	1	male	3.713145157	meanmale
TRINITY_DN128490_c0_g1_i4	3	male	2.373671487	meanmale
TRINITY_DN128505_c1_g3_i1	3	male	1.624735943	meanmale
TRINITY_DN128506_c1_g1_i7	3	male	2.051157433	meanmale
TRINITY_DN128506_c2_g3_i3	5	male	0.84595747	meanmale
TRINITY_DN128508_c5_g1_i2	3	male	1.116632344	meanmale
TRINITY_DN128510_c7_g8_i1	5	male	2.933048043	meanmale
TRINITY_DN128511_c4_g2_i2	1	male	2.91764831	meanmale
TRINITY_DN128513_c1_g2_i6	1	male	5.110517916	meanmale
TRINITY_DN128515_c0_g1_i7	1	male	5.447843404	meanmale
TRINITY_DN128516_c1_g3_i2	1	male	2.746871947	meanmale
TRINITY_DN128521_c0_g1_i5	1	male	4.471716639	meanmale
TRINITY_DN128523_c1_g1_i1	1	male	-0.622597256	meanmale
TRINITY_DN128525_c0_g1_i1	1	male	5.236388277	meanmale
TRINITY_DN128528_c0_g4_i4	1	male	2.119386593	meanmale
TRINITY_DN128540_c2_g1_i1	1	male	1.49244244	meanmale
TRINITY_DN128562_c3_g8_i2	1	male	2.009280552	meanmale
TRINITY_DN128566_c0_g1_i3	1	male	3.111524334	meanmale
TRINITY_DN128572_c0_g3_i8	1	male	3.277636541	meanmale
TRINITY_DN128576_c0_g4_i1	1	male	-0.133720447	meanmale
TRINITY_DN128580_c0_g1_i1	1	male	1.50554425	meanmale
TRINITY_DN128584_c0_g2_i3	1	male	-0.479966683	meanmale
TRINITY_DN128587_c0_g1_i3	1	male	4.538246577	meanmale
TRINITY_DN128589_c3_g1_i1	1	male	1.793527535	meanmale
TRINITY_DN128590_c0_g2_i1	1	male	6.615788722	meanmale
TRINITY_DN128595_c0_g10_i1	1	male	3.093725119	meanmale
TRINITY_DN128599_c0_g1_i2	1	male	1.389818367	meanmale
TRINITY_DN128605_c4_g1_i1	1	male	1.40869845	meanmale
TRINITY_DN128605_c4_g2_i1	1	male	2.737564858	meanmale
TRINITY_DN128606_c2_g12_i1	1	male	1.241401294	meanmale
TRINITY_DN128607_c2_g3_i3	1	male	4.442477385	meanmale
TRINITY_DN128610_c1_g1_i1	1	male	1.45175157	meanmale
TRINITY_DN128610_c1_g5_i1	1	male	2.930568918	meanmale
TRINITY_DN128610_c1_g7_i5	1	male	3.524498364	meanmale
TRINITY_DN128611_c1_g2_i1	1	male	4.455116715	meanmale
TRINITY_DN128611_c1_g5_i1	1	male	5.73997791	meanmale
TRINITY_DN128612_c6_g1_i1	1	male	0.387618136	meanmale
TRINITY_DN128615_c3_g1_i1	1	male	2.554334079	meanmale
TRINITY_DN128615_c5_g2_i6	1	male	3.550422804	meanmale
TRINITY_DN128617_c6_g3_i1	1	male	1.316913561	meanmale
TRINITY_DN128622_c0_g1_i3	1	male	4.380958375	meanmale
TRINITY_DN128623_c0_g1_i5	1	male	3.71163596	meanmale
TRINITY_DN128626_c2_g2_i2	1	male	0.858219691	meanmale
TRINITY_DN128627_c0_g1_i1	3	male	7.792427073	meanmale
TRINITY_DN128631_c4_g2_i1	1	male	1.479456735	meanmale
TRINITY_DN128633_c6_g7_i2	3	male	3.91541565	meanmale
TRINITY_DN128634_c2_g2_i1	1	male	3.25999085	meanmale
TRINITY_DN128637_c0_g1_i3	1	male	0.875966109	meanmale
TRINITY_DN128639_c3_g2_i2	1	male	4.033156713	meanmale
TRINITY_DN128639_c3_g3_i1	3	male	5.591065434	meanmale
TRINITY_DN128639_c3_g4_i1	1	male	3.762740589	meanmale
TRINITY_DN128645_c0_g1_i6	3	male	4.76793319	meanmale
TRINITY_DN128646_c4_g1_i2	1	male	0.139826977	meanmale
TRINITY_DN128649_c0_g1_i1	1	male	0.546599529	meanmale
TRINITY_DN128655_c6_g10_i1	1	male	2.921403787	meanmale
TRINITY_DN128658_c1_g1_i2	1	male	2.382472601	meanmale
TRINITY_DN128658_c1_g2_i1	1	male	2.887002893	meanmale
TRINITY_DN128660_c0_g1_i3	1	male	4.614273934	meanmale
TRINITY_DN128663_c1_g3_i6	1	male	-0.419057409	meanmale
TRINITY_DN128666_c1_g1_i1	1	male	3.555580892	meanmale
TRINITY_DN128666_c1_g2_i1	1	male	3.155232592	meanmale
TRINITY_DN128666_c2_g1_i2	1	male	4.917633673	meanmale
TRINITY_DN128668_c0_g2_i1	1	male	-0.459889479	meanmale
TRINITY_DN128671_c3_g1_i2	1	male	2.93495918	meanmale
TRINITY_DN128671_c3_g3_i1	1	male	5.299429566	meanmale
TRINITY_DN128674_c1_g3_i6	1	male	4.026718614	meanmale
TRINITY_DN128676_c0_g1_i5	3	male	5.380209189	meanmale
TRINITY_DN128678_c1_g3_i2	1	male	4.123606172	meanmale
TRINITY_DN128687_c0_g1_i2	1	male	3.513063918	meanmale
TRINITY_DN128698_c0_g2_i2	3	male	1.62255866	meanmale
TRINITY_DN128699_c4_g4_i1	1	male	1.589028523	meanmale
TRINITY_DN128702_c0_g1_i3	1	male	2.494784968	meanmale
TRINITY_DN128705_c10_g2_i1	1	male	0.6106529	meanmale
TRINITY_DN128713_c4_g2_i3	1	male	4.093973672	meanmale
TRINITY_DN128714_c1_g2_i3	3	male	-0.383413414	meanmale
TRINITY_DN128720_c1_g2_i3	1	male	2.122427445	meanmale
TRINITY_DN128721_c2_g4_i1	3	male	3.447519521	meanmale
TRINITY_DN128726_c0_g1_i1	1	male	3.057964802	meanmale
TRINITY_DN128729_c0_g1_i8	3	male	5.365380013	meanmale
TRINITY_DN128731_c5_g7_i1	3	male	6.793557042	meanmale
TRINITY_DN128732_c0_g1_i2	1	male	0.01070306	meanmale
TRINITY_DN128732_c0_g2_i2	3	male	-0.344532457	meanmale
TRINITY_DN128736_c3_g2_i1	1	male	4.862868227	meanmale
