gid	sex	log2RPKM	cutoff
TRINITY_DN123289_c4_g7_i1	meanmale	-1.545794899	FC3
TRINITY_DN129741_c0_g5_i1	meanmale	-0.368882282	FC3
TRINITY_DN127328_c1_g4_i6	meanmale	2.705437	FC3
TRINITY_DN125558_c1_g1_i5	meanmale	-0.598799166	FC3
TRINITY_DN130650_c1_g1_i3	meanmale	1.559543813	FC3
TRINITY_DN132395_c1_g1_i1	meanmale	0.892292833	FC3
TRINITY_DN116067_c0_g1_i1	meanmale	0.173277419	FC3
TRINITY_DN133129_c1_g4_i3	meanmale	2.573997404	FC3
TRINITY_DN121419_c0_g1_i2	meanmale	1.152628268	FC3
TRINITY_DN130361_c2_g1_i2	meanmale	1.230462602	FC3
TRINITY_DN131833_c2_g1_i5	meanmale	-2.830012734	FC3
TRINITY_DN103834_c0_g12_i1	meanmale	-0.045692385	FC3
TRINITY_DN135450_c0_g1_i9	meanmale	4.47747123	FC3
TRINITY_DN118097_c0_g2_i1	meanmale	-2.666493511	FC3
TRINITY_DN128881_c4_g2_i1	meanmale	0.173823955	FC3
TRINITY_DN110795_c0_g1_i1	meanmale	-2.677428537	FC3
TRINITY_DN131222_c0_g2_i4	meanmale	2.82314691	FC3
TRINITY_DN131939_c2_g8_i2	meanmale	1.415827595	FC3
TRINITY_DN126839_c0_g2_i1	meanmale	2.465393712	FC3
TRINITY_DN112598_c0_g2_i1	meanmale	2.542080537	FC3
TRINITY_DN127341_c11_g1_i1	meanmale	0.365541848	FC3
TRINITY_DN98835_c0_g3_i1	meanmale	0.869415542	FC3
TRINITY_DN134660_c1_g2_i1	meanmale	-0.152356423	FC3
TRINITY_DN117179_c0_g1_i1	meanmale	-0.642226069	FC3
TRINITY_DN134056_c1_g1_i2	meanmale	4.547353399	FC3
TRINITY_DN121056_c0_g1_i2	meanmale	1.561141707	FC3
TRINITY_DN126421_c2_g1_i1	meanmale	1.657340553	FC3
TRINITY_DN121973_c0_g1_i2	meanmale	1.469422756	FC3
TRINITY_DN131883_c2_g3_i1	meanmale	0.344435974	FC3
TRINITY_DN126930_c1_g3_i1	meanmale	0.913234518	FC3
TRINITY_DN130378_c8_g3_i1	meanmale	0.516576118	FC3
TRINITY_DN130820_c7_g1_i3	meanmale	0.72944757	FC3
TRINITY_DN114190_c0_g1_i2	meanmale	1.431438276	FC3
TRINITY_DN122385_c2_g1_i3	meanmale	0.713421992	FC3
TRINITY_DN130860_c3_g1_i1	meanmale	0.648106712	FC3
TRINITY_DN129291_c3_g7_i3	meanmale	-1.212636291	FC3
TRINITY_DN73574_c0_g2_i1	meanmale	2.430586519	FC3
TRINITY_DN117339_c0_g3_i1	meanmale	-2.346516319	FC3
TRINITY_DN112907_c0_g2_i1	meanmale	2.949466297	FC3
TRINITY_DN134800_c12_g7_i1	meanmale	-1.2874004	FC3
TRINITY_DN118981_c0_g4_i1	meanmale	-1.156768957	FC3
TRINITY_DN133053_c7_g1_i2	meanmale	1.688601338	FC3
TRINITY_DN122315_c2_g2_i3	meanmale	0.162661781	FC3
TRINITY_DN117011_c0_g1_i1	meanmale	0.995250652	FC3
TRINITY_DN118387_c0_g3_i2	meanmale	1.446941373	FC3
TRINITY_DN115286_c0_g1_i1	meanmale	1.541830534	FC3
TRINITY_DN126447_c0_g1_i1	meanmale	1.296560338	FC3
TRINITY_DN118036_c0_g1_i1	meanmale	3.380264393	FC3
TRINITY_DN127409_c0_g1_i4	meanmale	-0.997951289	FC3
TRINITY_DN130934_c0_g1_i1	meanmale	-0.939485873	FC3
TRINITY_DN119069_c0_g1_i2	meanmale	1.761454781	FC3
TRINITY_DN21737_c0_g1_i1	meanmale	0.427924494	FC3
TRINITY_DN127315_c0_g1_i2	meanmale	-3.216191868	FC3
TRINITY_DN119554_c2_g4_i2	meanmale	4.075458789	FC3
TRINITY_DN132696_c0_g3_i1	meanmale	0.160871656	FC3
TRINITY_DN120854_c0_g1_i3	meanmale	1.299730407	FC3
TRINITY_DN131487_c9_g3_i1	meanmale	0.93709696	FC3
TRINITY_DN69029_c0_g1_i1	meanmale	0.746876798	FC3
TRINITY_DN132030_c0_g1_i2	meanmale	-0.946525765	FC3
TRINITY_DN126025_c7_g3_i1	meanmale	1.432337303	FC3
TRINITY_DN126092_c0_g2_i2	meanmale	1.287291118	FC3
TRINITY_DN125133_c0_g2_i7	meanmale	-0.16467189	FC3
TRINITY_DN118193_c0_g1_i1	meanmale	2.661768914	FC3
TRINITY_DN118697_c0_g1_i1	meanmale	-1.500072297	FC3
TRINITY_DN127574_c0_g1_i13	meanmale	-1.148929848	FC3
TRINITY_DN131787_c2_g1_i1	meanmale	-2.355342511	FC3
TRINITY_DN135256_c1_g1_i2	meanmale	-0.776454233	FC3
TRINITY_DN110037_c0_g1_i1	meanmale	-2.31102324	FC3
TRINITY_DN123183_c0_g1_i1	meanmale	-1.072673573	FC3
TRINITY_DN123057_c1_g2_i1	meanmale	-2.026022785	FC3
TRINITY_DN123297_c0_g2_i5	meanmale	0.140462324	FC3
TRINITY_DN133045_c7_g3_i1	meanmale	0.976210359	FC3
TRINITY_DN122413_c4_g5_i2	meanmale	-0.338116349	FC3
TRINITY_DN131718_c2_g6_i3	meanmale	-0.950381358	FC3
TRINITY_DN124802_c6_g3_i1	meanmale	2.224862765	FC3
TRINITY_DN121214_c0_g2_i1	meanmale	1.136814134	FC3
TRINITY_DN103622_c0_g3_i3	meanmale	1.229378279	FC3
TRINITY_DN125727_c0_g1_i1	meanmale	3.632331346	FC3
TRINITY_DN136034_c0_g2_i1	meanmale	0.314728126	FC3
TRINITY_DN115417_c0_g2_i3	meanmale	3.103485154	FC3
TRINITY_DN124862_c1_g2_i1	meanmale	0.448664938	FC3
TRINITY_DN103637_c0_g1_i1	meanmale	-0.3600592	FC3
TRINITY_DN130471_c0_g1_i1	meanmale	-0.535258498	FC3
TRINITY_DN126217_c0_g2_i3	meanmale	1.314539614	FC3
TRINITY_DN55232_c0_g2_i1	meanmale	0.180254135	FC3
TRINITY_DN110880_c0_g1_i1	meanmale	5.154985843	FC3
TRINITY_DN133326_c4_g1_i2	meanmale	-0.956036208	FC3
TRINITY_DN133539_c0_g1_i1	meanmale	2.030146399	FC3
TRINITY_DN132489_c2_g2_i5	meanmale	5.608221974	FC3
TRINITY_DN130941_c3_g2_i1	meanmale	1.644540338	FC3
TRINITY_DN123962_c0_g3_i1	meanmale	-3.776203522	FC3
TRINITY_DN126178_c1_g1_i1	meanmale	1.320030815	FC3
TRINITY_DN110864_c0_g1_i2	meanmale	-1.858857922	FC3
TRINITY_DN131614_c0_g1_i4	meanmale	-2.917894389	FC3
TRINITY_DN120743_c0_g1_i1	meanmale	2.939361508	FC3
TRINITY_DN129928_c3_g2_i2	meanmale	0.18864434	FC3
TRINITY_DN119793_c0_g1_i1	meanmale	2.045102288	FC3
TRINITY_DN114630_c0_g1_i1	meanmale	1.680050007	FC3
TRINITY_DN132042_c4_g3_i1	meanmale	-0.286162203	FC3
TRINITY_DN117674_c0_g1_i4	meanmale	-1.768539248	FC3
TRINITY_DN67822_c0_g2_i1	meanmale	-0.691750006	FC3
TRINITY_DN127202_c3_g6_i1	meanmale	-0.031380212	FC3
TRINITY_DN136034_c0_g1_i4	meanmale	0.927185276	FC3
TRINITY_DN119678_c0_g1_i2	meanmale	0.182204973	FC3
TRINITY_DN129880_c2_g1_i1	meanmale	0.541525122	FC3
TRINITY_DN123935_c0_g2_i1	meanmale	1.051442546	FC3
TRINITY_DN124573_c0_g2_i1	meanmale	-2.52029186	FC3
TRINITY_DN112822_c0_g1_i1	meanmale	-0.710322841	FC3
TRINITY_DN124609_c0_g1_i1	meanmale	-2.493577276	FC3
TRINITY_DN115840_c0_g1_i2	meanmale	1.652164432	FC3
TRINITY_DN135020_c1_g4_i3	meanmale	2.417343888	FC3
TRINITY_DN131929_c1_g1_i1	meanmale	-2.427931613	FC3
TRINITY_DN57905_c0_g2_i1	meanmale	-3.223951336	FC3
TRINITY_DN135175_c3_g2_i2	meanmale	1.036392813	FC3
TRINITY_DN115944_c0_g1_i1	meanmale	-1.101868476	FC3
TRINITY_DN87383_c0_g1_i1	meanmale	2.20309289	FC3
TRINITY_DN131285_c6_g1_i2	meanmale	-1.481234926	FC3
TRINITY_DN85639_c0_g1_i2	meanmale	0.334775153	FC3
TRINITY_DN133115_c12_g1_i1	meanmale	1.316887142	FC3
TRINITY_DN131630_c1_g1_i1	meanmale	-1.652506124	FC3
TRINITY_DN128247_c5_g9_i3	meanmale	3.316269816	FC3
TRINITY_DN121040_c0_g3_i2	meanmale	-2.851241969	FC3
TRINITY_DN130511_c0_g2_i2	meanmale	0.516283343	FC3
TRINITY_DN123307_c0_g1_i1	meanmale	0.859242026	FC3
TRINITY_DN107450_c0_g3_i2	meanmale	-0.085521191	FC3
TRINITY_DN125592_c5_g2_i2	meanmale	-2.831461859	FC3
TRINITY_DN111065_c0_g1_i5	meanmale	1.382680905	FC3
TRINITY_DN133473_c0_g8_i4	meanmale	1.102084156	FC3
TRINITY_DN121990_c1_g1_i1	meanmale	-2.402982236	FC3
TRINITY_DN132268_c0_g1_i1	meanmale	-0.189958321	FC3
TRINITY_DN128358_c2_g2_i8	meanmale	0.620789096	FC3
TRINITY_DN128042_c2_g1_i1	meanmale	2.942797086	FC3
TRINITY_DN131149_c0_g2_i1	meanmale	2.819066382	FC3
TRINITY_DN131601_c5_g1_i1	meanmale	-0.609981742	FC3
TRINITY_DN105455_c0_g3_i1	meanmale	-0.766088917	FC3
TRINITY_DN134793_c1_g3_i3	meanmale	-1.307041093	FC3
TRINITY_DN135712_c0_g2_i1	meanmale	1.579352905	FC3
TRINITY_DN135567_c0_g1_i3	meanmale	-2.061371545	FC3
TRINITY_DN127773_c3_g1_i1	meanmale	1.929944746	FC3
TRINITY_DN130709_c2_g1_i1	meanmale	-0.343758291	FC3
TRINITY_DN121918_c0_g1_i1	meanmale	1.305135726	FC3
TRINITY_DN128417_c4_g4_i2	meanmale	0.620405714	FC3
TRINITY_DN119122_c0_g1_i3	meanmale	4.771758181	FC3
TRINITY_DN125252_c4_g8_i1	meanmale	0.752605747	FC3
TRINITY_DN116063_c0_g1_i2	meanmale	1.058414654	FC3
TRINITY_DN126103_c0_g1_i1	meanmale	-1.963196959	FC3
TRINITY_DN95955_c0_g1_i1	meanmale	2.263155201	FC3
TRINITY_DN122436_c6_g1_i1	meanmale	0.312214033	FC3
TRINITY_DN103860_c0_g1_i1	meanmale	1.101334482	FC3
TRINITY_DN123010_c0_g2_i1	meanmale	0.047424815	FC3
TRINITY_DN132085_c5_g3_i2	meanmale	1.44179598	FC3
TRINITY_DN80690_c2_g2_i1	meanmale	0.505179044	FC3
TRINITY_DN121338_c0_g1_i2	meanmale	-0.726243732	FC3
TRINITY_DN104496_c0_g2_i1	meanmale	-1.756146011	FC3
TRINITY_DN119499_c0_g1_i1	meanmale	-0.199912514	FC3
TRINITY_DN116903_c1_g2_i3	meanmale	0.674869739	FC3
TRINITY_DN124305_c4_g1_i5	meanmale	2.555429503	FC3
TRINITY_DN120025_c0_g1_i4	meanmale	1.036126894	FC3
TRINITY_DN134955_c0_g1_i2	meanmale	4.109680432	FC3
TRINITY_DN133957_c1_g2_i2	meanmale	0.0914728	FC3
TRINITY_DN131249_c0_g1_i1	meanmale	-0.668539423	FC3
TRINITY_DN131150_c0_g3_i3	meanmale	1.234123529	FC3
TRINITY_DN132667_c0_g1_i1	meanmale	-4.014687768	FC3
TRINITY_DN122678_c0_g1_i1	meanmale	1.632859943	FC3
TRINITY_DN111065_c0_g2_i1	meanmale	-0.259486025	FC3
TRINITY_DN129198_c1_g2_i1	meanmale	1.680922449	FC3
TRINITY_DN129499_c0_g1_i2	meanmale	1.201242888	FC3
TRINITY_DN132882_c8_g2_i1	meanmale	0.99228026	FC3
TRINITY_DN121091_c0_g1_i3	meanmale	2.687964724	FC3
TRINITY_DN121862_c1_g1_i1	meanmale	0.357346212	FC3
TRINITY_DN112933_c0_g2_i1	meanmale	0.717385131	FC3
TRINITY_DN110201_c0_g1_i1	meanmale	2.279775564	FC3
TRINITY_DN132253_c2_g15_i1	meanmale	0.460425992	FC3
TRINITY_DN128981_c1_g4_i1	meanmale	-1.112688906	FC3
TRINITY_DN135712_c0_g1_i1	meanmale	1.963128066	FC3
TRINITY_DN93605_c0_g1_i1	meanmale	-3.209288544	FC3
TRINITY_DN132433_c1_g3_i2	meanmale	1.420124525	FC3
TRINITY_DN125672_c1_g1_i2	meanmale	3.231335082	FC3
TRINITY_DN133927_c1_g1_i1	meanmale	2.49954155	FC3
TRINITY_DN74421_c0_g1_i1	meanmale	-1.448204209	FC3
TRINITY_DN127630_c2_g3_i1	meanmale	2.036541525	FC3
TRINITY_DN121465_c4_g2_i1	meanmale	-2.734157427	FC3
TRINITY_DN129474_c1_g1_i2	meanmale	-0.812546033	FC3
TRINITY_DN126158_c0_g1_i1	meanmale	1.214409639	FC3
TRINITY_DN132830_c9_g3_i5	meanmale	1.957580133	FC3
TRINITY_DN109555_c0_g1_i2	meanmale	-1.40202894	FC3
TRINITY_DN118833_c0_g1_i2	meanmale	2.672845845	FC3
TRINITY_DN129794_c1_g1_i1	meanmale	1.198708691	FC3
TRINITY_DN124864_c5_g3_i3	meanmale	2.731695833	FC3
TRINITY_DN120956_c1_g1_i8	meanmale	1.269852781	FC3
TRINITY_DN123168_c0_g1_i1	meanmale	-0.678963096	FC3
TRINITY_DN123796_c0_g1_i1	meanmale	1.021154994	FC3
TRINITY_DN131611_c1_g2_i2	meanmale	-4.388150644	FC3
TRINITY_DN125698_c0_g1_i8	meanmale	1.102171325	FC3
TRINITY_DN123184_c1_g1_i1	meanmale	0.904283826	FC3
TRINITY_DN133692_c2_g4_i1	meanmale	2.092513145	FC3
TRINITY_DN121931_c0_g1_i1	meanmale	1.247079166	FC3
TRINITY_DN119528_c0_g1_i3	meanmale	0.596001073	FC3
TRINITY_DN60784_c0_g1_i1	meanmale	0.822795324	FC3
TRINITY_DN121209_c1_g1_i1	meanmale	2.441940606	FC3
TRINITY_DN122752_c0_g1_i2	meanmale	-0.468762846	FC3
TRINITY_DN122956_c5_g2_i1	meanmale	1.266040983	FC3
TRINITY_DN133792_c0_g2_i1	meanmale	0.256961207	FC3
TRINITY_DN129746_c0_g2_i1	meanmale	2.045613149	FC3
TRINITY_DN122125_c0_g1_i2	meanmale	-1.881943482	FC3
TRINITY_DN122880_c0_g1_i3	meanmale	3.211114747	FC3
TRINITY_DN123526_c0_g11_i1	meanmale	-0.295242569	FC3
TRINITY_DN133425_c7_g2_i4	meanmale	1.452515179	FC3
TRINITY_DN126693_c0_g1_i1	meanmale	0.143017735	FC3
TRINITY_DN130605_c0_g1_i4	meanmale	0.454186144	FC3
TRINITY_DN123780_c0_g1_i1	meanmale	1.443690538	FC3
TRINITY_DN127832_c2_g2_i2	meanmale	-0.396798365	FC3
TRINITY_DN124265_c0_g1_i2	meanmale	4.289572787	FC3
TRINITY_DN121691_c3_g4_i1	meanmale	-0.947447195	FC3
TRINITY_DN128437_c4_g4_i1	meanmale	2.056712221	FC3
TRINITY_DN101751_c0_g1_i1	meanmale	2.033339894	FC3
TRINITY_DN121615_c0_g1_i1	meanmale	1.631331392	FC3
TRINITY_DN128965_c5_g2_i1	meanmale	0.216065934	FC3
TRINITY_DN113605_c0_g1_i1	meanmale	-1.60585381	FC1
TRINITY_DN116369_c0_g1_i1	meanmale	2.912404229	FC1
TRINITY_DN117584_c0_g1_i1	meanmale	1.724748322	FC1
TRINITY_DN133585_c15_g3_i1	meanmale	1.155868649	FC1
TRINITY_DN117642_c0_g1_i1	meanmale	2.241215131	FC1
TRINITY_DN133418_c0_g1_i1	meanmale	1.218435488	FC1
TRINITY_DN111065_c0_g3_i1	meanmale	-0.262192709	FC1
TRINITY_DN120810_c0_g4_i3	meanmale	-0.949226823	FC1
TRINITY_DN124238_c0_g1_i1	meanmale	1.828216391	FC1
TRINITY_DN125238_c0_g1_i1	meanmale	-0.084659237	FC1
TRINITY_DN129231_c0_g1_i3	meanmale	-2.041628553	FC1
TRINITY_DN126754_c2_g1_i1	meanmale	0.373620073	FC1
TRINITY_DN112849_c0_g1_i1	meanmale	-0.427164191	FC1
TRINITY_DN102365_c0_g1_i1	meanmale	2.096675465	FC1
TRINITY_DN25151_c0_g2_i1	meanmale	-2.142932804	FC1
TRINITY_DN130285_c0_g1_i1	meanmale	-0.845649582	FC1
TRINITY_DN130600_c2_g1_i2	meanmale	1.969511661	FC1
TRINITY_DN135049_c4_g1_i1	meanmale	2.725829101	FC1
TRINITY_DN131949_c3_g1_i1	meanmale	-0.578785887	FC1
TRINITY_DN115972_c1_g1_i2	meanmale	0.652121433	FC1
TRINITY_DN128268_c2_g2_i1	meanmale	-0.701078232	FC1
TRINITY_DN121106_c0_g1_i1	meanmale	1.506461239	FC1
TRINITY_DN111882_c0_g2_i2	meanmale	4.49079456	FC1
TRINITY_DN132849_c3_g1_i4	meanmale	1.192973486	FC1
TRINITY_DN108653_c0_g1_i2	meanmale	1.985064752	FC1
TRINITY_DN133282_c1_g1_i2	meanmale	1.833569648	FC1
TRINITY_DN130330_c1_g1_i1	meanmale	1.253495146	FC1
TRINITY_DN125420_c4_g6_i2	meanmale	-0.971800392	FC1
TRINITY_DN124814_c0_g1_i1	meanmale	-1.055816432	FC1
TRINITY_DN121728_c2_g2_i3	meanmale	3.436338463	FC1
TRINITY_DN110513_c0_g1_i1	meanmale	-1.365840162	FC1
TRINITY_DN130146_c0_g1_i3	meanmale	-0.103185161	FC1
TRINITY_DN118779_c0_g1_i2	meanmale	1.385796526	FC1
TRINITY_DN114338_c0_g2_i2	meanmale	2.578596338	FC1
TRINITY_DN118101_c0_g1_i2	meanmale	1.859643952	FC1
TRINITY_DN116424_c0_g2_i1	meanmale	-1.810957163	FC1
TRINITY_DN133596_c0_g1_i1	meanmale	0.621654042	FC1
TRINITY_DN127273_c0_g3_i2	meanmale	4.582202325	FC1
TRINITY_DN133642_c0_g1_i1	meanmale	-3.424457259	FC1
TRINITY_DN126930_c1_g2_i1	meanmale	0.979159516	FC1
TRINITY_DN130517_c0_g2_i1	meanmale	0.881913731	FC1
TRINITY_DN112453_c0_g3_i1	meanmale	1.404163933	FC1
TRINITY_DN121234_c1_g1_i3	meanmale	0.203972669	FC1
TRINITY_DN132605_c5_g1_i1	meanmale	0.76375143	FC1
TRINITY_DN129923_c0_g2_i3	meanmale	0.196525846	FC1
TRINITY_DN109275_c0_g1_i1	meanmale	2.615635538	FC1
TRINITY_DN123402_c0_g1_i1	meanmale	2.857398778	FC1
TRINITY_DN91515_c0_g3_i1	meanmale	0.888973613	FC1
TRINITY_DN120113_c0_g1_i3	meanmale	-0.703684439	FC1
TRINITY_DN115374_c0_g4_i1	meanmale	3.549307978	FC1
TRINITY_DN133920_c0_g7_i2	meanmale	2.746976792	FC1
TRINITY_DN131397_c0_g2_i1	meanmale	1.747488701	FC1
TRINITY_DN126881_c1_g2_i2	meanmale	2.50890254	FC1
TRINITY_DN121064_c0_g1_i5	meanmale	4.49494314	FC1
TRINITY_DN129891_c1_g1_i2	meanmale	-0.438155744	FC1
TRINITY_DN128374_c0_g17_i2	meanmale	2.753962184	FC1
TRINITY_DN110156_c0_g1_i1	meanmale	4.362798155	FC1
TRINITY_DN128322_c0_g7_i1	meanmale	0.609305359	FC1
TRINITY_DN119394_c0_g1_i1	meanmale	1.65665956	FC1
TRINITY_DN90058_c0_g2_i2	meanmale	-0.085380247	FC1
TRINITY_DN129005_c2_g2_i2	meanmale	1.118172285	FC1
TRINITY_DN125445_c4_g5_i1	meanmale	0.773920389	FC1
TRINITY_DN108450_c0_g1_i2	meanmale	2.562174432	FC1
TRINITY_DN124462_c0_g1_i2	meanmale	1.998203448	FC1
TRINITY_DN134944_c4_g3_i1	meanmale	1.760146302	FC1
TRINITY_DN121378_c0_g1_i1	meanmale	2.395810129	FC1
TRINITY_DN113753_c2_g1_i1	meanmale	1.205880942	FC1
TRINITY_DN127756_c0_g2_i2	meanmale	0.46274376	FC1
TRINITY_DN108700_c0_g1_i1	meanmale	1.570252023	FC1
TRINITY_DN134088_c4_g1_i2	meanmale	1.475477281	FC1
TRINITY_DN122604_c0_g1_i1	meanmale	2.496992316	FC1
TRINITY_DN127072_c5_g2_i1	meanmale	3.65975085	FC1
TRINITY_DN120772_c0_g1_i1	meanmale	0.144130033	FC1
TRINITY_DN123723_c3_g4_i1	meanmale	1.778915471	FC1
TRINITY_DN126190_c0_g1_i6	meanmale	1.43305199	FC1
TRINITY_DN125558_c1_g3_i1	meanmale	-0.666049823	FC1
TRINITY_DN122768_c0_g1_i2	meanmale	1.45287574	FC1
TRINITY_DN131052_c1_g4_i2	meanmale	4.684529411	FC1
TRINITY_DN133114_c1_g1_i2	meanmale	-0.765016895	FC1
TRINITY_DN114023_c0_g1_i1	meanmale	0.83612427	FC1
TRINITY_DN119570_c0_g2_i5	meanmale	2.314067913	FC1
TRINITY_DN129942_c2_g2_i2	meanmale	-0.496820054	FC1
TRINITY_DN126245_c6_g1_i1	meanmale	2.121058376	FC1
TRINITY_DN132429_c0_g3_i7	meanmale	-0.168356678	FC1
TRINITY_DN122414_c0_g1_i3	meanmale	-2.623448432	FC1
TRINITY_DN122453_c4_g2_i1	meanmale	2.448215769	FC1
TRINITY_DN125043_c0_g2_i6	meanmale	2.314155403	FC1
TRINITY_DN133687_c4_g5_i4	meanmale	0.856266991	FC1
TRINITY_DN133256_c3_g11_i2	meanmale	2.093187009	FC1
TRINITY_DN129455_c0_g1_i2	meanmale	1.021654804	FC1
TRINITY_DN116094_c0_g2_i1	meanmale	0.787719244	FC1
TRINITY_DN127814_c1_g1_i1	meanmale	3.216635954	FC1
TRINITY_DN109077_c0_g1_i1	meanmale	-1.563393647	FC1
TRINITY_DN112343_c0_g1_i1	meanmale	-1.584439337	FC1
TRINITY_DN118702_c0_g1_i1	meanmale	0.669786117	FC1
TRINITY_DN128466_c0_g1_i1	meanmale	-1.729063352	FC1
TRINITY_DN23385_c0_g2_i1	meanmale	0.531117817	FC1
TRINITY_DN115362_c5_g2_i1	meanmale	-1.367000683	FC1
TRINITY_DN99070_c0_g3_i1	meanmale	-0.70415051	FC1
TRINITY_DN117943_c0_g1_i3	meanmale	1.011940319	FC1
TRINITY_DN115666_c0_g1_i1	meanmale	1.533819344	FC1
TRINITY_DN118637_c0_g1_i1	meanmale	2.527791404	FC1
TRINITY_DN121027_c6_g3_i2	meanmale	-1.715182787	FC1
TRINITY_DN126901_c0_g1_i4	meanmale	-0.353903608	FC1
TRINITY_DN132344_c0_g1_i2	meanmale	-1.362003536	FC1
TRINITY_DN67679_c0_g1_i1	meanmale	-0.141345653	FC1
TRINITY_DN131353_c0_g1_i1	meanmale	-3.395775379	FC1
TRINITY_DN118793_c0_g1_i1	meanmale	-2.518350448	FC1
TRINITY_DN126647_c0_g1_i1	meanmale	-1.686679752	FC1
TRINITY_DN116915_c0_g1_i3	meanmale	0.07973355	FC1
TRINITY_DN92629_c0_g4_i1	meanmale	0.731134482	FC1
TRINITY_DN119204_c0_g1_i3	meanmale	1.349425582	FC1
TRINITY_DN132780_c0_g2_i1	meanmale	-0.231886744	FC1
TRINITY_DN127630_c3_g2_i2	meanmale	5.110594007	FC1
TRINITY_DN126502_c1_g1_i3	meanmale	0.917363349	FC1
TRINITY_DN127049_c0_g3_i1	meanmale	-0.770355188	FC1
TRINITY_DN126032_c0_g2_i6	meanmale	-0.185732982	FC1
TRINITY_DN112046_c0_g1_i2	meanmale	1.991038287	FC1
TRINITY_DN128087_c0_g1_i1	meanmale	1.01934162	FC1
TRINITY_DN132538_c0_g2_i4	meanmale	-0.301047967	FC1
TRINITY_DN110780_c0_g1_i2	meanmale	-0.539714043	FC1
TRINITY_DN128313_c7_g1_i2	meanmale	-0.980781305	FC1
TRINITY_DN130280_c0_g1_i1	meanmale	1.732665736	FC1
TRINITY_DN113665_c0_g3_i1	meanmale	0.166712539	FC1
TRINITY_DN67240_c0_g1_i1	meanmale	1.041880556	FC1
TRINITY_DN127474_c0_g1_i3	meanmale	1.969596367	FC1
TRINITY_DN114817_c0_g1_i3	meanmale	0.071904943	FC1
TRINITY_DN135010_c3_g1_i1	meanmale	-1.860258826	FC1
TRINITY_DN117718_c0_g1_i2	meanmale	1.352626791	FC1
TRINITY_DN91750_c0_g1_i3	meanmale	2.587195769	FC1
TRINITY_DN124651_c3_g3_i3	meanmale	3.148708948	FC1
TRINITY_DN123655_c6_g5_i1	meanmale	-0.285417925	FC1
TRINITY_DN135187_c1_g1_i4	meanmale	2.689441773	FC1
TRINITY_DN121787_c0_g1_i1	meanmale	-0.467466465	FC1
TRINITY_DN134606_c0_g2_i7	meanmale	1.310164024	FC1
TRINITY_DN129757_c0_g1_i1	meanmale	2.174676014	FC1
TRINITY_DN120962_c4_g1_i2	meanmale	-4.116325962	FC1
TRINITY_DN131929_c0_g7_i2	meanmale	-0.452482183	FC1
TRINITY_DN135805_c1_g2_i2	meanmale	2.315738428	FC1
TRINITY_DN84979_c0_g1_i1	meanmale	3.232644357	FC1
TRINITY_DN133002_c6_g5_i3	meanmale	0.289924191	FC1
TRINITY_DN129787_c3_g1_i1	meanmale	3.596963898	FC1
TRINITY_DN122784_c0_g1_i2	meanmale	3.752118981	FC1
TRINITY_DN122436_c6_g3_i3	meanmale	0.92580466	FC1
TRINITY_DN128019_c0_g3_i3	meanmale	0.925823607	FC1
TRINITY_DN121528_c0_g1_i2	meanmale	1.142328042	FC1
TRINITY_DN130667_c0_g1_i5	meanmale	0.271772248	FC1
TRINITY_DN117128_c0_g1_i3	meanmale	1.609857336	FC1
TRINITY_DN120935_c2_g1_i1	meanmale	1.616327066	FC1
TRINITY_DN112955_c0_g1_i2	meanmale	-1.875775829	FC1
TRINITY_DN129105_c3_g2_i2	meanmale	2.312522233	FC1
TRINITY_DN123649_c5_g1_i1	meanmale	0.738678006	FC1
TRINITY_DN33377_c0_g1_i1	meanmale	0.525431948	FC1
TRINITY_DN112246_c1_g5_i1	meanmale	2.213224014	FC1
TRINITY_DN131997_c11_g3_i1	meanmale	1.943499015	FC1
TRINITY_DN130248_c2_g3_i3	meanmale	-0.815321493	FC1
TRINITY_DN119620_c0_g1_i2	meanmale	2.151826536	FC1
TRINITY_DN135986_c0_g2_i1	meanmale	0.086013887	FC1
TRINITY_DN123271_c8_g1_i1	meanmale	2.04878254	FC1
TRINITY_DN131417_c4_g3_i2	meanmale	0.102236788	FC1
TRINITY_DN131170_c0_g1_i3	meanmale	-1.701225626	FC1
TRINITY_DN132470_c1_g1_i2	meanmale	1.850533986	FC1
TRINITY_DN131557_c0_g2_i2	meanmale	-2.165954923	FC1
TRINITY_DN109308_c0_g1_i1	meanmale	0.34043022	FC1
TRINITY_DN124667_c1_g2_i1	meanmale	0.731276117	FC1
TRINITY_DN132032_c0_g1_i1	meanmale	1.681646939	FC1
TRINITY_DN131869_c0_g1_i1	meanmale	0.625459516	FC1
TRINITY_DN127175_c5_g3_i2	meanmale	0.468438108	FC1
TRINITY_DN116382_c1_g1_i5	meanmale	3.308279002	FC1
TRINITY_DN121956_c0_g1_i6	meanmale	-0.020531359	FC1
TRINITY_DN132528_c4_g1_i3	meanmale	2.527817824	FC1
TRINITY_DN101047_c0_g1_i2	meanmale	0.544549636	FC1
TRINITY_DN125832_c3_g1_i1	meanmale	2.563355393	FC1
TRINITY_DN125546_c0_g2_i2	meanmale	1.203278978	FC1
TRINITY_DN128167_c5_g7_i4	meanmale	0.528911568	FC1
TRINITY_DN131826_c4_g2_i1	meanmale	-0.706913371	FC1
TRINITY_DN133859_c1_g1_i1	meanmale	2.935079987	FC1
