gid	tau	tissue	stage
TRINITY_DN126092_c0_g2_i2	0.651984555	Ovary_mean	Gonad
TRINITY_DN117163_c0_g1_i5	0.364974226	Testis_mean	Gonad
TRINITY_DN128763_c4_g1_i2	0.161423551	Testis_mean	Gonad
TRINITY_DN125256_c2_g1_i2	0.166235119	G23_mmean	Gonad
TRINITY_DN133254_c2_g1_i2	0.379342678	Brain_mmean	Gonad
TRINITY_DN115242_c0_g1_i2	0.533301037	Ovary_mean	Gonad
TRINITY_DN124238_c0_g1_i1	0.530320745	Ovary_mean	Gonad
TRINITY_DN124186_c1_g1_i1	0.370214502	Ovary_mean	Gonad
TRINITY_DN133592_c2_g3_i4	0.352405906	Ovary_mean	Gonad
TRINITY_DN130721_c1_g2_i1	0.087720693	Testis_mean	Gonad
TRINITY_DN122624_c3_g1_i1	0.388837762	Ovary_mean	Gonad
TRINITY_DN113447_c0_g1_i1	0.38635984	Ovary_mean	Gonad
TRINITY_DN128119_c1_g1_i2	0.07542341	Testis_mean	Gonad
TRINITY_DN131266_c3_g3_i1	0.19825808	Brain_mmean	Gonad
TRINITY_DN129690_c6_g3_i2	0.393729944	Ovary_mean	Gonad
TRINITY_DN133140_c4_g1_i1	0.268589487	G23_fmean	Gonad
TRINITY_DN123675_c0_g1_i1	0.357022375	Ovary_mean	Gonad
TRINITY_DN132949_c1_g1_i1	0.249393036	Brain_fmean	Gonad
TRINITY_DN119803_c0_g1_i2	0.069563838	Ovary_mean	Gonad
TRINITY_DN116031_c0_g1_i1	0.302121364	G43_M_mean	Gonad
TRINITY_DN130726_c0_g1_i1	0.691499941	Testis_mean	Gonad
TRINITY_DN119040_c0_g1_i1	0.39824007	Ovary_mean	Gonad
TRINITY_DN134242_c3_g2_i1	0.978967397	Testis_mean	Gonad
TRINITY_DN129162_c3_g2_i1	0.271448227	Ovary_mean	Gonad
TRINITY_DN128734_c3_g2_i3	0.178229424	G23_fmean	Gonad
TRINITY_DN130575_c0_g2_i1	0.365605247	G23_fmean	Gonad
TRINITY_DN118804_c0_g3_i3	0.588164896	Ovary_mean	Gonad
TRINITY_DN131595_c1_g3_i5	0.145963895	Testis_mean	Gonad
TRINITY_DN117716_c0_g2_i1	0.440593172	Ovary_mean	Gonad
TRINITY_DN113238_c0_g3_i1	0.416446496	Ovary_mean	Gonad
TRINITY_DN135221_c0_g1_i1	0.57543846	Ovary_mean	Gonad
TRINITY_DN127311_c0_g1_i1	0.443021951	Ovary_mean	Gonad
TRINITY_DN122474_c1_g1_i11	0.341685671	Ovary_mean	Gonad
TRINITY_DN119641_c2_g1_i1	0.456013202	Ovary_mean	Gonad
TRINITY_DN135220_c0_g4_i2	0.49967643	Ovary_mean	Gonad
TRINITY_DN130852_c0_g1_i1	0.276573186	Testis_mean	Gonad
TRINITY_DN122749_c0_g1_i3	0.406667823	Ovary_mean	Gonad
TRINITY_DN123456_c0_g4_i1	0.698632409	Ovary_mean	Gonad
TRINITY_DN122562_c0_g1_i2	0.673317402	Ovary_mean	Gonad
TRINITY_DN124959_c2_g4_i7	0.286704912	Ovary_mean	Gonad
TRINITY_DN132618_c0_g1_i4	0.184764875	Brain_mmean	Gonad
TRINITY_DN127575_c4_g3_i2	0.193975117	G23_mmean	Gonad
TRINITY_DN135280_c4_g2_i1	0.465261533	Ovary_mean	Gonad
TRINITY_DN118939_c0_g1_i1	0.266686547	Ovary_mean	Gonad
TRINITY_DN72469_c0_g2_i1	0.2360508	Ovary_mean	Gonad
TRINITY_DN136710_c24_g2_i1	0.233705713	Brain_mmean	Gonad
TRINITY_DN126031_c3_g1_i1	0.614758482	Ovary_mean	Gonad
TRINITY_DN130418_c8_g2_i1	0.475617461	Ovary_mean	Gonad
TRINITY_DN115800_c0_g2_i1	0.148670107	G23_mmean	Gonad
TRINITY_DN153995_c0_g1_i1	0.1870733	Testis_mean	Gonad
TRINITY_DN127550_c4_g2_i5	0.375695897	Ovary_mean	Gonad
TRINITY_DN129911_c4_g3_i1	0.357984541	Ovary_mean	Gonad
TRINITY_DN124389_c0_g1_i1	0.952879224	Ovary_mean	Gonad
TRINITY_DN135268_c2_g1_i9	0.826899585	Ovary_mean	Gonad
TRINITY_DN135514_c1_g1_i3	0.19249591	Ovary_mean	Gonad
TRINITY_DN125102_c0_g2_i1	0.368974465	Ovary_mean	Gonad
TRINITY_DN2377_c0_g1_i1	0.111657903	Testis_mean	Gonad
TRINITY_DN130609_c0_g1_i2	0.563712289	Ovary_mean	Gonad
TRINITY_DN129243_c2_g1_i1	0.828483175	Ovary_mean	Gonad
TRINITY_DN121493_c0_g1_i2	0.488978125	Ovary_mean	Gonad
TRINITY_DN113530_c0_g1_i1	0.501653077	Ovary_mean	Gonad
TRINITY_DN122603_c0_g1_i1	0.544468235	Ovary_mean	Gonad
TRINITY_DN106231_c0_g2_i2	0.11198695	G23_fmean	Gonad
TRINITY_DN121943_c0_g1_i2	0.432925982	Ovary_mean	Gonad
TRINITY_DN128042_c2_g1_i1	0.532933548	Ovary_mean	Gonad
TRINITY_DN122480_c0_g2_i2	0.194587229	Ovary_mean	Gonad
TRINITY_DN99366_c0_g1_i1	0.734334941	Ovary_mean	Gonad
TRINITY_DN122191_c0_g1_i2	0.277617628	Ovary_mean	Gonad
TRINITY_DN134966_c0_g2_i2	0.559216129	Ovary_mean	Gonad
TRINITY_DN127818_c1_g2_i1	0.152166539	Brain_mmean	Gonad
TRINITY_DN119488_c0_g1_i1	0.179958686	G23_fmean	Gonad
TRINITY_DN134521_c1_g11_i1	0.317530019	Liver_fmean	Gonad
TRINITY_DN133763_c3_g1_i3	0.247302943	G23_mmean	Gonad
TRINITY_DN123166_c4_g4_i2	0.277653953	G23_mmean	Gonad
TRINITY_DN121367_c0_g2_i1	0.37329402	Ovary_mean	Gonad
TRINITY_DN131300_c5_g1_i1	0.378113031	Ovary_mean	Gonad
TRINITY_DN127025_c4_g1_i1	0.393160331	Ovary_mean	Gonad
TRINITY_DN119204_c0_g1_i3	0.657006094	Ovary_mean	Gonad
TRINITY_DN128074_c1_g1_i2	0.37733311	Ovary_mean	Gonad
TRINITY_DN6308_c0_g2_i1	0.388220813	Brain_mmean	Gonad
TRINITY_DN122381_c0_g1_i2	0.467127579	Ovary_mean	Gonad
TRINITY_DN123628_c0_g2_i3	0.367310306	Ovary_mean	Gonad
TRINITY_DN134019_c0_g1_i4	0.376699638	Testis_mean	Gonad
TRINITY_DN128922_c3_g8_i1	0.295354654	Brain_fmean	Gonad
TRINITY_DN123012_c1_g2_i1	0.388015216	Ovary_mean	Gonad
TRINITY_DN130536_c4_g3_i2	0.302662211	Ovary_mean	Gonad
TRINITY_DN124792_c0_g2_i1	0.312526854	G23_fmean	Gonad
TRINITY_DN26896_c0_g2_i1	0.370286389	Ovary_mean	Gonad
TRINITY_DN132268_c0_g1_i1	0.660747219	Ovary_mean	Gonad
TRINITY_DN115615_c0_g1_i1	0.474085415	Ovary_mean	Gonad
TRINITY_DN130647_c0_g3_i6	0.292963876	Ovary_mean	Gonad
TRINITY_DN109944_c0_g1_i1	0.504258801	Ovary_mean	Gonad
TRINITY_DN134788_c3_g1_i3	0.434242485	Ovary_mean	Gonad
TRINITY_DN123976_c0_g1_i1	0.173326606	G23_fmean	Gonad
TRINITY_DN130830_c1_g1_i2	0.246471178	Testis_mean	Gonad
TRINITY_DN127630_c2_g3_i1	0.574724153	Ovary_mean	Gonad
TRINITY_DN118997_c0_g1_i2	0.224890766	G23_mmean	Gonad
TRINITY_DN131423_c0_g2_i6	0.217620052	Ovary_mean	Gonad
TRINITY_DN134264_c3_g2_i1	0.226273354	G23_fmean	Gonad
TRINITY_DN131253_c3_g1_i2	0.205824136	G23_fmean	Gonad
TRINITY_DN123696_c0_g1_i1	0.983908967	Ovary_mean	Gonad
TRINITY_DN128713_c4_g2_i3	0.333498405	Testis_mean	Gonad
TRINITY_DN118387_c0_g3_i2	0.691971345	Ovary_mean	Gonad
TRINITY_DN132395_c1_g1_i1	0.698229825	Ovary_mean	Gonad
TRINITY_DN130904_c1_g1_i8	0.082607028	Brain_mmean	Gonad
TRINITY_DN125558_c1_g2_i1	0.791698827	Ovary_mean	Gonad
TRINITY_DN128972_c3_g1_i2	0.599036339	Ovary_mean	Gonad
TRINITY_DN106366_c0_g5_i1	0.527915597	Ovary_mean	Gonad
TRINITY_DN131843_c1_g2_i2	0.258754067	Brain_fmean	Gonad
TRINITY_DN136670_c26_g1_i1	0.553158764	Ovary_mean	Gonad
TRINITY_DN124631_c0_g1_i5	0.467842874	Ovary_mean	Gonad
TRINITY_DN128627_c3_g3_i1	0.430565804	Ovary_mean	Gonad
TRINITY_DN119801_c0_g1_i1	0.203951786	G23_fmean	Gonad
TRINITY_DN120998_c0_g3_i4	0.452904807	Ovary_mean	Gonad
TRINITY_DN135369_c3_g1_i1	0.221485708	Brain_mmean	Gonad
TRINITY_DN127164_c6_g1_i1	0.896306913	Testis_mean	Gonad
TRINITY_DN122768_c0_g1_i2	0.531669547	Brain_mmean	Gonad
TRINITY_DN131269_c13_g3_i1	0.425839587	Ovary_mean	Gonad
TRINITY_DN125955_c2_g1_i6	0.211108565	G27_mmean	Gonad
TRINITY_DN124459_c0_g2_i1	0.194369376	G23_fmean	Gonad
TRINITY_DN135417_c3_g1_i1	0.513972169	Ovary_mean	Gonad
TRINITY_DN133222_c0_g3_i3	0.266636098	Brain_mmean	Gonad
TRINITY_DN131163_c0_g1_i9	0.478983119	Ovary_mean	Gonad
TRINITY_DN128731_c4_g1_i1	0.295524905	Ovary_mean	Gonad
TRINITY_DN120086_c0_g1_i1	0.256785175	Ovary_mean	Gonad
TRINITY_DN128094_c1_g2_i9	0.147739538	Ovary_mean	Gonad
TRINITY_DN127633_c0_g1_i1	0.563737242	Ovary_mean	Gonad
TRINITY_DN93779_c0_g1_i1	0.288515509	Liver_fmean	Gonad
TRINITY_DN115215_c1_g2_i1	0.301811168	Testis_mean	Gonad
TRINITY_DN128985_c0_g1_i1	0.226156556	G23_fmean	Gonad
TRINITY_DN134248_c2_g1_i2	0.262248813	G43_F_mean	Gonad
TRINITY_DN125651_c4_g1_i1	0.065467439	G23_mmean	Gonad
TRINITY_DN119467_c0_g1_i2	0.396698472	Ovary_mean	Gonad
TRINITY_DN134802_c8_g6_i1	0.203471775	G23_fmean	Gonad
TRINITY_DN125305_c3_g2_i1	0.602989874	Ovary_mean	Gonad
TRINITY_DN122935_c0_g1_i1	0.171191002	G43_F_mean	Gonad
TRINITY_DN130947_c1_g6_i1	0.361720269	G27_mmean	Gonad
TRINITY_DN132809_c9_g2_i1	0.384978027	G46_M_mean	Gonad
TRINITY_DN124356_c7_g4_i1	0.258837532	Ovary_mean	Gonad
TRINITY_DN129398_c7_g1_i4	0.212015052	G23_mmean	Gonad
TRINITY_DN127241_c3_g1_i1	0.37314001	Brain_mmean	Gonad
TRINITY_DN67966_c0_g2_i1	0.215165041	Brain_fmean	Gonad
TRINITY_DN112341_c0_g1_i1	0.425758342	Ovary_mean	Gonad
TRINITY_DN127742_c4_g3_i2	0.323934097	G23_fmean	Gonad
TRINITY_DN124755_c2_g2_i3	0.207056745	Ovary_mean	Gonad
TRINITY_DN134085_c3_g3_i5	0.219482383	Ovary_mean	Gonad
TRINITY_DN131111_c0_g1_i3	0.62847385	Ovary_mean	Gonad
TRINITY_DN117974_c0_g1_i3	0.125989099	Brain_fmean	Gonad
TRINITY_DN107978_c0_g1_i1	0.886772911	Testis_mean	Gonad
TRINITY_DN129781_c1_g1_i1	0.399978154	G43_M_mean	Gonad
TRINITY_DN115417_c0_g2_i3	0.507645202	Ovary_mean	Gonad
TRINITY_DN121970_c0_g1_i6	0.174748152	G23_fmean	Gonad
TRINITY_DN123269_c0_g1_i1	0.11224594	Brain_mmean	Gonad
TRINITY_DN110356_c0_g1_i1	0.348131224	Ovary_mean	Gonad
TRINITY_DN126971_c0_g4_i1	0.236689174	Brain_mmean	Gonad
TRINITY_DN119451_c0_g1_i1	0.19867301	G23_fmean	Gonad
TRINITY_DN125443_c0_g1_i1	0.42736353	Ovary_mean	Gonad
TRINITY_DN118702_c0_g1_i1	0.712863721	Ovary_mean	Gonad
TRINITY_DN127570_c4_g1_i11	0.519902087	Brain_fmean	Gonad
TRINITY_DN113587_c0_g1_i2	0.361760564	Ovary_mean	Gonad
TRINITY_DN126737_c1_g8_i8	0.358154187	Ovary_mean	Gonad
TRINITY_DN128445_c0_g3_i2	0.181353856	Ovary_mean	Gonad
TRINITY_DN130776_c1_g1_i1	0.390490301	Ovary_mean	Gonad
TRINITY_DN132091_c0_g4_i8	0.311500976	Brain_fmean	Gonad
TRINITY_DN123377_c2_g3_i1	0.511575942	Ovary_mean	Gonad
TRINITY_DN134197_c7_g2_i4	0.126186977	G23_mmean	Gonad
TRINITY_DN128513_c1_g2_i6	0.465773221	Liver_fmean	Gonad
TRINITY_DN120435_c2_g2_i1	0.475140741	Ovary_mean	Gonad
TRINITY_DN115656_c0_g1_i1	0.129925953	G23_mmean	Gonad
TRINITY_DN115275_c0_g1_i1	0.065461637	G27_fmean	Gonad
TRINITY_DN133805_c2_g1_i1	0.367910859	Brain_fmean	Gonad
TRINITY_DN130664_c0_g9_i3	0.162997	G27_mmean	Gonad
TRINITY_DN130699_c7_g1_i2	0.223853604	Ovary_mean	Gonad
TRINITY_DN135302_c2_g2_i7	0.244594399	Ovary_mean	Gonad
TRINITY_DN115618_c0_g1_i1	0.204580822	Ovary_mean	Gonad
TRINITY_DN124911_c0_g2_i4	0.332674946	Ovary_mean	Gonad
TRINITY_DN126824_c0_g1_i3	0.164511351	Ovary_mean	Gonad
TRINITY_DN134824_c3_g6_i5	0.544554022	Ovary_mean	Gonad
TRINITY_DN124009_c0_g1_i3	0.369166297	Brain_mmean	Gonad
TRINITY_DN134982_c4_g2_i4	0.211300139	Ovary_mean	Gonad
TRINITY_DN133479_c0_g2_i4	0.404630433	G46_M_mean	Gonad
TRINITY_DN129739_c2_g1_i1	0.389538979	Testis_mean	Gonad
TRINITY_DN127398_c4_g2_i1	0.585213971	Ovary_mean	Gonad
TRINITY_DN135896_c2_g3_i1	0.44140751	Brain_mmean	Gonad
TRINITY_DN135433_c0_g2_i2	0.366620815	Ovary_mean	Gonad
TRINITY_DN132544_c0_g2_i1	0.410552027	Ovary_mean	Gonad
TRINITY_DN132673_c0_g1_i1	0.370643159	Ovary_mean	Gonad
TRINITY_DN124395_c0_g2_i2	0.182944249	Ovary_mean	Gonad
TRINITY_DN115563_c0_g1_i1	0.161110674	G43_M_mean	Gonad
TRINITY_DN129335_c5_g2_i1	0.153428486	G43_F_mean	Gonad
TRINITY_DN125392_c6_g1_i13	0.134187403	G23_fmean	Gonad
TRINITY_DN113665_c0_g3_i1	0.654333288	Ovary_mean	Gonad
TRINITY_DN120251_c0_g1_i2	0.281781903	Ovary_mean	Gonad
TRINITY_DN124180_c0_g2_i1	0.315895838	Ovary_mean	Gonad
TRINITY_DN120798_c0_g1_i3	0.371591292	Ovary_mean	Gonad
TRINITY_DN133390_c2_g2_i1	0.103618978	Testis_mean	Gonad
TRINITY_DN120525_c0_g1_i2	0.138184753	Testis_mean	Gonad
TRINITY_DN131230_c2_g1_i17	0.183967064	G23_fmean	Gonad
TRINITY_DN132159_c2_g1_i2	0.386565182	Ovary_mean	Gonad
TRINITY_DN133121_c3_g5_i1	0.226906029	Testis_mean	Gonad
TRINITY_DN109560_c0_g1_i1	0.567490799	Ovary_mean	Gonad
TRINITY_DN136175_c0_g1_i4	0.401529107	Brain_mmean	Gonad
TRINITY_DN119748_c1_g1_i2	0.332049538	Ovary_mean	Gonad
TRINITY_DN134922_c4_g1_i5	0.211875271	G31_mmean	Gonad
TRINITY_DN132338_c1_g2_i1	0.106050865	G23_fmean	Gonad
TRINITY_DN129885_c0_g2_i14	0.55738603	Brain_mmean	Gonad
TRINITY_DN130881_c3_g4_i2	0.162956587	Ovary_mean	Gonad
TRINITY_DN117485_c0_g1_i1	0.202570987	Ovary_mean	Gonad
TRINITY_DN129066_c0_g2_i4	0.297616827	Testis_mean	Gonad
TRINITY_DN136584_c4_g5_i2	0.369941423	Ovary_mean	Gonad
TRINITY_DN121142_c0_g1_i2	0.130182066	Brain_mmean	Gonad
TRINITY_DN129328_c0_g2_i1	0.16842263	Liver_fmean	Gonad
TRINITY_DN112734_c0_g2_i8	0.596168215	Brain_mmean	Gonad
TRINITY_DN133072_c4_g5_i1	0.363684471	Liver_fmean	Gonad
TRINITY_DN133827_c4_g1_i2	0.471646604	Brain_mmean	Gonad
TRINITY_DN133402_c0_g1_i2	0.320080519	Ovary_mean	Gonad
TRINITY_DN131451_c1_g1_i1	0.594537852	Ovary_mean	Gonad
TRINITY_DN126001_c0_g1_i1	0.342889547	Ovary_mean	Gonad
TRINITY_DN125538_c3_g7_i1	0.136536292	G27_mmean	Gonad
TRINITY_DN110673_c0_g1_i1	0.364818676	Testis_mean	Gonad
TRINITY_DN99832_c0_g3_i1	0.508320918	Ovary_mean	Gonad
TRINITY_DN134017_c3_g3_i1	0.306546121	G43_M_mean	Gonad
TRINITY_DN128690_c1_g3_i2	0.348665018	Ovary_mean	Gonad
TRINITY_DN132757_c0_g1_i3	0.248582314	Testis_mean	Gonad
TRINITY_DN128032_c3_g1_i2	0.483764311	Ovary_mean	Gonad
TRINITY_DN119356_c0_g1_i1	0.655183016	Ovary_mean	Gonad
TRINITY_DN121022_c0_g1_i3	0.26006312	Testis_mean	Gonad
TRINITY_DN118700_c1_g1_i2	0.150931159	G23_mmean	Gonad
TRINITY_DN125767_c3_g4_i4	0.280657221	Ovary_mean	Gonad
TRINITY_DN133950_c1_g1_i1	0.330580622	Ovary_mean	Gonad
TRINITY_DN115697_c0_g1_i2	0.159471676	Ovary_mean	Gonad
TRINITY_DN135403_c1_g1_i1	0.217343323	Ovary_mean	Gonad
TRINITY_DN124782_c0_g3_i3	0.187545871	G43_M_mean	Gonad
TRINITY_DN99818_c0_g1_i1	0.5141969	Ovary_mean	Gonad
TRINITY_DN122578_c0_g1_i3	0.546314259	Testis_mean	Gonad
TRINITY_DN126323_c0_g1_i2	0.27055886	Testis_mean	Gonad
TRINITY_DN133594_c0_g2_i3	0.265289537	G43_M_mean	Gonad
TRINITY_DN115646_c0_g1_i1	0.536244057	Ovary_mean	Gonad
TRINITY_DN116359_c0_g1_i2	0.336527633	Ovary_mean	Gonad
TRINITY_DN130769_c3_g1_i2	0.209030222	Ovary_mean	Gonad
TRINITY_DN133314_c5_g3_i1	0.276221142	Brain_fmean	Gonad
TRINITY_DN128125_c2_g2_i1	0.1448564	Brain_mmean	Gonad
TRINITY_DN120617_c0_g1_i1	0.134532619	G23_mmean	Gonad
TRINITY_DN130695_c1_g1_i1	0.217791295	G23_mmean	Gonad
TRINITY_DN128849_c0_g3_i2	0.31054041	Brain_fmean	Gonad
TRINITY_DN120236_c2_g1_i2	0.344992659	Ovary_mean	Gonad
TRINITY_DN132322_c0_g1_i3	0.186403666	Brain_mmean	Gonad
TRINITY_DN109555_c0_g1_i2	0.835179214	Testis_mean	Gonad
TRINITY_DN119826_c0_g2_i1	0.285245625	Ovary_mean	Gonad
TRINITY_DN123490_c2_g1_i2	0.297380299	Ovary_mean	Gonad
TRINITY_DN130345_c0_g1_i2	0.420999999	Ovary_mean	Gonad
TRINITY_DN122298_c0_g2_i1	0.592207969	Ovary_mean	Gonad
TRINITY_DN120038_c0_g2_i1	0.110982399	G27_fmean	Gonad
TRINITY_DN127163_c0_g4_i1	0.358982663	Testis_mean	Gonad
TRINITY_DN134309_c0_g1_i3	0.354256976	Ovary_mean	Gonad
TRINITY_DN127525_c3_g1_i1	0.238731951	Brain_mmean	Gonad
TRINITY_DN132639_c0_g1_i4	0.384098381	Testis_mean	Gonad
TRINITY_DN131166_c2_g7_i2	0.497750838	Ovary_mean	Gonad
TRINITY_DN131152_c2_g1_i2	0.249529467	Ovary_mean	Gonad
TRINITY_DN124153_c8_g1_i1	0.242712568	G23_fmean	Gonad
TRINITY_DN121912_c1_g2_i1	0.386775759	Ovary_mean	Gonad
TRINITY_DN129440_c9_g2_i2	0.465535302	Ovary_mean	Gonad
TRINITY_DN126193_c2_g5_i3	0.173543505	Ovary_mean	Gonad
TRINITY_DN132885_c0_g1_i1	0.254052948	Liver_fmean	Gonad
TRINITY_DN129665_c2_g2_i2	0.379405161	G27_mmean	Gonad
TRINITY_DN128951_c3_g3_i6	0.279674356	Ovary_mean	Gonad
TRINITY_DN117638_c0_g1_i1	0.916485115	Ovary_mean	Gonad
TRINITY_DN127683_c0_g4_i1	0.314747406	Ovary_mean	Gonad
TRINITY_DN135690_c1_g1_i1	0.147630966	Brain_mmean	Gonad
TRINITY_DN129631_c3_g2_i2	0.512205377	Ovary_mean	Gonad
TRINITY_DN120199_c0_g1_i2	0.422385368	Ovary_mean	Gonad
TRINITY_DN135612_c2_g36_i1	0.27251887	Brain_fmean	Gonad
TRINITY_DN129608_c0_g1_i2	0.291291311	Brain_mmean	Gonad
TRINITY_DN125989_c1_g1_i1	0.394979311	Ovary_mean	Gonad
TRINITY_DN134490_c0_g1_i3	0.201423901	G23_fmean	Gonad
TRINITY_DN128627_c2_g1_i1	0.230449053	Brain_fmean	Gonad
TRINITY_DN125133_c0_g2_i7	0.819037436	Ovary_mean	Gonad
TRINITY_DN132600_c0_g8_i1	0.066370172	Testis_mean	Gonad
TRINITY_DN109077_c0_g1_i1	0.834988095	Ovary_mean	Gonad
TRINITY_DN128007_c1_g3_i1	0.31644927	Brain_mmean	Gonad
TRINITY_DN133982_c4_g1_i1	0.165742163	G23_mmean	Gonad
TRINITY_DN121187_c0_g1_i1	0.240679441	Ovary_mean	Gonad
TRINITY_DN41598_c0_g2_i1	0.224786299	Brain_fmean	Gonad
TRINITY_DN129451_c0_g1_i2	0.491515897	Ovary_mean	Gonad
TRINITY_DN125015_c1_g1_i1	0.551233703	Ovary_mean	Gonad
TRINITY_DN130614_c2_g2_i2	0.550842309	Ovary_mean	Gonad
TRINITY_DN131450_c1_g5_i5	0.881526249	Testis_mean	Gonad
TRINITY_DN64301_c0_g1_i1	0.480356817	Ovary_mean	Gonad
TRINITY_DN122117_c0_g3_i3	0.498826727	Ovary_mean	Gonad
TRINITY_DN126528_c1_g1_i1	0.345081755	Ovary_mean	Gonad
TRINITY_DN115756_c0_g1_i1	0.238966371	G23_mmean	Gonad
TRINITY_DN136610_c17_g1_i3	0.239097441	Ovary_mean	Gonad
TRINITY_DN134834_c0_g3_i2	0.430573042	Testis_mean	Gonad
TRINITY_DN122182_c0_g1_i2	0.509380496	Ovary_mean	Gonad
TRINITY_DN129466_c1_g5_i1	0.918121278	Ovary_mean	Gonad
TRINITY_DN129138_c3_g3_i1	0.199048676	Brain_fmean	Gonad
TRINITY_DN76183_c0_g1_i1	0.26218053	Brain_fmean	Gonad
TRINITY_DN126390_c4_g1_i2	0.20738669	Liver_mmean	Gonad
TRINITY_DN121973_c0_g1_i2	0.671394155	Ovary_mean	Gonad
TRINITY_DN128156_c1_g2_i4	0.361403794	Brain_mmean	Gonad
TRINITY_DN134505_c1_g3_i1	0.289678943	Ovary_mean	Gonad
TRINITY_DN132688_c0_g1_i2	0.156481019	Ovary_mean	Gonad
TRINITY_DN132139_c5_g1_i3	0.147100453	Ovary_mean	Gonad
TRINITY_DN124223_c0_g1_i1	0.261114734	Brain_mmean	Gonad
TRINITY_DN130735_c0_g1_i2	0.327622207	Ovary_mean	Gonad
TRINITY_DN130912_c3_g4_i1	0.879741033	Testis_mean	Gonad
TRINITY_DN134346_c1_g2_i3	0.54331598	Ovary_mean	Gonad
TRINITY_DN127117_c5_g2_i2	0.138500922	Brain_fmean	Gonad
TRINITY_DN135531_c2_g1_i4	0.53005819	Ovary_mean	Gonad
TRINITY_DN68064_c0_g1_i1	0.201932867	Ovary_mean	Gonad
TRINITY_DN127631_c8_g6_i1	0.109629386	G23_fmean	Gonad
TRINITY_DN128789_c1_g1_i1	0.537158044	Ovary_mean	Gonad
TRINITY_DN136194_c0_g2_i1	0.502179489	Testis_mean	Gonad
TRINITY_DN135049_c6_g1_i2	0.229942791	G23_fmean	Gonad
TRINITY_DN129631_c6_g2_i1	0.157413381	Brain_mmean	Gonad
TRINITY_DN121684_c0_g1_i1	0.353220349	Brain_mmean	Gonad
TRINITY_DN128835_c0_g1_i1	0.497272083	Ovary_mean	Gonad
TRINITY_DN125752_c5_g1_i2	0.142958204	G23_mmean	Gonad
TRINITY_DN128834_c2_g1_i1	0.26267828	Ovary_mean	Gonad
TRINITY_DN126135_c4_g1_i2	0.409773728	Ovary_mean	Gonad
TRINITY_DN128722_c0_g1_i2	0.508414454	Ovary_mean	Gonad
TRINITY_DN119299_c0_g2_i1	0.245518716	G23_fmean	Gonad
TRINITY_DN134566_c2_g1_i1	0.695022003	Ovary_mean	Gonad
TRINITY_DN116983_c0_g1_i1	0.173121581	G27_fmean	Gonad
TRINITY_DN133567_c0_g4_i2	0.446411099	Ovary_mean	Gonad
TRINITY_DN122355_c6_g2_i1	0.295858843	Brain_mmean	Gonad
TRINITY_DN128503_c0_g1_i2	0.63036743	Ovary_mean	Gonad
TRINITY_DN119116_c0_g1_i1	0.948461007	Ovary_mean	Gonad
TRINITY_DN131543_c5_g2_i1	0.233449546	Brain_mmean	Gonad
TRINITY_DN131677_c5_g4_i3	0.346641339	Liver_fmean	Gonad
TRINITY_DN131699_c3_g1_i1	0.319564452	Ovary_mean	Gonad
TRINITY_DN133927_c1_g1_i1	0.42531999	Ovary_mean	Gonad
TRINITY_DN135956_c0_g1_i2	0.419323317	Brain_mmean	Gonad
TRINITY_DN103622_c0_g3_i3	0.5106073	Ovary_mean	Gonad
TRINITY_DN131195_c2_g4_i1	0.414082042	Ovary_mean	Gonad
TRINITY_DN120415_c0_g1_i1	0.327973599	Ovary_mean	Gonad
TRINITY_DN129293_c1_g2_i1	0.563786724	Ovary_mean	Gonad
TRINITY_DN108227_c0_g1_i1	0.301164883	Ovary_mean	Gonad
TRINITY_DN133687_c4_g5_i4	0.636802234	Ovary_mean	Gonad
TRINITY_DN108068_c0_g1_i3	0.985884502	Testis_mean	Gonad
TRINITY_DN128203_c3_g1_i2	0.532719922	Brain_fmean	Gonad
TRINITY_DN128248_c0_g1_i6	0.285247475	Ovary_mean	Gonad
TRINITY_DN115095_c0_g1_i1	0.716539819	Ovary_mean	Gonad
TRINITY_DN116835_c0_g1_i1	0.217891768	Testis_mean	Gonad
TRINITY_DN122335_c0_g1_i1	0.306312262	Brain_mmean	Gonad
TRINITY_DN125554_c0_g2_i1	0.588726476	Ovary_mean	Gonad
TRINITY_DN122048_c0_g2_i2	0.208232797	G23_mmean	Gonad
TRINITY_DN133320_c2_g1_i1	0.291790773	Testis_mean	Gonad
TRINITY_DN135497_c0_g1_i1	0.352740384	Brain_fmean	Gonad
TRINITY_DN127149_c1_g1_i10	0.425744354	Ovary_mean	Gonad
TRINITY_DN127675_c1_g2_i2	0.477150431	Liver_fmean	Gonad
TRINITY_DN134383_c0_g1_i1	0.090411159	Testis_mean	Gonad
TRINITY_DN123623_c0_g2_i1	0.241472956	Ovary_mean	Gonad
TRINITY_DN117622_c0_g1_i3	0.619052228	Brain_fmean	Gonad
TRINITY_DN122245_c0_g1_i1	0.62438775	Ovary_mean	Gonad
TRINITY_DN120034_c0_g1_i2	0.442959029	Ovary_mean	Gonad
TRINITY_DN131184_c1_g2_i2	0.113196386	Ovary_mean	Gonad
TRINITY_DN110644_c0_g1_i1	1.000202921	Ovary_mean	Gonad
TRINITY_DN131659_c0_g7_i4	0.462651384	Liver_mmean	Gonad
TRINITY_DN129938_c0_g1_i3	0.513247305	Ovary_mean	Gonad
