gid	tau	tissue	stage
TRINITY_DN125577_c3_g4_i1	0.215313483	Ovary_mean	Gonad
TRINITY_DN128253_c0_g1_i4	0.258225344	Testis_mean	Gonad
TRINITY_DN129485_c0_g1_i1	0.300091929	Ovary_mean	Gonad
TRINITY_DN136663_c13_g1_i1	0.909156006	Ovary_mean	Gonad
TRINITY_DN122698_c3_g2_i1	0.217079177	Brain_fmean	Gonad
TRINITY_DN134932_c0_g1_i3	0.306832067	Ovary_mean	Gonad
TRINITY_DN125344_c2_g1_i11	0.102557437	G23_fmean	Gonad
TRINITY_DN127411_c1_g2_i3	0.294170741	Brain_mmean	Gonad
TRINITY_DN130487_c13_g1_i2	0.180936438	Brain_mmean	Gonad
TRINITY_DN135887_c3_g19_i1	0.25104363	G46_F_mean	Gonad
TRINITY_DN116224_c0_g1_i1	0.16114214	Testis_mean	Gonad
TRINITY_DN130933_c7_g1_i2	0.60436922	Ovary_mean	Gonad
TRINITY_DN128465_c0_g5_i9	0.205699366	G46_M_mean	Gonad
TRINITY_DN135433_c1_g3_i3	0.195210523	G23_fmean	Gonad
TRINITY_DN134478_c8_g1_i7	0.335188845	Brain_mmean	Gonad
TRINITY_DN135264_c6_g4_i1	0.425848345	Ovary_mean	Gonad
TRINITY_DN124072_c1_g2_i5	0.310467723	Ovary_mean	Gonad
TRINITY_DN130888_c1_g1_i2	0.38519083	Ovary_mean	Gonad
TRINITY_DN125246_c1_g1_i1	0.495986293	Ovary_mean	Gonad
TRINITY_DN122880_c0_g1_i3	0.51270686	Ovary_mean	Gonad
TRINITY_DN134427_c3_g1_i4	0.275469594	Ovary_mean	Gonad
TRINITY_DN134312_c3_g2_i3	0.646895781	Ovary_mean	Gonad
TRINITY_DN133282_c1_g1_i2	0.552891757	Ovary_mean	Gonad
TRINITY_DN115011_c0_g1_i6	0.142527191	Ovary_mean	Gonad
TRINITY_DN103812_c0_g1_i2	0.295271723	G46_F_mean	Gonad
TRINITY_DN127646_c0_g5_i1	0.328012746	Brain_fmean	Gonad
TRINITY_DN134299_c0_g1_i2	0.2351096	G23_fmean	Gonad
TRINITY_DN119635_c0_g1_i3	0.190146398	Testis_mean	Gonad
TRINITY_DN133076_c1_g2_i3	0.340728104	Ovary_mean	Gonad
TRINITY_DN131503_c0_g1_i4	0.487796577	Ovary_mean	Gonad
TRINITY_DN128197_c6_g1_i1	0.183382261	Ovary_mean	Gonad
TRINITY_DN123418_c0_g1_i3	0.450372635	Ovary_mean	Gonad
TRINITY_DN135875_c1_g4_i3	0.34328789	Brain_mmean	Gonad
TRINITY_DN126982_c2_g2_i2	0.252024221	Ovary_mean	Gonad
TRINITY_DN129928_c3_g2_i2	0.736014207	Ovary_mean	Gonad
TRINITY_DN125727_c0_g1_i1	0.474106912	Ovary_mean	Gonad
TRINITY_DN131447_c0_g1_i3	0.535404209	Ovary_mean	Gonad
TRINITY_DN135084_c0_g1_i3	0.503355255	Ovary_mean	Gonad
TRINITY_DN116451_c0_g2_i3	0.800517514	Ovary_mean	Gonad
TRINITY_DN127810_c6_g3_i2	0.614523634	Ovary_mean	Gonad
TRINITY_DN125420_c4_g4_i1	0.345738293	Brain_fmean	Gonad
TRINITY_DN127522_c0_g1_i1	0.51065948	Ovary_mean	Gonad
TRINITY_DN115010_c0_g4_i2	0.408989718	Ovary_mean	Gonad
TRINITY_DN122613_c1_g1_i3	0.305273293	Brain_mmean	Gonad
TRINITY_DN127865_c0_g1_i3	0.118088556	G43_M_mean	Gonad
TRINITY_DN132776_c2_g1_i1	0.303178693	Ovary_mean	Gonad
TRINITY_DN128425_c0_g1_i1	0.340339302	Ovary_mean	Gonad
TRINITY_DN136267_c1_g3_i1	0.180781264	Testis_mean	Gonad
TRINITY_DN127025_c5_g1_i1	0.244266952	Ovary_mean	Gonad
TRINITY_DN123134_c0_g1_i8	0.556364706	Ovary_mean	Gonad
TRINITY_DN129752_c4_g12_i2	0.220036154	Testis_mean	Gonad
TRINITY_DN126985_c0_g1_i5	0.107383228	G23_fmean	Gonad
TRINITY_DN123034_c0_g1_i1	0.592743175	Ovary_mean	Gonad
TRINITY_DN164909_c0_g1_i1	0.789269835	Ovary_mean	Gonad
TRINITY_DN122073_c0_g2_i6	0.606967341	Ovary_mean	Gonad
TRINITY_DN106219_c0_g3_i1	0.336139943	Ovary_mean	Gonad
TRINITY_DN136063_c1_g2_i1	0.297823617	Testis_mean	Gonad
TRINITY_DN123621_c0_g3_i1	0.190048249	Ovary_mean	Gonad
TRINITY_DN118390_c0_g2_i2	0.687154038	Ovary_mean	Gonad
TRINITY_DN114120_c0_g1_i1	0.147495375	Ovary_mean	Gonad
TRINITY_DN123361_c0_g1_i1	0.476092844	Ovary_mean	Gonad
TRINITY_DN115635_c0_g1_i1	0.37101601	Ovary_mean	Gonad
TRINITY_DN120902_c0_g1_i1	0.289728906	Ovary_mean	Gonad
TRINITY_DN134368_c1_g1_i1	0.389681973	G23_fmean	Gonad
TRINITY_DN124157_c4_g3_i1	0.31487509	Ovary_mean	Gonad
TRINITY_DN131068_c1_g7_i3	0.340408806	Ovary_mean	Gonad
TRINITY_DN118145_c0_g2_i2	0.605923525	Ovary_mean	Gonad
TRINITY_DN133055_c0_g4_i2	0.368920608	Brain_mmean	Gonad
TRINITY_DN131899_c0_g1_i1	0.411022716	Ovary_mean	Gonad
TRINITY_DN136357_c1_g2_i3	0.259177713	Brain_mmean	Gonad
TRINITY_DN132067_c0_g1_i6	0.276349271	G27_fmean	Gonad
TRINITY_DN115856_c0_g1_i2	0.519998682	Ovary_mean	Gonad
TRINITY_DN132963_c1_g4_i2	0.306895545	Ovary_mean	Gonad
TRINITY_DN128664_c0_g3_i1	0.458340167	Ovary_mean	Gonad
TRINITY_DN125214_c0_g1_i1	0.217138022	Ovary_mean	Gonad
TRINITY_DN128186_c0_g1_i4	0.690083032	Ovary_mean	Gonad
TRINITY_DN132966_c0_g3_i1	0.261415414	Ovary_mean	Gonad
TRINITY_DN116762_c0_g1_i1	0.518431959	Ovary_mean	Gonad
TRINITY_DN131082_c0_g2_i1	0.394587485	G43_F_mean	Gonad
TRINITY_DN127453_c4_g1_i2	0.368789691	Testis_mean	Gonad
TRINITY_DN135099_c3_g1_i1	0.156788951	Brain_mmean	Gonad
TRINITY_DN135606_c0_g1_i1	0.299715434	Ovary_mean	Gonad
TRINITY_DN114178_c0_g1_i2	0.228079196	G43_F_mean	Gonad
TRINITY_DN133212_c3_g2_i3	0.515398216	Ovary_mean	Gonad
TRINITY_DN117723_c0_g1_i1	0.618452518	Ovary_mean	Gonad
TRINITY_DN134071_c2_g2_i1	0.065079124	Testis_mean	Gonad
TRINITY_DN132956_c5_g1_i3	0.306368327	Ovary_mean	Gonad
TRINITY_DN131621_c5_g2_i1	0.363889144	Brain_mmean	Gonad
TRINITY_DN126536_c4_g2_i2	0.745943667	Ovary_mean	Gonad
TRINITY_DN124999_c0_g1_i1	0.611899478	Ovary_mean	Gonad
TRINITY_DN116874_c0_g1_i1	0.144282008	G23_mmean	Gonad
TRINITY_DN134340_c0_g2_i1	0.433727539	Ovary_mean	Gonad
TRINITY_DN122094_c3_g1_i1	0.392864971	Ovary_mean	Gonad
TRINITY_DN116937_c0_g3_i2	0.218706948	Brain_mmean	Gonad
TRINITY_DN130958_c0_g2_i4	0.243770578	Ovary_mean	Gonad
TRINITY_DN131238_c2_g1_i4	0.238248905	G23_mmean	Gonad
TRINITY_DN103860_c0_g1_i1	0.628647305	Ovary_mean	Gonad
TRINITY_DN117811_c0_g1_i2	0.289878973	Ovary_mean	Gonad
TRINITY_DN126049_c0_g4_i12	0.139925185	G43_M_mean	Gonad
TRINITY_DN127096_c0_g1_i2	0.523402878	Ovary_mean	Gonad
TRINITY_DN126009_c3_g3_i1	0.168463611	Brain_fmean	Gonad
TRINITY_DN133399_c1_g5_i1	0.205098282	Ovary_mean	Gonad
TRINITY_DN128821_c4_g2_i3	0.132610517	G43_M_mean	Gonad
TRINITY_DN121197_c0_g1_i2	0.501081109	Ovary_mean	Gonad
TRINITY_DN123024_c0_g2_i1	0.096909754	Testis_mean	Gonad
TRINITY_DN121826_c2_g14_i2	0.258158786	Brain_mmean	Gonad
TRINITY_DN110920_c0_g1_i2	0.347474128	Ovary_mean	Gonad
TRINITY_DN135778_c12_g1_i1	0.114933941	G43_F_mean	Gonad
TRINITY_DN120400_c0_g1_i2	0.400922726	Ovary_mean	Gonad
TRINITY_DN127489_c0_g1_i3	0.341922547	Brain_mmean	Gonad
TRINITY_DN121440_c0_g1_i3	0.159070196	G23_mmean	Gonad
TRINITY_DN112810_c0_g1_i1	0.244023992	Ovary_mean	Gonad
TRINITY_DN128092_c2_g1_i2	0.593639866	Ovary_mean	Gonad
TRINITY_DN126104_c2_g2_i3	0.227164456	Ovary_mean	Gonad
TRINITY_DN121889_c0_g2_i1	0.65575964	Ovary_mean	Gonad
TRINITY_DN132519_c0_g3_i5	0.544811207	Brain_fmean	Gonad
TRINITY_DN134813_c2_g1_i1	0.438283987	Ovary_mean	Gonad
TRINITY_DN116745_c0_g1_i1	0.090255634	G27_fmean	Gonad
TRINITY_DN127460_c3_g2_i1	0.136996814	Brain_mmean	Gonad
TRINITY_DN128626_c1_g1_i3	0.35112295	Ovary_mean	Gonad
TRINITY_DN109500_c0_g1_i1	0.168483933	G23_mmean	Gonad
TRINITY_DN126540_c1_g4_i1	0.550042132	Testis_mean	Gonad
TRINITY_DN108429_c0_g2_i1	0.453608037	Ovary_mean	Gonad
TRINITY_DN132334_c4_g3_i1	0.134640738	Ovary_mean	Gonad
TRINITY_DN130813_c0_g2_i3	0.223738553	Brain_mmean	Gonad
TRINITY_DN119260_c0_g1_i2	0.270502858	G27_mmean	Gonad
TRINITY_DN124782_c0_g4_i1	0.174759312	G23_mmean	Gonad
TRINITY_DN129898_c0_g1_i1	0.407371361	G43_F_mean	Gonad
TRINITY_DN71270_c0_g1_i1	0.214006231	G23_mmean	Gonad
TRINITY_DN131911_c1_g2_i2	0.468870922	Ovary_mean	Gonad
TRINITY_DN134349_c4_g7_i1	0.053908934	Testis_mean	Gonad
TRINITY_DN125652_c0_g2_i2	0.826734686	Ovary_mean	Gonad
TRINITY_DN120819_c1_g2_i4	0.468817369	Testis_mean	Gonad
TRINITY_DN121132_c1_g1_i1	0.505520114	Ovary_mean	Gonad
TRINITY_DN111035_c0_g1_i1	0.252918482	Testis_mean	Gonad
TRINITY_DN124637_c0_g1_i2	0.127030296	Brain_mmean	Gonad
TRINITY_DN119946_c0_g1_i2	0.327317228	Ovary_mean	Gonad
TRINITY_DN119156_c0_g1_i2	0.060196585	G23_mmean	Gonad
TRINITY_DN131947_c7_g4_i1	0.05957562	Testis_mean	Gonad
TRINITY_DN131864_c2_g5_i1	0.399159222	Ovary_mean	Gonad
TRINITY_DN136091_c9_g1_i1	0.259566897	Ovary_mean	Gonad
TRINITY_DN126623_c3_g2_i1	0.214236543	G23_fmean	Gonad
TRINITY_DN119150_c0_g2_i1	0.435717017	Ovary_mean	Gonad
TRINITY_DN121033_c0_g1_i1	0.285064248	Ovary_mean	Gonad
TRINITY_DN120437_c2_g1_i2	0.511228669	Ovary_mean	Gonad
TRINITY_DN126196_c0_g1_i2	0.595497077	Testis_mean	Gonad
TRINITY_DN130024_c2_g4_i1	0.41627509	Ovary_mean	Gonad
TRINITY_DN135065_c0_g1_i7	0.449502892	G27_mmean	Gonad
TRINITY_DN120131_c1_g1_i2	0.590879572	Testis_mean	Gonad
TRINITY_DN127148_c0_g1_i1	0.242435537	Testis_mean	Gonad
TRINITY_DN112453_c0_g3_i1	0.487691855	Ovary_mean	Gonad
TRINITY_DN128256_c2_g1_i2	0.616345672	Ovary_mean	Gonad
TRINITY_DN112525_c0_g1_i1	0.501608447	Ovary_mean	Gonad
TRINITY_DN130589_c4_g4_i5	0.144903242	Brain_mmean	Gonad
TRINITY_DN128174_c5_g1_i3	0.336866669	Ovary_mean	Gonad
TRINITY_DN125971_c0_g1_i2	0.963159287	Ovary_mean	Gonad
TRINITY_DN129816_c1_g2_i7	0.384655473	Ovary_mean	Gonad
TRINITY_DN124230_c0_g1_i7	0.411965905	Ovary_mean	Gonad
TRINITY_DN114824_c0_g1_i2	0.505620103	Liver_fmean	Gonad
TRINITY_DN129915_c0_g1_i8	0.399724447	Ovary_mean	Gonad
TRINITY_DN106065_c0_g1_i2	0.439832165	Ovary_mean	Gonad
TRINITY_DN98815_c0_g2_i1	0.877210658	Ovary_mean	Gonad
TRINITY_DN122116_c1_g1_i2	0.434245865	Ovary_mean	Gonad
TRINITY_DN126804_c1_g1_i2	0.250046745	G23_mmean	Gonad
TRINITY_DN127505_c1_g6_i1	0.26422482	Testis_mean	Gonad
TRINITY_DN132203_c0_g1_i1	0.249126612	Brain_mmean	Gonad
TRINITY_DN127041_c0_g1_i3	0.257001804	G43_M_mean	Gonad
TRINITY_DN133588_c4_g3_i1	0.670504083	Ovary_mean	Gonad
TRINITY_DN121539_c0_g1_i1	0.373200645	Ovary_mean	Gonad
TRINITY_DN132225_c0_g3_i2	0.286099133	G23_fmean	Gonad
TRINITY_DN125723_c1_g4_i2	0.156484949	Ovary_mean	Gonad
TRINITY_DN105386_c0_g2_i1	0.553089571	Ovary_mean	Gonad
TRINITY_DN128585_c8_g2_i1	0.189633711	G31_mmean	Gonad
TRINITY_DN119060_c0_g1_i4	0.518117481	Ovary_mean	Gonad
TRINITY_DN118609_c0_g1_i1	0.566364521	Ovary_mean	Gonad
TRINITY_DN132305_c3_g3_i2	0.485233453	Ovary_mean	Gonad
TRINITY_DN113992_c0_g1_i1	0.13053051	Brain_fmean	Gonad
TRINITY_DN120935_c2_g1_i1	0.595348849	Ovary_mean	Gonad
TRINITY_DN116802_c0_g2_i1	0.666830298	Ovary_mean	Gonad
TRINITY_DN123897_c4_g2_i1	0.317444946	Brain_mmean	Gonad
TRINITY_DN128362_c1_g4_i2	0.383747564	Brain_fmean	Gonad
TRINITY_DN123204_c5_g4_i1	0.498020029	Ovary_mean	Gonad
TRINITY_DN129027_c1_g2_i4	0.473703696	Ovary_mean	Gonad
TRINITY_DN119570_c0_g2_i5	0.638363605	Ovary_mean	Gonad
TRINITY_DN79505_c0_g1_i1	0.804142254	Ovary_mean	Gonad
TRINITY_DN108700_c0_g1_i1	0.596963711	Ovary_mean	Gonad
TRINITY_DN128320_c1_g2_i2	0.300601293	Ovary_mean	Gonad
TRINITY_DN133151_c4_g1_i1	0.472931209	Ovary_mean	Gonad
TRINITY_DN133219_c0_g3_i1	0.181743367	Testis_mean	Gonad
TRINITY_DN113088_c0_g1_i3	0.860492919	Testis_mean	Gonad
TRINITY_DN129183_c1_g1_i1	0.411440903	Ovary_mean	Gonad
TRINITY_DN126342_c0_g1_i1	0.322217997	Brain_mmean	Gonad
TRINITY_DN121466_c0_g3_i1	0.300139957	Ovary_mean	Gonad
TRINITY_DN134366_c2_g3_i4	0.211904728	Testis_mean	Gonad
TRINITY_DN123890_c6_g1_i1	0.272744946	G23_mmean	Gonad
TRINITY_DN109430_c0_g5_i1	0.590125319	Ovary_mean	Gonad
TRINITY_DN128689_c0_g1_i4	0.269753922	Ovary_mean	Gonad
TRINITY_DN136087_c3_g4_i2	0.401370995	Brain_mmean	Gonad
TRINITY_DN134810_c1_g7_i2	0.457606407	Testis_mean	Gonad
TRINITY_DN119268_c0_g2_i1	0.106381513	G27_fmean	Gonad
TRINITY_DN136018_c3_g2_i1	0.513419841	Ovary_mean	Gonad
TRINITY_DN128074_c0_g1_i1	0.435467425	Brain_mmean	Gonad
TRINITY_DN123723_c3_g4_i1	0.556258121	Ovary_mean	Gonad
TRINITY_DN107702_c1_g1_i2	0.375937535	Ovary_mean	Gonad
TRINITY_DN123315_c0_g1_i2	0.262445756	G23_fmean	Gonad
TRINITY_DN117446_c0_g1_i2	0.787218159	Testis_mean	Gonad
TRINITY_DN133080_c7_g9_i1	0.962242015	Ovary_mean	Gonad
TRINITY_DN123343_c0_g2_i1	0.172110882	Ovary_mean	Gonad
TRINITY_DN127374_c0_g1_i1	0.19014044	G23_fmean	Gonad
TRINITY_DN124747_c0_g1_i2	0.331038241	Ovary_mean	Gonad
TRINITY_DN133769_c11_g6_i1	0.188979954	G27_mmean	Gonad
TRINITY_DN118297_c0_g1_i1	0.714959122	Ovary_mean	Gonad
TRINITY_DN118590_c0_g1_i1	0.438320356	Ovary_mean	Gonad
TRINITY_DN121841_c0_g2_i2	0.357436396	Testis_mean	Gonad
TRINITY_DN125119_c3_g6_i1	0.809723365	Ovary_mean	Gonad
TRINITY_DN122221_c0_g3_i1	0.237994469	Testis_mean	Gonad
TRINITY_DN116438_c0_g2_i3	0.398148441	Brain_fmean	Gonad
TRINITY_DN133351_c7_g2_i4	0.43858733	Ovary_mean	Gonad
TRINITY_DN127596_c3_g1_i3	0.347561878	Ovary_mean	Gonad
TRINITY_DN164952_c0_g1_i1	0.303274084	Ovary_mean	Gonad
TRINITY_DN134797_c0_g1_i7	0.257900045	Brain_mmean	Gonad
TRINITY_DN128247_c5_g9_i3	0.493811267	Ovary_mean	Gonad
TRINITY_DN131028_c0_g1_i1	0.220445094	Ovary_mean	Gonad
TRINITY_DN134228_c2_g1_i1	0.261942442	Brain_fmean	Gonad
TRINITY_DN124309_c0_g1_i3	0.359017979	Ovary_mean	Gonad
TRINITY_DN132392_c3_g2_i2	0.18534963	G43_F_mean	Gonad
TRINITY_DN123389_c0_g1_i4	0.471532752	Ovary_mean	Gonad
TRINITY_DN108865_c0_g2_i1	0.063591648	Ovary_mean	Gonad
TRINITY_DN133816_c1_g1_i1	0.201885557	Testis_mean	Gonad
TRINITY_DN69204_c0_g1_i1	0.878183046	Testis_mean	Gonad
TRINITY_DN129741_c0_g5_i1	0.736872461	Ovary_mean	Gonad
TRINITY_DN119885_c0_g1_i1	0.302536994	Ovary_mean	Gonad
TRINITY_DN133991_c3_g2_i2	0.132981846	G27_mmean	Gonad
TRINITY_DN133680_c0_g1_i1	0.164390419	Ovary_mean	Gonad
TRINITY_DN133792_c0_g2_i1	0.727876813	Ovary_mean	Gonad
TRINITY_DN97631_c0_g1_i2	0.357589193	Ovary_mean	Gonad
TRINITY_DN133604_c0_g1_i1	0.687998298	Ovary_mean	Gonad
TRINITY_DN134758_c1_g1_i3	0.413167714	Brain_mmean	Gonad
TRINITY_DN121938_c0_g2_i1	0.56084245	Ovary_mean	Gonad
TRINITY_DN133653_c0_g2_i3	0.491810642	Ovary_mean	Gonad
TRINITY_DN115979_c0_g3_i5	0.135342643	Brain_fmean	Gonad
TRINITY_DN129797_c0_g1_i1	0.094535921	G43_F_mean	Gonad
TRINITY_DN131197_c1_g2_i3	0.200631424	Ovary_mean	Gonad
TRINITY_DN127643_c0_g1_i5	0.17413106	Ovary_mean	Gonad
TRINITY_DN120483_c0_g1_i3	0.232648595	Testis_mean	Gonad
TRINITY_DN136242_c3_g2_i6	0.329450687	Ovary_mean	Gonad
TRINITY_DN125330_c7_g1_i1	0.213689806	Ovary_mean	Gonad
TRINITY_DN124462_c0_g1_i2	0.579823613	Ovary_mean	Gonad
TRINITY_DN124856_c0_g1_i2	0.312824122	Ovary_mean	Gonad
TRINITY_DN130146_c0_g1_i3	0.716958821	Ovary_mean	Gonad
TRINITY_DN68698_c0_g2_i1	0.33504198	G23_fmean	Gonad
TRINITY_DN131238_c0_g1_i1	0.120403929	Brain_fmean	Gonad
TRINITY_DN135788_c4_g1_i1	0.650649669	Ovary_mean	Gonad
TRINITY_DN136421_c0_g1_i2	0.296761916	G27_fmean	Gonad
TRINITY_DN126258_c0_g1_i1	0.174484752	G43_M_mean	Gonad
TRINITY_DN128906_c7_g1_i4	0.262663207	Ovary_mean	Gonad
TRINITY_DN86365_c0_g1_i1	0.209571859	Ovary_mean	Gonad
TRINITY_DN121072_c0_g2_i1	0.179099933	Testis_mean	Gonad
TRINITY_DN129178_c2_g1_i1	0.473472525	Ovary_mean	Gonad
TRINITY_DN126805_c0_g2_i1	0.368817455	Testis_mean	Gonad
TRINITY_DN127557_c3_g1_i1	0.902010205	Ovary_mean	Gonad
TRINITY_DN116722_c0_g1_i1	0.57919052	Ovary_mean	Gonad
TRINITY_DN119713_c0_g1_i1	0.476225668	G43_M_mean	Gonad
TRINITY_DN123493_c0_g1_i1	0.569032627	Brain_mmean	Gonad
TRINITY_DN133462_c5_g1_i4	0.240892513	Brain_mmean	Gonad
TRINITY_DN135508_c5_g1_i1	0.361451477	Ovary_mean	Gonad
TRINITY_DN111833_c0_g1_i3	0.149274427	G27_fmean	Gonad
TRINITY_DN121901_c0_g1_i3	0.576092434	Ovary_mean	Gonad
TRINITY_DN124650_c4_g1_i4	0.3809338	Brain_fmean	Gonad
TRINITY_DN116522_c0_g2_i1	0.180862762	G23_fmean	Gonad
TRINITY_DN132543_c1_g7_i1	0.361902592	Testis_mean	Gonad
TRINITY_DN136055_c0_g1_i2	0.728125445	Testis_mean	Gonad
TRINITY_DN127666_c1_g1_i1	0.550766102	Ovary_mean	Gonad
TRINITY_DN128952_c0_g1_i4	0.3864822	Ovary_mean	Gonad
TRINITY_DN127635_c1_g1_i2	0.312117789	Ovary_mean	Gonad
TRINITY_DN92149_c0_g1_i1	0.27686139	Ovary_mean	Gonad
TRINITY_DN108196_c0_g1_i1	0.325066504	Ovary_mean	Gonad
TRINITY_DN114661_c0_g1_i2	0.473606802	Ovary_mean	Gonad
TRINITY_DN215924_c0_g1_i1	0.114128438	Ovary_mean	Gonad
TRINITY_DN128042_c1_g2_i1	0.151162267	Ovary_mean	Gonad
TRINITY_DN112935_c0_g1_i1	0.392217811	Ovary_mean	Gonad
TRINITY_DN126616_c6_g1_i1	0.281808212	Brain_fmean	Gonad
TRINITY_DN118665_c1_g1_i1	0.86548658	Ovary_mean	Gonad
TRINITY_DN120311_c0_g2_i1	0.305099885	Brain_mmean	Gonad
TRINITY_DN125603_c0_g3_i1	0.141888806	G23_fmean	Gonad
TRINITY_DN120545_c4_g1_i4	0.494641799	Ovary_mean	Gonad
TRINITY_DN133558_c1_g1_i2	0.249852788	G23_fmean	Gonad
TRINITY_DN130866_c2_g2_i1	0.428362674	Ovary_mean	Gonad
TRINITY_DN130145_c4_g10_i2	0.212228876	Ovary_mean	Gonad
TRINITY_DN124268_c4_g1_i1	0.288920798	Brain_mmean	Gonad
TRINITY_DN132144_c7_g6_i2	0.045070277	Testis_mean	Gonad
TRINITY_DN121233_c0_g3_i1	0.177010843	Ovary_mean	Gonad
TRINITY_DN121438_c0_g1_i1	0.399841932	Ovary_mean	Gonad
TRINITY_DN122146_c0_g9_i1	0.480342118	Ovary_mean	Gonad
TRINITY_DN131553_c0_g2_i1	0.914837508	Ovary_mean	Gonad
TRINITY_DN130233_c0_g1_i1	0.419065606	Brain_fmean	Gonad
TRINITY_DN103615_c0_g1_i1	0.181753769	G27_fmean	Gonad
TRINITY_DN124241_c0_g2_i2	0.326813254	Ovary_mean	Gonad
TRINITY_DN118145_c0_g4_i1	0.304057716	Testis_mean	Gonad
TRINITY_DN133104_c0_g3_i2	0.306321258	Ovary_mean	Gonad
TRINITY_DN129808_c10_g2_i1	0.281754322	Ovary_mean	Gonad
TRINITY_DN123329_c0_g1_i2	0.250588606	Ovary_mean	Gonad
TRINITY_DN133228_c1_g2_i1	0.180352974	Brain_mmean	Gonad
TRINITY_DN128648_c7_g2_i1	0.844646788	Ovary_mean	Gonad
TRINITY_DN131909_c0_g1_i1	0.393394729	Ovary_mean	Gonad
TRINITY_DN135589_c1_g1_i6	0.049450921	Testis_mean	Gonad
TRINITY_DN110644_c0_g3_i1	0.957473034	Ovary_mean	Gonad
TRINITY_DN133214_c1_g4_i1	0.530497366	Ovary_mean	Gonad
TRINITY_DN122662_c0_g10_i3	0.433053114	Ovary_mean	Gonad
TRINITY_DN123593_c0_g5_i2	0.419110735	Ovary_mean	Gonad
TRINITY_DN122572_c0_g1_i3	0.23438619	Brain_fmean	Gonad
TRINITY_DN127789_c1_g1_i2	0.33088587	Ovary_mean	Gonad
TRINITY_DN135993_c0_g2_i6	0.273929074	Brain_fmean	Gonad
TRINITY_DN133063_c0_g1_i3	0.127608565	G43_M_mean	Gonad
TRINITY_DN129591_c0_g1_i1	0.190939905	Ovary_mean	Gonad
TRINITY_DN130966_c6_g4_i1	0.313972561	Ovary_mean	Gonad
TRINITY_DN128589_c6_g1_i1	0.147803235	Liver_fmean	Gonad
TRINITY_DN123779_c0_g3_i1	0.457217594	Ovary_mean	Gonad
TRINITY_DN118510_c0_g1_i3	0.09954662	G27_fmean	Gonad
TRINITY_DN132849_c0_g1_i1	0.202858894	Testis_mean	Gonad
TRINITY_DN106080_c0_g1_i1	0.354133372	Brain_fmean	Gonad
TRINITY_DN131978_c1_g1_i1	0.324995787	Ovary_mean	Gonad
TRINITY_DN124466_c0_g1_i4	0.157147889	Brain_fmean	Gonad
TRINITY_DN125527_c2_g3_i3	0.288924044	Testis_mean	Gonad
TRINITY_DN125990_c0_g4_i2	0.358677364	Brain_mmean	Gonad
TRINITY_DN116014_c0_g2_i3	0.093195929	Ovary_mean	Gonad
TRINITY_DN123193_c0_g2_i5	0.311356085	Ovary_mean	Gonad
TRINITY_DN124109_c1_g1_i1	0.396056583	Ovary_mean	Gonad
TRINITY_DN129998_c3_g1_i2	0.374581936	Brain_fmean	Gonad
TRINITY_DN124776_c0_g4_i2	0.170706865	G23_mmean	Gonad
TRINITY_DN131289_c0_g2_i2	0.181315124	Brain_mmean	Gonad
TRINITY_DN127625_c1_g1_i3	0.608435401	Ovary_mean	Gonad
TRINITY_DN133916_c0_g2_i1	0.34096421	Ovary_mean	Gonad
TRINITY_DN133876_c2_g9_i3	0.067921302	Testis_mean	Gonad
TRINITY_DN135979_c0_g4_i1	0.13303232	Testis_mean	Gonad
TRINITY_DN129773_c0_g1_i1	0.33668109	Testis_mean	Gonad
TRINITY_DN125361_c0_g3_i3	0.4218954	Ovary_mean	Gonad
TRINITY_DN128167_c5_g7_i4	0.625416025	Ovary_mean	Gonad
TRINITY_DN121925_c0_g1_i1	0.245695152	Brain_fmean	Gonad
TRINITY_DN129779_c4_g6_i3	0.315631567	Brain_mmean	Gonad
TRINITY_DN113950_c0_g1_i2	0.248942021	Ovary_mean	Gonad
TRINITY_DN136529_c1_g1_i7	0.535226892	Ovary_mean	Gonad
TRINITY_DN108429_c0_g1_i1	0.408518322	Ovary_mean	Gonad
TRINITY_DN133633_c4_g1_i9	0.306736778	Testis_mean	Gonad
TRINITY_DN132416_c2_g1_i5	0.411311055	Ovary_mean	Gonad
TRINITY_DN131440_c0_g3_i1	0.516807731	Ovary_mean	Gonad
TRINITY_DN128666_c2_g1_i2	0.331392154	Brain_fmean	Gonad
TRINITY_DN125966_c3_g1_i1	0.250292199	Ovary_mean	Gonad
TRINITY_DN130083_c2_g6_i1	0.520308771	Ovary_mean	Gonad
TRINITY_DN122956_c5_g1_i1	0.498239256	Ovary_mean	Gonad
TRINITY_DN124632_c0_g1_i3	0.202605748	Ovary_mean	Gonad
TRINITY_DN95747_c0_g2_i1	0.209146608	Ovary_mean	Gonad
TRINITY_DN116377_c0_g1_i1	0.406275793	Ovary_mean	Gonad
TRINITY_DN121548_c0_g1_i1	0.938919659	Ovary_mean	Gonad
TRINITY_DN128688_c5_g1_i6	0.132022856	G46_F_mean	Gonad
TRINITY_DN131683_c0_g1_i1	0.529625787	Ovary_mean	Gonad
TRINITY_DN127024_c2_g3_i1	0.531228748	Ovary_mean	Gonad
TRINITY_DN120555_c0_g2_i5	0.636280646	Testis_mean	Gonad
TRINITY_DN125238_c0_g1_i1	0.653116512	Ovary_mean	Gonad
TRINITY_DN120026_c0_g2_i2	0.194867832	Ovary_mean	Gonad
