gid	tau	tissue	stage	perc
TRINITY_DN122536_c0_g2_i6	0.558793486	G43_M_mean	G27	top70
TRINITY_DN131986_c3_g1_i2	0.39978661	Ovary_mean	G27	top70
TRINITY_DN114068_c0_g1_i2	0.600895748	G31_mmean	G27	top70
TRINITY_DN127316_c0_g1_i1	0.406622312	G46_M_mean	G27	top70
TRINITY_DN58864_c0_g1_i1	0.705903848	G46_M_mean	G27	top70
TRINITY_DN132340_c2_g2_i1	0.392425546	Liver_mmean	G27	top70
TRINITY_DN118042_c1_g2_i8	0.263489268	Ovary_mean	G27	top70
TRINITY_DN116599_c0_g2_i1	0.557708682	G46_M_mean	G27	top70
TRINITY_DN131124_c2_g4_i2	0.449084814	Brain_mmean	G27	top70
TRINITY_DN115215_c0_g1_i1	0.737937666	G23_mmean	G27	top70
TRINITY_DN130945_c0_g21_i1	0.542198108	G23_mmean	G27	top70
TRINITY_DN131084_c6_g13_i2	0.585719457	Brain_fmean	G27	top70
TRINITY_DN122681_c0_g2_i1	0.216875784	Brain_fmean	G27	top70
TRINITY_DN126024_c0_g2_i3	0.444447208	Ovary_mean	G27	top70
TRINITY_DN122479_c0_g4_i2	0.267500084	Ovary_mean	G27	top70
TRINITY_DN128742_c0_g2_i1	0.237166268	G23_fmean	G27	top70
TRINITY_DN119457_c1_g3_i1	0.273483096	Ovary_mean	G27	top70
TRINITY_DN96807_c0_g1_i1	0.349381079	Ovary_mean	G27	top70
TRINITY_DN120903_c0_g1_i3	0.644371692	G31_mmean	G27	top70
TRINITY_DN121594_c0_g5_i8	0.578561815	Brain_fmean	G27	top70
TRINITY_DN109615_c0_g1_i1	0.338625696	G43_F_mean	G27	top70
TRINITY_DN120394_c6_g1_i1	0.455319139	Brain_fmean	G27	top70
TRINITY_DN117737_c0_g1_i2	0.106284744	G27_mmean	G27	top70
TRINITY_DN128292_c1_g1_i5	0.304841926	Brain_mmean	G27	top70
TRINITY_DN135399_c0_g3_i4	0.326069625	Ovary_mean	G27	top70
TRINITY_DN123249_c0_g1_i1	0.352786008	Brain_fmean	G27	top70
TRINITY_DN135479_c1_g1_i2	0.043202807	Testis_mean	G27	top70
TRINITY_DN119203_c1_g1_i2	0.340079808	Liver_fmean	G27	top70
TRINITY_DN114541_c0_g1_i14	0.355985085	Ovary_mean	G27	top70
TRINITY_DN110147_c0_g2_i1	0.197137578	G43_M_mean	G27	top70
TRINITY_DN134355_c0_g2_i1	0.242802377	Brain_mmean	G27	top70
TRINITY_DN134401_c0_g1_i2	0.410698228	Brain_mmean	G27	top70
TRINITY_DN135584_c0_g2_i4	0.529359075	Ovary_mean	G27	top70
TRINITY_DN122861_c0_g1_i3	0.067525377	G23_fmean	G27	top70
TRINITY_DN129728_c6_g2_i1	0.435711216	Ovary_mean	G27	top70
TRINITY_DN116553_c0_g1_i1	0.215145302	Ovary_mean	G27	top70
TRINITY_DN127296_c0_g1_i1	0.277283014	Brain_mmean	G27	top70
TRINITY_DN135640_c2_g10_i1	0.790557881	G46_M_mean	G27	top70
TRINITY_DN81198_c0_g1_i2	0.487823878	Ovary_mean	G27	top70
TRINITY_DN135407_c2_g2_i1	0.104592055	Testis_mean	G27	top70
TRINITY_DN134832_c4_g1_i1	0.840878304	G27_mmean	G27	top70
TRINITY_DN134547_c1_g1_i2	0.26314471	G27_fmean	G27	top70
TRINITY_DN132872_c5_g3_i5	0.640853818	Ovary_mean	G27	top70
TRINITY_DN127918_c0_g1_i6	0.187679602	Ovary_mean	G27	top70
TRINITY_DN128193_c1_g1_i1	0.176583575	G43_M_mean	G27	top70
TRINITY_DN119752_c0_g1_i2	0.301011952	G23_mmean	G27	top70
TRINITY_DN130927_c0_g1_i5	0.502248296	Brain_fmean	G27	top70
TRINITY_DN135374_c8_g1_i1	0.233724373	G46_F_mean	G27	top70
TRINITY_DN132730_c1_g1_i4	0.249510545	G43_M_mean	G27	top70
TRINITY_DN121422_c0_g9_i2	0.364426172	Ovary_mean	G27	top70
TRINITY_DN130178_c0_g2_i2	0.265159418	G43_M_mean	G27	top70
TRINITY_DN130195_c2_g1_i1	0.348317067	Liver_fmean	G27	top70
TRINITY_DN129648_c0_g1_i3	0.369652506	G27_fmean	G27	top70
TRINITY_DN134203_c0_g2_i1	0.609769241	Brain_mmean	G27	top70
TRINITY_DN129993_c3_g1_i1	0.272471105	Brain_mmean	G27	top70
TRINITY_DN133223_c0_g3_i3	0.533844503	Brain_fmean	G27	top70
TRINITY_DN124812_c0_g1_i2	0.454163593	Ovary_mean	G27	top70
TRINITY_DN135917_c0_g12_i7	0.418699162	G46_M_mean	G27	top70
TRINITY_DN43965_c0_g1_i1	0.191486725	G23_fmean	G27	top70
TRINITY_DN121429_c0_g1_i1	0.397509278	Testis_mean	G27	top70
TRINITY_DN128159_c1_g1_i2	0.36860429	Ovary_mean	G27	top70
TRINITY_DN135195_c1_g1_i3	0.567566071	G46_M_mean	G27	top70
TRINITY_DN128367_c0_g1_i1	0.181326503	Testis_mean	G27	top70
TRINITY_DN125334_c0_g1_i1	0.644065662	Ovary_mean	G27	top70
TRINITY_DN122147_c8_g1_i6	0.312542809	Brain_mmean	G27	top70
TRINITY_DN112494_c0_g2_i2	0.414318043	G23_mmean	G27	top70
TRINITY_DN109944_c0_g2_i1	0.240709115	Ovary_mean	G27	top70
TRINITY_DN131985_c0_g1_i4	0.291340372	Brain_fmean	G27	top70
TRINITY_DN125184_c0_g1_i5	0.403252543	Brain_fmean	G27	top70
TRINITY_DN128273_c2_g2_i2	0.319144566	Brain_mmean	G27	top70
TRINITY_DN134257_c1_g2_i3	0.428968431	G27_mmean	G27	top70
TRINITY_DN132507_c3_g3_i2	0.466988082	Testis_mean	G27	top70
TRINITY_DN134165_c3_g3_i2	0.222175397	G43_M_mean	G27	top70
TRINITY_DN137921_c0_g1_i1	0.231888185	G27_mmean	G27	top70
TRINITY_DN120899_c0_g3_i1	0.612459398	Brain_fmean	G27	top70
TRINITY_DN135661_c1_g1_i1	0.38552259	Ovary_mean	G27	top70
TRINITY_DN125381_c8_g3_i7	0.540453584	Brain_mmean	G27	top70
TRINITY_DN129826_c2_g1_i1	0.431044199	Brain_fmean	G27	top70
TRINITY_DN132832_c1_g5_i6	0.219980541	Brain_mmean	G27	top70
TRINITY_DN114517_c0_g1_i1	0.399970258	Brain_fmean	G27	top70
TRINITY_DN111370_c0_g2_i1	0.16980974	Ovary_mean	G27	top70
TRINITY_DN135148_c2_g2_i2	0.277951101	Ovary_mean	G27	top70
TRINITY_DN127882_c8_g2_i2	0.565340292	Brain_fmean	G27	top70
TRINITY_DN132873_c0_g10_i1	0.315973601	Brain_mmean	G27	top70
TRINITY_DN131905_c3_g2_i1	0.614899615	Brain_mmean	G27	top70
TRINITY_DN133480_c2_g3_i1	0.180032654	G43_F_mean	G27	top70
TRINITY_DN121395_c0_g2_i1	0.139041641	Testis_mean	G27	top70
TRINITY_DN132147_c2_g10_i1	0.231239389	Brain_mmean	G27	top70
TRINITY_DN129065_c4_g8_i1	0.146698823	G31_fmean	G27	top70
TRINITY_DN132802_c3_g2_i4	0.420534017	Ovary_mean	G27	top70
TRINITY_DN123980_c1_g3_i2	0.257909729	Liver_fmean	G27	top70
TRINITY_DN134342_c4_g1_i1	0.678796707	Brain_fmean	G27	top70
TRINITY_DN120636_c0_g8_i1	0.404917445	Ovary_mean	G27	top70
TRINITY_DN131837_c0_g1_i2	0.259990452	G27_fmean	G27	top70
TRINITY_DN134031_c5_g1_i1	0.676344457	Ovary_mean	G27	top70
TRINITY_DN131836_c0_g2_i1	0.151319254	G46_F_mean	G27	top70
TRINITY_DN136088_c0_g2_i1	0.673417963	Liver_fmean	G27	top70
TRINITY_DN110142_c0_g4_i1	0.554769172	Ovary_mean	G27	top70
TRINITY_DN129666_c0_g1_i1	0.202699444	G23_fmean	G27	top70
TRINITY_DN134189_c0_g2_i3	0.455838294	Brain_fmean	G27	top70
TRINITY_DN132392_c2_g3_i2	0.300813786	Ovary_mean	G27	top70
TRINITY_DN129704_c1_g1_i1	0.483189885	Ovary_mean	G27	top70
TRINITY_DN125710_c0_g2_i2	0.638744303	Ovary_mean	G27	top70
TRINITY_DN121935_c3_g1_i3	0.458598175	Ovary_mean	G27	top70
TRINITY_DN122579_c1_g1_i2	0.68740771	G23_mmean	G27	top70
TRINITY_DN129737_c0_g1_i1	0.574041726	Brain_fmean	G27	top70
TRINITY_DN118511_c0_g1_i1	0.533509548	Brain_fmean	G27	top70
TRINITY_DN111316_c0_g1_i1	0.330261351	Ovary_mean	G27	top70
TRINITY_DN124054_c0_g1_i1	0.479278616	G23_fmean	G27	top70
TRINITY_DN124369_c0_g1_i2	0.485317442	Ovary_mean	G27	top70
TRINITY_DN121668_c0_g1_i1	0.496171033	Ovary_mean	G27	top70
TRINITY_DN102312_c0_g1_i1	0.552689326	G27_mmean	G27	top70
TRINITY_DN129004_c0_g1_i7	0.332547811	Brain_mmean	G27	top70
TRINITY_DN123497_c0_g4_i1	0.679019176	G31_mmean	G27	top70
TRINITY_DN129660_c0_g1_i1	0.141780413	Ovary_mean	G27	top70
TRINITY_DN131631_c6_g3_i1	0.21990633	Brain_fmean	G27	top70
TRINITY_DN135999_c2_g9_i12	0.249030659	Brain_fmean	G27	top70
TRINITY_DN136260_c0_g1_i3	0.430394931	Brain_fmean	G27	top70
TRINITY_DN123064_c3_g1_i1	0.287702397	G43_M_mean	G27	top70
TRINITY_DN132348_c2_g2_i2	0.57981048	G43_M_mean	G27	top70
TRINITY_DN134734_c2_g1_i3	0.409432294	Brain_fmean	G27	top70
TRINITY_DN121175_c4_g1_i1	0.559089021	Brain_fmean	G27	top70
TRINITY_DN126355_c1_g1_i1	0.239506616	Brain_fmean	G27	top70
TRINITY_DN123064_c2_g7_i1	0.382669241	G43_M_mean	G27	top70
TRINITY_DN113908_c0_g1_i2	0.668626316	Brain_fmean	G27	top70
TRINITY_DN115605_c0_g2_i1	0.478284731	Brain_fmean	G27	top70
TRINITY_DN123125_c7_g2_i1	0.419426722	G43_F_mean	G27	top70
TRINITY_DN130531_c0_g1_i1	0.176106273	G23_mmean	G27	top70
TRINITY_DN125677_c2_g2_i1	0.346346529	Ovary_mean	G27	top70
TRINITY_DN116447_c1_g3_i2	0.198179208	Testis_mean	G27	top70
TRINITY_DN124317_c0_g1_i6	0.552608101	Ovary_mean	G27	top70
TRINITY_DN109643_c0_g1_i1	0.225685339	Ovary_mean	G27	top70
TRINITY_DN126787_c0_g2_i1	0.649213599	G27_mmean	G27	top70
TRINITY_DN119496_c0_g1_i1	0.151147634	Brain_fmean	G27	top70
TRINITY_DN133809_c0_g1_i2	0.256435724	Brain_mmean	G27	top70
TRINITY_DN104789_c0_g1_i1	0.671301731	G23_mmean	G27	top70
TRINITY_DN135640_c2_g2_i1	0.757106677	G46_M_mean	G27	top70
TRINITY_DN131334_c0_g1_i1	0.318224225	G31_mmean	G27	top70
TRINITY_DN131142_c1_g1_i2	0.350351004	Ovary_mean	G27	top70
TRINITY_DN127327_c0_g3_i2	0.324190043	G23_mmean	G27	top70
TRINITY_DN117666_c0_g3_i1	0.566610584	G46_M_mean	G27	top70
TRINITY_DN136039_c0_g4_i3	0.248418232	Brain_mmean	G27	top70
TRINITY_DN115817_c2_g10_i1	0.177962324	G23_mmean	G27	top70
TRINITY_DN125811_c0_g2_i6	0.456955435	Ovary_mean	G27	top70
TRINITY_DN119539_c0_g1_i2	0.572375849	G46_M_mean	G27	top70
TRINITY_DN136426_c1_g2_i4	0.270770473	G23_fmean	G27	top70
TRINITY_DN136295_c9_g2_i1	0.529642271	Brain_fmean	G27	top70
TRINITY_DN116275_c1_g1_i2	0.226064471	Liver_fmean	G27	top70
TRINITY_DN127794_c2_g3_i1	0.4150058	Ovary_mean	G27	top70
TRINITY_DN125814_c0_g3_i3	0.395608579	Ovary_mean	G27	top70
TRINITY_DN51793_c0_g1_i1	0.471130814	G43_M_mean	G27	top70
TRINITY_DN115323_c1_g1_i1	0.384267844	G27_mmean	G27	top70
TRINITY_DN109252_c0_g1_i2	0.597359884	Ovary_mean	G27	top70
TRINITY_DN134085_c3_g2_i2	0.401933781	Brain_mmean	G27	top70
TRINITY_DN120242_c0_g3_i1	0.177345112	Ovary_mean	G27	top70
TRINITY_DN133948_c0_g1_i1	0.430402769	G46_M_mean	G27	top70
TRINITY_DN134449_c4_g1_i1	0.443397358	Testis_mean	G27	top70
TRINITY_DN125237_c0_g1_i2	0.703675835	Brain_fmean	G27	top70
TRINITY_DN125474_c3_g2_i1	0.625710396	Brain_mmean	G27	top70
TRINITY_DN128101_c3_g2_i1	0.247304799	Brain_mmean	G27	top70
TRINITY_DN121259_c0_g1_i1	0.578961883	Brain_mmean	G27	top70
TRINITY_DN63583_c0_g1_i1	0.546544596	G46_M_mean	G27	top70
TRINITY_DN128317_c0_g1_i1	0.528147282	Testis_mean	G27	top70
TRINITY_DN129391_c3_g2_i4	0.309641159	Testis_mean	G27	top70
TRINITY_DN133454_c0_g1_i2	0.12357042	G43_F_mean	G27	top70
TRINITY_DN131878_c1_g4_i1	0.339464385	Ovary_mean	G27	top70
TRINITY_DN133080_c5_g5_i1	0.411317809	G43_F_mean	G27	top70
TRINITY_DN120004_c0_g1_i2	0.357598148	Ovary_mean	G27	top70
TRINITY_DN124120_c3_g1_i7	0.326852633	Liver_fmean	G27	top70
TRINITY_DN103896_c0_g1_i2	0.542271212	G23_mmean	G27	top70
TRINITY_DN72144_c0_g1_i1	0.463175993	Brain_fmean	G27	top70
TRINITY_DN133437_c0_g1_i4	0.276670992	G23_fmean	G27	top70
TRINITY_DN133052_c1_g1_i6	0.483288781	Ovary_mean	G27	top70
TRINITY_DN136743_c32_g7_i1	0.430485371	Liver_fmean	G27	top70
TRINITY_DN131137_c0_g4_i2	0.671650326	G31_mmean	G27	top70
TRINITY_DN112641_c0_g1_i2	0.71615243	G46_M_mean	G27	top70
TRINITY_DN134679_c3_g1_i5	0.177349975	Brain_mmean	G27	top70
TRINITY_DN124106_c0_g1_i1	0.611751182	Brain_mmean	G27	top70
TRINITY_DN124372_c0_g1_i2	0.277196981	G23_mmean	G27	top70
TRINITY_DN123107_c2_g3_i1	0.573847152	Brain_mmean	G27	top70
TRINITY_DN132941_c0_g6_i1	0.240135864	G43_F_mean	G27	top70
TRINITY_DN117253_c1_g2_i3	0.28692971	Ovary_mean	G27	top70
TRINITY_DN135130_c8_g1_i4	0.572628813	Ovary_mean	G27	top70
TRINITY_DN125523_c7_g1_i1	0.555874275	Brain_mmean	G27	top70
TRINITY_DN129433_c0_g1_i1	0.207648255	G43_M_mean	G27	top70
TRINITY_DN127774_c1_g1_i1	0.5681338	Brain_fmean	G27	top70
TRINITY_DN108480_c0_g1_i1	0.349760988	Ovary_mean	G27	top70
TRINITY_DN134000_c4_g2_i1	0.481599091	G46_M_mean	G27	top70
TRINITY_DN112165_c1_g1_i2	0.093106066	Ovary_mean	G27	top70
TRINITY_DN126547_c4_g1_i1	0.768074974	Brain_mmean	G27	top70
TRINITY_DN121027_c6_g3_i2	0.625432367	Brain_fmean	G27	top70
TRINITY_DN128314_c6_g2_i1	0.612776881	Brain_mmean	G27	top70
TRINITY_DN117857_c1_g1_i1	0.574545175	G27_mmean	G27	top70
TRINITY_DN128720_c0_g1_i1	0.773350257	Brain_fmean	G27	top70
TRINITY_DN122084_c1_g1_i1	0.215229159	Brain_fmean	G27	top70
TRINITY_DN129592_c1_g1_i1	0.380049335	G43_F_mean	G27	top70
TRINITY_DN130128_c0_g2_i1	0.200360108	Brain_mmean	G27	top70
TRINITY_DN113789_c0_g1_i1	0.265630614	Ovary_mean	G27	top70
TRINITY_DN129889_c4_g4_i1	0.47385104	G43_M_mean	G27	top70
TRINITY_DN136310_c4_g2_i2	0.391501099	Testis_mean	G27	top70
TRINITY_DN209293_c0_g1_i1	0.683101177	G27_fmean	G27	top70
TRINITY_DN132517_c0_g1_i3	0.423243724	Brain_mmean	G27	top70
TRINITY_DN103890_c0_g1_i2	0.665349841	Brain_fmean	G27	top70
TRINITY_DN124913_c0_g1_i4	0.622898128	Ovary_mean	G27	top70
TRINITY_DN125350_c0_g1_i1	0.451198415	G43_M_mean	G27	top70
TRINITY_DN132634_c4_g1_i1	0.605909561	Ovary_mean	G27	top70
TRINITY_DN131721_c0_g2_i1	0.763525832	Brain_mmean	G27	top70
TRINITY_DN119403_c0_g1_i1	0.411788709	Ovary_mean	G27	top70
TRINITY_DN135415_c2_g1_i1	0.654227807	G43_F_mean	G27	top70
TRINITY_DN128960_c0_g1_i1	0.3833594	Ovary_mean	G27	top70
TRINITY_DN130046_c9_g9_i1	0.756157214	G43_F_mean	G27	top70
TRINITY_DN132820_c6_g2_i1	0.618378545	Brain_fmean	G27	top70
TRINITY_DN127332_c0_g1_i7	0.484985379	Ovary_mean	G27	top70
TRINITY_DN136212_c1_g2_i6	0.557047507	G31_fmean	G27	top70
TRINITY_DN120402_c0_g1_i4	0.465447041	Ovary_mean	G27	top70
TRINITY_DN128951_c3_g1_i1	0.155984119	G43_M_mean	G27	top70
TRINITY_DN124247_c3_g3_i1	0.462346214	Brain_mmean	G27	top70
TRINITY_DN127796_c3_g1_i19	0.169945794	Testis_mean	G27	top70
TRINITY_DN119165_c0_g1_i1	0.291336113	Ovary_mean	G27	top70
TRINITY_DN134195_c0_g2_i1	0.515907874	Ovary_mean	G27	top70
TRINITY_DN124808_c0_g1_i1	0.414089709	Brain_mmean	G27	top70
TRINITY_DN127730_c0_g10_i1	0.872931532	G31_fmean	G27	top70
TRINITY_DN130849_c0_g2_i1	0.274221438	G43_F_mean	G27	top70
TRINITY_DN133386_c3_g12_i1	0.377605201	Ovary_mean	G27	top70
TRINITY_DN22400_c0_g2_i1	0.47532277	Ovary_mean	G27	top70
TRINITY_DN136390_c2_g2_i1	0.163063329	G23_mmean	G27	top70
TRINITY_DN136618_c14_g4_i1	0.202245786	Brain_mmean	G27	top70
TRINITY_DN124350_c1_g2_i1	0.449330214	Ovary_mean	G27	top70
TRINITY_DN126017_c0_g1_i1	0.404832013	G43_M_mean	G27	top70
TRINITY_DN123877_c0_g1_i4	0.523006191	G43_M_mean	G27	top70
TRINITY_DN111417_c0_g1_i3	0.450397615	Liver_mmean	G27	top70
TRINITY_DN127334_c4_g5_i5	0.23539878	Testis_mean	G27	top70
TRINITY_DN131810_c2_g1_i1	0.383446427	Brain_fmean	G27	top70
TRINITY_DN136311_c3_g7_i2	0.506360691	Brain_mmean	G27	top70
TRINITY_DN128647_c2_g1_i1	0.55908952	Liver_fmean	G27	top70
TRINITY_DN109635_c0_g2_i1	0.223051012	Brain_mmean	G27	top70
TRINITY_DN123643_c0_g1_i3	0.300494469	Ovary_mean	G27	top70
TRINITY_DN109491_c0_g2_i1	0.322026292	Testis_mean	G27	top70
TRINITY_DN118512_c1_g1_i2	0.310350816	Brain_mmean	G27	top70
TRINITY_DN116954_c0_g3_i2	0.246445406	Ovary_mean	G27	top70
TRINITY_DN116782_c0_g1_i1	0.52066847	G43_F_mean	G27	top70
TRINITY_DN132502_c2_g1_i5	0.347215313	Brain_mmean	G27	top70
TRINITY_DN151445_c0_g1_i1	0.674711201	G23_fmean	G27	top70
TRINITY_DN132298_c4_g1_i1	0.598957182	Brain_mmean	G27	top70
TRINITY_DN116699_c1_g1_i2	0.224231482	Brain_fmean	G27	top70
TRINITY_DN128511_c4_g2_i2	0.534204959	Brain_mmean	G27	top70
TRINITY_DN130175_c2_g2_i5	0.419263237	G43_F_mean	G27	top70
TRINITY_DN122690_c2_g1_i5	0.458330802	G31_mmean	G27	top70
TRINITY_DN81535_c0_g1_i1	0.082982812	Brain_fmean	G27	top70
TRINITY_DN132179_c7_g2_i1	0.59917428	Brain_mmean	G27	top70
TRINITY_DN132029_c0_g1_i2	0.328212487	Brain_mmean	G27	top70
TRINITY_DN117341_c1_g1_i1	0.236255201	Ovary_mean	G27	top70
TRINITY_DN124917_c0_g1_i1	0.344961801	Brain_mmean	G27	top70
TRINITY_DN133663_c0_g1_i1	0.414950925	Brain_mmean	G27	top70
TRINITY_DN132952_c3_g3_i2	0.475979852	Brain_fmean	G27	top70
TRINITY_DN108200_c0_g2_i1	0.21897311	G23_fmean	G27	top70
TRINITY_DN130619_c2_g1_i1	0.805758079	Brain_mmean	G27	top70
TRINITY_DN136052_c0_g1_i3	0.618755924	Ovary_mean	G27	top70
TRINITY_DN125115_c2_g1_i1	0.592364265	Brain_mmean	G27	top70
TRINITY_DN20122_c0_g2_i1	0.429095106	G23_fmean	G27	top70
TRINITY_DN130437_c2_g7_i4	0.503331062	Ovary_mean	G27	top70
TRINITY_DN132202_c0_g1_i1	0.220665347	G31_mmean	G27	top70
TRINITY_DN130815_c0_g1_i1	0.673048843	Ovary_mean	G27	top70
TRINITY_DN102288_c0_g1_i1	0.636104975	Ovary_mean	G27	top70
TRINITY_DN131487_c8_g2_i1	0.197011621	Brain_fmean	G27	top70
TRINITY_DN129061_c0_g2_i1	0.216275959	Ovary_mean	G27	top70
TRINITY_DN132533_c4_g2_i1	0.243922903	Brain_fmean	G27	top70
TRINITY_DN121358_c0_g1_i1	0.193900927	G23_fmean	G27	top70
TRINITY_DN136307_c4_g10_i1	0.288584418	G46_M_mean	G27	top70
TRINITY_DN120702_c0_g1_i1	0.298470553	Brain_fmean	G27	top70
TRINITY_DN133312_c4_g1_i1	0.395886066	G43_M_mean	G27	top70
TRINITY_DN116213_c0_g1_i2	0.226608208	G43_F_mean	G27	top70
TRINITY_DN134311_c3_g1_i3	0.325688999	Brain_mmean	G27	top70
TRINITY_DN136504_c5_g1_i2	0.156489593	Brain_mmean	G27	top70
TRINITY_DN132471_c7_g1_i4	0.507693375	Brain_fmean	G27	top70
TRINITY_DN126443_c0_g1_i1	0.458641173	Brain_fmean	G27	top70
TRINITY_DN125476_c0_g1_i1	0.305946618	Brain_mmean	G27	top70
TRINITY_DN120758_c3_g6_i1	0.274071129	Testis_mean	G27	top70
TRINITY_DN121112_c0_g1_i1	0.387142672	Ovary_mean	G27	top70
TRINITY_DN134881_c2_g3_i1	0.335796567	Testis_mean	G27	top70
TRINITY_DN134716_c1_g2_i10	0.106563908	G23_fmean	G27	top70
TRINITY_DN131602_c7_g4_i1	0.155493359	Brain_mmean	G27	top70
TRINITY_DN134270_c0_g1_i1	0.494899457	Ovary_mean	G27	top70
TRINITY_DN133046_c1_g5_i40	0.322671629	Brain_fmean	G27	top70
TRINITY_DN134417_c0_g1_i1	0.47921612	G27_mmean	G27	top70
TRINITY_DN123932_c1_g1_i1	0.618041863	G27_mmean	G27	top70
TRINITY_DN116281_c0_g1_i2	0.190598718	Liver_mmean	G27	top70
TRINITY_DN131526_c5_g1_i2	0.206857624	Brain_mmean	G27	top70
TRINITY_DN122371_c0_g1_i1	0.369910392	Ovary_mean	G27	top70
TRINITY_DN121880_c0_g4_i1	0.117240839	G46_F_mean	G27	top70
TRINITY_DN127278_c0_g2_i2	0.375402479	G43_F_mean	G27	top70
TRINITY_DN117571_c0_g1_i1	0.640306461	Ovary_mean	G27	top70
TRINITY_DN951_c0_g2_i1	0.745490553	Ovary_mean	G27	top70
TRINITY_DN131611_c1_g2_i2	0.802692172	Brain_mmean	G27	top70
TRINITY_DN128176_c3_g2_i4	0.12743329	G31_mmean	G27	top70
TRINITY_DN87180_c0_g1_i1	0.466130676	Brain_fmean	G27	top70
TRINITY_DN111267_c0_g1_i3	0.243312747	Ovary_mean	G27	top70
TRINITY_DN98966_c0_g1_i1	0.22582744	Ovary_mean	G27	top70
TRINITY_DN124826_c0_g1_i1	0.625328827	Brain_mmean	G27	top70
TRINITY_DN122868_c1_g1_i4	0.121746858	G27_mmean	G27	top70
TRINITY_DN135422_c3_g1_i2	0.631342045	G27_mmean	G27	top70
TRINITY_DN128440_c0_g1_i5	0.468262276	Ovary_mean	G27	top70
TRINITY_DN113925_c0_g8_i1	0.210232707	G23_fmean	G27	top70
TRINITY_DN134177_c0_g2_i1	0.70702614	Brain_mmean	G27	top70
TRINITY_DN114540_c0_g1_i2	0.214671422	G31_fmean	G27	top70
TRINITY_DN120860_c0_g1_i1	0.489449984	Ovary_mean	G27	top70
TRINITY_DN134253_c0_g1_i9	0.411144656	Brain_mmean	G27	top70
TRINITY_DN125571_c3_g1_i11	0.23303834	G27_mmean	G27	top70
TRINITY_DN128424_c1_g1_i3	0.460076237	Brain_mmean	G27	top70
TRINITY_DN125805_c1_g3_i2	0.243924968	G46_F_mean	G27	top70
TRINITY_DN130833_c0_g1_i2	0.547580363	Brain_mmean	G27	top70
TRINITY_DN122721_c0_g1_i1	0.322885261	Ovary_mean	G27	top70
TRINITY_DN130235_c8_g2_i1	0.552375978	Brain_mmean	G27	top70
TRINITY_DN113350_c0_g1_i1	0.423356028	Brain_fmean	G27	top70
TRINITY_DN127810_c3_g1_i3	0.373019059	Ovary_mean	G27	top70
TRINITY_DN130906_c0_g1_i3	0.515137384	Testis_mean	G27	top70
TRINITY_DN120924_c1_g3_i1	0.412700358	G43_M_mean	G27	top70
TRINITY_DN123957_c6_g5_i1	0.199255159	G31_mmean	G27	top70
TRINITY_DN125336_c0_g1_i7	0.602923742	Ovary_mean	G27	top70
TRINITY_DN133120_c10_g1_i1	0.191390591	G43_M_mean	G27	top70
TRINITY_DN120457_c0_g1_i2	0.48175659	Ovary_mean	G27	top70
TRINITY_DN128793_c0_g1_i6	0.221511825	G46_M_mean	G27	top70
TRINITY_DN134519_c1_g6_i6	0.405266388	Brain_mmean	G27	top70
TRINITY_DN135745_c0_g2_i2	0.505799816	G27_mmean	G27	top70
TRINITY_DN118330_c0_g1_i1	0.409374337	Liver_fmean	G27	top70
TRINITY_DN127459_c0_g1_i1	0.117091889	Brain_fmean	G27	top70
TRINITY_DN134269_c0_g1_i2	0.293903862	G43_M_mean	G27	top70
TRINITY_DN133625_c2_g2_i1	0.174084652	Liver_fmean	G27	top70
TRINITY_DN123909_c5_g4_i1	0.2525424	G23_fmean	G27	top70
TRINITY_DN130184_c2_g2_i3	0.251724215	Brain_fmean	G27	top70
TRINITY_DN131405_c4_g1_i2	0.490742216	Ovary_mean	G27	top70
TRINITY_DN41598_c0_g1_i1	0.441214791	Brain_mmean	G27	top70
TRINITY_DN126333_c0_g1_i1	0.35267026	Ovary_mean	G27	top70
TRINITY_DN97322_c0_g1_i2	0.49804298	Brain_mmean	G27	top70
TRINITY_DN130707_c3_g6_i1	0.15500064	Ovary_mean	G27	top70
TRINITY_DN67806_c0_g1_i1	0.182863872	Brain_fmean	G27	top70
TRINITY_DN128016_c2_g1_i7	0.158806712	G27_mmean	G27	top70
TRINITY_DN131187_c0_g1_i2	0.339337792	G31_mmean	G27	top70
TRINITY_DN135788_c4_g2_i2	0.275003101	G43_M_mean	G27	top70
TRINITY_DN135608_c0_g2_i3	0.340964001	Brain_mmean	G27	top70
TRINITY_DN125687_c4_g2_i3	0.485357735	Ovary_mean	G27	top70
TRINITY_DN129951_c1_g1_i3	0.185280189	Ovary_mean	G27	top70
TRINITY_DN131203_c2_g1_i6	0.470289771	Brain_mmean	G27	top70
TRINITY_DN129249_c1_g6_i1	0.244307823	Liver_fmean	G27	top70
TRINITY_DN129496_c1_g4_i2	0.388591261	G43_M_mean	G27	top70
TRINITY_DN127884_c1_g2_i6	0.325122892	Ovary_mean	G27	top70
TRINITY_DN111840_c0_g1_i1	0.504947841	G46_F_mean	G27	top70
TRINITY_DN130235_c7_g1_i3	0.085116681	Liver_fmean	G27	top70
TRINITY_DN120884_c0_g1_i4	0.281595526	G46_F_mean	G27	top70
TRINITY_DN132008_c1_g1_i2	0.381081334	G43_M_mean	G27	top70
TRINITY_DN134465_c2_g6_i6	0.242857468	Ovary_mean	G27	top70
